id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,fade,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim
d_nikke_ce_003_02_05_21,d_nikke_ce_003_02_05,Speech,soda,Locale_NikkeEpisode:d_nikke_ce_003_02_05_21,True,,12,12,1.0,,soda,,,,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_02_05_22,d_nikke_ce_003_02_05,Speech,soda,Locale_NikkeEpisode:d_nikke_ce_003_02_05_22,True,,12,12,1.0,,soda,,,,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_02_05_23,d_nikke_ce_003_02_05,Speech,soda,Locale_NikkeEpisode:d_nikke_ce_003_02_05_23,True,,12,12,1.0,,soda,,,,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_ce_003_02_05_24,d_nikke_ce_003_02_05,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_02_05_24,True,,12,2,1.0,,cocoa,,black,,,1,idle,,13,idle,soda,cocoa,3,idle,,maleguest,13,idle,,femaleguest,5,idle,,,,,,,,,,,,,
d_nikke_ce_003_02_05_25,d_nikke_ce_003_02_05,Speech,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_05_25,True,,2,2,1.0,,ce_003_02,,,,,1,idle,,,,,,3,idle,,,13,idle,,,5,idle,,,,,,,,,,,,,
d_nikke_ce_003_02_05_26,d_nikke_ce_003_02_05,Narration,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_05_26,False,,2,10,1.0,,,sfx_scn_stepback,,,,1,idle,,,,,,3,idle,,,13,idle,,,5,idle,,,,,,,,,,,,,
d_nikke_ce_003_02_05_27,d_nikke_ce_003_02_05,Narration,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_05_27,False,,10,10,1.0,,,,,,,1,idle,,,,,,3,idle,cocoa,,13,idle,,,5,idle,,,,,,,,,,,,,
d_nikke_ce_003_02_05_28,d_nikke_ce_003_02_05,Speech,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_05_28,True,,10,10,1.0,,ce_003_02,,,,,1,angry,,,,,,,,,,13,idle,,,5,idle,,,,,,,,,,,,,
d_nikke_ce_003_02_05_29,d_nikke_ce_003_02_05,Speech,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_05_29,True,,10,12,1.0,,ce_003_02,,,,,1,idle,,,,,,,,,,13,idle,,,5,idle,,,,,,,,,,,,,
d_nikke_ce_003_02_05_30,d_nikke_ce_003_02_05,Speech,maleguest,Locale_NikkeEpisode:d_nikke_ce_003_02_05_30,True,,12,12,1.0,,maleguest,,,,,1,idle,,,,,,,,,,13,idle,,,5,idle,,,,,,,,,,,,,
d_nikke_ce_003_02_05_31,d_nikke_ce_003_02_05,Speech,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_05_31,True,,12,12,1.0,,ce_003_02,,,,,1,idle,,,,,,,,,,13,idle,,,3,idle,,,,,,,,,,,,,
d_nikke_ce_003_02_05_32,d_nikke_ce_003_02_05,Speech,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_05_32,True,,12,4,1.0,,ce_003_02,sfx_scn_stepback,,,,3,delight,,,,,,,,,,13,idle,,,5,idle,,,,,,,,,,,,,
d_nikke_ce_003_02_05_33,d_nikke_ce_003_02_05,Speech,femaleguest,Locale_NikkeEpisode:d_nikke_ce_003_02_05_33,True,,4,4,1.0,,femaleguest,,,,,3,delight,,,,,,,,,,13,idle,maleguest,,5,idle,,,,,,,,,,,,,
d_nikke_ce_003_02_05_34,d_nikke_ce_003_02_05,Speech,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_05_34,True,,4,4,1.0,,ce_003_02,,,,,3,worry,,,,,,,,,,,,,,5,idle,,,,,,,,,,,,,
d_nikke_ce_003_02_05_35,d_nikke_ce_003_02_05,Speech,femaleguest,Locale_NikkeEpisode:d_nikke_ce_003_02_05_35,True,,4,4,1.0,,femaleguest,,,,,3,worry,,,,,,,,,,,,,,5,idle,,,,,,,,,,,,,
d_nikke_ce_003_02_05_36,d_nikke_ce_003_02_05,Narration,femaleguest,Locale_NikkeEpisode:d_nikke_ce_003_02_05_36,False,,black,black,1.0,,,,,,,3,idle,soda,1,idle,,cocoa,13,idle,,,,,,,5,idle,,,,,,,,,,,,,
d_nikke_ce_003_02_05_37,d_nikke_ce_003_02_05,Speech,soda,Locale_NikkeEpisode:d_nikke_ce_003_02_05_37,True,,12,12,1.0,,soda,,,,,3,idle,,1,idle,,,13,idle,,,,,,,5,idle,,,,,,,,,,,,,
d_nikke_ce_003_02_05_38,d_nikke_ce_003_02_05,Speech,soda,Locale_NikkeEpisode:d_nikke_ce_003_02_05_38,True,,12,12,1.0,,soda,,,,,3,idle,,1,idle,,,13,idle,,,,,,,5,idle,,,,,,,,,,,,,
d_nikke_ce_003_02_05_39,d_nikke_ce_003_02_05,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_02_05_39,True,,12,12,1.0,,cocoa,,,,,3,idle,,1,idle,,,13,idle,,,,,,,5,idle,,,,,,,,,,,,,
d_nikke_ce_003_02_05_40,d_nikke_ce_003_02_05,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_02_05_40,True,,12,12,1.0,,cocoa,,,,,3,idle,,1,idle,,,13,idle,,,,,,,5,idle,,,,,,,,,,,,,
d_nikke_ce_003_02_05_41,d_nikke_ce_003_02_05,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_02_05_41,True,,12,12,1.0,,cocoa,,,,,3,idle,,1,idle,,,13,idle,,,,,,,5,idle,,,,,,,,,,,,,
d_nikke_ce_003_02_05_42,d_nikke_ce_003_02_05,Speech,soda,Locale_NikkeEpisode:d_nikke_ce_003_02_05_42,True,,12,12,1.0,,soda,,,,,3,idle,,1,idle,,,13,idle,,,,,,,5,idle,,,,,,,,,,,,,
d_nikke_ce_003_02_05_43,d_nikke_ce_003_02_05,Speech,soda,Locale_NikkeEpisode:d_nikke_ce_003_02_05_43,True,,S_10,S_10,1.0,,soda,,,,,3,idle,,1,idle,,,13,idle,,,,,,,5,idle,,,,,,,,,,,,,
d_nikke_ce_003_02_05_44,d_nikke_ce_003_02_05,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_02_05_44,True,,XS_130,XS_130,1.0,,cocoa,,,,,3,idle,,1,idle,,,13,idle,,,,,,,5,idle,,,,,,,,,,,,,
d_nikke_ce_003_02_05_45,d_nikke_ce_003_02_05,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_02_05_45,True,,XS_130,XS_130,1.0,,cocoa,,,,,3,idle,,1,idle,,,13,idle,,,,,,,5,idle,,,,,,,,,,,,,
d_nikke_ce_003_02_05_46,d_nikke_ce_003_02_05,Speech,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_05_46,True,,1,1,1.0,,ce_003_02,,black,,,1,idle,,1,idle,soda,,15,idle,cocoa,,,,,,5,idle,femaleguest,ade,13,idle,,,,,,,,,
d_nikke_ce_003_02_05_47,d_nikke_ce_003_02_05,Narration,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_05_47,False,,1,12,1.0,,,sfx_scn_putdown,,,,1,idle,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,
d_nikke_ce_003_02_05_48,d_nikke_ce_003_02_05,Speech,ade,Locale_NikkeEpisode:d_nikke_ce_003_02_05_48,True,,12,12,1.0,,ade,,,,,1,idle,,,,,,,,,,,,,,,,,,13,worried,,,,,,,,,
d_nikke_ce_003_02_05_49,d_nikke_ce_003_02_05,Narration,ade,Locale_NikkeEpisode:d_nikke_ce_003_02_05_49,False,,12,12,1.0,,,,,Low_2,,1,idle,,,,,,,,,,,,,,,,,,13,worried,,,,,,,,,
d_nikke_ce_003_02_05_50,d_nikke_ce_003_02_05,Speech,ade,Locale_NikkeEpisode:d_nikke_ce_003_02_05_50,False,,12,130,0.6,,ade,,,,,1,idle,,,,,,,,,,,,,,,,,,13,worried,,,,,,,,,
d_nikke_ce_003_02_05_51,d_nikke_ce_003_02_05,Narration,ade,Locale_NikkeEpisode:d_nikke_ce_003_02_05_51,False,,black,black,1.0,,,,,,,1,idle,soda,15,idle,,,,,,,,,,,,,,,13,worried,,,,,,,,,
d_nikke_ce_003_02_05_52,d_nikke_ce_003_02_05,Speech,ade,Locale_NikkeEpisode:d_nikke_ce_003_02_05_52,True,,130,130,1.0,,ade,,,,,1,idle,,15,idle,,,,,,,,,,,,,,,13,worried,,,,,,,,,
d_nikke_ce_003_02_05_53,d_nikke_ce_003_02_05,Narration,ade,Locale_NikkeEpisode:d_nikke_ce_003_02_05_53,False,,130,10,1.0,,,,,,,1,idle,,15,idle,,,,,,,,,,,,,,,13,idle,,,,,,,,,
d_nikke_ce_003_02_05_54,d_nikke_ce_003_02_05,Speech,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_05_54,True,,10,10,1.0,,ce_003_02,,,,,1,idle,,15,idle,,,,,,,,,,,,,,,13,idle,,,,,,,,,
d_nikke_ce_003_02_05_55,d_nikke_ce_003_02_05,Narration,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_05_55,False,,10,10,1.0,,,sfx_scn_icesplit,,,,1,idle,,15,idle,,,,,,,,,,,,,,,13,idle,,,,,,,,,
d_nikke_ce_003_02_05_56,d_nikke_ce_003_02_05,Speech,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_05_56,True,,10,10,1.0,,ce_003_02,,,,,1,idle,,15,idle,,,,,,,,,,,,,,,13,idle,,,,,,,,,
d_nikke_ce_003_02_05_57,d_nikke_ce_003_02_05,Speech,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_05_57,True,,10,10,1.0,,ce_003_02,,,,,1,delight,,15,idle,,,,,,,,,,,,,,,13,idle,,,,,,,,,
d_nikke_ce_003_02_05_58,d_nikke_ce_003_02_05,Speech,soda,Locale_NikkeEpisode:d_nikke_ce_003_02_05_58,True,,10,10,1.0,,soda,,,,,1,delight,,15,idle,,,,,,,,,,,,,,,13,idle,,,,,,,,,
d_nikke_ce_003_02_05_59,d_nikke_ce_003_02_05,Speech,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_05_59,True,,10,10,1.0,,ce_003_02,,,,,1,idle,,15,idle,,,,,,,,,,,,,,,13,idle,,,,,,,,,
d_nikke_ce_003_02_05_60,d_nikke_ce_003_02_05,Speech,soda,Locale_NikkeEpisode:d_nikke_ce_003_02_05_60,True,,14,14,1.0,,soda,,,,,1,idle,,15,idle,,,,,,,,,,,,,,,13,idle,,,,,,,,,
d_nikke_ce_003_02_05_61,d_nikke_ce_003_02_05,Speech,ade,Locale_NikkeEpisode:d_nikke_ce_003_02_05_61,True,,14,14,1.0,none,ade,,,,,1,idle,,15,idle,,,,,,,,,,,,,,,13,idle,,,,,,,,,
d_nikke_ce_003_02_05_62,d_nikke_ce_003_02_05,Speech,ade,Locale_NikkeEpisode:d_nikke_ce_003_02_05_62,True,,black,black,1.0,bgm_story_leisuretime,ade,,black,,,1,idle,,17,idle,,cocoa,15,idle,,,,,,,,,,,13,idle,,,,,,,,,
d_nikke_ce_003_02_05_63,d_nikke_ce_003_02_05,Speech,ade,Locale_NikkeEpisode:d_nikke_ce_003_02_05_63,True,,14,14,1.0,,ade,,,,,1,idle,,17,idle,,,15,idle,,,,,,,,,,,13,idle,,,,,,,,,
d_nikke_ce_003_02_05_64,d_nikke_ce_003_02_05,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_02_05_64,True,,14,14,1.0,,cocoa,,,,,1,idle,,17,idle,,,15,idle,,,,,,,,,,,13,idle,,,,,,,,,
d_nikke_ce_003_02_05_65,d_nikke_ce_003_02_05,Speech,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_02_05_65,True,,14,14,1.0,,cocoa,,,,,1,idle,,17,idle,,,15,idle,,,,,,,,,,,13,idle,,,,,,,,,
d_nikke_ce_003_02_05_66,d_nikke_ce_003_02_05,Speech,soda,Locale_NikkeEpisode:d_nikke_ce_003_02_05_66,True,,14,16,1.0,,soda,,,,,1,idle,,17,idle,,,15,idle,,,,,,,,,,,13,idle,,,,,,,,,
d_nikke_ce_003_02_05_67,d_nikke_ce_003_02_05,Speech,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_05_67,True,,10,10,1.0,,ce_003_02,,,,,1,idle,,17,idle,,,15,idle,,,,,,,,,,,13,idle,,,,,,,,,
d_nikke_ce_003_02_05_68,d_nikke_ce_003_02_05,Speech,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_05_68,True,,10,10,1.0,,ce_003_02,,,,,1,idle,,17,idle,,,15,idle,,,,,,,,,,,13,idle,,,,,,,,,
d_nikke_ce_003_02_05_69,d_nikke_ce_003_02_05,Speech,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_05_69,True,,10,10,1.0,,ce_003_02,,,,,1,idle,,17,idle,,,15,idle,,,,,,,,,,,13,idle,,,,,,,,,
d_nikke_ce_003_02_05_70,d_nikke_ce_003_02_05,Speech,ade,Locale_NikkeEpisode:d_nikke_ce_003_02_05_70,True,,10,12,1.0,,ade,,,,,1,idle,,17,idle,,,15,idle,,,,,,,,,,,13,idle,,,,,,,,,
d_nikke_ce_003_02_05_71,d_nikke_ce_003_02_05,Speech,ade,Locale_NikkeEpisode:d_nikke_ce_003_02_05_71,True,,12,12,1.0,,ade,,,,,1,idle,,17,idle,,,15,idle,,,,,,,,,,,13,idle,,,,,,,,,
d_nikke_ce_003_02_05_72,d_nikke_ce_003_02_05,Speech,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_05_72,True,,12,12,1.0,,ce_003_02,,,,,1,delight,,17,idle,,,15,idle,,,,,,,,,,,13,idle,,,,,,,,,
d_nikke_ce_003_02_05_73,d_nikke_ce_003_02_05,Narration,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_05_73,False,,black,black,1.0,,,,,,,1,idle,,17,idle,soda,,15,idle,cocoa,,,,,,,,,,13,idle,,,,,,,,,
d_nikke_ce_003_02_05_74,d_nikke_ce_003_02_05,Narration,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_05_74,False,,black,black,1.0,,,sfx_scn_toyshopbell,,,,13,idle,,,,,,,,,,,,,,,,,,17,idle,diesel,3,idle,brid,5,idle,soline,7,idle
d_nikke_ce_003_02_05_75,d_nikke_ce_003_02_05,Speech,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_05_75,True,,4,4,1.0,,diesel,,,,,13,idle,,,,,,,,,,,,,,,,,,17,idle,,3,idle,,5,idle,,7,idle
d_nikke_ce_003_02_05_76,d_nikke_ce_003_02_05,Speech,brid,Locale_NikkeEpisode:d_nikke_ce_003_02_05_76,True,,4,4,1.0,,brid,,,,,13,idle,,,,,,,,,,,,,,,,,,17,idle,,3,idle,,5,idle,,7,idle
d_nikke_ce_003_02_05_77,d_nikke_ce_003_02_05,Speech,soline,Locale_NikkeEpisode:d_nikke_ce_003_02_05_77,True,,4,6,1.0,,soline,,,,,13,idle,,,,,,,,,,,,,,,,,,17,idle,,3,idle,,5,idle,,7,idle
d_nikke_ce_003_02_05_78,d_nikke_ce_003_02_05,Speech,ade,Locale_NikkeEpisode:d_nikke_ce_003_02_05_78,True,,170,170,1.0,,ade,,,,,13,idle,,,,,,,,,,,,,,,,,,17,delight,,3,idle,,5,idle,,7,idle
d_nikke_ce_003_02_05_79,d_nikke_ce_003_02_05,Speech,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_05_79,True,,2,2,1.0,,ce_003_02,,,,,1,surprise,,,,,,,,,,,,,,,,,,17,idle,,3,idle,,5,idle,,7,idle
d_nikke_ce_003_02_05_80,d_nikke_ce_003_02_05,Speech,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_05_80,True,,2,2,1.0,,ce_003_02,,,,,1,delight,,,,,,,,,,,,,,,,,,17,idle,,3,idle,,5,idle,,7,idle
d_nikke_ce_003_02_05_81,d_nikke_ce_003_02_05,Speech,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_05_81,True,,2,2,1.0,,diesel,,,,,1,delight,,,,,,,,,,,,,,,,,,17,idle,,3,delight,,5,idle,,7,idle
d_nikke_ce_003_02_05_82,d_nikke_ce_003_02_05,Speech,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_05_82,True,,2,2,1.0,,ce_003_02,,,,,1,idle,,,,,,,,,,,,,,,,,,17,idle,,3,delight,,5,idle,,7,idle
d_nikke_ce_003_02_05_83,d_nikke_ce_003_02_05,Speech,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_05_83,True,,2,2,1.0,,diesel,,,,,1,idle,,,,,,,,,,,,,,,,,,17,idle,,3,idle,,5,idle,,7,idle
d_nikke_ce_003_02_05_84,d_nikke_ce_003_02_05,Speech,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_05_84,True,,2,2,1.0,,diesel,,,,,1,idle,,,,,,,,,,,,,,,,,,17,idle,,3,delight,,5,idle,,7,idle
d_nikke_ce_003_02_05_85,d_nikke_ce_003_02_05,Speech,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_05_85,True,,2,2,1.0,,diesel,,,,,1,idle,,,,,,,,,,,,,,,,,,17,idle,,3,delight,,5,idle,,7,idle
d_nikke_ce_003_02_05_86,d_nikke_ce_003_02_05,Speech,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_05_86,True,,2,2,1.0,none,ce_003_02,,,,,1,surprise,,,,,,,,,,,,,,,,,,17,idle,,3,idle,,5,idle,,7,idle
d_nikke_ce_003_02_05_87,d_nikke_ce_003_02_05,Speech,soline,Locale_NikkeEpisode:d_nikke_ce_003_02_05_87,True,,S_70,S_70,1.0,,soline,,,,,1,surprise,,,,,,,,,,,,,,,,,,17,idle,,3,idle,,5,idle,,7,idle
d_nikke_ce_003_02_05_88,d_nikke_ce_003_02_05,Speech,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_05_88,True,,30,30,1.0,bgm_story_languor,diesel,sfx_scn_violin,,,,1,surprise,,,,,,,,,,,,,,,,,,17,idle,,3,delight,,5,angry,,7,pain
d_nikke_ce_003_02_05_89,d_nikke_ce_003_02_05,Speech,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_05_89,True,,30,30,1.0,,diesel,,,,,1,surprise,,,,,,,,,,,,,,,,,,17,idle,,3,delight,,5,angry,,7,pain
d_nikke_ce_003_02_05_90,d_nikke_ce_003_02_05,Narration,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_05_90,False,,30,30,1.0,,,,,,,1,surprise,,,,,,,,,,,,,,,,,,17,idle,,3,delight,,5,angry,,7,pain
d_nikke_ce_003_02_05_91,d_nikke_ce_003_02_05,Speech,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_05_91,True,,30,2,1.0,,diesel,,,,,1,surprise,,,,,,,,,,,,,,,,,,17,idle,,3,idle,,5,angry,,7,pain
d_nikke_ce_003_02_05_92,d_nikke_ce_003_02_05,Speech,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_05_92,True,,2,2,1.0,,ce_003_02,,,,,1,idle,,,,,,,,,,,,,,,,,,17,idle,,3,idle,,5,angry,,7,pain
d_nikke_ce_003_02_05_93,d_nikke_ce_003_02_05,Speech,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_05_93,True,,2,10,1.0,,ce_003_02,sfx_scn_violin,,,,1,delight,,,,,,,,,,,,,,,,,,17,idle,,3,idle,,5,angry,,7,pain
d_nikke_ce_003_02_05_94,d_nikke_ce_003_02_05,Narration,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_05_94,False,,10,10,1.0,,,,,,,1,delight,,,,,,,,,,,,,,,,,,17,idle,,3,delight,,5,angry,,7,pain
d_nikke_ce_003_02_05_95,d_nikke_ce_003_02_05,Narration,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_05_95,False,,10,10,1.0,,,,,,,1,delight,,,,,,,,,,,,,,,,,,17,idle,,3,delight,,5,angry,,7,pain
d_nikke_ce_003_02_05_96,d_nikke_ce_003_02_05,Narration,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_05_96,False,,10,2,1.0,,,,,,,1,delight,,,,,,,,,,,,,,,,,,17,idle,,3,delight,,5,angry,,7,pain
d_nikke_ce_003_02_05_97,d_nikke_ce_003_02_05,Speech,soline,Locale_NikkeEpisode:d_nikke_ce_003_02_05_97,True,,S_70,S_70,1.0,,soline,,,,,1,delight,soda,13,sad,,cocoa,15,serious,,,,,,,,,,,17,idle,,3,delight,,5,angry,,7,pain
