id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_ce_003_02_04_33,d_nikke_ce_003_02_04,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_04_33,True,,2,2,1.0,,,,,,3,idle,,1,idle
d_nikke_ce_003_02_04_34,d_nikke_ce_003_02_04,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_04_34,True,,2,2,1.0,,,,,,3,idle,,1,idle
d_nikke_ce_003_02_04_35,d_nikke_ce_003_02_04,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_04_35,True,,2,2,1.0,,,,,,3,idle,,1,idle
d_nikke_ce_003_02_04_36,d_nikke_ce_003_02_04,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_04_36,True,,2,2,1.0,,,,,,3,idle,,1,idle
d_nikke_ce_003_02_04_37,d_nikke_ce_003_02_04,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_04_37,True,,2,2,1.0,,,,,,3,idle,,1,idle
d_nikke_ce_003_02_04_38,d_nikke_ce_003_02_04,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_04_38,True,,2,2,1.0,,,,,,3,idle,,1,idle
d_nikke_ce_003_02_04_39,d_nikke_ce_003_02_04,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_04_39,True,,2,2,1.0,,,,,,3,idle,,1,idle
d_nikke_ce_003_02_04_40,d_nikke_ce_003_02_04,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_04_40,True,,2,2,1.0,,,,,,3,idle,,1,delight
d_nikke_ce_003_02_04_41,d_nikke_ce_003_02_04,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_04_41,False,,3,30,0.6,,,,,,3,surprise,,1,delight
d_nikke_ce_003_02_04_42,d_nikke_ce_003_02_04,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_04_42,True,,30,30,1.0,,,,,,3,surprise,,1,delight
d_nikke_ce_003_02_04_43,d_nikke_ce_003_02_04,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_04_43,True,,10,10,1.0,,,,,,3,surprise,,1,delight
d_nikke_ce_003_02_04_44,d_nikke_ce_003_02_04,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_04_44,True,,10,10,1.0,,,,,,3,surprise,,1,idle
d_nikke_ce_003_02_04_45,d_nikke_ce_003_02_04,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_04_45,False,,30,30,1.0,,,,,,3,shy,,1,idle
d_nikke_ce_003_02_04_46,d_nikke_ce_003_02_04,Narration,ce_003_02,,Locale_NikkeEpisode:d_nikke_ce_003_02_04_46,False,,black,black,1.0,,,,,,3,shy,,1,idle
d_nikke_ce_003_02_04_47,d_nikke_ce_003_02_04,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_04_47,True,,30,30,1.0,,,,,,3,idle,,1,idle
d_nikke_ce_003_02_04_48,d_nikke_ce_003_02_04,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_04_48,True,,30,30,1.0,,,,,,3,idle,,1,idle
d_nikke_ce_003_02_04_49,d_nikke_ce_003_02_04,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_04_49,True,,30,30,1.0,,,,,,3,idle,,1,idle
d_nikke_ce_003_02_04_50,d_nikke_ce_003_02_04,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_04_50,True,,30,30,1.0,,,,,,3,idle,,1,idle
d_nikke_ce_003_02_04_51,d_nikke_ce_003_02_04,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_04_51,True,,30,30,1.0,,,,,,3,delight,,1,idle
d_nikke_ce_003_02_04_52,d_nikke_ce_003_02_04,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_04_52,True,,30,30,1.0,,,,,,3,delight,,1,idle
d_nikke_ce_003_02_04_53,d_nikke_ce_003_02_04,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_04_53,True,,30,30,1.0,,,,,,3,idle,,1,idle
d_nikke_ce_003_02_04_54,d_nikke_ce_003_02_04,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_04_54,True,,30,2,1.0,,,,,,3,idle,,1,idle
d_nikke_ce_003_02_04_55,d_nikke_ce_003_02_04,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_04_55,True,,2,2,1.0,,,,,,3,idle,,1,idle
d_nikke_ce_003_02_04_56,d_nikke_ce_003_02_04,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_04_56,True,,2,2,1.0,,,,,,3,idle,,1,shy
d_nikke_ce_003_02_04_57,d_nikke_ce_003_02_04,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_04_57,True,,2,2,1.0,,,,,,3,idle,,1,idle
d_nikke_ce_003_02_04_58,d_nikke_ce_003_02_04,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_04_58,True,,2,2,1.0,,,,,,3,idle,,1,idle
d_nikke_ce_003_02_04_59,d_nikke_ce_003_02_04,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_04_59,True,,2,2,1.0,,,,,,3,idle,,1,idle
d_nikke_ce_003_02_04_60,d_nikke_ce_003_02_04,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_04_60,True,,2,2,1.0,,,,,,3,idle,,1,idle
d_nikke_ce_003_02_04_61,d_nikke_ce_003_02_04,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_04_61,True,,2,10,1.0,,,,,,3,idle,,1,delight
d_nikke_ce_003_02_04_62,d_nikke_ce_003_02_04,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_04_62,True,,10,10,1.0,,,,,,3,idle,,1,delight
d_nikke_ce_003_02_04_63,d_nikke_ce_003_02_04,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_04_63,True,,30,30,1.0,,,,,,3,delight,,1,delight
