id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,speaker,fade,play_sound,set_camera_shake,characters/0/hide_char_id,set_filter_02,conversation_id
d_nikke_mana_05_45,d_nikke_mana_05,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_05_45,True,,1,delight,,10,10,1.0,,Blur_Low,mana,,,,,,
d_nikke_mana_05_46,d_nikke_mana_05,Self,mana,Locale_NikkeEpisode:d_nikke_mana_05_46,False,,1,delight,,10,10,1.0,,Blur_Low,,,,,,,
d_nikke_mana_05_47,d_nikke_mana_05,Self,mana,Locale_NikkeEpisode:d_nikke_mana_05_47,False,,1,delight,,10,10,1.0,,Blur_Low,,,,,,,
d_nikke_mana_05_48,d_nikke_mana_05,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_05_48,False,,1,delight,,10,10,1.0,,Blur_Low,,,,,,,
d_nikke_mana_05_49,d_nikke_mana_05,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_05_49,False,,1,delight,,10,10,1.0,,Blur_Low,,,,,,,
d_nikke_mana_05_50,d_nikke_mana_05,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_05_50,False,,1,delight,,10,10,1.0,,Blur_Low,,,,,,,
d_nikke_mana_05_51,d_nikke_mana_05,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_05_51,False,,1,delight,,10,10,1.0,,Blur_Low,,,,,,,
d_nikke_mana_05_52,d_nikke_mana_05,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_05_52,False,,1,delight,,10,10,1.0,,Blur_Low,,,,,,,
d_nikke_mana_05_53,d_nikke_mana_05,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_05_53,False,,1,delight,,10,10,1.0,,Blur_Low,,,,,,,
d_nikke_mana_05_54,d_nikke_mana_05,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_05_54,False,,1,delight,,10,10,1.0,,Blur_Low,,,,,,,
d_nikke_mana_05_55,d_nikke_mana_05,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_05_55,False,,1,delight,,10,10,1.0,,Blur_Low,,,,,,,
d_nikke_mana_05_56,d_nikke_mana_05,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_05_56,False,,1,delight,,10,10,1.0,,Blur_Low,,,,,,,
d_nikke_mana_05_57,d_nikke_mana_05,Self,mana,Locale_NikkeEpisode:d_nikke_mana_05_57,False,,1,delight,,10,10,1.0,,Blur_Low,,,,,,,
d_nikke_mana_05_58,d_nikke_mana_05,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_05_58,False,,1,shy,,1,1,1.0,,Blur_High,,black,,,,,
d_nikke_mana_05_59,d_nikke_mana_05,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_05_59,False,,1,shy,,1,1,1.0,,Blur_High,,,,,,,
d_nikke_mana_05_60,d_nikke_mana_05,Self,mana,Locale_NikkeEpisode:d_nikke_mana_05_60,False,,1,shy,,1,1,1.0,,Blur_High,,,,,,,
d_nikke_mana_05_61,d_nikke_mana_05,Self,mana,Locale_NikkeEpisode:d_nikke_mana_05_61,False,,1,shy,,1,1,1.0,,Blur_High,,,,,,,
d_nikke_mana_05_62,d_nikke_mana_05,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_05_62,True,,1,shy,,1,1,1.0,,Blur_High,mana,,,,,,
d_nikke_mana_05_63,d_nikke_mana_05,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_05_63,True,,1,shy,,1,1,1.0,,Blur_High,mana,,,,,,
d_nikke_mana_05_64,d_nikke_mana_05,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_05_64,True,,1,shy,,1,1,1.0,,Blur_High,mana,,,,,,
d_nikke_mana_05_65,d_nikke_mana_05,Narration,mana,Locale_NikkeEpisode:d_nikke_mana_05_65,False,,1,shy,,1,1,1.0,,Blur_High,,,sfx_scn_phonedrop,Low_2,,,
d_nikke_mana_05_66,d_nikke_mana_05,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_05_66,False,,1,shy,,1,1,1.0,,Blur_High,,,,,,,
d_nikke_mana_05_67,d_nikke_mana_05,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_05_67,False,,1,shy,,1,1,1.0,,Blur_High,mana,,,,,,
d_nikke_mana_05_68,d_nikke_mana_05,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_05_68,True,,1,shy,,1,1,1.0,,Blur_High,mana,,,,,,
d_nikke_mana_05_69,d_nikke_mana_05,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_05_69,False,,1,shy,,1,1,1.0,,Blur_High,,,,,,,
d_nikke_mana_05_70,d_nikke_mana_05,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_05_70,True,,1,shy,,1,1,1.0,,Blur_High,mana,,,,,,
d_nikke_mana_05_71,d_nikke_mana_05,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_05_71,False,,1,shy,,1,10,1.0,,Blur_High,,,,,,,
d_nikke_mana_05_72,d_nikke_mana_05,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_05_72,True,,1,shy,,10,10,1.0,,Blur_High,mana,,,,,,
d_nikke_mana_05_73,d_nikke_mana_05,Narration,mana,Locale_NikkeEpisode:d_nikke_mana_05_73,False,,1,shy,,10,10,1.0,,Blur_High,,,,,,,
d_nikke_mana_05_74,d_nikke_mana_05,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_05_74,False,,1,shy,,10,10,1.0,,Blur_High,,,,,,,
d_nikke_mana_05_75,d_nikke_mana_05,Narration,mana,Locale_NikkeEpisode:d_nikke_mana_05_75,False,,1,shy,,10,100,0.7,,Blur_High,,,sfx_scn_helmetkick,,mana,,
d_nikke_mana_05_76,d_nikke_mana_05,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_05_76,False,,,,,100,100,1.0,,Blur_High,,,,,,,
d_nikke_mana_05_77,d_nikke_mana_05,Self,,Locale_NikkeEpisode:d_nikke_mana_05_77,False,,,,,100,100,1.0,,Blur_High,,,,,,,
d_nikke_mana_05_78,d_nikke_mana_05,Self,,Locale_NikkeEpisode:d_nikke_mana_05_78,False,,,,,100,100,1.0,,Blur_High,,,,,,,
d_nikke_mana_05_79,d_nikke_mana_05,Monologue,,Locale_NikkeEpisode:d_nikke_mana_05_79,False,,,,,100,100,1.0,,Blur_High,,,,,,,
d_nikke_mana_05_80,d_nikke_mana_05,Monologue,,Locale_NikkeEpisode:d_nikke_mana_05_80,False,,,,,100,100,1.0,,Blur_High,,,,,,,
d_nikke_mana_05_81,d_nikke_mana_05,Monologue,,Locale_NikkeEpisode:d_nikke_mana_05_81,False,,,,,100,100,1.0,,Blur_High,,,,,,,
d_nikke_mana_05_82,d_nikke_mana_05,Monologue,,Locale_NikkeEpisode:d_nikke_mana_05_82,False,,,,,100,100,1.0,,Blur_High,,,,,,,
d_nikke_mana_05_83,d_nikke_mana_05,Monologue,,Locale_NikkeEpisode:d_nikke_mana_05_83,False,,,,,100,100,1.0,,Blur_High,,,,,,Vignetting,
d_nikke_mana_05_84,d_nikke_mana_05,Monologue,,Locale_NikkeEpisode:d_nikke_mana_05_84,False,,,,,100,100,1.0,,Blur_High,,,,,,Vignetting,
d_nikke_mana_05_85,d_nikke_mana_05,Monologue,,Locale_NikkeEpisode:d_nikke_mana_05_85,False,,,,,100,100,1.0,none,Blur_High,,,,,,Vignetting,
d_nikke_mana_05_86,d_nikke_mana_05,Monologue,,Locale_NikkeEpisode:d_nikke_mana_05_86,False,,,,CommanderRoom_n,1,1,1.0,bgm_story_breakaway,,,black,,,,,
d_nikke_mana_05_87,d_nikke_mana_05,Monologue,,Locale_NikkeEpisode:d_nikke_mana_05_87,False,,,,,1,1,1.0,,,,,,,,,
d_nikke_mana_05_88,d_nikke_mana_05,Monologue,,Locale_NikkeEpisode:d_nikke_mana_05_88,False,,,,,1,1,1.0,,,,,,,,,
d_nikke_mana_05_89,d_nikke_mana_05,Monologue,,Locale_NikkeEpisode:d_nikke_mana_05_89,False,,,,,1,1,1.0,,,,,,,,,
d_nikke_mana_05_90,d_nikke_mana_05,Monologue,,Locale_NikkeEpisode:d_nikke_mana_05_90,False,,,,,1,1,1.0,,,,,,,,,
d_nikke_mana_05_91,d_nikke_mana_05,Self,,Locale_NikkeEpisode:d_nikke_mana_05_91,False,,,,,1,1,1.0,,,,,,,,,
d_nikke_mana_05_92,d_nikke_mana_05,Monologue,,Locale_NikkeEpisode:d_nikke_mana_05_92,False,,,,,1,1,1.0,,,,,,,,,
d_nikke_mana_05_93,d_nikke_mana_05,Narration,,Locale_NikkeEpisode:d_nikke_mana_05_93,False,,,,,1,1,1.0,,,,,sfx_scn_phonevibration,,,,
d_nikke_mana_05_94,d_nikke_mana_05,Monologue,,Locale_NikkeEpisode:d_nikke_mana_05_94,False,,,,,1,1,1.0,,,,,,,,,
d_nikke_mana_05_95,d_nikke_mana_05,Self,,Locale_NikkeEpisode:d_nikke_mana_05_95,False,,,,,1,1,1.0,,,,,,,,,m_nikke_mana_05
d_nikke_mana_05_96,d_nikke_mana_05,Monologue,,Locale_NikkeEpisode:d_nikke_mana_05_96,False,,,,,1,1,1.0,,,,,,,,,
d_nikke_mana_05_97,d_nikke_mana_05,Monologue,,Locale_NikkeEpisode:d_nikke_mana_05_97,False,,,,,1,1,1.0,,,,,,,,,
d_nikke_mana_05_98,d_nikke_mana_05,Monologue,,Locale_NikkeEpisode:d_nikke_mana_05_98,False,,,,,1,1,1.0,,,,,,,,,
d_nikke_mana_05_99,d_nikke_mana_05,Monologue,,Locale_NikkeEpisode:d_nikke_mana_05_99,False,,,,,1,1,1.0,,,,,,,,,
d_nikke_mana_05_100,d_nikke_mana_05,Monologue,,Locale_NikkeEpisode:d_nikke_mana_05_100,False,,,,,black,black,1.0,,,,,,,,,
d_nikke_mana_05_101,d_nikke_mana_05,Monologue,,Locale_NikkeEpisode:d_nikke_mana_05_101,False,,,,,black,black,1.0,,,,,,,,,
