id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_crust_02_25,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_25,True,,XS_100,XS_100,1.0,,,,,1,idle,,,
d_nikke_crust_02_26,d_nikke_crust_02,Self,crust,,Locale_NikkeEpisode:d_nikke_crust_02_26,False,,XS_100,XS_100,1.0,,,,,1,idle,,,
d_nikke_crust_02_27,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_27,True,,XS_100,XS_100,1.0,,,,,1,idle,,,
d_nikke_crust_02_28,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_28,True,,XS_100,XS_100,1.0,,,,,1,idle,,,
d_nikke_crust_02_29,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_29,True,,XS_100,XS_100,1.0,,,,,1,idle,,,
d_nikke_crust_02_30,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_30,True,,XS_100,XS_100,1.0,,,,,1,delight,,,
d_nikke_crust_02_31,d_nikke_crust_02,Self,crust,,Locale_NikkeEpisode:d_nikke_crust_02_31,False,,XS_100,XS_100,1.0,,,,,1,delight,,,
d_nikke_crust_02_32,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_32,True,,XS_100,XS_10,1.3,,,,,1,idle,,,
d_nikke_crust_02_33,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_33,True,,XS_10,XS_10,1.0,,,,,1,idle,,,
d_nikke_crust_02_34,d_nikke_crust_02,Self,crust,,Locale_NikkeEpisode:d_nikke_crust_02_34,False,,XS_10,XS_10,1.0,,,,,1,idle,,,
d_nikke_crust_02_35,d_nikke_crust_02,Monologue,crust,,Locale_NikkeEpisode:d_nikke_crust_02_35,False,,XS_10,XS_10,1.0,,,,,1,idle,,,
d_nikke_crust_02_36,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_36,True,,XS_10,XS_10,1.0,,,,,1,idle,,,
d_nikke_crust_02_37,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_37,True,,XS_10,XS_10,1.0,,,,,1,idle,,,
d_nikke_crust_02_38,d_nikke_crust_02,Self,crust,,Locale_NikkeEpisode:d_nikke_crust_02_38,False,,XS_10,XS_10,1.0,,,,,1,idle,,,
d_nikke_crust_02_39,d_nikke_crust_02,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_crust_02_39,True,ElevatorOut,S_30,S_30,1.0,bgm_story_apricot,black,,,1,idle,bready,3,delight
d_nikke_crust_02_40,d_nikke_crust_02,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_crust_02_40,True,,S_30,S_30,1.0,,,,,1,idle,,3,delight
d_nikke_crust_02_41,d_nikke_crust_02,Self,bready,,Locale_NikkeEpisode:d_nikke_crust_02_41,False,,S_30,S_30,1.0,,,,,1,idle,,3,delight
d_nikke_crust_02_42,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_42,True,,S_30,2,1.3,,,,,1,no,,3,delight
d_nikke_crust_02_43,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_43,True,,2,2,1.0,,,,,1,think,,3,delight
d_nikke_crust_02_44,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_44,True,,2,2,1.0,,,,,1,think,,3,delight
d_nikke_crust_02_45,d_nikke_crust_02,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_crust_02_45,True,,2,2,1.0,,,,,1,think,,3,shy
d_nikke_crust_02_46,d_nikke_crust_02,Self,bready,,Locale_NikkeEpisode:d_nikke_crust_02_46,False,,2,2,1.0,,,,,1,think,,3,shy
d_nikke_crust_02_47,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_47,True,,2,XS_10,1.5,,,,,1,delight,,3,shy
d_nikke_crust_02_48,d_nikke_crust_02,Narration,crust,,Locale_NikkeEpisode:d_nikke_crust_02_48,False,Elevator,black,black,1.0,,black,sfx_scn_remotesignal,,1,delight,,3,shy
d_nikke_crust_02_49,d_nikke_crust_02,Narration,crust,,Locale_NikkeEpisode:d_nikke_crust_02_49,False,,black,black,1.0,,,sfx_scn_machinestopsudden,,1,delight,,3,shy
d_nikke_crust_02_50,d_nikke_crust_02,Self,crust,,Locale_NikkeEpisode:d_nikke_crust_02_50,False,,2,2,1.0,,,,,1,delight,,3,idle
d_nikke_crust_02_51,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_51,True,,2,2,1.0,,,,,1,idle,,3,idle
d_nikke_crust_02_52,d_nikke_crust_02,Self,crust,,Locale_NikkeEpisode:d_nikke_crust_02_52,False,,2,2,1.0,,,,,1,idle,,3,idle
d_nikke_crust_02_53,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_53,True,,2,2,1.3,,,,,1,idle,,3,idle
d_nikke_crust_02_54,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_54,True,,2,2,1.0,,,,,1,idle,,3,idle
d_nikke_crust_02_55,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_55,True,,2,2,1.0,,,,,1,idle,,3,idle
d_nikke_crust_02_56,d_nikke_crust_02,Self,crust,,Locale_NikkeEpisode:d_nikke_crust_02_56,False,,2,2,1.0,,,,,1,idle,,3,idle
d_nikke_crust_02_57,d_nikke_crust_02,Self,crust,,Locale_NikkeEpisode:d_nikke_crust_02_57,False,,2,2,1.0,,,,,1,idle,,3,idle
d_nikke_crust_02_58,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_58,True,,2,2,1.0,,,,,1,idle,,3,idle
d_nikke_crust_02_59,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_59,True,,2,2,1.0,,,,,1,idle,,3,idle
d_nikke_crust_02_60,d_nikke_crust_02,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_crust_02_60,True,,2,2,1.0,,,,,1,idle,,3,idle
d_nikke_crust_02_61,d_nikke_crust_02,Narration,bready,,Locale_NikkeEpisode:d_nikke_crust_02_61,False,Grassland,black,black,1.0,none,black,sfx_scn_machinestopsudden,,1,idle,,3,idle
d_nikke_crust_02_62,d_nikke_crust_02,Monologue,bready,,Locale_NikkeEpisode:d_nikke_crust_02_62,False,,160,16,1.3,event_bgm_secretgarden,,,,1,idle,,3,idle
d_nikke_crust_02_63,d_nikke_crust_02,Monologue,bready,,Locale_NikkeEpisode:d_nikke_crust_02_63,False,,16,16,1.0,,,,,1,idle,,3,idle
d_nikke_crust_02_64,d_nikke_crust_02,Monologue,bready,,Locale_NikkeEpisode:d_nikke_crust_02_64,False,,16,16,1.0,,,,,1,idle,,3,idle
d_nikke_crust_02_65,d_nikke_crust_02,Self,bready,,Locale_NikkeEpisode:d_nikke_crust_02_65,False,,16,2,2.0,,,,,1,idle,,3,idle
d_nikke_crust_02_66,d_nikke_crust_02,Self,bready,,Locale_NikkeEpisode:d_nikke_crust_02_66,False,,2,2,1.0,,,,,1,idle,,3,idle
d_nikke_crust_02_67,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_67,True,,2,2,1.0,,,,,1,idle,,3,idle
d_nikke_crust_02_68,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_68,True,,2,2,1.0,,,,,1,idle,,3,idle
d_nikke_crust_02_69,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_69,True,,2,2,1.0,,,,,1,idle,,3,idle
d_nikke_crust_02_70,d_nikke_crust_02,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_crust_02_70,True,,2,2,1.0,,,,,1,idle,,3,delight
d_nikke_crust_02_71,d_nikke_crust_02,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_crust_02_71,True,,2,2,1.0,,,,,1,idle,,3,delight
d_nikke_crust_02_72,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_72,True,,2,XS_10,1.5,,,,,1,delight,,3,delight
d_nikke_crust_02_73,d_nikke_crust_02,Self,crust,,Locale_NikkeEpisode:d_nikke_crust_02_73,False,,XS_10,XS_10,1.0,,,,,1,delight,,3,delight
d_nikke_crust_02_74,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_74,True,,XS_10,XS_10,1.0,,,,,1,idle,,3,delight
d_nikke_crust_02_75,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_75,True,,XS_10,XS_10,1.0,,,,,1,idle,,3,delight
d_nikke_crust_02_76,d_nikke_crust_02,Self,crust,,Locale_NikkeEpisode:d_nikke_crust_02_76,False,,XS_10,XS_10,1.0,,,,,1,idle,,3,delight
d_nikke_crust_02_77,d_nikke_crust_02,Self,crust,,Locale_NikkeEpisode:d_nikke_crust_02_77,False,,XS_10,XS_10,1.0,,,,,1,idle,,3,delight
d_nikke_crust_02_78,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_78,True,,XS_10,XS_10,1.0,,,,,1,idle,,3,delight
d_nikke_crust_02_79,d_nikke_crust_02,Self,crust,,Locale_NikkeEpisode:d_nikke_crust_02_79,False,,XS_10,XS_10,1.0,,,,,1,idle,,3,delight
d_nikke_crust_02_80,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_80,True,,XS_10,XS_10,1.0,,,,,1,idle,,3,delight
d_nikke_crust_02_81,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_81,True,,XS_10,XS_10,1.0,,,,,1,idle,,3,delight
d_nikke_crust_02_82,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_82,True,,XS_10,XS_10,1.0,,,,,1,idle,,3,delight
d_nikke_crust_02_83,d_nikke_crust_02,Self,crust,,Locale_NikkeEpisode:d_nikke_crust_02_83,False,,XS_10,XS_10,1.0,,,,,1,idle,,3,delight
d_nikke_crust_02_84,d_nikke_crust_02,Self,crust,,Locale_NikkeEpisode:d_nikke_crust_02_84,False,,XS_10,XS_10,1.0,,,,,1,idle,,3,delight
d_nikke_crust_02_85,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_85,True,,XS_10,XS_10,1.0,,,,,1,delight,,3,delight
d_nikke_crust_02_86,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_86,True,,XS_10,XS_10,1.0,,,,,1,idle,,3,delight
d_nikke_crust_02_87,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_87,True,,XS_10,XS_10,1.0,,,,,1,idle,,3,delight
d_nikke_crust_02_88,d_nikke_crust_02,Self,crust,,Locale_NikkeEpisode:d_nikke_crust_02_88,False,,XS_10,XS_10,1.0,,,,,1,idle,,3,delight
d_nikke_crust_02_89,d_nikke_crust_02,Self,crust,,Locale_NikkeEpisode:d_nikke_crust_02_89,False,,XS_10,XS_10,1.0,,,,,1,idle,,3,delight
d_nikke_crust_02_90,d_nikke_crust_02,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_crust_02_90,True,,XS_10,2,1.5,,,,,1,idle,,3,idle
d_nikke_crust_02_91,d_nikke_crust_02,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_crust_02_91,True,,2,2,1.0,,,,,1,idle,,3,idle
d_nikke_crust_02_92,d_nikke_crust_02,Speech,bready,bready,Locale_NikkeEpisode:d_nikke_crust_02_92,True,,2,2,1.0,,,,,1,idle,,3,idle
d_nikke_crust_02_93,d_nikke_crust_02,Self,bready,,Locale_NikkeEpisode:d_nikke_crust_02_93,False,,2,2,1.0,,,,,1,idle,,3,idle
d_nikke_crust_02_94,d_nikke_crust_02,Speech,crust,crust,Locale_NikkeEpisode:d_nikke_crust_02_94,True,,2,2,1.0,,,,,1,delight,,3,idle
