id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,jump_target,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_nikke_laplace_03_14,d_nikke_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_laplace_03_14,True,,53,53,1.0,,,,,,,5,idle,,,3,delight,,,,,,,,
d_nikke_laplace_03_15,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_15,True,,53,53,1.0,,,,,,,5,idle,,,3,delight,,,,,,,,
d_nikke_laplace_03_16,d_nikke_laplace_03,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_laplace_03_16,True,,53,53,1.0,,,,,,,5,idle,,,3,delight,,,,,,,,
d_nikke_laplace_03_17,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_17,True,Corridor,S_30,S_30,1.0,none,black,,,,,5,idle,maxwell,,3,idle,,,,,,,,
d_nikke_laplace_03_18,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_18,True,,S_30,S_30,1.0,,,,,,,,,,,3,think,,,,,,,,
d_nikke_laplace_03_19,d_nikke_laplace_03,Self,laplace,,Locale_NikkeEpisode:d_nikke_laplace_03_19,False,,S_30,S_30,1.0,,,,,,,,,,,3,think,,,,,,,,
d_nikke_laplace_03_20,d_nikke_laplace_03,Narration,laplace,,Locale_NikkeEpisode:d_nikke_laplace_03_20,False,,S_30,S_30,1.0,bgm_story_breakaway,,sfx_scn_autodooropen,,,,,,,,3,think,,,,,,,,
d_nikke_laplace_03_21,d_nikke_laplace_03,Self,laplace,,Locale_NikkeEpisode:d_nikke_laplace_03_21,False,CommanderRoom,S_30,S_130,1.0,,,,,,,,,,,13,think,,,,,,,,
d_nikke_laplace_03_22,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_22,True,,S_130,S_130,1.0,,,,,,,,,,,13,idle,,,,,,,,
d_nikke_laplace_03_23,d_nikke_laplace_03,Self,laplace,,Locale_NikkeEpisode:d_nikke_laplace_03_23,False,,S_130,S_130,1.0,,,,,,,,,,,13,idle,,,,,,,,
d_nikke_laplace_03_24,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_24,True,,S_130,S_130,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_25,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_25,True,,S_130,S_130,1.0,,,,,,,,,,,13,delight,,,,,,,,
d_nikke_laplace_03_26,d_nikke_laplace_03,Self,laplace,,Locale_NikkeEpisode:d_nikke_laplace_03_26,False,,S_130,S_130,1.0,,,,,,,,,,,13,delight,,,,,,,,
d_nikke_laplace_03_27,d_nikke_laplace_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_laplace_03_27,True,,S_130,1517,1.0,,,,,,,,,,,13,idle,anis,15,idle,,neon,17,idle,
d_nikke_laplace_03_28,d_nikke_laplace_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_laplace_03_28,True,,1517,1517,1.0,,,,,,,,,,,13,idle,,15,idle,,,17,idle,
d_nikke_laplace_03_29,d_nikke_laplace_03,Choice,,,Locale_NikkeEpisode:d_nikke_laplace_03_29,False,,1517,1517,1.0,,,,d_nikke_laplace_03_31,,,,,,,13,idle,,15,idle,,,17,idle,
d_nikke_laplace_03_30,d_nikke_laplace_03,Choice,,,Locale_NikkeEpisode:d_nikke_laplace_03_30,False,,1517,1517,1.0,,,,d_nikke_laplace_03_33,,,,,,,13,idle,,15,idle,,,17,idle,
d_nikke_laplace_03_31,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_31,False,,S_130,S_130,1.0,,,,,,,,,,,13,think,,15,idle,,,17,idle,
d_nikke_laplace_03_32,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_32,True,,S_130,S_130,1.0,,,,d_nikke_laplace_03_34,,,,,,,13,no,,15,idle,,,17,idle,
d_nikke_laplace_03_33,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_33,True,,S_130,S_130,1.0,,,,d_nikke_laplace_03_34,,,,,,,13,no,,15,idle,,,17,idle,
d_nikke_laplace_03_34,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_34,True,,S_130,S_130,1.0,,,,,,,,,,,13,no,,15,idle,,,17,idle,
d_nikke_laplace_03_35,d_nikke_laplace_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_laplace_03_35,True,,S_130,1315,1.0,,,,,,,,,,,13,idle,,15,void,,,17,idle,
d_nikke_laplace_03_36,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_36,True,,1315,1315,1.0,,,,,,,,,,,13,idle,,15,void,,,17,idle,
d_nikke_laplace_03_37,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_37,True,,1315,1315,1.0,none,,,,,,,,,,13,idle,,15,void,,,17,idle,
d_nikke_laplace_03_38,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_38,True,,1315,S_130,1.0,,,,,,,,,,,13,shy,,15,void,,,17,idle,
d_nikke_laplace_03_39,d_nikke_laplace_03,Self,laplace,,Locale_NikkeEpisode:d_nikke_laplace_03_39,False,,S_130,S_130,1.0,,,,,,,,,,,13,shy,,15,void,,,17,idle,
d_nikke_laplace_03_40,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_40,True,,S_130,S_1300,1.0,bgm_story_whosdumber,,,,,,,,,,13,shy,,15,void,,,17,idle,
d_nikke_laplace_03_41,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_41,True,,S_1300,S_1300,1.0,,,,,,,,,,,13,shy,,15,void,,,17,idle,
d_nikke_laplace_03_42,d_nikke_laplace_03,Monologue,laplace,,Locale_NikkeEpisode:d_nikke_laplace_03_42,False,,S_1300,S_1300,1.0,,,,,,,,,,,13,shy,,15,void,,,17,idle,
d_nikke_laplace_03_43,d_nikke_laplace_03,Self,laplace,,Locale_NikkeEpisode:d_nikke_laplace_03_43,False,,S_1300,S_1300,1.0,,,,,,,,,,,13,shy,,15,void,,,17,idle,
d_nikke_laplace_03_44,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_44,True,,S_1300,S_130,1.0,,,,,,,,,,,13,shy,,15,void,,,17,idle,
d_nikke_laplace_03_45,d_nikke_laplace_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_laplace_03_45,True,,S_130,1315,1.0,,,,,,,,,,,13,shy,,15,no,,,17,idle,
d_nikke_laplace_03_46,d_nikke_laplace_03,Narration,,,Locale_NikkeEpisode:d_nikke_laplace_03_46,False,,1315,1315,1.0,,,sfx_scn_scratch,,,,,,,,13,shy,,14,idle,,,17,idle,
d_nikke_laplace_03_47,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_47,True,,1315,1315,1.0,,,,,,,,,,,13,idle,,15,idle,,,17,idle,
d_nikke_laplace_03_48,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_48,True,,1315,1315,1.0,,,,,,,,,,,13,delight,,15,idle,,,17,idle,
d_nikke_laplace_03_49,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_49,True,,1315,1315,1.0,,,,,,,,,,,13,delight,,15,idle,,,17,idle,
d_nikke_laplace_03_50,d_nikke_laplace_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_laplace_03_50,True,,1315,1315,1.0,,,,,,,,,,,13,delight,,15,void,,,17,idle,
d_nikke_laplace_03_51,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_51,True,,1315,1315,1.0,,,,,,,,,,,13,angry,,15,void,,,17,idle,
d_nikke_laplace_03_52,d_nikke_laplace_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_laplace_03_52,True,,1315,1315,1.0,,,,,,,,,,,13,angry,,15,angry,,,17,idle,
d_nikke_laplace_03_53,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_53,True,,1315,1315,1.0,,,,,,,,,,,13,delight,,15,angry,,,17,idle,
d_nikke_laplace_03_54,d_nikke_laplace_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_laplace_03_54,True,,1315,1315,1.0,,,,,,,,,,,13,delight,,15,no,,,17,idle,
d_nikke_laplace_03_55,d_nikke_laplace_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_laplace_03_55,True,,1315,1517,1.0,,,,,,,,,,,13,delight,,15,no,,,17,worry,
d_nikke_laplace_03_56,d_nikke_laplace_03,Self,,,Locale_NikkeEpisode:d_nikke_laplace_03_56,False,,1517,1517,1.0,none,,,,,,,,,,13,delight,,15,no,,,17,worry,
d_nikke_laplace_03_57,d_nikke_laplace_03,Narration,,,Locale_NikkeEpisode:d_nikke_laplace_03_57,False,,black,black,1.0,,,,,,,,,,,13,delight,,15,angry,,,17,worry,
d_nikke_laplace_03_58,d_nikke_laplace_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_laplace_03_58,True,,1517,1517,1.0,bgm_story_herecomestrouble,,,,Low_2,,,,,,13,delight,,15,angry,,,17,no,
d_nikke_laplace_03_59,d_nikke_laplace_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_laplace_03_59,True,,1517,1517,1.0,,,,,,,,,,,13,delight,,15,angry,,,17,no,
d_nikke_laplace_03_60,d_nikke_laplace_03,Self,,,Locale_NikkeEpisode:d_nikke_laplace_03_60,False,,1517,1517,1.0,,,,,,,,,,,13,delight,,15,angry,,,17,no,
d_nikke_laplace_03_61,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_61,True,,S_130,S_130,1.0,,,,,,,,,,,13,angry,,15,angry,,,17,no,
d_nikke_laplace_03_62,d_nikke_laplace_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_laplace_03_62,True,,1517,1517,1.0,,,,,,,,,,,13,angry,,15,angry,,,17,no,
d_nikke_laplace_03_63,d_nikke_laplace_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_laplace_03_63,True,,1517,1517,1.0,,,,,,,,,,,13,angry,,15,angry,,,17,no,
d_nikke_laplace_03_64,d_nikke_laplace_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_laplace_03_64,True,,1517,1517,1.0,,,,,,,,,,,13,angry,,15,angry,,,17,angry,
d_nikke_laplace_03_65,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_65,True,,S_130,S_130,1.0,,,,,,,,,,,13,angry,,15,angry,,,17,angry,
d_nikke_laplace_03_66,d_nikke_laplace_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_laplace_03_66,True,,1517,1517,1.0,,,,,,,,,,,13,angry,,15,angry,,,17,angry,
d_nikke_laplace_03_67,d_nikke_laplace_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_laplace_03_67,True,,1517,1517,1.0,,,,,,,,,,,13,angry,,15,angry,,,17,no,
d_nikke_laplace_03_68,d_nikke_laplace_03,Narration,,,Locale_NikkeEpisode:d_nikke_laplace_03_68,False,,1517,1517,1.0,,,sfx_scn_autodooropen,,,,,,,,13,angry,,15,angry,anis,,17,no,neon
d_nikke_laplace_03_69,d_nikke_laplace_03,Monologue,,,Locale_NikkeEpisode:d_nikke_laplace_03_69,False,,1517,1517,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_70,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_70,True,,1517,13,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_71,d_nikke_laplace_03,Self,laplace,,Locale_NikkeEpisode:d_nikke_laplace_03_71,False,,13,13,1.0,none,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_72,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_72,True,,13,S_130,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_73,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_73,True,,S_130,S_130,1.0,bgm_story_backtonormal,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_74,d_nikke_laplace_03,Monologue,laplace,,Locale_NikkeEpisode:d_nikke_laplace_03_74,False,,S_130,S_130,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_75,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_75,True,,S_130,S_130,1.0,,,,,,,,,,,13,think,,,,,,,,
d_nikke_laplace_03_76,d_nikke_laplace_03,Narration,laplace,,Locale_NikkeEpisode:d_nikke_laplace_03_76,False,,S_130,S_130,1.0,,,,,Low_2,,,,,,13,shy,,,,,,,,
d_nikke_laplace_03_77,d_nikke_laplace_03,Monologue,laplace,,Locale_NikkeEpisode:d_nikke_laplace_03_77,False,,S_130,S_130,1.0,,,,,,,,,,,13,shy,,,,,,,,
d_nikke_laplace_03_78,d_nikke_laplace_03,Self,laplace,,Locale_NikkeEpisode:d_nikke_laplace_03_78,False,,S_130,S_130,1.0,,,,,,,,,,,13,shy,,,,,,,,
d_nikke_laplace_03_79,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_79,True,,S_130,S_130,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_80,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_80,True,,S_130,S_130,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_81,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_81,True,,S_130,S_1300,0.5,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_82,d_nikke_laplace_03,Self,laplace,,Locale_NikkeEpisode:d_nikke_laplace_03_82,False,,S_1300,S_1300,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_83,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_83,True,,S_1300,S_1300,1.0,,,,,,,,,,,13,delight,,,,,,,,
d_nikke_laplace_03_84,d_nikke_laplace_03,Self,laplace,,Locale_NikkeEpisode:d_nikke_laplace_03_84,False,,S_1300,S_1300,1.0,,,,,,,,,,,13,delight,,,,,,,,
d_nikke_laplace_03_85,d_nikke_laplace_03,Self,laplace,,Locale_NikkeEpisode:d_nikke_laplace_03_85,False,,S_1300,S_1300,1.0,,,,,,,,,,,13,delight,,,,,,,,
d_nikke_laplace_03_86,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_86,True,,S_1300,S_130,1.0,,,,,,,,,,,13,think,,,,,,,,
d_nikke_laplace_03_87,d_nikke_laplace_03,Self,laplace,,Locale_NikkeEpisode:d_nikke_laplace_03_87,False,,S_130,S_130,1.0,,,,,,,,,,,13,think,,,,,,,,
d_nikke_laplace_03_88,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_88,True,,S_130,S_130,1.0,,,,,,,,,,,13,shy,,,,,,,,
d_nikke_laplace_03_89,d_nikke_laplace_03,Self,laplace,,Locale_NikkeEpisode:d_nikke_laplace_03_89,False,,S_130,S_130,1.0,,,,,,,,,,,13,shy,,,,,,,,
d_nikke_laplace_03_90,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_90,True,Park,S_130,S_130,1.0,,black,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_91,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_91,True,,S_130,S_130,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_92,d_nikke_laplace_03,Self,laplace,,Locale_NikkeEpisode:d_nikke_laplace_03_92,False,,S_130,S_130,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_93,d_nikke_laplace_03,Self,laplace,,Locale_NikkeEpisode:d_nikke_laplace_03_93,False,,S_130,S_130,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_94,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_94,True,,S_130,S_130,1.0,none,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_95,d_nikke_laplace_03,Narration,laplace,,Locale_NikkeEpisode:d_nikke_laplace_03_95,False,,S_130,S_130,1.0,,,,,Low_2,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_96,d_nikke_laplace_03,Speech,citizen,citizen,Locale_NikkeEpisode:d_nikke_laplace_03_96,False,,S_130,S_50,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_97,d_nikke_laplace_03,Speech,citizen,citizen,Locale_NikkeEpisode:d_nikke_laplace_03_97,False,,S_50,S_50,1.0,bgm_story_destinedtofight,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_98,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_98,True,,S_50,S_130,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_99,d_nikke_laplace_03,Monologue,laplace,,Locale_NikkeEpisode:d_nikke_laplace_03_99,False,,S_130,S_130,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_100,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_100,True,,S_130,S_1300,0.5,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_101,d_nikke_laplace_03,Self,laplace,,Locale_NikkeEpisode:d_nikke_laplace_03_101,False,,S_1300,S_1300,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_102,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_102,False,,S_1300,S_1300,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_103,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_103,True,,S_1300,S_130,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_104,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_104,False,,S_130,S_130,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_105,d_nikke_laplace_03,Speech,citizen,citizen,Locale_NikkeEpisode:d_nikke_laplace_03_105,True,,S_130,S_50,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_106,d_nikke_laplace_03,Speech,citizen,citizen,Locale_NikkeEpisode:d_nikke_laplace_03_106,True,,S_50,S_50,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_107,d_nikke_laplace_03,Monologue,,,Locale_NikkeEpisode:d_nikke_laplace_03_107,False,,S_50,S_50,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_108,d_nikke_laplace_03,Self,,,Locale_NikkeEpisode:d_nikke_laplace_03_108,False,,S_50,S_130,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_109,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_109,False,,S_130,S_130,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_110,d_nikke_laplace_03,Speech,citizen,citizen,Locale_NikkeEpisode:d_nikke_laplace_03_110,False,,S_130,S_50,1.0,none,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_111,d_nikke_laplace_03,Speech,citizen,citizen,Locale_NikkeEpisode:d_nikke_laplace_03_111,False,,S_50,S_50,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_112,d_nikke_laplace_03,Speech,citizen,citizen,Locale_NikkeEpisode:d_nikke_laplace_03_112,False,,S_50,S_50,1.0,,,,,Low_2,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_113,d_nikke_laplace_03,Speech,citizen,citizen,Locale_NikkeEpisode:d_nikke_laplace_03_113,False,,S_50,S_50,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_114,d_nikke_laplace_03,Monologue,,,Locale_NikkeEpisode:d_nikke_laplace_03_114,False,,S_50,S_50,1.0,bgm_story_backtonormal,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_115,d_nikke_laplace_03,Speech,citizen,citizen,Locale_NikkeEpisode:d_nikke_laplace_03_115,True,,S_50,S_50,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_116,d_nikke_laplace_03,Monologue,,,Locale_NikkeEpisode:d_nikke_laplace_03_116,False,,S_50,S_50,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_117,d_nikke_laplace_03,Self,,,Locale_NikkeEpisode:d_nikke_laplace_03_117,False,,S_50,S_130,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_118,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_118,True,,S_130,S_130,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_119,d_nikke_laplace_03,Self,laplace,,Locale_NikkeEpisode:d_nikke_laplace_03_119,False,,S_130,S_130,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_120,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_120,False,,S_130,S_130,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_121,d_nikke_laplace_03,Self,laplace,,Locale_NikkeEpisode:d_nikke_laplace_03_121,False,,S_130,S_130,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_122,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_122,True,,S_130,S_130,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_123,d_nikke_laplace_03,Speech,laplace,laplace,Locale_NikkeEpisode:d_nikke_laplace_03_123,True,,S_130,S_130,1.0,,,,,,,,,,,13,angry,,,,,,,,
d_nikke_laplace_03_124,d_nikke_laplace_03,Narration,laplace,,Locale_NikkeEpisode:d_nikke_laplace_03_124,False,,S_130,S_130,1.0,,,sfx_scn_running,,,,,,,,17,angry,,,,,,,,
d_nikke_laplace_03_125,d_nikke_laplace_03,Narration,laplace,,Locale_NikkeEpisode:d_nikke_laplace_03_125,False,,S_130,S_130,1.0,,,sfx_scn_trip,,Low_2,,,,,,17,shy,,,,,,,,
d_nikke_laplace_03_126,d_nikke_laplace_03,Self,laplace,,Locale_NikkeEpisode:d_nikke_laplace_03_126,False,,S_130,S_170,1.0,,,,,,,,,,,17,shy,,,,,,,,
d_nikke_laplace_03_127,d_nikke_laplace_03,Monologue,laplace,,Locale_NikkeEpisode:d_nikke_laplace_03_127,False,,S_170,S_170,1.0,,,,,,,,,,,17,shy,,,,,,,,
d_nikke_laplace_03_128,d_nikke_laplace_03,Speech,citizen,citizen,Locale_NikkeEpisode:d_nikke_laplace_03_128,False,,S_170,S_170,1.0,,,,,,,,,,,17,shy,,,,,,,,
