id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,play_sound,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_filter_01,characters/1/hide_char_id,set_camera_shake,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,jump_target
d_nikke_anchor_05_16,d_nikke_anchor_05,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_anchor_05_16,True,,1,angry,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_17,d_nikke_anchor_05,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_anchor_05_17,True,,1,angry,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_18,d_nikke_anchor_05,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_anchor_05_18,True,,1,angry,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_19,d_nikke_anchor_05,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_anchor_05_19,True,,1,angry,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_20,d_nikke_anchor_05,Narration,,Narration,Locale_NikkeEpisode:d_nikke_anchor_05_20,False,,1,angry,DeepWater_02,1,1,1.0,none,ingrid,sfx_scn_airbubble,black,,,,,,,,,,,,,
d_nikke_anchor_05_21,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_21,False,,,,,1,1,1.0,bgm_secondhand,,,,,,,,,,,,,,,,
d_nikke_anchor_05_22,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_22,False,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_23,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_23,False,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_24,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_24,False,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_25,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_25,False,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_26,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_26,False,,,,,1,6001,2.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_27,d_nikke_anchor_05,Speech,unknown,unknown,Locale_NikkeEpisode:d_nikke_anchor_05_27,True,,,,,black,black,1.0,,,,black,,,,,,,,,,,,,
d_nikke_anchor_05_28,d_nikke_anchor_05,Speech,unknown,unknown,Locale_NikkeEpisode:d_nikke_anchor_05_28,True,,,,,black,black,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_29,d_nikke_anchor_05,Speech,unknown,unknown,Locale_NikkeEpisode:d_nikke_anchor_05_29,True,,,,,black,black,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_30,d_nikke_anchor_05,Speech,girl,girl,Locale_NikkeEpisode:d_nikke_anchor_05_30,True,,,,,black,black,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_31,d_nikke_anchor_05,Speech,girl,girl,Locale_NikkeEpisode:d_nikke_anchor_05_31,True,,,,,black,black,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_32,d_nikke_anchor_05,Speech,girl,girl,Locale_NikkeEpisode:d_nikke_anchor_05_32,True,,,,,black,black,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_33,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_33,False,,,,,1,1,1.0,,,,black,,,,,,,,,,,,,
d_nikke_anchor_05_34,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_34,False,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_35,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_35,False,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_36,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_36,False,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_37,d_nikke_anchor_05,Speech,girl,girl,Locale_NikkeEpisode:d_nikke_anchor_05_37,True,,,,,black,black,1.0,,,,black,,,,,,,,,,,,,
d_nikke_anchor_05_38,d_nikke_anchor_05,Speech,girl,girl,Locale_NikkeEpisode:d_nikke_anchor_05_38,True,,,,,black,black,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_39,d_nikke_anchor_05,Speech,girl,girl,Locale_NikkeEpisode:d_nikke_anchor_05_39,True,,,,,black,black,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_40,d_nikke_anchor_05,Speech,unknown,unknown,Locale_NikkeEpisode:d_nikke_anchor_05_40,True,,,,,black,black,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_41,d_nikke_anchor_05,Speech,girl,girl,Locale_NikkeEpisode:d_nikke_anchor_05_41,True,,,,,black,black,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_42,d_nikke_anchor_05,Speech,unknown,unknown,Locale_NikkeEpisode:d_nikke_anchor_05_42,True,,,,,black,black,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_43,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_43,False,,,,,1,1,1.0,,,,black,,,,,,,,,,,,,
d_nikke_anchor_05_44,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_44,False,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_45,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_45,False,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_46,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_46,False,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_47,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_47,False,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_48,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_48,False,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_49,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_49,False,,,,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_50,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_50,False,,,,,1,6001,2.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_51,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_51,False,,,,,6001,6001,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_52,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_52,False,,,,,6001,6001,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_53,d_nikke_anchor_05,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_05_53,False,ingrid,1,idle,ocean,1,1,1.0,none,,,black,,,,,,,,,,,,,
d_nikke_anchor_05_54,d_nikke_anchor_05,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_anchor_05_54,False,,1,think,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_55,d_nikke_anchor_05,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_anchor_05_55,True,,1,idle,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_56,d_nikke_anchor_05,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_anchor_05_56,True,,1,idle,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_57,d_nikke_anchor_05,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_05_57,False,,1,idle,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_58,d_nikke_anchor_05,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_anchor_05_58,True,,1,angry,,1,L_10,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_59,d_nikke_anchor_05,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_anchor_05_59,True,,1,angry,,L_10,L_10,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_60,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_60,False,,1,angry,,black,black,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_61,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_61,True,,1,angry,Pool,S_10,S_10,1.0,,ingrid,,black,anchor,1,delight,Grey,,,,,,,,,
d_nikke_anchor_05_62,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_62,True,,,,,S_10,S_10,1.0,,,,,,1,delight,Grey,,,,,,,,,
d_nikke_anchor_05_63,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_63,True,,,,,S_10,S_10,1.0,,,,,,1,delight,Grey,,,,,,,,,
d_nikke_anchor_05_64,d_nikke_anchor_05,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_05_64,False,ingrid,1,angry,ocean,L_10,L_10,1.0,bgm_secondhand,,,black,,1,delight,,anchor,,,,,,,,
d_nikke_anchor_05_65,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_65,False,,1,angry,,black,black,2.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_66,d_nikke_anchor_05,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_anchor_05_66,True,,1,angry,,L_10,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_67,d_nikke_anchor_05,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_anchor_05_67,True,,1,angry,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_68,d_nikke_anchor_05,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_05_68,False,,1,angry,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_69,d_nikke_anchor_05,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_05_69,False,,1,angry,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_70,d_nikke_anchor_05,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_anchor_05_70,True,,1,angry,,1,L_10,2.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_71,d_nikke_anchor_05,Narration,,Narration,Locale_NikkeEpisode:d_nikke_anchor_05_71,False,,1,angry,DeepWater_02,black,black,1.0,,ingrid,sfx_scn_waterdive,black,,,,Blur_Low,,,,,,,,,
d_nikke_anchor_05_72,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_72,False,,,,,1,1,1.0,,,,,,,,Blur_Low,,,,,,,,,
d_nikke_anchor_05_73,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_73,False,,,,,1,1,1.0,,,,,,,,Blur_Low,,,,,,,,,
d_nikke_anchor_05_74,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_74,False,,,,,1,1,1.0,,,,,,,,Blur_Low,,,,,,,,,
d_nikke_anchor_05_75,d_nikke_anchor_05,Narration,,Narration,Locale_NikkeEpisode:d_nikke_anchor_05_75,False,,,,,black,black,1.0,,,sfx_scn_sonar,,,,,Blur_Low,,,,,,,,,
d_nikke_anchor_05_76,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_76,False,,,,,1,1,1.0,,,,,,,,Blur_Low,,,,,,,,,
d_nikke_anchor_05_77,d_nikke_anchor_05,Narration,,Narration,Locale_NikkeEpisode:d_nikke_anchor_05_77,False,,,,,black,black,1.0,,,sfx_scn_sonar,,,,,Blur_Low,,,,,,,,,
d_nikke_anchor_05_78,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_78,False,,,,,1,1,1.0,,,,,,,,Blur_Low,,,,,,,,,
d_nikke_anchor_05_79,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_79,False,,,,,1,1,1.0,,,,,,,,Blur_Low,,,,,,,,,
d_nikke_anchor_05_80,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_80,False,,,,,1,1,1.0,,,,,,,,Blur_Low,,,,,,,,,
d_nikke_anchor_05_81,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_81,False,,,,,1,1,1.0,,,,,,,,Blur_Low,,,,,,,,,
d_nikke_anchor_05_82,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_82,False,,,,,1,1,1.0,,,,,,,,Blur_Low,,,,,,,,,
d_nikke_anchor_05_83,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_83,False,,,,,1,1,1.0,,,,,,,,Blur_Low,,,,,,,,,
d_nikke_anchor_05_84,d_nikke_anchor_05,Narration,,Narration,Locale_NikkeEpisode:d_nikke_anchor_05_84,False,,,,,black,black,1.0,,,sfx_scn_sonar_2,,,,,Blur_Low,,,,,,,,,
d_nikke_anchor_05_85,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_85,False,,,,,1,1,1.0,,,,,,,,Blur_Low,,,,,,,,,
d_nikke_anchor_05_86,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_86,False,,,,,1,1,1.0,,,,,,,,Blur_Low,,,,,,,,,
d_nikke_anchor_05_87,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_87,False,,,,,1,1,1.0,,,,,,,,Blur_Low,,,,,,,,,
d_nikke_anchor_05_88,d_nikke_anchor_05,Narration,,Narration,Locale_NikkeEpisode:d_nikke_anchor_05_88,False,,,,,black,black,1.0,,,sfx_scn_sonar_2,,,,,Blur_Low,,,,,,,,,
d_nikke_anchor_05_89,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_89,False,,,,,1,1,1.0,,,,,,,,Blur_Low,,,,,,,,,
d_nikke_anchor_05_90,d_nikke_anchor_05,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_05_90,False,,,,,1,S_100,2.0,,,sfx_scn_airbubble,,anchor,1,angry,Blur_Low,,,,,,,,,
d_nikke_anchor_05_91,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_91,False,,,,,S_100,S_100,1.0,,,,,,1,angry,Blur_Low,,,,,,,,,
d_nikke_anchor_05_92,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_92,True,,,,,S_100,S_100,1.0,,,,,,1,angry,Blur_Low,,,,,,,,,
d_nikke_anchor_05_93,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_93,True,,,,,S_100,S_100,1.0,,,,,,1,angry,Blur_Low,,,,,,,,,
d_nikke_anchor_05_94,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_94,True,,,,,S_100,S_100,1.0,,,,,,1,angry,Blur_Low,,,,,,,,,
d_nikke_anchor_05_95,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_95,True,,,,,S_100,S_100,1.0,,,,,,1,angry,Blur_Low,,,,,,,,,
d_nikke_anchor_05_96,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_96,True,,,,,S_100,S_100,1.0,,,,,,1,angry,Blur_Low,,,,,,,,,
d_nikke_anchor_05_97,d_nikke_anchor_05,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_05_97,False,,,,,S_100,S_100,1.0,,,sfx_scn_airbubble,,,1,angry,Blur_Low,,,,,,,,,
d_nikke_anchor_05_98,d_nikke_anchor_05,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_05_98,False,,,,ocean,1,1,1.0,none,,sfx_scn_spraywater,black,,13,angry,,anchor,Low_2,,,,,,,
d_nikke_anchor_05_99,d_nikke_anchor_05,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_anchor_05_99,True,ingrid,1,angry,,1,1,1.0,bgm_story_impression,,,,,,,,,,,,,,,,
d_nikke_anchor_05_100,d_nikke_anchor_05,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_anchor_05_100,True,,1,angry,,1,1,1.0,,,,,,,,,,,,,,,,,
d_nikke_anchor_05_101,d_nikke_anchor_05,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_anchor_05_101,True,,1,angry,,1,4,0.5,,,,,,,,,,,helm,3,angry,mast,5,angry,
d_nikke_anchor_05_102,d_nikke_anchor_05,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_anchor_05_102,True,,1,idle,,4,4,1.0,,,,,,,,,,,,3,angry,,5,angry,
d_nikke_anchor_05_103,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_103,False,,1,idle,,black,black,1.0,,,sfx_scn_waterdive,,,,,,,,,3,angry,,5,angry,
d_nikke_anchor_05_104,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_104,False,,1,idle,,black,black,1.0,,,,,,,,,,,,3,angry,,5,angry,
d_nikke_anchor_05_105,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_105,True,,1,idle,,13,S_130,1.0,,,,,anchor,13,sad,,,,,3,idle,,5,idle,
d_nikke_anchor_05_106,d_nikke_anchor_05,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_05_106,False,,1,idle,,S_130,S_130,1.0,,,,,,13,sad,,,,,3,idle,,5,idle,
d_nikke_anchor_05_107,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_107,False,,1,idle,,S_130,S_130,1.0,,,,,,13,sad,,,,,3,idle,,5,idle,
d_nikke_anchor_05_108,d_nikke_anchor_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_anchor_05_108,False,,1,idle,,S_130,S_1300,2.0,,,,,,13,sad,,,,,3,idle,,5,idle,
d_nikke_anchor_05_109,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_109,True,,1,idle,,S_1300,S_1300,1.0,,,,,,13,shy,,,,,3,idle,,5,idle,
d_nikke_anchor_05_110,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_110,True,,1,idle,,S_1300,S_1300,1.0,,,,,,13,shy,,,,,3,idle,,5,idle,
d_nikke_anchor_05_111,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_111,True,,1,idle,,S_1300,S_1300,1.0,,,,,,13,shy,,,,,3,idle,,5,idle,
d_nikke_anchor_05_112,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_112,True,,1,idle,,S_1300,S_1300,1.0,,,,,,13,shy,,,,,3,idle,,5,idle,
d_nikke_anchor_05_113,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_113,True,,1,idle,,S_1300,S_130,2.0,,,,,,13,shy,,,,,3,idle,,5,idle,
d_nikke_anchor_05_114,d_nikke_anchor_05,Choice,,,Locale_NikkeEpisode:d_nikke_anchor_05_114,False,,1,idle,,S_130,S_130,1.0,,,,,,13,shy,,,,,3,idle,,5,idle,d_nikke_anchor_05_116
d_nikke_anchor_05_115,d_nikke_anchor_05,Choice,,,Locale_NikkeEpisode:d_nikke_anchor_05_115,False,,1,idle,,S_130,S_130,1.0,,,,,,13,shy,,,,,3,idle,,5,idle,d_nikke_anchor_05_116
d_nikke_anchor_05_116,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_116,True,,1,idle,,S_130,S_130,1.0,,,,,,13,delight,,,,,3,idle,,5,idle,
d_nikke_anchor_05_117,d_nikke_anchor_05,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_anchor_05_117,True,,1,idle,,S_130,L_10,2.0,,,,,,13,idle,,,,,3,idle,,5,idle,
d_nikke_anchor_05_118,d_nikke_anchor_05,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_anchor_05_118,True,,1,good,,L_10,L_10,1.0,,,,,,13,idle,,,,,3,idle,,5,idle,
d_nikke_anchor_05_119,d_nikke_anchor_05,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_anchor_05_119,True,,1,good,,L_10,L_10,1.0,,,,,,13,idle,,,,,3,idle,,5,idle,
d_nikke_anchor_05_120,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_120,True,,1,good,,L_10,12,1.0,,,,,,13,sad,,,,,3,idle,,5,idle,
d_nikke_anchor_05_121,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_121,True,,1,good,,12,12,1.0,,,,,,13,sad,,,,,3,idle,,5,idle,
d_nikke_anchor_05_122,d_nikke_anchor_05,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_anchor_05_122,True,,1,good,,12,12,1.0,,,,,,13,sad,,,,,3,idle,,5,idle,
d_nikke_anchor_05_123,d_nikke_anchor_05,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_anchor_05_123,True,,1,idle,,12,12,1.0,,,,,,13,idle,,,,,3,idle,,5,idle,
d_nikke_anchor_05_124,d_nikke_anchor_05,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_anchor_05_124,True,,1,idle,,12,12,1.0,,,,,,13,idle,,,,,3,idle,,5,idle,
d_nikke_anchor_05_125,d_nikke_anchor_05,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_anchor_05_125,True,,1,idle,,12,12,1.0,,,,,,13,idle,,,,,3,idle,,5,idle,
d_nikke_anchor_05_126,d_nikke_anchor_05,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_anchor_05_126,True,,1,idle,,12,2,1.0,,,,,,13,idle,,,,,3,idle,,5,idle,
d_nikke_anchor_05_127,d_nikke_anchor_05,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_anchor_05_127,True,,1,idle,,2,2,1.0,,,,,,13,idle,,,,,3,idle,,5,idle,
d_nikke_anchor_05_128,d_nikke_anchor_05,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_anchor_05_128,True,,1,idle,,2,2,1.0,,,,,,13,idle,,,,,3,idle,,5,idle,
d_nikke_anchor_05_129,d_nikke_anchor_05,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_anchor_05_129,True,,1,idle,,2,2,1.0,,,,,,13,idle,,,,,3,idle,,5,idle,
d_nikke_anchor_05_130,d_nikke_anchor_05,Self,,Self,Locale_NikkeEpisode:d_nikke_anchor_05_130,False,,1,idle,,2,2,1.0,,,,,,13,idle,,,,,3,idle,,5,idle,
