id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_ce_02_01_04_27,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_27,False,,170,170,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_28,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_28,False,,170,170,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_29,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_29,False,,170,17,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_30,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_30,False,,17,17,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_31,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_31,False,,17,17,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_32,d_nikke_ce_02_01_04,Speech,Locale_NikkeEpisode:d_nikke_ce_02_01_04_32,False,RuinIndoor,17,113,2.0,,,rapi,rapi,,,1,idle,,13,idle
d_nikke_ce_02_01_04_33,d_nikke_ce_02_01_04,Speech,Locale_NikkeEpisode:d_nikke_ce_02_01_04_33,True,,113,113,1.0,,,rapi,rapi,,,1,idle,,13,idle
d_nikke_ce_02_01_04_34,d_nikke_ce_02_01_04,Speech,Locale_NikkeEpisode:d_nikke_ce_02_01_04_34,True,,113,113,1.0,,,ce_02_01,ce_02_01,,,1,idle,,13,idle
d_nikke_ce_02_01_04_35,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_35,False,,black,black,1.0,sfx_scn_paperopen,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_36,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_36,False,Factory,black,black,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_37,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_37,False,,17,17,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_38,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_38,False,,17,17,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_39,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_39,False,,17,17,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_40,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_40,False,,17,170,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_41,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_41,False,,170,170,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_42,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_42,False,,170,170,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_43,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_43,False,,black,black,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_44,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_44,False,,170,170,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_45,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_45,False,,170,170,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_46,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_46,False,,170,17,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_47,d_nikke_ce_02_01_04,Speech,Locale_NikkeEpisode:d_nikke_ce_02_01_04_47,True,RuinIndoor,17,113,2.0,,,rapi,rapi,,,1,idle,,13,idle
d_nikke_ce_02_01_04_48,d_nikke_ce_02_01_04,Speech,Locale_NikkeEpisode:d_nikke_ce_02_01_04_48,True,,113,113,1.0,,,rapi,rapi,,,1,idle,,13,idle
d_nikke_ce_02_01_04_49,d_nikke_ce_02_01_04,Speech,Locale_NikkeEpisode:d_nikke_ce_02_01_04_49,False,,113,113,1.0,,,ce_02_01,ce_02_01,,,1,idle,,13,idle
d_nikke_ce_02_01_04_50,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_50,False,,black,black,1.0,sfx_scn_paperopen,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_51,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_51,False,Factory,black,black,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_52,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_52,False,,170,170,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_53,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_53,False,,170,170,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_54,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_54,False,,170,170,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_55,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_55,False,RuinIndoor,black,black,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_56,d_nikke_ce_02_01_04,Speech,Locale_NikkeEpisode:d_nikke_ce_02_01_04_56,False,,13,130,1.0,,,rapi,rapi,,,1,idle,,13,idle
d_nikke_ce_02_01_04_57,d_nikke_ce_02_01_04,Speech,Locale_NikkeEpisode:d_nikke_ce_02_01_04_57,True,,130,130,1.0,,,rapi,rapi,,,1,idle,,13,idle
d_nikke_ce_02_01_04_58,d_nikke_ce_02_01_04,Speech,Locale_NikkeEpisode:d_nikke_ce_02_01_04_58,True,,130,113,1.0,,,ce_02_01,ce_02_01,,,1,idle,,13,idle
d_nikke_ce_02_01_04_59,d_nikke_ce_02_01_04,Speech,Locale_NikkeEpisode:d_nikke_ce_02_01_04_59,True,,113,113,1.0,,,rapi,rapi,,,1,idle,,13,idle
d_nikke_ce_02_01_04_60,d_nikke_ce_02_01_04,Speech,Locale_NikkeEpisode:d_nikke_ce_02_01_04_60,True,,113,113,1.0,,,rapi,rapi,,,1,idle,,13,idle
d_nikke_ce_02_01_04_61,d_nikke_ce_02_01_04,Speech,Locale_NikkeEpisode:d_nikke_ce_02_01_04_61,True,,113,113,1.0,,,rapi,rapi,,,1,idle,,13,idle
d_nikke_ce_02_01_04_62,d_nikke_ce_02_01_04,Speech,Locale_NikkeEpisode:d_nikke_ce_02_01_04_62,True,,113,113,1.0,,,rapi,rapi,,,1,idle,,13,idle
d_nikke_ce_02_01_04_63,d_nikke_ce_02_01_04,Speech,Locale_NikkeEpisode:d_nikke_ce_02_01_04_63,True,,113,113,1.0,,,ce_02_01,ce_02_01,,,1,idle,,13,idle
d_nikke_ce_02_01_04_64,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_64,False,Factory,black,black,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_65,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_65,False,,17,17,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_66,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_66,False,,black,black,1.0,sfx_scn_paperopen,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_67,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_67,False,,black,black,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_68,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_68,False,,17,17,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_69,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_69,False,,17,17,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_70,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_70,False,,black,black,1.0,sfx_scn_paperopen,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_71,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_71,False,,black,black,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_72,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_72,False,,17,17,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_73,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_73,False,,17,170,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_74,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_74,False,,black,black,1.0,sfx_scn_paperopen,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_75,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_75,False,,black,black,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_76,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_76,False,,170,170,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_77,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_77,False,,170,170,1.0,sfx_scn_screen,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_78,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_78,False,,170,170,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_79,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_79,False,,170,17,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_80,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_80,False,,17,17,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_81,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_81,False,,17,17,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_82,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_82,False,,17,17,1.0,sfx_scn_remotesignal,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_83,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_83,False,,17,17,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_84,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_84,False,,17,17,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_85,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_85,False,,17,170,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_86,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_86,False,,170,170,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_87,d_nikke_ce_02_01_04,Narration,Locale_NikkeEpisode:d_nikke_ce_02_01_04_87,False,,170,1700,1.0,,,,,Grey,,1,idle,,13,idle
d_nikke_ce_02_01_04_88,d_nikke_ce_02_01_04,Speech,Locale_NikkeEpisode:d_nikke_ce_02_01_04_88,True,RuinIndoor,1700,1300,2.0,,,rapi,rapi,,,1,idle,,13,idle
d_nikke_ce_02_01_04_89,d_nikke_ce_02_01_04,Monologue,Locale_NikkeEpisode:d_nikke_ce_02_01_04_89,False,,1300,130,1.0,,,,,,,1,idle,,13,idle
d_nikke_ce_02_01_04_90,d_nikke_ce_02_01_04,Speech,Locale_NikkeEpisode:d_nikke_ce_02_01_04_90,True,,130,130,1.0,,,rapi,rapi,,,1,idle,,13,idle
