id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_nikke_milk_04_12,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_12,True,,S_10,S_10,1.0,,d_nikke_milk_04_13,,1,idle,,,,,,
d_nikke_milk_04_13,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_13,True,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_14,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_14,True,,S_10,S_100,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_15,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_15,True,,S_100,S_100,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_16,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_16,True,,S_100,S_100,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_17,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_17,True,,S_100,S_100,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_18,d_nikke_milk_04,Self,milk,Self,Locale_NikkeEpisode:d_nikke_milk_04_18,False,,S_100,S_100,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_19,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_19,True,,S_100,S_10,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_20,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_20,True,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_21,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_21,True,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_22,d_nikke_milk_04,Self,milk,Self,Locale_NikkeEpisode:d_nikke_milk_04_22,False,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_23,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_23,False,,S_10,1,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_24,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_24,True,,1,1,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_25,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_25,True,,1,1,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_26,d_nikke_milk_04,Self,milk,Self,Locale_NikkeEpisode:d_nikke_milk_04_26,False,,1,1,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_27,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_27,True,,1,S_10,0.5,,,,1,idle,,,,,,
d_nikke_milk_04_28,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_28,True,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_29,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_29,True,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_30,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_30,True,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_31,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_31,True,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_32,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_32,False,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_33,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_33,True,,S_10,S_100,0.5,,,,1,idle,,,,,,
d_nikke_milk_04_34,d_nikke_milk_04,Self,milk,Self,Locale_NikkeEpisode:d_nikke_milk_04_34,False,,S_100,S_100,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_35,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_35,True,,S_100,S_100,1.0,,,,1,shy,,,,,,
d_nikke_milk_04_36,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_36,True,,S_100,S_100,1.0,,,,1,shy,,,,,,
d_nikke_milk_04_37,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_37,True,,S_100,S_100,1.0,,,,1,shy,,,,,,
d_nikke_milk_04_38,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_38,True,,S_100,S_100,1.0,,,,1,shy,,,,,,
d_nikke_milk_04_39,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_39,True,,S_100,S_100,1.0,,,,1,shy,,,,,,
d_nikke_milk_04_40,d_nikke_milk_04,Narration,milk,Narration,Locale_NikkeEpisode:d_nikke_milk_04_40,False,NikkeCorridor,black,black,1.0,none,,,1,idle,,,,,,
d_nikke_milk_04_41,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_41,False,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_42,d_nikke_milk_04,Monologue,milk,Monologue,Locale_NikkeEpisode:d_nikke_milk_04_42,False,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_43,d_nikke_milk_04,Monologue,milk,Monologue,Locale_NikkeEpisode:d_nikke_milk_04_43,False,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_44,d_nikke_milk_04,Monologue,milk,Monologue,Locale_NikkeEpisode:d_nikke_milk_04_44,False,,S_10,1,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_45,d_nikke_milk_04,Monologue,milk,Monologue,Locale_NikkeEpisode:d_nikke_milk_04_45,False,,black,black,1.0,bgm_story_lastbullet,,,1,idle,,,,,,
d_nikke_milk_04_46,d_nikke_milk_04,Monologue,milk,Monologue,Locale_NikkeEpisode:d_nikke_milk_04_46,False,,black,black,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_47,d_nikke_milk_04,Monologue,milk,Monologue,Locale_NikkeEpisode:d_nikke_milk_04_47,False,,black,black,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_48,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_48,True,,1,S_10,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_49,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_49,True,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_50,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_50,True,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_51,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_51,True,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_52,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_52,True,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_53,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_53,True,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_54,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_54,True,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_55,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_55,True,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_56,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_56,True,,S_10,S_100,0.5,,,,1,idle,,,,,,
d_nikke_milk_04_57,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_57,True,,S_100,S_100,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_58,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_58,True,,S_100,S_100,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_59,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_59,True,,S_100,S_100,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_60,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_60,True,,S_100,S_100,0.5,,,,1,idle,,,,,,
d_nikke_milk_04_61,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_61,True,,S_100,S_100,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_62,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_62,True,,S_100,S_100,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_63,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_63,True,,S_100,S_100,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_64,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_64,True,,S_100,S_100,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_65,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_65,True,,S_100,S_100,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_66,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_66,False,,S_100,S_10,0.5,,,,1,idle,,,,,,
d_nikke_milk_04_67,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_67,True,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_68,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_68,True,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_69,d_nikke_milk_04,Self,milk,Self,Locale_NikkeEpisode:d_nikke_milk_04_69,False,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_70,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_70,True,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_71,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_71,False,,S_10,S_10,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_72,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_72,True,,S_10,S_100,0.5,,,,1,idle,,,,,,
d_nikke_milk_04_73,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_73,True,,S_100,S_100,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_74,d_nikke_milk_04,Self,milk,Self,Locale_NikkeEpisode:d_nikke_milk_04_74,False,,S_100,S_100,1.0,,,,1,idle,,,,,,
d_nikke_milk_04_75,d_nikke_milk_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_milk_04_75,False,,S_100,S_100,1.0,none,,,5,idle,,,,,,
d_nikke_milk_04_76,d_nikke_milk_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_milk_04_76,False,Cafe,black,black,1.0,,,,1,idle,frima,13,idle,sugar,3,idle
d_nikke_milk_04_77,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_77,True,,S_10,S_10,1.0,bgm_story_orangepop,,,1,shy,,13,idle,,3,idle
d_nikke_milk_04_78,d_nikke_milk_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_milk_04_78,True,,S_10,113,1.0,,,,1,shy,,13,delight,,3,idle
d_nikke_milk_04_79,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_79,True,,113,113,1.0,,,,1,angry,,13,delight,,3,idle
d_nikke_milk_04_80,d_nikke_milk_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_milk_04_80,True,,113,113,1.0,,,,1,angry,,13,idle,,3,idle
d_nikke_milk_04_81,d_nikke_milk_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_milk_04_81,True,,113,31,1.0,,,,1,angry,,13,idle,,3,idle
d_nikke_milk_04_82,d_nikke_milk_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_milk_04_82,True,,31,31,1.0,,,,1,no,,13,idle,,3,idle
d_nikke_milk_04_83,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_83,True,,31,31,1.0,,,,1,no,,13,idle,,3,idle
d_nikke_milk_04_84,d_nikke_milk_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_milk_04_84,True,,31,31,1.0,,,,1,no,,13,idle,,3,idle
d_nikke_milk_04_85,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_85,False,,31,31,1.0,,,,1,idle,,13,idle,,3,idle
d_nikke_milk_04_86,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_86,True,,31,31,1.0,,,,1,idle,,13,idle,,3,idle
d_nikke_milk_04_87,d_nikke_milk_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_milk_04_87,True,,31,31,1.0,,,,1,idle,,13,idle,,3,idle
d_nikke_milk_04_88,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_88,True,,31,31,1.0,,,,1,idle,,13,idle,,3,idle
d_nikke_milk_04_89,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_89,True,,31,31,1.0,,,,1,idle,,13,idle,,3,idle
d_nikke_milk_04_90,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_90,True,,31,31,1.0,,,,1,idle,,13,idle,,3,idle
d_nikke_milk_04_91,d_nikke_milk_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_milk_04_91,True,,31,31,1.0,,,,1,idle,,13,idle,,3,idle
d_nikke_milk_04_92,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_92,True,,31,S_10,0.5,,,,1,idle,,13,idle,,3,idle
d_nikke_milk_04_93,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_93,True,,S_10,S_10,1.0,,,,1,idle,,13,idle,,3,idle
d_nikke_milk_04_94,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_94,True,,S_10,S_10,1.0,,,,1,idle,,13,idle,,3,idle
d_nikke_milk_04_95,d_nikke_milk_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_milk_04_95,True,,S_10,31,0.5,,,,1,idle,,13,idle,,3,idle
d_nikke_milk_04_96,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_96,True,,31,31,1.0,,,,1,idle,,13,idle,,3,idle
d_nikke_milk_04_97,d_nikke_milk_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_milk_04_97,True,,31,31,1.0,,,,1,idle,,13,idle,,3,idle
d_nikke_milk_04_98,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_98,False,,31,31,1.0,,,,1,idle,,13,idle,,3,idle
d_nikke_milk_04_99,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_99,True,,31,31,1.0,,,,1,idle,,13,idle,,3,idle
d_nikke_milk_04_100,d_nikke_milk_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_milk_04_100,True,,31,31,1.0,,,,1,idle,,13,idle,,3,idle
d_nikke_milk_04_101,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_101,True,,31,31,1.0,,,,1,idle,,13,idle,,3,idle
d_nikke_milk_04_102,d_nikke_milk_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_milk_04_102,True,,31,113,1.0,,,,1,idle,,13,idle,,3,idle
d_nikke_milk_04_103,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_103,True,,113,113,1.0,,,,1,idle,,13,idle,,3,idle
d_nikke_milk_04_104,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_104,True,,113,113,1.0,,,,1,idle,,13,idle,,3,idle
d_nikke_milk_04_105,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_105,True,,113,113,1.0,,,,1,idle,,13,idle,,3,surprise
d_nikke_milk_04_106,d_nikke_milk_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_milk_04_106,False,,130,130,1.0,,,,1,idle,,13,surprise,,3,surprise
d_nikke_milk_04_107,d_nikke_milk_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_milk_04_107,False,,S_30,S_30,1.0,,,,1,idle,,13,surprise,,3,surprise
d_nikke_milk_04_108,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_108,True,,S_10,S_10,1.0,,,,1,idle,,13,surprise,,3,surprise
d_nikke_milk_04_109,d_nikke_milk_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_milk_04_109,True,,130,130,1.0,,,,1,idle,,13,surprise,,3,surprise
d_nikke_milk_04_110,d_nikke_milk_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_milk_04_110,True,,S_30,S_30,1.0,,,,1,idle,,13,surprise,,3,surprise
d_nikke_milk_04_111,d_nikke_milk_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_04_111,True,,S_10,S_100,0.5,,,,1,idle,,13,idle,,3,surprise
