id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,characters/0/hide_char_id,set_filter_01,play_sound,set_camera_shake,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_nikke_novel_04_16,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_16,True,,S_10,S_10,1.0,,novel,,1,idle,,,,,,,,,,,,,
d_nikke_novel_04_17,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_17,True,,S_10,1,2.0,,novel,,1,think,,,,,,,,,,,,,
d_nikke_novel_04_18,d_nikke_novel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_04_18,False,,1,1,1.0,,,,1,think,,novel,,,,,,,,,,,
d_nikke_novel_04_19,d_nikke_novel_04,Choice,,Locale_NikkeEpisode:d_nikke_novel_04_19,False,,1,1,1.0,,,,,,d_nikke_novel_04_21,,,,,,,,,,,,
d_nikke_novel_04_20,d_nikke_novel_04,Choice,,Locale_NikkeEpisode:d_nikke_novel_04_20,False,,1,1,1.0,,,,,,d_nikke_novel_04_25,,,,,,,,,,,,
d_nikke_novel_04_21,d_nikke_novel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_04_21,False,,1,6002,1.0,,,,,,,,,,,,,,,,,,
d_nikke_novel_04_22,d_nikke_novel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_04_22,False,,6002,6002,1.0,,,,,,,,,,,,,,,,,,
d_nikke_novel_04_23,d_nikke_novel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_04_23,False,,6002,1,1.0,,,,,,,,,,,,,,,,,,
d_nikke_novel_04_24,d_nikke_novel_04,Self,Self,Locale_NikkeEpisode:d_nikke_novel_04_24,False,,1,1,1.0,,,,,,,,,,,,,,,,,,
d_nikke_novel_04_25,d_nikke_novel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_04_25,False,,1,5,2.0,,,,,,,,,,,,,,,,,,
d_nikke_novel_04_26,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_26,True,,5,5,1.0,,novel,novel,1,think,,,,,,,,,,,,,
d_nikke_novel_04_27,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_27,True,,5,1,1.0,,novel,,1,think,,,,,,,,,,,,,
d_nikke_novel_04_28,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_28,True,,1,1,1.0,,novel,,1,pain,,,,,,,,,,,,,
d_nikke_novel_04_29,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_29,True,,1,1,1.0,,novel,,1,pain,,,,,,,,,,,,,
d_nikke_novel_04_30,d_nikke_novel_04,Self,Self,Locale_NikkeEpisode:d_nikke_novel_04_30,False,,1,1,1.0,,novel,,1,pain,,,,,,,,,,,,,
d_nikke_novel_04_31,d_nikke_novel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_04_31,False,,1,1,1.0,,,,1,pain,,novel,,,,,,,,,,,
d_nikke_novel_04_32,d_nikke_novel_04,Self,Self,Locale_NikkeEpisode:d_nikke_novel_04_32,False,,1,1,1.0,,,,,,,,,,,,,,,,,,
d_nikke_novel_04_33,d_nikke_novel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_04_33,False,,1,14,2.0,,,,,,,,,,,,,,,,,,
d_nikke_novel_04_34,d_nikke_novel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_04_34,False,,14,14,1.0,,,,,,,,,,,,,,,,,,
d_nikke_novel_04_35,d_nikke_novel_04,Self,Self,Locale_NikkeEpisode:d_nikke_novel_04_35,False,,14,14,1.0,,,,,,,,,,,,,,,,,,
d_nikke_novel_04_36,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_36,True,,14,1,1.0,,novel,novel,1,think,,,,,,,,,,,,,
d_nikke_novel_04_37,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_37,True,,1,1,1.0,,novel,,1,think,,,,,,,,,,,,,
d_nikke_novel_04_38,d_nikke_novel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_04_38,False,,black,black,1.0,,,,1,think,,,,,,,,,,,,,
d_nikke_novel_04_39,d_nikke_novel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_04_39,False,,black,black,1.0,,,,1,think,,,,,,,,,,,,,
d_nikke_novel_04_40,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_40,False,,S_10,L_10,2.0,,novel,,1,pain,,,Blur_Low,,,,,,,,,,
d_nikke_novel_04_41,d_nikke_novel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_04_41,False,,L_10,L_10,1.0,,novel,,1,pain,,,Blur_Low,,,,,,,,,,
d_nikke_novel_04_42,d_nikke_novel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_04_42,False,,L_10,L_10,1.0,,novel,,1,pain,,,Blur_Low,,,,,,,,,,
d_nikke_novel_04_43,d_nikke_novel_04,Choice,,Locale_NikkeEpisode:d_nikke_novel_04_43,False,,L_10,L_10,1.0,,novel,,1,pain,d_nikke_novel_04_45,,Blur_Low,,,,,,,,,,
d_nikke_novel_04_44,d_nikke_novel_04,Choice,,Locale_NikkeEpisode:d_nikke_novel_04_44,False,,L_10,L_10,1.0,,novel,,1,pain,d_nikke_novel_04_46,,Blur_Low,,,,,,,,,,
d_nikke_novel_04_45,d_nikke_novel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_04_45,False,,black,black,1.0,,novel,,1,pain,d_nikke_novel_04_47,,,,,,,,,,,,
d_nikke_novel_04_46,d_nikke_novel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_04_46,False,,black,black,1.0,,novel,,1,pain,,,,,,,,,,,,,
d_nikke_novel_04_47,d_nikke_novel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_04_47,False,,black,black,1.0,,novel,,1,shy,,,,,,,,,,,,,
d_nikke_novel_04_48,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_48,True,,L_10,S_10,2.0,,novel,,1,shy,,,Blur_Low,,,,,,,,,,
d_nikke_novel_04_49,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_49,True,,S_10,S_10,1.0,,novel,,1,think,,,,,,,,,,,,,
d_nikke_novel_04_50,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_50,True,,S_10,S_10,1.0,,novel,,1,think,,,,,,,,,,,,,
d_nikke_novel_04_51,d_nikke_novel_04,Self,Self,Locale_NikkeEpisode:d_nikke_novel_04_51,False,,S_10,S_120,1.0,,novel,,1,think,,,,,,,,,,,,,
d_nikke_novel_04_52,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_52,True,,S_120,S_120,1.0,,novel,,1,think,,,,,,,,,,,,,
d_nikke_novel_04_53,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_53,True,,S_120,S_10,2.0,,novel,,1,think,,,,,,,,,,,,,
d_nikke_novel_04_54,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_54,True,,S_10,1,0.5,,novel,,1,idle,,,,,,,,,,,,,
d_nikke_novel_04_55,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_55,True,,1,1,1.0,,novel,,1,think,,,,,,,,,,,,,
d_nikke_novel_04_56,d_nikke_novel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_04_56,False,,1,2,1.0,,novel,,1,think,,,,,,,,,,,,,
d_nikke_novel_04_57,d_nikke_novel_04,Self,Self,Locale_NikkeEpisode:d_nikke_novel_04_57,False,,2,2,1.0,,novel,,1,think,,,,,,,,,,,,,
d_nikke_novel_04_58,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_58,True,,2,1,1.0,,novel,,1,delight,,,,,,,,,,,,,
d_nikke_novel_04_59,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_59,True,,1,1,1.0,,novel,,1,delight,,,,,,,,,,,,,
d_nikke_novel_04_60,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_60,True,,1,S_10,1.0,,novel,,1,delight,,,,,,,,,,,,,
d_nikke_novel_04_61,d_nikke_novel_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_novel_04_61,False,,black,black,1.0,,,,1,delight,,novel,,,,,,,,,,,
d_nikke_novel_04_62,d_nikke_novel_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_novel_04_62,False,,1,2,0.5,,,,,,,,,sfx_scn_heavytrip,,,,,,,,,
d_nikke_novel_04_63,d_nikke_novel_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_novel_04_63,False,,2,12,0.5,,,,,,,,,sfx_scn_smash,Low_2,,,,,,,,
d_nikke_novel_04_64,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_64,True,,12,1,1.0,,novel,novel,1,idle,,,,,,,,,,,,,
d_nikke_novel_04_65,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_65,True,,1,S_10,0.5,,novel,,1,idle,,,,,,,,,,,,,
d_nikke_novel_04_66,d_nikke_novel_04,Self,Self,Locale_NikkeEpisode:d_nikke_novel_04_66,False,,S_10,S_10,1.0,,novel,,1,idle,,,,,,,,,,,,,
d_nikke_novel_04_67,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_67,True,,S_10,S_10,1.0,,novel,,1,think,,,,,,,,,,,,,
d_nikke_novel_04_68,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_68,True,,S_10,S_10,1.0,,novel,,1,think,,,,,,,,,,,,,
d_nikke_novel_04_69,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_69,True,,S_10,S_10,1.0,,novel,,1,delight,,,,,,,,,,,,,
d_nikke_novel_04_70,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_70,True,,S_10,S_10,1.0,,novel,,1,delight,,,,,,,,,,,,,
d_nikke_novel_04_71,d_nikke_novel_04,Self,Self,Locale_NikkeEpisode:d_nikke_novel_04_71,False,,S_10,S_10,1.0,,novel,,1,delight,,,,,,,,,,,,,
d_nikke_novel_04_72,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_72,True,,S_10,S_10,1.0,,novel,,1,delight,,,,,,,,,,,,,
d_nikke_novel_04_73,d_nikke_novel_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_novel_04_73,False,NikkeRoom,black,black,1.0,none,,,1,delight,,,,,,,,,,,,,
d_nikke_novel_04_74,d_nikke_novel_04,Speech,exia,Locale_NikkeEpisode:d_nikke_novel_04_74,True,,15,15,1.0,bgm_story_heynewbie,exia,,1,delight,,,,,,exia,15,sad,,,,,
d_nikke_novel_04_75,d_nikke_novel_04,Speech,exia,Locale_NikkeEpisode:d_nikke_novel_04_75,True,,15,S_150,1.0,,exia,,1,delight,,,,,,,15,sad,,,,,
d_nikke_novel_04_76,d_nikke_novel_04,Self,Self,Locale_NikkeEpisode:d_nikke_novel_04_76,False,,S_150,S_150,1.0,,,,1,delight,,,,,,,15,sad,,,,,
d_nikke_novel_04_77,d_nikke_novel_04,Self,Self,Locale_NikkeEpisode:d_nikke_novel_04_77,False,,S_150,S_150,1.0,,,,1,delight,,,,,,,15,sad,,,,,
d_nikke_novel_04_78,d_nikke_novel_04,Speech,exia,Locale_NikkeEpisode:d_nikke_novel_04_78,False,,S_150,S_150,1.0,,exia,,1,delight,,,,,,,15,surprise,,,,,
d_nikke_novel_04_79,d_nikke_novel_04,Speech,exia,Locale_NikkeEpisode:d_nikke_novel_04_79,True,,S_150,15,1.0,,exia,,1,delight,,,,,,,15,shy2,,,,,
d_nikke_novel_04_80,d_nikke_novel_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_novel_04_80,False,,black,black,1.0,,,,1,delight,,,,sfx_scn_doorrun,,,15,shy2,exia,,,,
d_nikke_novel_04_81,d_nikke_novel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_04_81,False,,15,15,1.0,,,,1,delight,,,,,Low_2,,,,,,,,
d_nikke_novel_04_82,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_82,True,,15,1,0.5,,novel,,1,idle,,,,,,,,,,,,,
d_nikke_novel_04_83,d_nikke_novel_04,Choice,,Locale_NikkeEpisode:d_nikke_novel_04_83,False,,1,1,1.0,,novel,,1,idle,d_nikke_novel_04_85,,,,,,,,,,,,
d_nikke_novel_04_84,d_nikke_novel_04,Choice,,Locale_NikkeEpisode:d_nikke_novel_04_84,False,,1,1,1.0,,novel,,1,idle,d_nikke_novel_04_85,,,,,,,,,,,,
d_nikke_novel_04_85,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_85,True,,1,S_10,1.0,,novel,,1,idle,,,,,,,,,,,,,
d_nikke_novel_04_86,d_nikke_novel_04,Self,Self,Locale_NikkeEpisode:d_nikke_novel_04_86,False,,S_10,S_10,1.0,,novel,,1,idle,,,,,,,,,,,,,
d_nikke_novel_04_87,d_nikke_novel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_04_87,False,,S_10,1,1.0,,,,1,idle,,novel,,,,,,,,,,,
d_nikke_novel_04_88,d_nikke_novel_04,Choice,,Locale_NikkeEpisode:d_nikke_novel_04_88,False,,1,1,1.0,,,,,,d_nikke_novel_04_90,,,,,,,,,,,,
d_nikke_novel_04_89,d_nikke_novel_04,Choice,,Locale_NikkeEpisode:d_nikke_novel_04_89,False,,1,1,1.0,,,,,,d_nikke_novel_04_98,,,,,,,,,,,,
d_nikke_novel_04_90,d_nikke_novel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_04_90,False,,1,15,1.0,,,,,,,,,,,,,,,,,,
d_nikke_novel_04_91,d_nikke_novel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_04_91,False,,15,15,1.0,,,,,,,,,,,,,,,,,,
d_nikke_novel_04_92,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_92,True,,15,S_10,1.0,,novel,novel,1,think,,,,,,,,,,,,,
d_nikke_novel_04_93,d_nikke_novel_04,Choice,,Locale_NikkeEpisode:d_nikke_novel_04_93,False,,S_10,S_10,1.0,,novel,,1,think,d_nikke_novel_04_95,,,,,,,,,,,,
d_nikke_novel_04_94,d_nikke_novel_04,Choice,,Locale_NikkeEpisode:d_nikke_novel_04_94,False,,S_10,S_10,1.0,,novel,,1,think,d_nikke_novel_04_95,,,,,,,,,,,,
d_nikke_novel_04_95,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_95,True,,S_10,S_10,1.0,,novel,,1,think,,,,,,,,,,,,,
d_nikke_novel_04_96,d_nikke_novel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_04_96,False,,S_10,1,1.0,,,,1,think,,novel,,,,,,,,,,,
d_nikke_novel_04_97,d_nikke_novel_04,Self,Self,Locale_NikkeEpisode:d_nikke_novel_04_97,False,,1,1,1.0,,,,,,,,,,,,,,,,,,
d_nikke_novel_04_98,d_nikke_novel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_04_98,False,,1,5,1.0,,,,,,,,,,,,,,,,,,
d_nikke_novel_04_99,d_nikke_novel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_04_99,False,,5,5,1.0,,,,,,,,,,,,,,,,,,
d_nikke_novel_04_100,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_100,False,,5,1,0.5,,novel,novel,1,think,,,,,,,,,,,,,
d_nikke_novel_04_101,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_101,True,,1,1,1.0,,novel,,1,think,,,,,,,,,,,,,
d_nikke_novel_04_102,d_nikke_novel_04,Self,Self,Locale_NikkeEpisode:d_nikke_novel_04_102,False,,1,1,1.0,,novel,,1,think,,,,,,,,,,,,,
d_nikke_novel_04_103,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_103,True,,1,1,1.0,,novel,,1,think,,,,,,,,,,,,,
d_nikke_novel_04_104,d_nikke_novel_04,Self,Self,Locale_NikkeEpisode:d_nikke_novel_04_104,False,,1,1,1.0,,novel,,1,think,,,,,,,,,,,,,
d_nikke_novel_04_105,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_105,False,,1,S_10,1.0,,novel,,1,idle,,,,,,,,,,,,,
d_nikke_novel_04_106,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_106,True,,S_10,S_10,1.0,,novel,,1,idle,,,,,,,,,,,,,
d_nikke_novel_04_107,d_nikke_novel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_04_107,False,,black,black,1.0,,novel,,1,idle,,,,,,,,,,,,,
d_nikke_novel_04_108,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_108,True,,S_10,S_10,1.0,,novel,,1,idle,,,,,,,,,,,,,
d_nikke_novel_04_109,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_109,True,,S_10,S_10,1.0,,novel,,1,idle,,,,,,,,,,,,,
d_nikke_novel_04_110,d_nikke_novel_04,Self,Self,Locale_NikkeEpisode:d_nikke_novel_04_110,False,,S_10,S_10,1.0,,novel,,1,idle,,,,,,,,,,,,,
d_nikke_novel_04_111,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_111,True,,S_10,S_10,1.0,,novel,,1,idle,,,,,,,,,,,,,
d_nikke_novel_04_112,d_nikke_novel_04,Choice,,Locale_NikkeEpisode:d_nikke_novel_04_112,False,,S_10,S_10,1.0,,novel,,1,idle,d_nikke_novel_04_114,,,,,,,,,,,,
d_nikke_novel_04_113,d_nikke_novel_04,Choice,,Locale_NikkeEpisode:d_nikke_novel_04_113,False,,S_10,S_10,1.0,,novel,,1,idle,d_nikke_novel_04_114,,,,,,,,,,,,
d_nikke_novel_04_114,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_114,True,,S_10,S_10,1.0,,novel,,1,delight,,,,,,,,,,,,,
d_nikke_novel_04_115,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_115,True,,S_10,S_10,1.0,,novel,,1,delight,,,,,,,,,,,,,
d_nikke_novel_04_116,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_116,True,,S_10,S_10,1.0,,novel,,1,delight,,,,,,,,,,,,,
d_nikke_novel_04_117,d_nikke_novel_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_novel_04_117,False,OutpostOut,black,black,1.0,none,novel,,1,idle,,,,,,,,,,,,,
d_nikke_novel_04_118,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_118,True,,1,1,2.0,,novel,,1,idle,,,,,,,,,,,,,
d_nikke_novel_04_119,d_nikke_novel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_04_119,False,,1,1,1.0,,,,12,idle,,,,,,sugar,5,idle,,,,,
d_nikke_novel_04_120,d_nikke_novel_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_novel_04_120,False,,1,1,1.0,,,,12,idle,,,,sfx_scn_bikeengine,,,5,idle,,,,,
d_nikke_novel_04_121,d_nikke_novel_04,Speech,sugar,Locale_NikkeEpisode:d_nikke_novel_04_121,True,,1,1,1.0,,sugar,,12,idle,,,,,,,2,idle,,,,,
d_nikke_novel_04_122,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_122,True,,1,1,1.0,,novel,,12,think,,,,,,,2,idle,,,,,
d_nikke_novel_04_123,d_nikke_novel_04,Speech,sugar,Locale_NikkeEpisode:d_nikke_novel_04_123,True,,1,1,1.0,,sugar,,12,think,,,,,,,2,idle,,,,,
d_nikke_novel_04_124,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_124,True,,1,1,1.0,,novel,,12,think,,,,,,,2,idle,,,,,
d_nikke_novel_04_125,d_nikke_novel_04,Speech,sugar,Locale_NikkeEpisode:d_nikke_novel_04_125,True,,1,1,1.0,,sugar,,12,think,,,,,,,2,idle,,,,,
d_nikke_novel_04_126,d_nikke_novel_04,Speech,sugar,Locale_NikkeEpisode:d_nikke_novel_04_126,True,,1,1,1.0,,sugar,,12,think,,,,,,,2,delight,,,,,
d_nikke_novel_04_127,d_nikke_novel_04,Self,Self,Locale_NikkeEpisode:d_nikke_novel_04_127,False,,1,1,1.0,,,,12,think,,,,,,,2,delight,,,,,
d_nikke_novel_04_128,d_nikke_novel_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_novel_04_128,False,,black,black,1.0,,,,12,think,,novel,,sfx_scn_bikeengine,,,2,delight,sugar,,,,
d_nikke_novel_04_129,d_nikke_novel_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_novel_04_129,False,Laboratory,15,1,2.0,bgm_menu_ark,,,,,,,,,,,,,,black,,,
d_nikke_novel_04_130,d_nikke_novel_04,Speech,mana,Locale_NikkeEpisode:d_nikke_novel_04_130,True,,1,1,1.0,,mana,,,,,,,,,mana,1,idle,,,,,
d_nikke_novel_04_131,d_nikke_novel_04,Speech,mana,Locale_NikkeEpisode:d_nikke_novel_04_131,True,,1,1,1.0,,mana,,,,,,,,,,1,idle,,,,,
d_nikke_novel_04_132,d_nikke_novel_04,Speech,mana,Locale_NikkeEpisode:d_nikke_novel_04_132,True,,1,10,1.0,,mana,,,,,,,,,,1,idle,,,,,
d_nikke_novel_04_133,d_nikke_novel_04,Speech,mana,Locale_NikkeEpisode:d_nikke_novel_04_133,True,,10,10,1.0,,mana,,,,,,,,,,1,idle,,,,,
d_nikke_novel_04_134,d_nikke_novel_04,Speech,mana,Locale_NikkeEpisode:d_nikke_novel_04_134,True,,10,10,1.0,,mana,,,,,,,,,,1,idle,,,,,
d_nikke_novel_04_135,d_nikke_novel_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_novel_04_135,False,City,black,black,1.0,,,novel,1,think,,,,sfx_scn_autodooropen,,,1,idle,mana,,sugar,7,idle
d_nikke_novel_04_136,d_nikke_novel_04,Self,Self,Locale_NikkeEpisode:d_nikke_novel_04_136,False,,1,1,1.0,,,,1,think,,,,,,,,,,black,,7,idle
d_nikke_novel_04_137,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_137,True,,1,1,1.0,,novel,,1,think,,,,,,,,,,,,7,idle
d_nikke_novel_04_138,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_138,True,,1,1,1.0,,novel,,1,think,,,,,,,,,,,,7,idle
d_nikke_novel_04_139,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_139,True,,1,1,1.0,,novel,,1,delight,,,,,,,,,,,,7,idle
d_nikke_novel_04_140,d_nikke_novel_04,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_04_140,True,,1,1,1.0,,novel,,12,delight,,,,,,,,,,,,7,idle
d_nikke_novel_04_141,d_nikke_novel_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_novel_04_141,False,,1,1,1.0,,,,12,delight,,,,sfx_scn_bikeengine,,,,,,,,2,idle
d_nikke_novel_04_142,d_nikke_novel_04,Speech,sugar,Locale_NikkeEpisode:d_nikke_novel_04_142,True,,1,1,1.0,,sugar,,12,delight,,,,,,,,,,,,2,idle
