id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,play_sound,speaker,jump_target,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_biscuit_03_11,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_11,True,,XS_10,XS_10,1.0,,biscuit,,biscuit,,,,1,sad,,3,idle,
d_nikke_biscuit_03_12,d_nikke_biscuit_03,Choice,Locale_NikkeEpisode:d_nikke_biscuit_03_12,False,,XS_10,XS_10,1.0,,biscuit,,,d_nikke_biscuit_03_14,,,1,sad,,3,idle,
d_nikke_biscuit_03_13,d_nikke_biscuit_03,Choice,Locale_NikkeEpisode:d_nikke_biscuit_03_13,False,,XS_10,XS_10,1.0,,biscuit,,,d_nikke_biscuit_03_16,,,1,sad,,3,idle,
d_nikke_biscuit_03_14,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_14,True,,XS_10,XS_10,1.0,,biscuit,,biscuit,,,,1,delight,,3,idle,
d_nikke_biscuit_03_15,d_nikke_biscuit_03,Self,Locale_NikkeEpisode:d_nikke_biscuit_03_15,False,,XS_10,XS_10,1.0,,biscuit,,,,,,1,idle,,3,idle,
d_nikke_biscuit_03_16,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_16,True,,XS_10,XS_10,1.0,,biscuit,,biscuit,,,,1,idle,,3,idle,
d_nikke_biscuit_03_17,d_nikke_biscuit_03,Self,Locale_NikkeEpisode:d_nikke_biscuit_03_17,False,,XS_10,XS_10,1.0,,biscuit,,,,,,1,idle,,3,idle,
d_nikke_biscuit_03_18,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_18,True,,XS_10,XS_10,1.0,,biscuit,,biscuit,,,,1,delight,,3,idle,
d_nikke_biscuit_03_19,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_19,True,,XS_10,XS_100,0.5,,biscuit,,biscuit,,,,1,sad,,3,idle,
d_nikke_biscuit_03_20,d_nikke_biscuit_03,Self,Locale_NikkeEpisode:d_nikke_biscuit_03_20,False,,XS_100,XS_100,1.0,,biscuit,,,,,,1,sad,,3,idle,
d_nikke_biscuit_03_21,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_21,True,,XS_100,XS_100,1.0,,biscuit,,biscuit,,,,1,sad,,3,idle,
d_nikke_biscuit_03_22,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_22,True,,XS_100,XS_10,1.0,,biscuit,,biscuit,,,,1,sad,,3,idle,
d_nikke_biscuit_03_23,d_nikke_biscuit_03,Self,Locale_NikkeEpisode:d_nikke_biscuit_03_23,False,,XS_10,XS_10,1.0,,biscuit,,,,,,1,sad,,3,idle,
d_nikke_biscuit_03_24,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_24,True,,XS_10,XS_10,1.0,,biscuit,,biscuit,,,,1,idle,,3,idle,
d_nikke_biscuit_03_25,d_nikke_biscuit_03,Self,Locale_NikkeEpisode:d_nikke_biscuit_03_25,False,,beatrice_30,beatrice_30,1.0,,biscuit,,,,,,1,idle,,3,idle,
d_nikke_biscuit_03_26,d_nikke_biscuit_03,Self,Locale_NikkeEpisode:d_nikke_biscuit_03_26,False,,beatrice_30,beatrice_30,1.0,,biscuit,,,,,,1,idle,,3,idle,
d_nikke_biscuit_03_27,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_27,True,,beatrice_30,XS_100,0.5,,biscuit,,biscuit,,,,1,shy,,3,idle,
d_nikke_biscuit_03_28,d_nikke_biscuit_03,Monologue,Locale_NikkeEpisode:d_nikke_biscuit_03_28,False,,XS_100,XS_100,1.0,,biscuit,,,,,,1,shy,,3,idle,
d_nikke_biscuit_03_29,d_nikke_biscuit_03,Self,Locale_NikkeEpisode:d_nikke_biscuit_03_29,False,,XS_100,XS_100,1.0,,biscuit,,,,,,1,shy,,3,idle,
d_nikke_biscuit_03_30,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_30,True,,XS_100,XS_10,0.5,,biscuit,,biscuit,,,,1,shy,,3,idle,
d_nikke_biscuit_03_31,d_nikke_biscuit_03,Monologue,Locale_NikkeEpisode:d_nikke_biscuit_03_31,False,,2,2,1.0,,beatrice,,,,,,1,shy,,3,delight,
d_nikke_biscuit_03_32,d_nikke_biscuit_03,Self,Locale_NikkeEpisode:d_nikke_biscuit_03_32,False,,2,2,1.0,,beatrice,,,,,,1,shy,,3,delight,
d_nikke_biscuit_03_33,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_33,True,,2,2,1.0,,biscuit,,biscuit,,,,1,idle,,3,delight,
d_nikke_biscuit_03_34,d_nikke_biscuit_03,Choice,Locale_NikkeEpisode:d_nikke_biscuit_03_34,False,,2,2,1.0,,biscuit,,,d_nikke_biscuit_03_36,,,1,idle,,3,delight,
d_nikke_biscuit_03_35,d_nikke_biscuit_03,Choice,Locale_NikkeEpisode:d_nikke_biscuit_03_35,False,,2,2,1.0,,biscuit,,,d_nikke_biscuit_03_37,,,1,idle,,3,delight,
d_nikke_biscuit_03_36,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_36,True,,2,2,1.0,,biscuit,,biscuit,d_nikke_biscuit_03_38,,,1,shy,,3,angry,
d_nikke_biscuit_03_37,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_37,True,,2,2,1.0,,biscuit,,biscuit,,,,1,shy,,3,angry,
d_nikke_biscuit_03_38,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_38,True,,2,2,1.0,,biscuit,,biscuit,,,,1,sad,,3,angry,
d_nikke_biscuit_03_39,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_39,True,,2,2,1.0,,biscuit,,biscuit,,,,1,delight,,3,angry,
d_nikke_biscuit_03_40,d_nikke_biscuit_03,Self,Locale_NikkeEpisode:d_nikke_biscuit_03_40,False,,2,2,1.0,,biscuit,,,,,,1,delight,,3,angry,
d_nikke_biscuit_03_41,d_nikke_biscuit_03,Monologue,Locale_NikkeEpisode:d_nikke_biscuit_03_41,False,,2,2,1.0,,biscuit,,,,,,1,delight,,3,delight,
d_nikke_biscuit_03_42,d_nikke_biscuit_03,Self,Locale_NikkeEpisode:d_nikke_biscuit_03_42,False,,2,2,1.0,,biscuit,,,,,,1,delight,,3,delight,
d_nikke_biscuit_03_43,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_43,True,,2,2,1.0,,biscuit,,biscuit,,,,1,shy,,3,delight,
d_nikke_biscuit_03_44,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_44,True,,2,2,1.0,,biscuit,,biscuit,,,,1,delight,,3,delight,
d_nikke_biscuit_03_45,d_nikke_biscuit_03,Self,Locale_NikkeEpisode:d_nikke_biscuit_03_45,False,Pool,2,2,1.0,,biscuit,,,,black,,1,idle,,3,delight,
d_nikke_biscuit_03_46,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_46,True,,beatrice_30,beatrice_30,1.0,,biscuit,,beatrice,,,,1,idle,,3,delight,
d_nikke_biscuit_03_47,d_nikke_biscuit_03,Monologue,Locale_NikkeEpisode:d_nikke_biscuit_03_47,False,,beatrice_30,beatrice_300,1.0,,beatrice,,,,,,1,idle,,3,delight,
d_nikke_biscuit_03_48,d_nikke_biscuit_03,Self,Locale_NikkeEpisode:d_nikke_biscuit_03_48,False,,beatrice_300,beatrice_300,1.0,,,,,,,,1,idle,,3,delight,
d_nikke_biscuit_03_49,d_nikke_biscuit_03,Narration,Locale_NikkeEpisode:d_nikke_biscuit_03_49,False,,beatrice_300,beatrice_300,1.0,,,sfx_scn_strawblow,,,,,1,idle,,3,delight,
d_nikke_biscuit_03_50,d_nikke_biscuit_03,Monologue,Locale_NikkeEpisode:d_nikke_biscuit_03_50,False,,beatrice_300,beatrice_300,1.0,none,,,,,,,1,idle,,3,delight,
d_nikke_biscuit_03_51,d_nikke_biscuit_03,Narration,Locale_NikkeEpisode:d_nikke_biscuit_03_51,False,,17,17,1.0,,,sfx_scn_run,,,,,1,idle,,3,surprise,
d_nikke_biscuit_03_52,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_52,True,,17,XS_10,0.5,,biscuit,,biscuit,,,,1,delight,,3,surprise,
d_nikke_biscuit_03_53,d_nikke_biscuit_03,Self,Locale_NikkeEpisode:d_nikke_biscuit_03_53,False,,XS_10,XS_10,1.0,,biscuit,,,,,,1,delight,,3,surprise,
d_nikke_biscuit_03_54,d_nikke_biscuit_03,Monologue,Locale_NikkeEpisode:d_nikke_biscuit_03_54,False,,XS_10,XS_10,1.0,,biscuit,,,,,,1,delight,,3,surprise,
d_nikke_biscuit_03_55,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_55,True,,XS_10,XS_100,1.0,bgm_story_whosdumber,biscuit,,biscuit,,,,1,delight,,3,surprise,
d_nikke_biscuit_03_56,d_nikke_biscuit_03,Self,Locale_NikkeEpisode:d_nikke_biscuit_03_56,False,,XS_100,XS_100,1.0,,biscuit,,,,,,1,delight,,3,surprise,
d_nikke_biscuit_03_57,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_57,False,,beatrice_300,beatrice_300,1.0,,beatrice,,beatrice,,,,1,delight,,3,surprise,
d_nikke_biscuit_03_58,d_nikke_biscuit_03,Monologue,Locale_NikkeEpisode:d_nikke_biscuit_03_58,False,,XS_100,2,1.0,,beatrice,,,,,,1,delight,,3,idle,
d_nikke_biscuit_03_59,d_nikke_biscuit_03,Monologue,Locale_NikkeEpisode:d_nikke_biscuit_03_59,False,,2,2,1.0,,beatrice,,,,,,1,delight,,3,idle,
d_nikke_biscuit_03_60,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_60,True,,2,2,1.0,,biscuit,,biscuit,,,,1,sad,,3,idle,
d_nikke_biscuit_03_61,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_61,True,,2,XS_10,1.0,,biscuit,,biscuit,,,,1,sad,,3,idle,
d_nikke_biscuit_03_62,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_62,True,,XS_10,XS_100,1.0,,biscuit,,biscuit,,,,1,sad,,3,idle,
d_nikke_biscuit_03_63,d_nikke_biscuit_03,Self,Locale_NikkeEpisode:d_nikke_biscuit_03_63,False,,XS_100,XS_100,1.0,,biscuit,,,,,,1,sad,,3,idle,
d_nikke_biscuit_03_64,d_nikke_biscuit_03,Self,Locale_NikkeEpisode:d_nikke_biscuit_03_64,False,,XS_100,XS_100,1.0,,biscuit,,,,,,1,sad,,3,idle,
d_nikke_biscuit_03_65,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_65,True,,XS_100,XS_100,1.0,,biscuit,,biscuit,,,,1,delight,,3,idle,
d_nikke_biscuit_03_66,d_nikke_biscuit_03,Self,Locale_NikkeEpisode:d_nikke_biscuit_03_66,False,,XS_100,XS_100,1.0,,biscuit,,,,,,1,idle,,3,idle,
d_nikke_biscuit_03_67,d_nikke_biscuit_03,Narration,Locale_NikkeEpisode:d_nikke_biscuit_03_67,False,,17,17,1.0,,,sfx_scn_strawblow,,,,,1,idle,,3,idle,beatrice
d_nikke_biscuit_03_68,d_nikke_biscuit_03,Narration,Locale_NikkeEpisode:d_nikke_biscuit_03_68,False,,17,17,1.0,,,sfx_scn_run,,,,,1,idle,,,,
d_nikke_biscuit_03_69,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_69,True,,17,XS_100,0.5,,biscuit,,biscuit,,,,1,idle,,,,
d_nikke_biscuit_03_70,d_nikke_biscuit_03,Narration,Locale_NikkeEpisode:d_nikke_biscuit_03_70,False,,7,7,1.0,,,sfx_scn_strawblow,,,,,1,delight,,,,
d_nikke_biscuit_03_71,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_71,True,,7,XS_100,0.5,,biscuit,,biscuit,,,,1,delight,,,,
d_nikke_biscuit_03_72,d_nikke_biscuit_03,Narration,Locale_NikkeEpisode:d_nikke_biscuit_03_72,False,,17,17,1.0,,,sfx_scn_strawblow,,,,,1,delight,,,,
d_nikke_biscuit_03_73,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_73,True,,XS_10,XS_100,0.2,,biscuit,,biscuit,,,,1,delight,,,,
d_nikke_biscuit_03_74,d_nikke_biscuit_03,Self,Locale_NikkeEpisode:d_nikke_biscuit_03_74,False,,XS_100,XS_100,1.0,,biscuit,,,,,,1,delight,beatrice,3,idle,
d_nikke_biscuit_03_75,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_75,False,,beatrice_300,beatrice_300,1.0,,beatrice,,beatrice,,,,1,delight,,3,idle,
d_nikke_biscuit_03_76,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_76,True,,XS_10,XS_10,1.0,,biscuit,,biscuit,,,,1,shy,,3,idle,
d_nikke_biscuit_03_77,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_77,False,,XS_10,XS_10,1.0,,biscuit,,biscuit,,,,1,shy,,3,idle,
d_nikke_biscuit_03_78,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_78,True,,XS_10,XS_10,1.0,,biscuit,,biscuit,,,,1,sad,,3,idle,
d_nikke_biscuit_03_79,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_79,True,,XS_10,2,1.0,,biscuit,,biscuit,,,,1,idle,,3,idle,
d_nikke_biscuit_03_80,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_80,True,,2,2,1.0,,biscuit,,biscuit,,,,1,idle,,3,idle,
d_nikke_biscuit_03_81,d_nikke_biscuit_03,Monologue,Locale_NikkeEpisode:d_nikke_biscuit_03_81,False,,2,2,1.0,,beatrice,,,,,,1,idle,,3,idle,
d_nikke_biscuit_03_82,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_82,True,,2,XS_10,1.0,,biscuit,,biscuit,,,,1,delight,,3,idle,
d_nikke_biscuit_03_83,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_83,True,,XS_10,XS_10,1.0,,biscuit,,biscuit,,,,1,delight,,3,idle,
d_nikke_biscuit_03_84,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_84,True,,XS_10,XS_10,1.0,,biscuit,,biscuit,,,,1,delight,,3,idle,
d_nikke_biscuit_03_85,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_85,True,,XS_10,XS_10,1.0,,biscuit,,biscuit,,,,1,delight,,3,idle,
d_nikke_biscuit_03_86,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_86,True,,XS_10,XS_10,1.0,,biscuit,,biscuit,,,,1,idle,,3,idle,
d_nikke_biscuit_03_87,d_nikke_biscuit_03,Narration,Locale_NikkeEpisode:d_nikke_biscuit_03_87,False,,17,17,1.0,,,sfx_scn_strawblow,,,,,1,idle,,3,idle,
d_nikke_biscuit_03_88,d_nikke_biscuit_03,Monologue,Locale_NikkeEpisode:d_nikke_biscuit_03_88,False,,2,2,1.0,,,,,,,,1,idle,,3,idle,
d_nikke_biscuit_03_89,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_89,True,,2,2,1.0,,biscuit,,biscuit,,,,1,sad,,3,idle,
d_nikke_biscuit_03_90,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_90,True,,2,2,1.0,,biscuit,,biscuit,,,,1,delight,,3,idle,
d_nikke_biscuit_03_91,d_nikke_biscuit_03,Self,Locale_NikkeEpisode:d_nikke_biscuit_03_91,False,,2,2,1.0,,,,,,,,1,delight,,3,idle,
d_nikke_biscuit_03_92,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_92,True,,2,2,1.0,,biscuit,,biscuit,,,,1,idle,,3,idle,
d_nikke_biscuit_03_93,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_93,True,,2,2,1.0,,biscuit,,biscuit,,,,1,delight,,3,idle,
d_nikke_biscuit_03_94,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_94,True,,2,2,1.0,,biscuit,,biscuit,,,,1,delight,,3,idle,
d_nikke_biscuit_03_95,d_nikke_biscuit_03,Monologue,Locale_NikkeEpisode:d_nikke_biscuit_03_95,False,,2,2,1.0,,,,,,,,1,delight,,3,idle,
d_nikke_biscuit_03_96,d_nikke_biscuit_03,Narration,Locale_NikkeEpisode:d_nikke_biscuit_03_96,False,,black,black,1.0,,,,,,,,1,idle,,3,idle,
d_nikke_biscuit_03_97,d_nikke_biscuit_03,Self,Locale_NikkeEpisode:d_nikke_biscuit_03_97,False,,2,2,1.0,,,,,,,,1,idle,,3,idle,
d_nikke_biscuit_03_98,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_98,True,,2,XS_10,1.0,,biscuit,,biscuit,,,,1,delight,,3,idle,
d_nikke_biscuit_03_99,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_99,True,,XS_10,XS_10,1.0,,biscuit,,biscuit,,,,1,delight,,3,idle,
d_nikke_biscuit_03_100,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_100,True,,XS_10,2,1.0,,beatrice,,beatrice,,,,1,delight,,3,surprise,
d_nikke_biscuit_03_101,d_nikke_biscuit_03,Monologue,Locale_NikkeEpisode:d_nikke_biscuit_03_101,False,,2,2,1.0,,beatrice,,,,,,1,delight,,3,surprise,
d_nikke_biscuit_03_102,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_102,True,,2,2,1.0,,biscuit,,biscuit,,,,1,delight,,3,surprise,
d_nikke_biscuit_03_103,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_103,True,,2,2,1.0,,biscuit,,biscuit,,,,1,delight,,3,surprise,
d_nikke_biscuit_03_104,d_nikke_biscuit_03,Speech,Locale_NikkeEpisode:d_nikke_biscuit_03_104,True,,2,2,1.0,,biscuit,,biscuit,,,,1,shy,,3,surprise,
d_nikke_biscuit_03_105,d_nikke_biscuit_03,Monologue,Locale_NikkeEpisode:d_nikke_biscuit_03_105,False,,2,beatrice_300,1.0,,beatrice,,,,,,1,shy,,3,special,
