id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade
d_nikke_rumani_03_30,d_nikke_rumani_03,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_rumani_03_30,False,,5,idle,Gym,black,black,1.0,none,,,3,no,,1,idle,anis,neon,rapi,rumani,3,idle,black
d_nikke_rumani_03_31,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_31,True,,,,,3,3,1.0,bgm_story_orangepop,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_32,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_32,True,,,,,3,3,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_33,d_nikke_rumani_03,Self,,Self,Locale_NikkeEpisode:d_nikke_rumani_03_33,False,,,,,3,3,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_34,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_34,True,,,,,3,30,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_35,d_nikke_rumani_03,Self,,Self,Locale_NikkeEpisode:d_nikke_rumani_03_35,False,,,,,30,30,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_36,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_36,True,,,,,30,30,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_37,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_37,True,,,,,30,30,1.0,,,,,,,,,,,,,3,no,
d_nikke_rumani_03_38,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_38,True,,,,,30,30,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_39,d_nikke_rumani_03,Self,,Self,Locale_NikkeEpisode:d_nikke_rumani_03_39,False,,,,,30,30,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_40,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_40,False,,,,,30,30,1.0,,,,,,,,,,,,,3,think,
d_nikke_rumani_03_41,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_41,True,,,,,30,300,1.0,,,,,,,,,,,,,3,think,
d_nikke_rumani_03_42,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_42,True,,,,,300,300,1.0,,,,,,,,,,,,,3,think,
d_nikke_rumani_03_43,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_43,True,,,,,300,300,1.0,,,,,,,,,,,,,3,think,
d_nikke_rumani_03_44,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_44,True,,,,,300,300,1.0,,,,,,,,,,,,,3,think,
d_nikke_rumani_03_45,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_45,True,,,,,300,300,1.0,,,,,,,,,,,,,3,think,
d_nikke_rumani_03_46,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_46,True,,,,,300,300,1.0,,,,,,,,,,,,,3,think,
d_nikke_rumani_03_47,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_47,True,,,,,300,300,1.0,,,,,,,,,,,,,3,think,
d_nikke_rumani_03_48,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_48,True,,,,,300,300,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_49,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_49,True,,,,,300,30,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_50,d_nikke_rumani_03,Choice,,,Locale_NikkeEpisode:d_nikke_rumani_03_50,False,,,,,30,30,1.0,,d_nikke_rumani_03_52,,,,,,,,,,,3,idle,
d_nikke_rumani_03_51,d_nikke_rumani_03,Choice,,,Locale_NikkeEpisode:d_nikke_rumani_03_51,False,,,,,30,30,1.0,,d_nikke_rumani_03_52,,,,,,,,,,,3,idle,
d_nikke_rumani_03_52,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_52,True,,,,,30,30,1.0,,,,,,,,,,,,,3,delight,
d_nikke_rumani_03_53,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_53,True,,,,,30,30,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_54,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_54,True,,,,,30,30,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_55,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_55,True,,,,,30,30,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_56,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_56,True,,,,,30,30,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_57,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_57,True,,,,,30,30,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_58,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_58,True,,,,,30,30,1.0,,,,,,,,,,,,,3,think,
d_nikke_rumani_03_59,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_59,True,,,,,30,30,1.0,,,,,,,,,,,,,3,think,
d_nikke_rumani_03_60,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_60,True,,,,,30,30,1.0,,,,,,,,,,,,,3,think,
d_nikke_rumani_03_61,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_61,True,,,,,30,30,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_62,d_nikke_rumani_03,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_rumani_03_62,False,,,,,black,black,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_63,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_63,True,,,,,30,30,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_64,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_64,True,,,,,30,30,1.0,,,,,,,,,,,,,3,delight,
d_nikke_rumani_03_65,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_65,True,,,,,30,300,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_66,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_66,True,,,,,300,300,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_67,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_67,True,,,,,300,300,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_68,d_nikke_rumani_03,Choice,,,Locale_NikkeEpisode:d_nikke_rumani_03_68,False,,,,,300,300,1.0,,d_nikke_rumani_03_70,,,,,,,,,,,3,idle,
d_nikke_rumani_03_69,d_nikke_rumani_03,Choice,,,Locale_NikkeEpisode:d_nikke_rumani_03_69,False,,,,,300,300,1.0,,d_nikke_rumani_03_74,,,,,,,,,,,3,idle,
d_nikke_rumani_03_70,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_70,True,,,,,300,300,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_71,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_71,True,,,,,300,300,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_72,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_72,True,,,,,300,300,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_73,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_73,True,,,,,300,300,1.0,,d_nikke_rumani_03_78,,,,,,,,,,,3,shy,
d_nikke_rumani_03_74,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_74,True,,,,,300,300,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_75,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_75,True,,,,,300,300,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_76,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_76,True,,,,,300,300,1.0,,,,,,,,,,,,,3,shy,
d_nikke_rumani_03_77,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_77,True,,,,,300,300,1.0,,d_nikke_rumani_03_78,,,,,,,,,,,3,shy,
d_nikke_rumani_03_78,d_nikke_rumani_03,Self,,Self,Locale_NikkeEpisode:d_nikke_rumani_03_78,False,,,,,300,300,1.0,,,,,,,,,,,,,3,shy,
d_nikke_rumani_03_79,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_79,True,,,,,300,300,1.0,,,,,,,,,,,,,3,shy,
d_nikke_rumani_03_80,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_80,True,,,,,300,30,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_81,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_81,True,,,,,30,30,1.0,,,,,,,,,,,,,3,think,
d_nikke_rumani_03_82,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_82,True,,,,,30,30,1.0,,,,,,,,,,,,,3,think,
d_nikke_rumani_03_83,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_83,True,,,,,30,30,1.0,,,,,,,,,,,,,3,think,
d_nikke_rumani_03_84,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_84,True,,,,,30,30,1.0,,,,,,,,,,,,,3,think,
d_nikke_rumani_03_85,d_nikke_rumani_03,Self,,Self,Locale_NikkeEpisode:d_nikke_rumani_03_85,False,,,,,30,30,1.0,,,,,,,,,,,,,3,think,
d_nikke_rumani_03_86,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_86,True,,,,,30,30,1.0,,,,,,,,,,,,,3,surprise,
d_nikke_rumani_03_87,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_87,True,,,,,30,30,1.0,,,,,,,,,,,,,3,surprise,
d_nikke_rumani_03_88,d_nikke_rumani_03,Self,,Self,Locale_NikkeEpisode:d_nikke_rumani_03_88,False,,,,,30,30,1.0,,,,,,,,,,,,,3,surprise,
d_nikke_rumani_03_89,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_89,False,,,,,30,30,1.0,,,,,,,,,,,,,3,think,
d_nikke_rumani_03_90,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_90,True,,,,,30,300,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_91,d_nikke_rumani_03,Self,,Self,Locale_NikkeEpisode:d_nikke_rumani_03_91,False,,,,,300,300,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_92,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_92,True,,,,,300,300,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_93,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_93,True,,,,,300,300,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_94,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_94,True,,,,,300,300,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_95,d_nikke_rumani_03,Self,,Self,Locale_NikkeEpisode:d_nikke_rumani_03_95,False,,,,,300,300,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_96,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_96,True,,,,,300,300,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_97,d_nikke_rumani_03,Self,,Self,Locale_NikkeEpisode:d_nikke_rumani_03_97,False,,,,,300,300,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_98,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_98,True,,,,,300,300,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_99,d_nikke_rumani_03,Self,,Self,Locale_NikkeEpisode:d_nikke_rumani_03_99,False,,,,,300,300,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_100,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_100,False,,,,,300,300,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_101,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_101,True,,,,,300,300,1.0,,,,,,,,,,,,,3,think,
d_nikke_rumani_03_102,d_nikke_rumani_03,Self,,Self,Locale_NikkeEpisode:d_nikke_rumani_03_102,False,,,,,300,300,1.0,,,,,,,,,,,,,3,think,
d_nikke_rumani_03_103,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_103,False,,,,,300,300,1.0,,,,,,,,,,,,,3,think,
d_nikke_rumani_03_104,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_104,True,,,,,300,30,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_105,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_105,True,,,,,30,30,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_106,d_nikke_rumani_03,Self,,Self,Locale_NikkeEpisode:d_nikke_rumani_03_106,False,,,,,30,30,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_107,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_107,True,,,,,30,30,1.0,,,,,,,,,,,,,3,idle,
d_nikke_rumani_03_108,d_nikke_rumani_03,Speech,rumani,rumani,Locale_NikkeEpisode:d_nikke_rumani_03_108,True,,,,,30,30,1.0,,,,,,,,,,,,,3,idle,
