id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_nikke_RedHood_02_12,d_nikke_RedHood_02,Self,,Self,Locale_NikkeEpisode:d_nikke_RedHood_02_12,False,,10,10,1.0,,,,1,idle,,3,void,,5,idle,,,,
d_nikke_RedHood_02_13,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_13,True,,10,10,1.0,,,,1,panic,,3,void,,5,idle,,,,
d_nikke_RedHood_02_14,d_nikke_RedHood_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_RedHood_02_14,True,,4,4,1.0,,,,1,panic,,3,worry,,5,surprise,,,,
d_nikke_RedHood_02_15,d_nikke_RedHood_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_RedHood_02_15,True,,4,4,1.0,,,,1,panic,,3,worry,,5,surprise,,,,
d_nikke_RedHood_02_16,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_16,True,,4,10,1.0,,,,1,idle,,3,worry,,5,surprise,,,,
d_nikke_RedHood_02_17,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_17,True,,10,10,1.0,,,,1,idle,,3,worry,,5,surprise,,,,
d_nikke_RedHood_02_18,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_18,True,,10,10,1.0,,,,1,smile,,3,worry,,5,idle,,,,
d_nikke_RedHood_02_19,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_19,True,,10,10,1.0,,,,1,smile,,3,worry,,5,idle,,,,
d_nikke_RedHood_02_20,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_20,True,,10,10,1.0,,,,1,idle,,3,worry,,5,idle,,,,
d_nikke_RedHood_02_21,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_21,True,,10,10,1.0,,,,1,smile,,3,worry,,5,idle,,,,
d_nikke_RedHood_02_22,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_22,True,,10,10,1.0,,,,1,smile,,3,idle,,5,idle,,,,
d_nikke_RedHood_02_23,d_nikke_RedHood_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_RedHood_02_23,True,,5,S_50,1.0,,,,1,smile,,3,void,,5,idle,,,,
d_nikke_RedHood_02_24,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_24,True,,S_50,S_50,1.0,,,,1,surprise,,3,void,,5,idle,,,,
d_nikke_RedHood_02_25,d_nikke_RedHood_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_RedHood_02_25,True,,S_50,S_50,1.0,,,,1,surprise,,3,void,,5,idle,,,,
d_nikke_RedHood_02_26,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_26,True,,10,10,1.0,,,,1,idle,,3,void,,5,idle,,,,
d_nikke_RedHood_02_27,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_27,True,,10,10,1.0,,,,1,idle,,3,void,,5,idle,,,,
d_nikke_RedHood_02_28,d_nikke_RedHood_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_RedHood_02_28,True,,S_50,S_50,1.0,,,,1,idle,,3,void,,5,surprise,,,,
d_nikke_RedHood_02_29,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_29,True,,10,10,1.0,,,,1,idle,,3,void,,5,surprise,,,,
d_nikke_RedHood_02_30,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_30,True,,10,10,1.0,,,,1,idle,,3,void,,5,idle,,,,
d_nikke_RedHood_02_31,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_31,True,,10,100,1.0,,,,1,surprise,,3,void,,5,idle,,,,
d_nikke_RedHood_02_32,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_32,True,,100,100,1.0,,,,1,surprise,,3,void,,5,idle,,,,
d_nikke_RedHood_02_33,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_33,True,,100,100,1.0,,,,1,think,,3,void,,5,idle,,,,
d_nikke_RedHood_02_34,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_34,True,,100,100,1.0,,,,1,think,,3,void,,5,idle,,,,
d_nikke_RedHood_02_35,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_35,True,,100,100,1.0,,,,1,think,,3,void,,5,idle,,,,
d_nikke_RedHood_02_36,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_36,True,none,100,17,1.0,,,,1,think,,3,void,,5,idle,hongryeon_o,17,idle,
d_nikke_RedHood_02_37,d_nikke_RedHood_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_RedHood_02_37,True,,17,17,1.0,,,,1,idle,,3,void,,5,surprise,,17,idle,
d_nikke_RedHood_02_38,d_nikke_RedHood_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_RedHood_02_38,True,,17,17,1.0,,,,1,idle,,3,void,,5,surprise,,17,idle,
d_nikke_RedHood_02_39,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_39,True,,17,17,1.0,,,,1,idle,,3,void,,5,surprise,,17,idle,
d_nikke_RedHood_02_40,d_nikke_RedHood_02,Self,,Self,Locale_NikkeEpisode:d_nikke_RedHood_02_40,False,,17,17,1.0,,,,1,idle,,3,void,,5,idle,,17,idle,
d_nikke_RedHood_02_41,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_41,True,Desert_02_n,17,2,1.0,,,,1,go,,3,void,,5,idle,,17,idle,
d_nikke_RedHood_02_42,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_42,True,,2,2,1.0,,,,1,go,,3,void,,5,idle,,17,idle,hongryeon_o
d_nikke_RedHood_02_43,d_nikke_RedHood_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_RedHood_02_43,True,,2,2,1.0,,,,1,go,,3,void,,5,idle,,,,
d_nikke_RedHood_02_44,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_44,True,,2,2,1.0,,,,1,go,,3,void,,5,idle,,,,
d_nikke_RedHood_02_45,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_45,True,,2,2,1.0,,,,1,go,,3,void,,5,idle,,,,
d_nikke_RedHood_02_46,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_46,True,,2,2,1.0,,,,1,think,,3,void,,5,idle,,,,
d_nikke_RedHood_02_47,d_nikke_RedHood_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_RedHood_02_47,True,,2,2,1.0,,,,1,think,,3,void,,5,idle,,,,
d_nikke_RedHood_02_48,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_48,True,,2,10,1.0,,,,1,surprise,,3,void,,5,idle,,,,
d_nikke_RedHood_02_49,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_49,True,,10,10,1.0,,,,1,surprise,,3,void,,5,idle,,,,
d_nikke_RedHood_02_50,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_50,True,,10,10,1.0,,,,1,surprise,,3,void,,5,idle,,,,
d_nikke_RedHood_02_51,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_51,True,,10,10,1.0,,,,1,surprise,,3,void,,5,idle,,,,
d_nikke_RedHood_02_52,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_52,True,,10,10,1.0,,,,1,panic,,3,void,,5,idle,,,,
d_nikke_RedHood_02_53,d_nikke_RedHood_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_RedHood_02_53,True,,4,4,1.0,,,,1,panic,,3,worry,,5,surprise,,,,
d_nikke_RedHood_02_54,d_nikke_RedHood_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_RedHood_02_54,True,,4,4,1.0,,,,1,panic,,3,worry,,5,surprise,,,,
d_nikke_RedHood_02_55,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_55,True,,4,2,1.0,,,,1,smile_02,,3,worry,,5,surprise,,,,
d_nikke_RedHood_02_56,d_nikke_RedHood_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_RedHood_02_56,True,,2,2,1.0,,,,1,smile_02,,3,worry,,5,surprise,,,,
d_nikke_RedHood_02_57,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_57,True,,2,10,1.0,,,,1,smile_02,,3,worry,,5,surprise,,,,
d_nikke_RedHood_02_58,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_58,True,,10,10,1.0,,,,1,think,,3,void,,5,surprise,,,,
d_nikke_RedHood_02_59,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_59,True,,10,10,1.0,,,,1,smile_02,,3,void,,5,idle,,,,
d_nikke_RedHood_02_60,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_60,True,,10,10,1.0,,,,1,sad_02,,3,void,,5,idle,,,,
d_nikke_RedHood_02_61,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_61,True,,10,10,1.0,,,,1,sad_02,,3,void,,5,idle,,,,
d_nikke_RedHood_02_62,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_62,True,,10,10,1.0,,,,1,smile_02,,3,void,,5,idle,,,,
d_nikke_RedHood_02_63,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_63,True,,10,100,1.0,,,,1,think,,3,void,,5,idle,,,,
d_nikke_RedHood_02_64,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_64,True,,100,100,1.0,,,,1,think,,3,void,,5,idle,,,,
d_nikke_RedHood_02_65,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_65,True,,100,100,1.0,,,,1,think,,3,void,,5,idle,,,,
d_nikke_RedHood_02_66,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_66,True,,100,100,1.0,,,,1,go,,3,void,,5,idle,,,,
d_nikke_RedHood_02_67,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_67,True,,100,100,1.0,,,,1,go,,3,void,,5,idle,,,,
d_nikke_RedHood_02_68,d_nikke_RedHood_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_RedHood_02_68,False,,4,4,1.0,,,,1,go,,3,void,,5,idle,,,,
d_nikke_RedHood_02_69,d_nikke_RedHood_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_RedHood_02_69,False,,4,4,1.0,,,,1,go,,3,void,,5,idle,,,,
d_nikke_RedHood_02_70,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_70,True,,10,10,1.0,,,,1,idle,,3,void,,5,idle,,,,
d_nikke_RedHood_02_71,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_71,True,,10,10,1.0,,,,1,idle,,3,void,,5,idle,,,,
d_nikke_RedHood_02_72,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_72,True,,10,10,1.0,,,,1,idle,,3,void,,5,idle,,,,
d_nikke_RedHood_02_73,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_73,False,,10,10,1.0,,,,1,think,,3,void,,5,idle,,,,
d_nikke_RedHood_02_74,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_74,True,,10,100,0.7,,Low_2,,1,smile,,3,void,,5,idle,,,,
d_nikke_RedHood_02_75,d_nikke_RedHood_02,Speech,redhood,redhood,Locale_NikkeEpisode:d_nikke_RedHood_02_75,True,,100,100,1.0,,,,1,smile,,3,void,,5,idle,,,,
d_nikke_RedHood_02_76,d_nikke_RedHood_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_RedHood_02_76,True,,3,30,0.7,,,,1,smile,,3,sad,,5,idle,,,,
