id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,effects/0/play_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,effects/0/stop_effect_id
d_nikke_yan_05_49,d_nikke_yan_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yan_05_49,True,,100,100,1.0,,,,,,,,,,,,,3,idle,,,1,worry,,,13,idle,,,,,
d_nikke_yan_05_50,d_nikke_yan_05,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_yan_05_50,True,ShoppingMall,black,black,1.0,,,,rupee,1,surprise,,,,,,,3,idle,neon,,1,worry,anis,,13,idle,rapi,,,,
d_nikke_yan_05_51,d_nikke_yan_05,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_yan_05_51,True,,L_100,L_100,1.0,,,,,1,surprise,,,,,,,,,,,,,,,,,,fx_Eventscene_camera_recording,rec,True,
d_nikke_yan_05_52,d_nikke_yan_05,Self,rupee,Self,Locale_NikkeEpisode:d_nikke_yan_05_52,False,,L_100,L_100,1.0,,,,,1,surprise,,,,,,,,,,,,,,,,,,,,,
d_nikke_yan_05_53,d_nikke_yan_05,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_yan_05_53,True,,L_100,L_10,2.0,,,,,1,sad,,,,,,,,,,,,,,,,,,,,,
d_nikke_yan_05_54,d_nikke_yan_05,Speech,unknown,unknown,Locale_NikkeEpisode:d_nikke_yan_05_54,True,,L_10,L_10,1.0,,,,,1,sad,,yan,13,idle,,,,,,,,,,,,,,,,,
d_nikke_yan_05_55,d_nikke_yan_05,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_yan_05_55,True,,L_10,12,0.5,,,,,1,surprise,,,13,idle,,,,,,,,,,,,,,,,,
d_nikke_yan_05_56,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_56,True,,12,12,1.0,,,,,1,surprise,,,13,delight,,,,,,,,,,,,,,,,,
d_nikke_yan_05_57,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_57,True,,12,12,1.0,,,,,1,surprise,,,13,delight,,,,,,,,,,,,,,,,,
d_nikke_yan_05_58,d_nikke_yan_05,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_yan_05_58,True,,12,12,1.0,,,,,1,sad,,,13,delight,,,,,,,,,,,,,,,,,
d_nikke_yan_05_59,d_nikke_yan_05,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_yan_05_59,True,,12,1,1.0,,,,,1,sad,,,13,delight,,,,,,,,,,,,,,,,,
d_nikke_yan_05_60,d_nikke_yan_05,Self,rupee,Self,Locale_NikkeEpisode:d_nikke_yan_05_60,False,,1,1,1.0,,,,,1,sad,,,13,delight,,,,,,,,,,,,,,,,,
d_nikke_yan_05_61,d_nikke_yan_05,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_yan_05_61,False,,1,L_10,0.5,,,,,1,surprise,,,13,idle,,,,,,,,,,,,,,,,,
d_nikke_yan_05_62,d_nikke_yan_05,Self,rupee,Self,Locale_NikkeEpisode:d_nikke_yan_05_62,False,,L_10,L_10,1.0,,,,,1,surprise,,,13,idle,,,,,,,,,,,,,,,,,
d_nikke_yan_05_63,d_nikke_yan_05,Self,rupee,Self,Locale_NikkeEpisode:d_nikke_yan_05_63,False,,L_10,L_10,1.0,,,,,1,surprise,,,13,idle,,,,,,,,,,,,,,,,,
d_nikke_yan_05_64,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_64,True,,L_10,S_130,1.0,,,,,1,surprise,,,13,idle,,,,,,,,,,,,,,,,,
d_nikke_yan_05_65,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_65,False,,S_130,S_130,1.0,,,,,1,surprise,,,13,"expression_0,idle",,,,,,,,,,,,,,,,,
d_nikke_yan_05_66,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_66,True,,S_130,12,1.0,,,,,1,surprise,,,13,delight,,,,,,,,,,,,,,,,,
d_nikke_yan_05_67,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_67,True,,12,12,1.0,,,,,1,surprise,,,13,delight,,,,,,,,,,,,,,,,,
d_nikke_yan_05_68,d_nikke_yan_05,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_yan_05_68,True,,12,12,1.0,,,,,1,delight,,,13,delight,,,,,,,,,,,,,,,,,
d_nikke_yan_05_69,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_69,True,,12,12,1.0,,,,,1,delight,,,13,sad,,,,,,,,,,,,,,,,,
d_nikke_yan_05_70,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_70,True,,12,12,1.0,,,,,1,delight,,,13,sad,,,,,,,,,,,,,,,,,
d_nikke_yan_05_71,d_nikke_yan_05,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_yan_05_71,True,,12,L_10,1.0,,,,,1,angry,,,13,sad,,,,,,,,,,,,,,,,,
d_nikke_yan_05_72,d_nikke_yan_05,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_yan_05_72,True,,L_10,L_10,1.0,,,,,1,angry,,,13,sad,,,,,,,,,,,,,,,,,
d_nikke_yan_05_73,d_nikke_yan_05,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_yan_05_73,True,,L_10,L_10,1.0,,,,,1,shy,,,13,sad,,,,,,,,,,,,,,,,,
d_nikke_yan_05_74,d_nikke_yan_05,Speech,rupee,rupee,Locale_NikkeEpisode:d_nikke_yan_05_74,False,,L_10,L_10,1.0,,,,,1,"expression_0,shy",,,13,idle,,,,,,,,,,,,,,,,,
d_nikke_yan_05_75,d_nikke_yan_05,Narration,,Narration,Locale_NikkeEpisode:d_nikke_yan_05_75,False,Restaurant,5,1,2.0,none,black,,,1,shy,rupee,,1,idle,yan,,,,,,,,,,,,,,,,fx_Eventscene_camera_recording
d_nikke_yan_05_76,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_76,True,,1,1,1.0,bgm_story_girlstalk,,,,,,,yan,1,delight,,,,,,,,,,,,,,,,,
d_nikke_yan_05_77,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_77,True,,1,1,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_yan_05_78,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_78,True,,1,1,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_yan_05_79,d_nikke_yan_05,Self,yan,Self,Locale_NikkeEpisode:d_nikke_yan_05_79,False,,1,1,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_yan_05_80,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_80,False,,1,1,1.0,,,,,,,,,1,surprise,,,,,,,,,,,,,,,,,
d_nikke_yan_05_81,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_81,True,,1,1,1.0,,,,,,,,,1,sad,,,,,,,,,,,,,,,,,
d_nikke_yan_05_82,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_82,True,,1,1,1.0,,,,,,,,,1,sad,,,,,,,,,,,,,,,,,
d_nikke_yan_05_83,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_83,True,,1,1,1.0,,,,,,,,,1,delight,,,,,,,,,,,,,,,,,
d_nikke_yan_05_84,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_84,True,,1,1,1.0,,,,,,,,,1,delight,,,,,,,,,,,,,,,,,
d_nikke_yan_05_85,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_85,True,,1,1,1.0,,,,,,,,,1,delight,,,,,,,,,,,,,,,,,
d_nikke_yan_05_86,d_nikke_yan_05,Self,yan,Self,Locale_NikkeEpisode:d_nikke_yan_05_86,False,,1,1,1.0,,,,,,,,,1,delight,,,,,,,,,,,,,,,,,
d_nikke_yan_05_87,d_nikke_yan_05,Self,yan,Self,Locale_NikkeEpisode:d_nikke_yan_05_87,False,,1,1,1.0,,,,,,,,,1,delight,,,,,,,,,,,,,,,,,
d_nikke_yan_05_88,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_88,True,,1,1,1.0,,,,,,,,,1,no,,,,,,,,,,,,,,,,,
d_nikke_yan_05_89,d_nikke_yan_05,Choice,yan,,Locale_NikkeEpisode:d_nikke_yan_05_89,False,,1,1,1.0,,,d_nikke_yan_05_91,,,,,,1,no,,,,,,,,,,,,,,,,,
d_nikke_yan_05_90,d_nikke_yan_05,Choice,yan,,Locale_NikkeEpisode:d_nikke_yan_05_90,False,,1,1,1.0,,,d_nikke_yan_05_93,,,,,,1,no,,,,,,,,,,,,,,,,,
d_nikke_yan_05_91,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_91,True,,1,S_10,2.0,,,,,,,,,1,surprise,,,,,,,,,,,,,,,,,
d_nikke_yan_05_92,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_92,True,,S_10,S_10,1.0,,,d_nikke_yan_05_94,,,,,,1,surprise,,,,,,,,,,,,,,,,,
d_nikke_yan_05_93,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_93,True,,1,S_10,2.0,,,,,,,,,1,surprise,,,,,,,,,,,,,,,,,
d_nikke_yan_05_94,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_94,True,,S_10,S_10,1.0,,,,,,,,,1,shy,,,,,,,,,,,,,,,,,
d_nikke_yan_05_95,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_95,True,,S_10,S_10,1.0,,,,,,,,,1,shy,,,,,,,,,,,,,,,,,
d_nikke_yan_05_96,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_96,True,,S_10,S_10,1.0,,,,,,,,,1,shy,,,,,,,,,,,,,,,,,
d_nikke_yan_05_97,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_97,True,,S_10,S_10,1.0,,,,,,,,,1,shy,,,,,,,,,,,,,,,,,
d_nikke_yan_05_98,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_98,True,,S_10,S_10,1.0,,,,,,,,,1,shy,,,,,,,,,,,,,,,,,
d_nikke_yan_05_99,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_99,True,,S_10,S_10,1.0,,,,,,,,,1,delight,,,,,,,,,,,,,,,,,
d_nikke_yan_05_100,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_100,True,,S_10,S_10,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_yan_05_101,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_101,True,,S_10,S_10,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_yan_05_102,d_nikke_yan_05,Choice,yan,,Locale_NikkeEpisode:d_nikke_yan_05_102,False,,S_10,S_10,1.0,,,d_nikke_yan_05_104,,,,,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_yan_05_103,d_nikke_yan_05,Choice,yan,,Locale_NikkeEpisode:d_nikke_yan_05_103,False,,S_10,S_10,1.0,,,d_nikke_yan_05_105,,,,,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_yan_05_104,d_nikke_yan_05,Monologue,yan,Monologue,Locale_NikkeEpisode:d_nikke_yan_05_104,False,,S_10,S_10,1.0,,,d_nikke_yan_05_106,,,,,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_yan_05_105,d_nikke_yan_05,Monologue,yan,Monologue,Locale_NikkeEpisode:d_nikke_yan_05_105,False,,S_10,S_10,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_yan_05_106,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_106,True,,S_10,S_10,1.0,,,,,,,,,1,surprise,,,,,,,,,,,,,,,,,
d_nikke_yan_05_107,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_107,True,,S_10,S_10,1.0,,,,,,,,,1,surprise,,,,,,,,,,,,,,,,,
d_nikke_yan_05_108,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_108,True,,S_10,S_10,1.0,,,,,,,,,1,shy,,,,,,,,,,,,,,,,,
d_nikke_yan_05_109,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_109,True,,S_10,S_10,1.0,,,,,,,,,1,shy,,,,,,,,,,,,,,,,,
d_nikke_yan_05_110,d_nikke_yan_05,Self,yan,Self,Locale_NikkeEpisode:d_nikke_yan_05_110,False,,S_10,S_10,1.0,,,,,,,,,1,shy,,,,,,,,,,,,,,,,,
d_nikke_yan_05_111,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_111,True,,S_10,S_10,1.0,,,,,,,,,1,sad,,,,,,,,,,,,,,,,,
d_nikke_yan_05_112,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_112,True,,S_10,S_10,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_yan_05_113,d_nikke_yan_05,Monologue,yan,Monologue,Locale_NikkeEpisode:d_nikke_yan_05_113,False,,black,black,1.0,,,,,,,,,1,idle,,,,,,,,,,,,,,,,,
d_nikke_yan_05_114,d_nikke_yan_05,Speech,yan,yan,Locale_NikkeEpisode:d_nikke_yan_05_114,False,,S_10,S_100,2.0,,,,,,,,,1,"expression_0,idle",,,,,,,,,,,,,,,,,
d_nikke_yan_05_115,d_nikke_yan_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_yan_05_115,False,,black,black,1.0,,,,,,,,,1,delight,yan,,,,,,,,,,,,,,,,
d_nikke_yan_05_116,d_nikke_yan_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_yan_05_116,False,Ark,black,black,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_yan_05_117,d_nikke_yan_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_yan_05_117,False,,100,1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_yan_05_118,d_nikke_yan_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_yan_05_118,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_yan_05_119,d_nikke_yan_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_yan_05_119,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
