id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_camera_shake
treasurestory_exia_02_15,treasurestory_exia_02,Narration,Locale_NikkeEpisode:treasurestory_exia_02_15,False,,1600,1600,1.0,,,,,,,
treasurestory_exia_02_16,treasurestory_exia_02,Self,Locale_NikkeEpisode:treasurestory_exia_02_16,False,,1600,1600,1.0,,,,,,,
treasurestory_exia_02_17,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_17,False,,1600,6,1.0,,exia,exia,,,,
treasurestory_exia_02_18,treasurestory_exia_02,Self,Locale_NikkeEpisode:treasurestory_exia_02_18,False,,6,6,1.0,,,,,,,
treasurestory_exia_02_19,treasurestory_exia_02,Monologue,Locale_NikkeEpisode:treasurestory_exia_02_19,False,,6,10,1.0,,,,,,,
treasurestory_exia_02_20,treasurestory_exia_02,Monologue,Locale_NikkeEpisode:treasurestory_exia_02_20,False,,10,S_10,1.0,,,,exia,1,sad,
treasurestory_exia_02_21,treasurestory_exia_02,Self,Locale_NikkeEpisode:treasurestory_exia_02_21,False,,S_10,S_10,1.0,,,,,1,sad,
treasurestory_exia_02_22,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_22,True,,S_10,S_10,1.0,,exia,exia,,1,sad,
treasurestory_exia_02_23,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_23,True,,S_10,S_10,1.0,,exia,exia,,1,sad,
treasurestory_exia_02_24,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_24,True,,S_10,S_10,1.0,,exia,exia,,1,sad,
treasurestory_exia_02_25,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_25,True,,S_10,S_100,1.0,,exia,exia,,1,sad,Low_2
treasurestory_exia_02_26,treasurestory_exia_02,Monologue,Locale_NikkeEpisode:treasurestory_exia_02_26,False,,S_100,S_100,1.0,,,,,1,sad,
treasurestory_exia_02_27,treasurestory_exia_02,Monologue,Locale_NikkeEpisode:treasurestory_exia_02_27,False,,S_100,S_100,1.0,,,,,1,sad,
treasurestory_exia_02_28,treasurestory_exia_02,Monologue,Locale_NikkeEpisode:treasurestory_exia_02_28,False,,S_100,S_100,1.0,,,,,1,sad,
treasurestory_exia_02_29,treasurestory_exia_02,Self,Locale_NikkeEpisode:treasurestory_exia_02_29,False,,S_100,S_10,1.0,,,,,1,sad,
treasurestory_exia_02_30,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_30,True,,S_10,S_10,1.0,,exia,exia,,1,sad,
treasurestory_exia_02_31,treasurestory_exia_02,Self,Locale_NikkeEpisode:treasurestory_exia_02_31,False,,S_10,S_10,1.0,,,,,1,sad,
treasurestory_exia_02_32,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_32,True,,S_10,S_10,1.0,,exia,exia,,1,idle,
treasurestory_exia_02_33,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_33,True,,S_10,S_10,1.0,,exia,exia,,1,idle,
treasurestory_exia_02_34,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_34,True,,S_10,S_10,1.0,,exia,exia,,1,idle,
treasurestory_exia_02_35,treasurestory_exia_02,Self,Locale_NikkeEpisode:treasurestory_exia_02_35,False,,S_10,S_10,1.0,,,,,1,idle,
treasurestory_exia_02_36,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_36,True,,S_10,S_10,1.0,,exia,exia,,1,idle,
treasurestory_exia_02_37,treasurestory_exia_02,Self,Locale_NikkeEpisode:treasurestory_exia_02_37,False,,S_10,S_10,1.0,,,,,1,idle,
treasurestory_exia_02_38,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_38,False,,S_10,S_10,1.0,,exia,exia,,1,idle,
treasurestory_exia_02_39,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_39,True,,S_10,S_100,0.7,,exia,exia,,1,sad,
treasurestory_exia_02_40,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_40,True,,S_100,S_100,1.0,,exia,exia,,1,sad,
treasurestory_exia_02_41,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_41,True,,S_100,S_100,1.0,,exia,exia,,1,sad,
treasurestory_exia_02_42,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_42,True,,S_100,S_100,1.0,,exia,exia,,1,sad,
treasurestory_exia_02_43,treasurestory_exia_02,Self,Locale_NikkeEpisode:treasurestory_exia_02_43,False,,S_100,S_100,1.0,,,,,1,sad,
treasurestory_exia_02_44,treasurestory_exia_02,Self,Locale_NikkeEpisode:treasurestory_exia_02_44,False,,S_100,S_100,1.0,,,,,1,sad,
treasurestory_exia_02_45,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_45,True,,S_100,S_100,1.0,,exia,exia,,1,idle,
treasurestory_exia_02_46,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_46,True,,S_100,S_100,1.0,,exia,exia,,1,idle,
treasurestory_exia_02_47,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_47,True,,S_100,S_100,1.0,,exia,exia,,1,idle,
treasurestory_exia_02_48,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_48,True,,S_100,S_100,1.0,,exia,exia,,1,idle,
treasurestory_exia_02_49,treasurestory_exia_02,Self,Locale_NikkeEpisode:treasurestory_exia_02_49,False,,S_100,S_100,1.0,,,,,1,idle,
treasurestory_exia_02_50,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_50,True,,S_100,S_100,1.0,,exia,exia,,1,idle,
treasurestory_exia_02_51,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_51,True,,S_100,S_100,1.0,,exia,exia,,1,idle,
treasurestory_exia_02_52,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_52,True,,S_100,S_100,1.0,,exia,exia,,1,idle,
treasurestory_exia_02_53,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_53,True,,S_100,S_100,1.0,,exia,exia,,1,idle,
treasurestory_exia_02_54,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_54,True,,S_100,S_100,1.0,,exia,exia,,1,idle,
treasurestory_exia_02_55,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_55,True,,S_100,S_100,1.0,,exia,exia,,1,idle,
treasurestory_exia_02_56,treasurestory_exia_02,Self,Locale_NikkeEpisode:treasurestory_exia_02_56,False,,S_100,S_100,1.0,,,,,1,idle,
treasurestory_exia_02_57,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_57,True,,S_100,S_100,1.0,,exia,exia,,1,idle,
treasurestory_exia_02_58,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_58,True,,S_100,S_100,1.0,,exia,exia,,1,idle,
treasurestory_exia_02_59,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_59,True,,S_100,S_100,1.0,,exia,exia,,1,idle,
treasurestory_exia_02_60,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_60,True,,S_100,S_100,1.0,,exia,exia,,1,idle,
treasurestory_exia_02_61,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_61,True,,S_100,S_100,1.0,,exia,exia,,1,idle,
treasurestory_exia_02_62,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_62,True,,S_100,S_100,1.0,,exia,exia,,1,idle,
treasurestory_exia_02_63,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_63,False,,S_100,S_100,1.0,,exia,exia,,1,idle,
treasurestory_exia_02_64,treasurestory_exia_02,Monologue,Locale_NikkeEpisode:treasurestory_exia_02_64,False,,S_100,S_100,1.0,,,,,1,idle,
treasurestory_exia_02_65,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_65,True,,S_100,S_10,1.0,,exia,exia,,1,sad,
treasurestory_exia_02_66,treasurestory_exia_02,Monologue,Locale_NikkeEpisode:treasurestory_exia_02_66,False,,S_10,S_10,1.0,,,,,1,sad,
treasurestory_exia_02_67,treasurestory_exia_02,Self,Locale_NikkeEpisode:treasurestory_exia_02_67,False,,S_10,S_10,1.0,,,,,1,sad,
treasurestory_exia_02_68,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_68,True,,S_10,S_10,1.0,,exia,exia,,1,sad,
treasurestory_exia_02_69,treasurestory_exia_02,Self,Locale_NikkeEpisode:treasurestory_exia_02_69,False,,S_10,S_10,1.0,,,,,1,sad,
treasurestory_exia_02_70,treasurestory_exia_02,Self,Locale_NikkeEpisode:treasurestory_exia_02_70,False,,S_10,S_10,1.0,,,,,1,sad,
treasurestory_exia_02_71,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_71,False,,black,black,1.0,,unknown,unknown,,1,sad,
treasurestory_exia_02_72,treasurestory_exia_02,Self,Locale_NikkeEpisode:treasurestory_exia_02_72,False,,S_10,S_10,1.0,,,,,1,sad,
treasurestory_exia_02_73,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_73,False,,S_10,S_100,0.7,,exia,exia,,1,surprise,Low_2
treasurestory_exia_02_74,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_74,True,,S_100,S_100,1.0,,exia,exia,,1,idle,
treasurestory_exia_02_75,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_75,True,,S_100,S_100,1.0,,exia,exia,,1,idle,
treasurestory_exia_02_76,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_76,True,,S_100,S_100,1.0,,exia,exia,,1,idle,
treasurestory_exia_02_77,treasurestory_exia_02,Self,Locale_NikkeEpisode:treasurestory_exia_02_77,False,,S_100,S_100,1.0,,,,,1,idle,
treasurestory_exia_02_78,treasurestory_exia_02,Self,Locale_NikkeEpisode:treasurestory_exia_02_78,False,,S_100,S_100,1.0,,,,,1,idle,
treasurestory_exia_02_79,treasurestory_exia_02,Speech,Locale_NikkeEpisode:treasurestory_exia_02_79,True,,S_100,S_100,1.0,,exia,exia,,1,idle,
