id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/hide_char_id,set_camera_shake,characters/0/hide_char_id,fade
d_nikke_crust_04_36,d_nikke_crust_04,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_04_36,True,,12,think,,XS_120,XS_120,1.0,,,crust,,2,idle,,,,
d_nikke_crust_04_37,d_nikke_crust_04,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_04_37,True,,12,think,,XS_120,XS_120,1.0,,,crust,,2,idle,,,,
d_nikke_crust_04_38,d_nikke_crust_04,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_04_38,True,,12,think,,XS_120,XS_120,1.0,,,crust,,2,idle,,,,
d_nikke_crust_04_39,d_nikke_crust_04,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_04_39,True,,12,idle,,XS_120,XS_120,1.0,,,crust,,2,idle,,,,
d_nikke_crust_04_40,d_nikke_crust_04,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_04_40,True,,12,idle,,XS_120,XS_120,1.0,,,crust,,2,idle,,,,
d_nikke_crust_04_41,d_nikke_crust_04,Self,crust,Locale_NikkeEpisode:d_nikke_crust_04_41,False,,12,idle,,XS_120,XS_120,1.0,,,,,2,idle,,,,
d_nikke_crust_04_42,d_nikke_crust_04,Self,crust,Locale_NikkeEpisode:d_nikke_crust_04_42,False,,12,idle,,XS_120,XS_120,1.0,,,,,2,idle,,,,
d_nikke_crust_04_43,d_nikke_crust_04,Speech,bready,Locale_NikkeEpisode:d_nikke_crust_04_43,True,,12,idle,,XS_120,S_20,1.3,,,bready,,2,no,,,,
d_nikke_crust_04_44,d_nikke_crust_04,Speech,bready,Locale_NikkeEpisode:d_nikke_crust_04_44,True,,12,idle,,S_20,S_20,1.0,,,bready,,2,no,,,,
d_nikke_crust_04_45,d_nikke_crust_04,Speech,bready,Locale_NikkeEpisode:d_nikke_crust_04_45,True,,12,idle,,S_20,S_20,1.0,,,bready,,2,no,,,,
d_nikke_crust_04_46,d_nikke_crust_04,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_04_46,True,,12,think,,S_20,1,1.3,,,crust,,2,no,,,,
d_nikke_crust_04_47,d_nikke_crust_04,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_04_47,True,,12,think,,1,1,1.0,,,crust,,2,no,,,,
d_nikke_crust_04_48,d_nikke_crust_04,Speech,bready,Locale_NikkeEpisode:d_nikke_crust_04_48,True,,12,think,,1,1,1.0,,,bready,,2,idle,,,,
d_nikke_crust_04_49,d_nikke_crust_04,Self,bready,Locale_NikkeEpisode:d_nikke_crust_04_49,False,,12,think,,1,1,1.0,,,,,2,idle,,,,
d_nikke_crust_04_50,d_nikke_crust_04,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_04_50,True,,12,think,,1,1,1.0,,,crust,,2,idle,,,,
d_nikke_crust_04_51,d_nikke_crust_04,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_04_51,True,,12,idle,,1,1,1.0,,,crust,,2,idle,,,,
d_nikke_crust_04_52,d_nikke_crust_04,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_04_52,True,,12,idle,,1,1,1.0,,,crust,,2,idle,,,,
d_nikke_crust_04_53,d_nikke_crust_04,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_04_53,True,,12,idle,,1,1,1.0,,,crust,,2,idle,,,,
d_nikke_crust_04_54,d_nikke_crust_04,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_04_54,True,,12,idle,,1,1,1.0,,,crust,,2,idle,,,,
d_nikke_crust_04_55,d_nikke_crust_04,Self,crust,Locale_NikkeEpisode:d_nikke_crust_04_55,False,,12,idle,,1,1,1.0,,,,,2,idle,,,,
d_nikke_crust_04_56,d_nikke_crust_04,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_04_56,True,,12,delight,,1,1,1.0,,,crust,,2,idle,,,,
d_nikke_crust_04_57,d_nikke_crust_04,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_04_57,True,,12,idle,,1,1,1.0,,,crust,,2,idle,,,,
d_nikke_crust_04_58,d_nikke_crust_04,Speech,bready,Locale_NikkeEpisode:d_nikke_crust_04_58,True,,12,idle,,1,1,1.0,,,bready,,2,delight,,,,
d_nikke_crust_04_59,d_nikke_crust_04,Speech,bready,Locale_NikkeEpisode:d_nikke_crust_04_59,True,,12,idle,,1,1,1.0,,,bready,,2,delight,,,,
d_nikke_crust_04_60,d_nikke_crust_04,Self,bready,Locale_NikkeEpisode:d_nikke_crust_04_60,False,,12,idle,,1,1,1.0,,,,,2,delight,,,,
d_nikke_crust_04_61,d_nikke_crust_04,Self,bready,Locale_NikkeEpisode:d_nikke_crust_04_61,False,,14,idle,land_n,2,2,1.0,,,,,2,delight,crust,,bready,black
d_nikke_crust_04_62,d_nikke_crust_04,Self,bready,Locale_NikkeEpisode:d_nikke_crust_04_62,False,,,,,2,2,1.0,,,,,,,,,,
d_nikke_crust_04_63,d_nikke_crust_04,Monologue,bready,Locale_NikkeEpisode:d_nikke_crust_04_63,False,,,,,2,2,1.0,,,,,,,,,,
d_nikke_crust_04_64,d_nikke_crust_04,Monologue,bready,Locale_NikkeEpisode:d_nikke_crust_04_64,False,,,,,2,2,1.0,,,,,,,,,,
d_nikke_crust_04_65,d_nikke_crust_04,Self,bready,Locale_NikkeEpisode:d_nikke_crust_04_65,False,,,,,2,2,1.0,,,,,,,,,,
d_nikke_crust_04_66,d_nikke_crust_04,Monologue,bready,Locale_NikkeEpisode:d_nikke_crust_04_66,False,,,,,2,2,1.0,,none,,,,,,,,
d_nikke_crust_04_67,d_nikke_crust_04,Speech,bready,Locale_NikkeEpisode:d_nikke_crust_04_67,True,,,,,2,2,1.0,,,bready,,,,,,,
d_nikke_crust_04_68,d_nikke_crust_04,Monologue,bready,Locale_NikkeEpisode:d_nikke_crust_04_68,False,,,,,2,2,1.0,,,,,,,,,,
d_nikke_crust_04_69,d_nikke_crust_04,Narration,bready,Locale_NikkeEpisode:d_nikke_crust_04_69,False,,,,,2,S_20,1.0,sfx_scn_throwinwater,,,,,,,,,
d_nikke_crust_04_70,d_nikke_crust_04,Monologue,bready,Locale_NikkeEpisode:d_nikke_crust_04_70,False,,,,,S_20,S_20,1.0,,,,,,,,,,
d_nikke_crust_04_71,d_nikke_crust_04,Self,bready,Locale_NikkeEpisode:d_nikke_crust_04_71,False,,,,,S_20,S_20,1.0,,,,,,,,,,
d_nikke_crust_04_72,d_nikke_crust_04,Self,bready,Locale_NikkeEpisode:d_nikke_crust_04_72,False,,,,,S_20,S_20,1.0,,,,,,,,,,
d_nikke_crust_04_73,d_nikke_crust_04,Narration,bready,Locale_NikkeEpisode:d_nikke_crust_04_73,False,,,,,S_20,S_20,1.0,sfx_scn_grassrustle,,,bready,2,idle,,,,
d_nikke_crust_04_74,d_nikke_crust_04,Speech,bready,Locale_NikkeEpisode:d_nikke_crust_04_74,True,,,,,S_20,S_20,1.0,,,bready,,2,idle,,,,
d_nikke_crust_04_75,d_nikke_crust_04,Self,bready,Locale_NikkeEpisode:d_nikke_crust_04_75,False,,,,,S_20,S_20,1.0,,,,,2,idle,,,,
d_nikke_crust_04_76,d_nikke_crust_04,Speech,bready,Locale_NikkeEpisode:d_nikke_crust_04_76,True,,,,,S_20,S_20,1.0,,,bready,,2,idle,,,,
d_nikke_crust_04_77,d_nikke_crust_04,Self,bready,Locale_NikkeEpisode:d_nikke_crust_04_77,False,,,,,S_20,S_20,1.0,,,,,2,idle,,,,
d_nikke_crust_04_78,d_nikke_crust_04,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_04_78,True,crust,12,delight,,S_20,XS_120,1.3,,bgm_story_sunnycarnival,crust,,2,idle,,,,
d_nikke_crust_04_79,d_nikke_crust_04,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_04_79,True,,12,idle,,XS_120,XS_120,1.0,,,crust,,2,idle,,,,
d_nikke_crust_04_80,d_nikke_crust_04,Monologue,crust,Locale_NikkeEpisode:d_nikke_crust_04_80,False,,12,idle,,XS_120,XS_120,1.0,,,,,2,idle,,,,
d_nikke_crust_04_81,d_nikke_crust_04,Self,crust,Locale_NikkeEpisode:d_nikke_crust_04_81,False,,12,idle,,XS_120,XS_120,1.0,,,,,2,idle,,,,
d_nikke_crust_04_82,d_nikke_crust_04,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_04_82,True,,12,idle,,XS_120,XS_120,1.0,,,crust,,2,idle,,,,
d_nikke_crust_04_83,d_nikke_crust_04,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_04_83,True,,12,idle,,XS_120,XS_120,1.0,,,crust,,2,idle,,,,
d_nikke_crust_04_84,d_nikke_crust_04,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_04_84,True,,12,idle,,XS_120,XS_120,1.0,,,crust,,2,idle,,,,
d_nikke_crust_04_85,d_nikke_crust_04,Speech,bready,Locale_NikkeEpisode:d_nikke_crust_04_85,True,,12,idle,,XS_120,1,1.3,,,bready,,2,delight,,,,
d_nikke_crust_04_86,d_nikke_crust_04,Self,bready,Locale_NikkeEpisode:d_nikke_crust_04_86,False,,12,idle,,1,1,1.0,,,,,2,delight,,,,
d_nikke_crust_04_87,d_nikke_crust_04,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_04_87,True,,12,think,,1,1,1.0,,,crust,,2,delight,,,,
d_nikke_crust_04_88,d_nikke_crust_04,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_04_88,True,,12,think,,1,1,1.0,,,crust,,2,delight,,,,
d_nikke_crust_04_89,d_nikke_crust_04,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_04_89,True,,12,think,,1,1,1.0,,,crust,,2,delight,,,,
d_nikke_crust_04_90,d_nikke_crust_04,Speech,bready,Locale_NikkeEpisode:d_nikke_crust_04_90,True,,12,think,,1,1,1.0,,,bready,,2,delight,,,,
d_nikke_crust_04_91,d_nikke_crust_04,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_04_91,True,,12,idle,,1,XS_120,1.5,,,crust,,2,delight,,,,
d_nikke_crust_04_92,d_nikke_crust_04,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_04_92,True,,12,idle,,XS_120,XS_120,1.0,,,crust,,2,delight,,,,
d_nikke_crust_04_93,d_nikke_crust_04,Speech,crust,Locale_NikkeEpisode:d_nikke_crust_04_93,True,,12,delight,,XS_120,XS_120,1.0,,,crust,,2,delight,,,,
d_nikke_crust_04_94,d_nikke_crust_04,Speech,bready,Locale_NikkeEpisode:d_nikke_crust_04_94,True,,12,delight,,XS_120,S_20,1.3,,,bready,,2,delight,,,,
d_nikke_crust_04_95,d_nikke_crust_04,Self,bready,Locale_NikkeEpisode:d_nikke_crust_04_95,False,,12,delight,,S_20,S_20,1.0,,,,,2,delight,,,,
