id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_noir_04_18,d_nikke_noir_04,Self,noir,,Locale_NikkeEpisode:d_nikke_noir_04_18,False,,L_10,L_10,1.0,,d_nikke_noir_04_19,,,1,idle,,,,
d_nikke_noir_04_19,d_nikke_noir_04,Self,noir,,Locale_NikkeEpisode:d_nikke_noir_04_19,False,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_noir_04_20,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_20,True,,L_10,L_10,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_21,d_nikke_noir_04,Self,noir,,Locale_NikkeEpisode:d_nikke_noir_04_21,False,,L_10,L_10,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_22,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_22,True,,L_10,L_100,0.7,,,,,1,surprise,,,,
d_nikke_noir_04_23,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_23,True,,L_100,L_100,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_24,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_24,True,,L_100,L_10,1.0,,,,,1,idle,,,,
d_nikke_noir_04_25,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_25,True,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_noir_04_26,d_nikke_noir_04,Monologue,,,Locale_NikkeEpisode:d_nikke_noir_04_26,False,Restaurant,black,black,1.0,,,,,5,idle,,,,
d_nikke_noir_04_27,d_nikke_noir_04,Speech,staff,staff,Locale_NikkeEpisode:d_nikke_noir_04_27,True,,7,7,1.0,,,,,5,idle,staff,7,idle,
d_nikke_noir_04_28,d_nikke_noir_04,Speech,staff,staff,Locale_NikkeEpisode:d_nikke_noir_04_28,True,,7,6,1.0,,,,,5,idle,,7,idle,
d_nikke_noir_04_29,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_29,True,,6,6,1.0,,,,,5,idle,,7,idle,
d_nikke_noir_04_30,d_nikke_noir_04,Speech,staff,staff,Locale_NikkeEpisode:d_nikke_noir_04_30,True,,6,6,1.0,,,,,5,idle,,7,idle,
d_nikke_noir_04_31,d_nikke_noir_04,Speech,staff,staff,Locale_NikkeEpisode:d_nikke_noir_04_31,True,,6,6,1.0,,,,,5,idle,,7,idle,
d_nikke_noir_04_32,d_nikke_noir_04,Speech,staff,staff,Locale_NikkeEpisode:d_nikke_noir_04_32,True,,6,6,1.0,,,,,5,idle,,7,idle,
d_nikke_noir_04_33,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_33,True,,6,6,1.0,,,,,5,idle,,7,idle,
d_nikke_noir_04_34,d_nikke_noir_04,Speech,staff,staff,Locale_NikkeEpisode:d_nikke_noir_04_34,True,,6,6,1.0,,,,,5,idle,,7,idle,
d_nikke_noir_04_35,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_35,True,,6,6,1.0,,,,,5,idle,,7,idle,
d_nikke_noir_04_36,d_nikke_noir_04,Monologue,,,Locale_NikkeEpisode:d_nikke_noir_04_36,False,,6,2,1.5,,,,,1,idle,,3,idle,
d_nikke_noir_04_37,d_nikke_noir_04,Speech,staff,staff,Locale_NikkeEpisode:d_nikke_noir_04_37,True,,2,2,1.0,,,,,1,idle,,3,idle,
d_nikke_noir_04_38,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_38,True,,2,2,1.0,,,,,1,idle,,3,idle,
d_nikke_noir_04_39,d_nikke_noir_04,Speech,staff,staff,Locale_NikkeEpisode:d_nikke_noir_04_39,True,,2,2,1.0,,,,,1,idle,,3,idle,
d_nikke_noir_04_40,d_nikke_noir_04,Speech,staff,staff,Locale_NikkeEpisode:d_nikke_noir_04_40,True,,2,2,1.0,,,,,1,idle,,3,idle,
d_nikke_noir_04_41,d_nikke_noir_04,Self,,,Locale_NikkeEpisode:d_nikke_noir_04_41,False,,2,1,1.0,,,,,1,idle,,3,idle,staff
d_nikke_noir_04_42,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_42,True,,1,1,1.0,,,,,1,idle,,,,
d_nikke_noir_04_43,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_43,True,,1,1,1.0,,,,,1,idle,,,,
d_nikke_noir_04_44,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_44,True,,1,1,1.0,,,,,1,idle,,,,
d_nikke_noir_04_45,d_nikke_noir_04,Self,,,Locale_NikkeEpisode:d_nikke_noir_04_45,False,,1,1,1.0,,,,,1,idle,,,,
d_nikke_noir_04_46,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_46,True,,1,L_10,0.6,,,,,1,surprise,,,,
d_nikke_noir_04_47,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_47,True,,L_10,L_10,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_48,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_48,True,,L_10,L_10,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_49,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_49,True,,L_10,L_10,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_50,d_nikke_noir_04,Self,,,Locale_NikkeEpisode:d_nikke_noir_04_50,False,,L_10,L_10,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_51,d_nikke_noir_04,Self,,,Locale_NikkeEpisode:d_nikke_noir_04_51,False,,L_10,L_10,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_52,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_52,True,,L_10,1,1.4,,,,,1,surprise,,,,
d_nikke_noir_04_53,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_53,True,,1,1,1.0,,,,,1,idle,,,,
d_nikke_noir_04_54,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_54,False,,1,1,1.0,,,,,1,idle,,,,
d_nikke_noir_04_55,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_55,True,,1,L_10,1.0,,,,,1,idle,,,,
d_nikke_noir_04_56,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_56,True,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_noir_04_57,d_nikke_noir_04,Self,,,Locale_NikkeEpisode:d_nikke_noir_04_57,False,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_noir_04_58,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_58,True,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_noir_04_59,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_59,True,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_noir_04_60,d_nikke_noir_04,Choice,,,Locale_NikkeEpisode:d_nikke_noir_04_60,False,,L_10,L_10,1.0,,d_nikke_noir_04_63,,,1,idle,,,,
d_nikke_noir_04_61,d_nikke_noir_04,Choice,,,Locale_NikkeEpisode:d_nikke_noir_04_61,False,,L_10,L_10,1.0,,d_nikke_noir_04_67,,,1,idle,,,,
d_nikke_noir_04_62,d_nikke_noir_04,Choice,,,Locale_NikkeEpisode:d_nikke_noir_04_62,False,,L_10,L_10,1.0,,d_nikke_noir_04_70,,,1,idle,,,,
d_nikke_noir_04_63,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_63,True,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_noir_04_64,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_64,True,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_noir_04_65,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_65,True,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_noir_04_66,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_66,True,,L_10,L_10,1.0,,d_nikke_noir_04_75,,,1,idle,,,,
d_nikke_noir_04_67,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_67,True,,L_10,L_10,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_68,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_68,True,,L_10,L_10,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_69,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_69,True,,L_10,L_10,1.0,,d_nikke_noir_04_75,,,1,idle,,,,
d_nikke_noir_04_70,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_70,True,,L_10,L_10,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_71,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_71,True,,L_10,L_10,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_72,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_72,True,,L_10,L_10,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_73,d_nikke_noir_04,Self,,,Locale_NikkeEpisode:d_nikke_noir_04_73,False,,L_10,L_10,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_74,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_74,True,,L_10,L_10,1.0,,d_nikke_noir_04_75,,,1,idle,,,,
d_nikke_noir_04_75,d_nikke_noir_04,Self,,,Locale_NikkeEpisode:d_nikke_noir_04_75,False,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_noir_04_76,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_76,True,,L_10,L_10,1.0,,,,,1,idle,,,,
d_nikke_noir_04_77,d_nikke_noir_04,Self,,,Locale_NikkeEpisode:d_nikke_noir_04_77,False,,L_10,S_10,1.0,,,,,1,idle,,,,
d_nikke_noir_04_78,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_78,True,,S_10,S_10,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_79,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_79,True,,S_10,S_10,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_80,d_nikke_noir_04,Self,,,Locale_NikkeEpisode:d_nikke_noir_04_80,False,,S_10,noirchest_01,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_81,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_81,True,,noirchest_01,noirchest_01,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_82,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_82,True,,noirchest_01,noirchest_01,1.0,,,,,1,idle,,,,
d_nikke_noir_04_83,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_83,True,,noirchest_01,1,1.0,,,,,1,idle,,,,
d_nikke_noir_04_84,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_84,True,,1,1,1.0,,,,,1,idle,,,,
d_nikke_noir_04_85,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_85,True,,1,1,1.0,,,,,1,idle,,,,
d_nikke_noir_04_86,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_86,True,,1,1,1.0,,,,,1,idle,,,,
d_nikke_noir_04_87,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_87,True,,1,1,1.0,,,,,1,idle,,,,
d_nikke_noir_04_88,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_88,True,,1,1,1.0,,,,,1,idle,,,,
d_nikke_noir_04_89,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_89,True,,1,1,1.0,,,,,1,idle,,,,
d_nikke_noir_04_90,d_nikke_noir_04,Self,,,Locale_NikkeEpisode:d_nikke_noir_04_90,False,,1,1,1.0,,,,,1,idle,,,,
d_nikke_noir_04_91,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_91,True,,1,L_10,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_92,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_92,True,,L_10,L_10,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_93,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_93,True,,L_10,L_10,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_94,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_94,True,,L_10,L_10,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_95,d_nikke_noir_04,Monologue,,,Locale_NikkeEpisode:d_nikke_noir_04_95,False,,L_10,1,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_96,d_nikke_noir_04,Speech,staff,staff,Locale_NikkeEpisode:d_nikke_noir_04_96,True,,1,2,1.0,,,,,1,surprise,staff,3,idle,
d_nikke_noir_04_97,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_97,True,,2,2,1.0,,,,,1,surprise,,3,idle,
d_nikke_noir_04_98,d_nikke_noir_04,Speech,staff,staff,Locale_NikkeEpisode:d_nikke_noir_04_98,True,,2,2,1.0,,,,,1,surprise,,3,idle,
d_nikke_noir_04_99,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_99,True,,2,2,1.0,,,,,1,surprise,,3,idle,
d_nikke_noir_04_100,d_nikke_noir_04,Self,,,Locale_NikkeEpisode:d_nikke_noir_04_100,False,,2,2,1.0,,,,,1,surprise,,3,idle,
d_nikke_noir_04_101,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_101,True,,2,L_10,0.7,,,,,1,surprise,,3,idle,
d_nikke_noir_04_102,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_102,True,,L_10,L_10,1.0,,,,,1,surprise,,3,idle,
d_nikke_noir_04_103,d_nikke_noir_04,Narration,noir,,Locale_NikkeEpisode:d_nikke_noir_04_103,False,Park_n,black,black,1.0,none,,black,,1,shy,,3,idle,staff
d_nikke_noir_04_104,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_104,True,,1,1,1.0,bgm_story_herecomestrouble,,,,1,shy,,,,
d_nikke_noir_04_105,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_105,True,,1,1,1.0,,,,,1,shy,,,,
d_nikke_noir_04_106,d_nikke_noir_04,Self,,,Locale_NikkeEpisode:d_nikke_noir_04_106,False,,1,1,1.0,,,,,1,shy,,,,
d_nikke_noir_04_107,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_107,True,,1,1,1.0,,,,,1,shy,,,,
d_nikke_noir_04_108,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_108,True,,1,1,1.0,,,,,1,shy,,,,
d_nikke_noir_04_109,d_nikke_noir_04,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_04_109,False,,1,1,1.0,,,,,1,shy,,,,
d_nikke_noir_04_110,d_nikke_noir_04,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_04_110,False,,1,1,1.0,,,,,1,shy,,,,
d_nikke_noir_04_111,d_nikke_noir_04,Self,,,Locale_NikkeEpisode:d_nikke_noir_04_111,False,,1,1,1.0,,,,,1,shy,,,,
d_nikke_noir_04_112,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_112,True,,1,L_10,1.7,none,,,,1,surprise,,,,
d_nikke_noir_04_113,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_113,True,,L_10,L_10,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_114,d_nikke_noir_04,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_04_114,False,,L_10,L_10,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_115,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_115,True,,L_10,L_100,1.7,,,,,1,surprise,,,,
d_nikke_noir_04_116,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_116,True,,L_100,L_100,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_117,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_117,False,,L_100,L_100,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_118,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_118,False,,L_100,1,0.7,,,,,1,shy,,,,
d_nikke_noir_04_119,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_119,True,,1,1,1.0,,,,,1,shy,,,,
d_nikke_noir_04_120,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_120,True,,1,1,1.0,,,,,1,shy,,,,
d_nikke_noir_04_121,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_121,True,,1,1,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_122,d_nikke_noir_04,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_04_122,False,,1,1,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_123,d_nikke_noir_04,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_04_123,False,,1,1,1.0,bgm_story_impression,,,,1,surprise,,,,
d_nikke_noir_04_124,d_nikke_noir_04,Self,,,Locale_NikkeEpisode:d_nikke_noir_04_124,False,,1,1,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_125,d_nikke_noir_04,Self,,,Locale_NikkeEpisode:d_nikke_noir_04_125,False,,1,1,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_126,d_nikke_noir_04,Self,,,Locale_NikkeEpisode:d_nikke_noir_04_126,False,,1,1,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_127,d_nikke_noir_04,Monologue,,,Locale_NikkeEpisode:d_nikke_noir_04_127,False,,1,L_10,0.7,,,,,1,surprise,,,,
d_nikke_noir_04_128,d_nikke_noir_04,Self,,,Locale_NikkeEpisode:d_nikke_noir_04_128,False,,L_10,L_10,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_129,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_129,False,,L_10,L_10,1.0,,,,,1,surprise,,,,
d_nikke_noir_04_130,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_130,True,,L_10,L_100,1.0,,,,,1,idle,,,,
d_nikke_noir_04_131,d_nikke_noir_04,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_04_131,False,,L_100,L_100,1.0,,,,,1,idle,,,,
d_nikke_noir_04_132,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_132,False,,black,black,1.0,,,,,1,idle,,,,
d_nikke_noir_04_133,d_nikke_noir_04,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_04_133,False,,black,black,1.0,,,,,1,idle,,,,
d_nikke_noir_04_134,d_nikke_noir_04,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_04_134,False,,black,black,1.0,,,,,1,idle,,,,
d_nikke_noir_04_135,d_nikke_noir_04,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_04_135,False,,black,black,1.0,,,,,1,idle,,,,
