id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_nikke_milk_05_25,d_nikke_milk_05,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_milk_05_25,True,,S_130,S_130,1.0,bgm_story_fairytalesend_if,,,,,3,idle,,13,idle,,,15,idle,
d_nikke_milk_05_26,d_nikke_milk_05,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_milk_05_26,True,,S_130,S_130,1.0,,,,,,3,idle,,13,idle,,,15,idle,
d_nikke_milk_05_27,d_nikke_milk_05,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_milk_05_27,True,,S_130,1315,1.0,,,,,,3,idle,,13,idle,,,15,idle,
d_nikke_milk_05_28,d_nikke_milk_05,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_milk_05_28,True,,1315,1315,1.0,,,,,,3,idle,,13,idle,,,15,idle,
d_nikke_milk_05_29,d_nikke_milk_05,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_milk_05_29,True,,1315,1315,1.0,,,,,,3,idle,,13,idle,,,15,idle,
d_nikke_milk_05_30,d_nikke_milk_05,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_milk_05_30,True,,1315,1315,1.0,,,,,,3,idle,,13,idle,,,15,idle,
d_nikke_milk_05_31,d_nikke_milk_05,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_milk_05_31,True,,1315,1315,1.0,,,,,,3,idle,,13,idle,,,15,idle,
d_nikke_milk_05_32,d_nikke_milk_05,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_milk_05_32,True,,1315,1315,1.0,,,,,,3,idle,,13,idle,,,15,idle,
d_nikke_milk_05_33,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_33,True,,1315,113,1.0,,,,,,1,angry,,13,idle,,,15,idle,
d_nikke_milk_05_34,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_34,True,,113,113,1.0,,,,,,1,angry,,13,idle,,,15,idle,
d_nikke_milk_05_35,d_nikke_milk_05,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_milk_05_35,False,,113,113,1.0,,,,,,1,angry,,13,idle,,,15,idle,
d_nikke_milk_05_36,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_36,True,,113,113,1.0,,,,,,1,angry,,13,idle,,,15,idle,
d_nikke_milk_05_37,d_nikke_milk_05,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_milk_05_37,True,,113,113,1.0,,,,,,1,angry,,13,idle,,,15,idle,
d_nikke_milk_05_38,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_38,True,,113,113,1.0,,,,,,1,angry,,13,idle,,,15,idle,
d_nikke_milk_05_39,d_nikke_milk_05,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_milk_05_39,False,,113,113,1.0,,,,,,1,angry,,13,idle,,,15,idle,
d_nikke_milk_05_40,d_nikke_milk_05,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_milk_05_40,True,,150,150,1.0,,,,,,1,angry,,13,idle,,,15,idle,
d_nikke_milk_05_41,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_41,True,,S_10,S_10,1.0,none,,,,,1,angry,,13,idle,,,15,idle,
d_nikke_milk_05_42,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_42,True,,S_10,S_10,1.0,,,,,,1,angry,,13,idle,,,15,idle,
d_nikke_milk_05_43,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_43,True,,S_10,S_10,1.0,,,,,,1,angry,,13,idle,,,15,idle,
d_nikke_milk_05_44,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_44,True,,S_10,S_10,1.0,,,,,,1,angry,,13,idle,,,15,idle,
d_nikke_milk_05_45,d_nikke_milk_05,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_milk_05_45,False,,S_10,S_130,1.0,bgm_story_leisuretime,,,,,1,angry,,13,surprise,,,15,surprise,
d_nikke_milk_05_46,d_nikke_milk_05,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_milk_05_46,True,,S_130,S_130,1.0,,,,,,1,angry,,13,surprise,,,15,surprise,
d_nikke_milk_05_47,d_nikke_milk_05,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_milk_05_47,False,,S_130,S_130,1.0,,,,,,1,angry,,13,surprise,,,15,surprise,
d_nikke_milk_05_48,d_nikke_milk_05,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_milk_05_48,True,,S_130,S_130,1.0,,,,,,1,angry,,13,delight,,,15,delight,
d_nikke_milk_05_49,d_nikke_milk_05,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_milk_05_49,True,,S_130,150,1.0,,,,,,1,angry,,13,delight,,,15,delight,
d_nikke_milk_05_50,d_nikke_milk_05,Self,frima,Self,Locale_NikkeEpisode:d_nikke_milk_05_50,False,,150,150,1.0,,,,,,1,angry,,13,delight,,,15,delight,
d_nikke_milk_05_51,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_51,True,,S_10,S_10,1.0,,,,,,1,angry,,13,delight,,,15,delight,
d_nikke_milk_05_52,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_52,True,Park,S_10,S_100,1.0,,,black,,,1,idle,,13,delight,sugar,,15,delight,frima
d_nikke_milk_05_53,d_nikke_milk_05,Monologue,milk,Monologue,Locale_NikkeEpisode:d_nikke_milk_05_53,False,,S_100,S_100,1.0,,,,,,1,idle,,,,,,,,
d_nikke_milk_05_54,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_54,True,,S_100,S_100,1.0,,,,,,1,idle,,,,,,,,
d_nikke_milk_05_55,d_nikke_milk_05,Choice,milk,,Locale_NikkeEpisode:d_nikke_milk_05_55,False,,S_100,S_100,1.0,,,,d_nikke_milk_05_57,,1,idle,,,,,,,,
d_nikke_milk_05_56,d_nikke_milk_05,Choice,milk,,Locale_NikkeEpisode:d_nikke_milk_05_56,False,,S_100,S_100,1.0,,,,d_nikke_milk_05_58,,1,idle,,,,,,,,
d_nikke_milk_05_57,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_57,True,,S_100,S_100,1.0,,,,d_nikke_milk_05_59,,1,idle,,,,,,,,
d_nikke_milk_05_58,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_58,True,,S_100,S_100,1.0,,,,d_nikke_milk_05_59,,1,idle,,,,,,,,
d_nikke_milk_05_59,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_59,True,,S_100,S_100,1.0,,,,,,1,idle,,,,,,,,
d_nikke_milk_05_60,d_nikke_milk_05,Monologue,milk,Monologue,Locale_NikkeEpisode:d_nikke_milk_05_60,False,,S_100,S_100,1.0,,,,,,1,idle,,,,,,,,
d_nikke_milk_05_61,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_61,True,,S_100,S_10,1.0,,,,,,1,idle,,,,,,,,
d_nikke_milk_05_62,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_62,True,,S_10,S_10,1.0,,,,,,1,idle,,,,,,,,
d_nikke_milk_05_63,d_nikke_milk_05,Self,milk,Self,Locale_NikkeEpisode:d_nikke_milk_05_63,False,,S_10,S_10,1.0,,,,,,1,idle,,,,,,,,
d_nikke_milk_05_64,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_64,True,,S_10,S_10,1.0,,,,,,1,idle,,,,,,,,
d_nikke_milk_05_65,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_65,True,,S_10,S_10,1.0,,,,,,1,idle,,,,,,,,
d_nikke_milk_05_66,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_66,True,,S_10,S_10,1.0,,,,,,1,idle,,,,,,,,
d_nikke_milk_05_67,d_nikke_milk_05,Self,milk,Self,Locale_NikkeEpisode:d_nikke_milk_05_67,False,,S_10,S_10,1.0,,,,,,1,idle,,,,,,,,
d_nikke_milk_05_68,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_68,True,,S_10,S_10,1.0,,,,,,1,idle,,,,,,,,
d_nikke_milk_05_69,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_69,True,,S_10,S_10,1.0,,,,,,1,idle,,,,,,,,
d_nikke_milk_05_70,d_nikke_milk_05,Self,milk,Self,Locale_NikkeEpisode:d_nikke_milk_05_70,False,,S_10,S_10,1.0,,,,,,1,idle,,,,,,,,
d_nikke_milk_05_71,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_71,True,,S_10,S_10,1.0,,,,,,1,idle,,,,,,,,
d_nikke_milk_05_72,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_72,True,,S_10,S_10,1.0,,,,,,1,idle,,,,,,,,
d_nikke_milk_05_73,d_nikke_milk_05,Narration,milk,Narration,Locale_NikkeEpisode:d_nikke_milk_05_73,False,,black,black,1.0,none,,,,,1,idle,,,,,,,,
d_nikke_milk_05_74,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_74,True,,S_10,S_10,1.0,,,,,,1,angry,,,,,,,,
d_nikke_milk_05_75,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_75,True,,S_10,S_10,1.0,,,,,,1,angry,,,,,,,,
d_nikke_milk_05_76,d_nikke_milk_05,Self,milk,Self,Locale_NikkeEpisode:d_nikke_milk_05_76,False,,S_10,S_10,1.0,,,,,,1,angry,,,,,,,,
d_nikke_milk_05_77,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_77,True,,S_10,S_10,1.0,,,,,,1,angry,,,,,,,,
d_nikke_milk_05_78,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_78,False,,S_10,1,0.5,,,,,,1,idle,,,,,,,,
d_nikke_milk_05_79,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_79,True,,1,1,1.0,,,,,,1,idle,,,,,,,,
d_nikke_milk_05_80,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_80,True,,1,1,1.0,,,,,,1,idle,,,,,,,,
d_nikke_milk_05_81,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_81,True,,1,S_10,1.0,bgm_story_shapeofhope,,,,,1,idle,,,,,,,,
d_nikke_milk_05_82,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_82,True,,S_10,S_10,1.0,,,,,,1,idle,,,,,,,,
d_nikke_milk_05_83,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_83,True,,S_10,S_10,1.0,,,,,,1,idle,,,,,,,,
d_nikke_milk_05_84,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_84,True,,S_10,S_10,1.0,,,,,,1,idle,,,,,,,,
d_nikke_milk_05_85,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_85,False,,S_10,S_10,1.0,,,,,,1,idle,,,,,,,,
d_nikke_milk_05_86,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_86,True,,S_10,S_100,1.0,,,,,,1,idle,,,,,,,,
d_nikke_milk_05_87,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_87,True,,S_100,S_100,1.0,,,,,,1,idle,,,,,,,,
d_nikke_milk_05_88,d_nikke_milk_05,Monologue,milk,Monologue,Locale_NikkeEpisode:d_nikke_milk_05_88,False,,S_100,S_100,1.0,,,,,,1,shy,,,,,,,,
d_nikke_milk_05_89,d_nikke_milk_05,Monologue,milk,Monologue,Locale_NikkeEpisode:d_nikke_milk_05_89,False,,S_100,S_100,1.0,,,,,,1,shy,,,,,,,,
d_nikke_milk_05_90,d_nikke_milk_05,Monologue,milk,Monologue,Locale_NikkeEpisode:d_nikke_milk_05_90,False,,S_100,S_100,1.0,,,,,,1,shy,,,,,,,,
d_nikke_milk_05_91,d_nikke_milk_05,Choice,milk,,Locale_NikkeEpisode:d_nikke_milk_05_91,False,,S_100,S_100,1.0,,,,d_nikke_milk_05_93,,1,shy,,,,,,,,
d_nikke_milk_05_92,d_nikke_milk_05,Choice,milk,,Locale_NikkeEpisode:d_nikke_milk_05_92,False,,S_100,S_100,1.0,,,,d_nikke_milk_05_94,,1,shy,,,,,,,,
d_nikke_milk_05_93,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_93,True,,S_100,S_100,1.0,,,,d_nikke_milk_05_95,,1,shy,,,,,,,,
d_nikke_milk_05_94,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_94,True,,S_100,S_100,1.0,,,,d_nikke_milk_05_95,,1,shy,,,,,,,,
d_nikke_milk_05_95,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_95,False,,S_100,S_10,1.0,,,,,,1,shy,,,,,,,,
d_nikke_milk_05_96,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_96,True,,S_10,S_10,1.0,,,,,,1,shy,,,,,,,,
d_nikke_milk_05_97,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_97,True,,S_10,S_10,1.0,,,,,,1,shy,,,,,,,,
d_nikke_milk_05_98,d_nikke_milk_05,Self,milk,Self,Locale_NikkeEpisode:d_nikke_milk_05_98,False,,S_10,S_10,1.0,,,,,,1,shy,,,,,,,,
d_nikke_milk_05_99,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_99,True,,S_10,S_10,1.0,,,,,,1,shy,,,,,,,,
d_nikke_milk_05_100,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_100,True,,S_10,S_10,1.0,,,,,,1,shy,,,,,,,,
d_nikke_milk_05_101,d_nikke_milk_05,Self,milk,Self,Locale_NikkeEpisode:d_nikke_milk_05_101,False,,S_10,S_10,1.0,,,,,,1,shy,,,,,,,,
d_nikke_milk_05_102,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_102,True,,S_10,S_10,1.0,,,,,,1,shy,,,,,,,,
d_nikke_milk_05_103,d_nikke_milk_05,Monologue,milk,Monologue,Locale_NikkeEpisode:d_nikke_milk_05_103,False,,S_10,S_100,1.0,,,,,,1,shy,,,,,,,,
d_nikke_milk_05_104,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_104,True,,S_100,S_100,1.0,,,,,,1,shy,,,,,,,,
d_nikke_milk_05_105,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_105,True,,S_100,S_100,1.0,,,,,,1,shy,,,,,,,,
d_nikke_milk_05_106,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_106,True,,S_100,S_100,1.0,,,,,,1,shy,,,,,,,,
d_nikke_milk_05_107,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_107,True,,S_100,S_100,1.0,,,,,,1,shy,,,,,,,,
d_nikke_milk_05_108,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_108,True,,S_100,S_100,1.0,,,,,,1,shy,,,,,,,,
d_nikke_milk_05_109,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_109,True,,S_100,S_100,1.0,,,,,,1,shy,,,,,,,,
d_nikke_milk_05_110,d_nikke_milk_05,Self,milk,Self,Locale_NikkeEpisode:d_nikke_milk_05_110,False,,S_100,S_10,1.0,,,,,,1,shy,,,,,,,,
d_nikke_milk_05_111,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_111,True,,S_10,S_10,1.0,,,,,,1,shy,,,,,,,,
d_nikke_milk_05_112,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_112,True,,S_10,S_10,1.0,,,,,,1,shy,,,,,,,,
d_nikke_milk_05_113,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_113,False,,black,black,1.0,,,,,,1,shy,,,,,,,,
d_nikke_milk_05_114,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_114,True,,black,black,1.0,,,,,,1,shy,,,,,,,,
d_nikke_milk_05_115,d_nikke_milk_05,Self,milk,Self,Locale_NikkeEpisode:d_nikke_milk_05_115,False,,S_10,S_10,1.0,,,,,,1,shy,,,,,,,,
d_nikke_milk_05_116,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_116,True,,S_10,S_10,1.0,,,,,,1,shy,,,,,,,,
d_nikke_milk_05_117,d_nikke_milk_05,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_milk_05_117,True,,S_10,S_10,1.0,,,,,,1,shy,,,,,,,,
