id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/0/hide_char_id,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_filter_01,characters/2/hide_char_id,set_camera_shake,jump_target
d_nikke_brid_04_11,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_11,True,,black,black,1.0,,,brid,,1,angry,,,,,,,,,,,,,
d_nikke_brid_04_12,d_nikke_brid_04,Speech,diesel,Locale_NikkeEpisode:d_nikke_brid_04_12,True,,L_100,L_100,1.0,,,diesel,,1,angry,,,,,,,,,,,,,
d_nikke_brid_04_13,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_13,False,,L_100,L_10,0.5,,,brid,,1,idle,diesel,3,idle,,,,,,,,,,
d_nikke_brid_04_14,d_nikke_brid_04,Speech,diesel,Locale_NikkeEpisode:d_nikke_brid_04_14,True,,L_10,30,2.0,,bgm_story_languor,diesel,,1,idle,,3,idle,,,,,,,,,,
d_nikke_brid_04_15,d_nikke_brid_04,Speech,diesel,Locale_NikkeEpisode:d_nikke_brid_04_15,True,,30,30,1.0,,,diesel,,1,idle,,3,idle,,,,,,,,,,
d_nikke_brid_04_16,d_nikke_brid_04,Narration,diesel,Locale_NikkeEpisode:d_nikke_brid_04_16,False,,30,2,1.0,,,,,1,idle,,3,idle,,,,,,,,,,
d_nikke_brid_04_17,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_17,True,,2,2,1.0,,,brid,,1,idle,,3,idle,,,,,,,,,,
d_nikke_brid_04_18,d_nikke_brid_04,Speech,diesel,Locale_NikkeEpisode:d_nikke_brid_04_18,True,,2,2,1.0,,,diesel,,1,idle,,3,delight,,,,,,,,,,
d_nikke_brid_04_19,d_nikke_brid_04,Speech,diesel,Locale_NikkeEpisode:d_nikke_brid_04_19,True,,2,2,1.0,,,diesel,,1,idle,,3,idle,,,,,,,,,,
d_nikke_brid_04_20,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_20,True,,2,2,1.0,,,brid,,1,idle,,3,idle,,,,,,,,,,
d_nikke_brid_04_21,d_nikke_brid_04,Speech,diesel,Locale_NikkeEpisode:d_nikke_brid_04_21,True,,2,30,0.5,,,diesel,,1,idle,,3,delight,,,,,,,,,,
d_nikke_brid_04_22,d_nikke_brid_04,Narration,diesel,Locale_NikkeEpisode:d_nikke_brid_04_22,False,,30,L_10,2.0,,none,,,1,idle,,3,delight,diesel,,,,,,,,,
d_nikke_brid_04_23,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_23,True,,L_10,L_10,1.0,,,brid,,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_24,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_24,False,,L_10,L_10,1.0,,,brid,,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_25,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_25,True,,L_10,L_10,1.0,,,brid,,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_26,d_nikke_brid_04,Narration,brid,Locale_NikkeEpisode:d_nikke_brid_04_26,False,Storage,black,black,1.0,,,,,1,idle,,,,,brid,,,,,,,,
d_nikke_brid_04_27,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_27,True,,L_10,L_10,1.0,,,brid,brid,1,surprise,,,,,,black,,,,,,,
d_nikke_brid_04_28,d_nikke_brid_04,Self,brid,Locale_NikkeEpisode:d_nikke_brid_04_28,False,,L_10,L_10,1.0,,,,,1,surprise,,,,,,,,,,,,,
d_nikke_brid_04_29,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_29,True,,L_10,L_100,0.5,,,brid,,1,shy,,,,,,,,,,,,,
d_nikke_brid_04_30,d_nikke_brid_04,Self,brid,Locale_NikkeEpisode:d_nikke_brid_04_30,False,,L_100,L_100,1.0,,bgm_story_weare,,,1,shy,,,,,,,,,,,,,
d_nikke_brid_04_31,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_31,False,,L_100,L_10,0.5,,,brid,,1,surprise,,,,,,,,,,,,,
d_nikke_brid_04_32,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_32,True,,L_10,L_10,1.0,,,brid,,1,angry,,,,,,,,,,,,,
d_nikke_brid_04_33,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_33,True,,L_10,L_10,1.0,,,brid,,1,angry,,,,,,,,,,,,,
d_nikke_brid_04_34,d_nikke_brid_04,Self,brid,Locale_NikkeEpisode:d_nikke_brid_04_34,False,,L_10,L_10,1.0,,,,,1,angry,,,,,,,,,,,,,
d_nikke_brid_04_35,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_35,True,,L_10,L_10,1.0,,,brid,,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_36,d_nikke_brid_04,Self,brid,Locale_NikkeEpisode:d_nikke_brid_04_36,False,,L_10,L_10,1.0,,,,,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_37,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_37,True,,L_10,L_10,1.0,,,brid,,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_38,d_nikke_brid_04,Self,brid,Locale_NikkeEpisode:d_nikke_brid_04_38,False,,L_10,L_10,1.0,,,,,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_39,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_39,False,,L_10,L_10,1.0,,,brid,,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_40,d_nikke_brid_04,Self,brid,Locale_NikkeEpisode:d_nikke_brid_04_40,False,,L_10,L_10,1.0,,,,,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_41,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_41,True,,L_10,L_100,2.0,,,brid,,1,shy,,,,,,,,,,,,,
d_nikke_brid_04_42,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_42,True,,L_100,L_100,1.0,,,brid,,1,shy,,,,,,,,,,,,,
d_nikke_brid_04_43,d_nikke_brid_04,Self,brid,Locale_NikkeEpisode:d_nikke_brid_04_43,False,,L_100,L_100,1.0,,,,,1,shy,,,,,,,,,,,,,
d_nikke_brid_04_44,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_44,False,,L_100,L_100,1.0,,,brid,,1,shy,,,,,,,,,,,,,
d_nikke_brid_04_45,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_45,True,,L_100,L_100,1.0,,,brid,,1,shy,,,,,,,,,,,,,
d_nikke_brid_04_46,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_46,True,,L_100,L_100,1.0,,,brid,,1,shy,,,,,,,,,,,,,
d_nikke_brid_04_47,d_nikke_brid_04,Narration,brid,Locale_NikkeEpisode:d_nikke_brid_04_47,False,,L_100,L_100,1.0,,,,,1,shy,,,,,,,,,,,,,
d_nikke_brid_04_48,d_nikke_brid_04,Self,brid,Locale_NikkeEpisode:d_nikke_brid_04_48,False,,L_100,L_100,1.0,,,,,1,shy,,,,,,,,,,,,,
d_nikke_brid_04_49,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_49,False,,L_100,L_100,1.0,,none,brid,,1,shy,,,,,,,,,,,,,
d_nikke_brid_04_50,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_50,True,,L_100,L_10,1.0,,,brid,,1,pain,,,,,,,,,,,,,
d_nikke_brid_04_51,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_51,True,,L_10,L_10,1.0,,,brid,,1,angry,,,,,,,,,,,,,
d_nikke_brid_04_52,d_nikke_brid_04,Self,brid,Locale_NikkeEpisode:d_nikke_brid_04_52,False,,L_10,L_10,1.0,,,,,1,angry,,,,,,,,,,,,,
d_nikke_brid_04_53,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_53,True,,L_10,L_10,1.0,,,brid,,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_54,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_54,True,,L_10,L_10,1.0,,,brid,,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_55,d_nikke_brid_04,Self,brid,Locale_NikkeEpisode:d_nikke_brid_04_55,False,,black,black,1.0,,,,,,,,,,,brid,,,,,,,,
d_nikke_brid_04_56,d_nikke_brid_04,Speech,diesel,Locale_NikkeEpisode:d_nikke_brid_04_56,True,,30,30,1.0,,bgm_story_languor,diesel,,,,diesel,3,surprise,,,,soline,5,idle,Grey,,,
d_nikke_brid_04_57,d_nikke_brid_04,Self,diesel,Locale_NikkeEpisode:d_nikke_brid_04_57,False,,30,30,1.0,,,,,,,,3,idle,,,,,5,idle,Grey,,,
d_nikke_brid_04_58,d_nikke_brid_04,Speech,diesel,Locale_NikkeEpisode:d_nikke_brid_04_58,True,,30,300,0.5,,,diesel,,,,,3,idle,,,,,5,idle,Grey,,,
d_nikke_brid_04_59,d_nikke_brid_04,Speech,diesel,Locale_NikkeEpisode:d_nikke_brid_04_59,True,,300,300,1.0,,,diesel,,,,,3,idle,,,,,5,idle,Grey,,,
d_nikke_brid_04_60,d_nikke_brid_04,Speech,soline,Locale_NikkeEpisode:d_nikke_brid_04_60,True,,300,S_500,1.0,,,soline,,,,,3,idle,,,,,5,angry,Grey,,,
d_nikke_brid_04_61,d_nikke_brid_04,Speech,soline,Locale_NikkeEpisode:d_nikke_brid_04_61,True,,black,black,1.0,,,soline,,,,,3,idle,diesel,,,,5,angry,,soline,,
d_nikke_brid_04_62,d_nikke_brid_04,Self,brid,Locale_NikkeEpisode:d_nikke_brid_04_62,False,,L_10,L_10,1.0,,,,brid,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_63,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_63,True,,L_10,L_10,1.0,,,brid,,1,angry,,,,,,,,,,,,,
d_nikke_brid_04_64,d_nikke_brid_04,Self,brid,Locale_NikkeEpisode:d_nikke_brid_04_64,False,,L_10,L_10,1.0,,,,,1,angry,,,,,,,,,,,,,
d_nikke_brid_04_65,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_65,True,,L_10,L_10,1.0,,,brid,,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_66,d_nikke_brid_04,Monologue,brid,Locale_NikkeEpisode:d_nikke_brid_04_66,False,,black,black,1.0,,,,,1,idle,,,,,brid,,,,,,,,
d_nikke_brid_04_67,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_67,True,,black,black,1.0,,,brid,,,,,,,,,,,,,,,,
d_nikke_brid_04_68,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_68,True,,black,black,1.0,,,brid,,,,,,,,,,,,,,,,
d_nikke_brid_04_69,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_69,True,,black,black,1.0,,,brid,,,,,,,,,,,,,,,,
d_nikke_brid_04_70,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_70,True,,L_100,L_10,1.0,,,brid,brid,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_71,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_71,True,,L_10,L_10,1.0,,,brid,,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_72,d_nikke_brid_04,Monologue,brid,Locale_NikkeEpisode:d_nikke_brid_04_72,False,,L_10,L_100,2.0,,,,,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_73,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_73,False,,L_100,L_10,0.5,,,brid,,1,shy,,,,,,,,,,,,,
d_nikke_brid_04_74,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_74,True,,L_10,L_10,1.0,,,brid,,1,shy,,,,,,,,,,,,,
d_nikke_brid_04_75,d_nikke_brid_04,Narration,brid,Locale_NikkeEpisode:d_nikke_brid_04_75,False,,L_10,L_10,1.0,,none,,,1,shy,,,,,,,,,,,,,
d_nikke_brid_04_76,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_76,False,,L_10,L_10,1.0,,,brid,,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_77,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_77,True,,L_10,L_100,2.0,,,brid,,1,angry,,,,,,,,,,,,,
d_nikke_brid_04_78,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_78,False,,L_100,L_100,1.0,,,brid,,1,delight,,,,,,,,,,,,,
d_nikke_brid_04_79,d_nikke_brid_04,Narration,brid,Locale_NikkeEpisode:d_nikke_brid_04_79,False,,black,black,0.5,,,,,,,,,,,brid,,,,,,,,
d_nikke_brid_04_80,d_nikke_brid_04,Monologue,brid,Locale_NikkeEpisode:d_nikke_brid_04_80,False,Station_n,3,1,2.0,,,,,,,,,,,,black,,,,,,,
d_nikke_brid_04_81,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_81,True,,1,1,1.0,,bgm_story_shapeofhope,brid,brid,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_82,d_nikke_brid_04,Narration,brid,Locale_NikkeEpisode:d_nikke_brid_04_82,False,,1,L_10,2.0,,,,,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_83,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_83,True,,L_10,L_10,1.0,,,brid,,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_84,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_84,True,,L_10,L_10,1.0,,,brid,,1,shy,,,,,,,,,,,,,
d_nikke_brid_04_85,d_nikke_brid_04,Self,brid,Locale_NikkeEpisode:d_nikke_brid_04_85,False,,L_10,L_10,1.0,,,,,1,shy,,,,,,,,,,,,,
d_nikke_brid_04_86,d_nikke_brid_04,Narration,brid,Locale_NikkeEpisode:d_nikke_brid_04_86,False,,L_10,L_10,1.0,,,,,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_87,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_87,False,,L_10,L_10,1.0,,,brid,,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_88,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_88,True,,L_10,L_100,2.0,,,brid,,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_89,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_89,True,,L_100,L_100,1.0,,,brid,,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_90,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_90,True,,L_100,L_100,1.0,,,brid,,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_91,d_nikke_brid_04,Self,brid,Locale_NikkeEpisode:d_nikke_brid_04_91,False,,L_100,L_100,1.0,,,,,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_92,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_92,True,,L_100,L_100,1.0,,,brid,,1,delight,,,,,,,,,,,,,
d_nikke_brid_04_93,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_93,True,,L_100,L_100,1.0,,,brid,,1,delight,,,,,,,,,,,,,
d_nikke_brid_04_94,d_nikke_brid_04,Monologue,brid,Locale_NikkeEpisode:d_nikke_brid_04_94,False,,L_100,L_10,1.0,,,,,1,delight,,,,,,,,,,,,,
d_nikke_brid_04_95,d_nikke_brid_04,Monologue,brid,Locale_NikkeEpisode:d_nikke_brid_04_95,False,,L_10,L_10,1.0,,,,,1,delight,,,,,,,,,,,,,
d_nikke_brid_04_96,d_nikke_brid_04,Monologue,brid,Locale_NikkeEpisode:d_nikke_brid_04_96,False,,L_10,L_10,1.0,,,,,1,delight,,,,,,,,,,Blur_Low,,,
d_nikke_brid_04_97,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_97,True,,L_10,L_10,1.0,,,brid,,1,idle,,,,,,,,,,Blur_Low,,,
d_nikke_brid_04_98,d_nikke_brid_04,Monologue,brid,Locale_NikkeEpisode:d_nikke_brid_04_98,False,,L_10,L_10,1.0,,,,,1,idle,,,,,,,,,,Blur_Middle,,,
d_nikke_brid_04_99,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_99,True,,L_10,L_10,1.0,,,brid,,1,idle,,,,,,,,,,Blur_Middle,,,
d_nikke_brid_04_100,d_nikke_brid_04,Self,brid,Locale_NikkeEpisode:d_nikke_brid_04_100,False,,L_10,L_100,0.5,,,,,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_101,d_nikke_brid_04,Monologue,brid,Locale_NikkeEpisode:d_nikke_brid_04_101,False,,L_100,L_10,1.0,,,,,1,idle,,,,,,,,,,,,Low_2,
d_nikke_brid_04_102,d_nikke_brid_04,Monologue,brid,Locale_NikkeEpisode:d_nikke_brid_04_102,False,,L_10,L_10,1.0,,,,,1,idle,,,,,,,,,,Blur_Low,,,
d_nikke_brid_04_103,d_nikke_brid_04,Choice,brid,Locale_NikkeEpisode:d_nikke_brid_04_103,False,,L_10,L_10,1.0,,,,,1,idle,,,,,,,,,,Blur_Low,,,d_nikke_brid_04_105
d_nikke_brid_04_104,d_nikke_brid_04,Choice,brid,Locale_NikkeEpisode:d_nikke_brid_04_104,False,,L_10,L_10,1.0,,,,,1,idle,,,,,,,,,,Blur_Low,,,d_nikke_brid_04_107
d_nikke_brid_04_105,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_105,True,,L_10,L_10,1.0,,,brid,,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_106,d_nikke_brid_04,Self,brid,Locale_NikkeEpisode:d_nikke_brid_04_106,False,,L_10,L_10,1.0,,,,,1,idle,,,,,,,,,,,,,d_nikke_brid_04_114
d_nikke_brid_04_107,d_nikke_brid_04,Narration,brid,Locale_NikkeEpisode:d_nikke_brid_04_107,False,,L_10,L_10,1.0,sfx_scn_slap,,,,1,idle,,,,,,,,,,,,Low_2,
d_nikke_brid_04_108,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_108,False,,L_10,L_10,1.0,,,brid,,1,surprise,,,,,,,,,,,,,
d_nikke_brid_04_109,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_109,True,,L_10,L_10,1.0,,,brid,,1,shy,,,,,,,,,,,,,
d_nikke_brid_04_110,d_nikke_brid_04,Self,brid,Locale_NikkeEpisode:d_nikke_brid_04_110,False,,L_10,L_10,1.0,,,,,1,shy,,,,,,,,,,,,,
d_nikke_brid_04_111,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_111,True,,L_10,L_10,1.0,,,brid,,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_112,d_nikke_brid_04,Self,brid,Locale_NikkeEpisode:d_nikke_brid_04_112,False,,L_10,L_10,1.0,,,,,1,idle,,,,,,,,,,,,,
d_nikke_brid_04_113,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_113,True,,L_10,L_10,1.0,,,brid,,1,pain,,,,,,,,,,,,,
d_nikke_brid_04_114,d_nikke_brid_04,Monologue,brid,Locale_NikkeEpisode:d_nikke_brid_04_114,False,,L_10,L_10,1.0,,,,,1,idle,,,,,,,,,,Blur_Middle,,,
d_nikke_brid_04_115,d_nikke_brid_04,Monologue,brid,Locale_NikkeEpisode:d_nikke_brid_04_115,False,,L_10,L_10,1.0,,,,,1,idle,,,,,,,,,,Blur_High,,,
d_nikke_brid_04_116,d_nikke_brid_04,Monologue,brid,Locale_NikkeEpisode:d_nikke_brid_04_116,False,,L_10,L_10,1.0,,,,,1,delight,,,,,,,,,,Blur_High,,,
d_nikke_brid_04_117,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_117,True,,L_10,L_10,1.0,,,brid,,1,delight,,,,,,,,,,Blur_High,,,
d_nikke_brid_04_118,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_118,True,,L_10,L_10,1.0,,,brid,,1,delight,,,,,,,,,,Blur_High,,,
d_nikke_brid_04_119,d_nikke_brid_04,Narration,brid,Locale_NikkeEpisode:d_nikke_brid_04_119,False,,L_10,L_100,0.5,,,,,1,delight,,,,,,,,,,Blur_High,,,
d_nikke_brid_04_120,d_nikke_brid_04,Monologue,brid,Locale_NikkeEpisode:d_nikke_brid_04_120,False,,L_100,L_10,2.0,,,,,1,delight,,,,,,,,,,Blur_High,,,
d_nikke_brid_04_121,d_nikke_brid_04,Speech,brid,Locale_NikkeEpisode:d_nikke_brid_04_121,True,,L_10,L_10,1.0,,,brid,,1,delight,,,,,,,,,,Blur_High,,,
d_nikke_brid_04_122,d_nikke_brid_04,Monologue,,Locale_NikkeEpisode:d_nikke_brid_04_122,False,,black,black,1.0,,,,,1,delight,,,,,brid,,,,,Blur_High,,,
