id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,play_sound,set_camera_shake
d_nikke_snowwhite_young_03_33,d_nikke_snowwhite_young_03,Narration,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_33,False,,13,13,1.0,,,,12,surprise,,14,idle,,Low_2
d_nikke_snowwhite_young_03_34,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_34,True,,13,13,1.0,,liliweiss,,12,surprise,,14,surprise,,
d_nikke_snowwhite_young_03_35,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_35,False,,13,13,1.0,,snowwhite_o,,12,surprise,,14,surprise,,
d_nikke_snowwhite_young_03_36,d_nikke_snowwhite_young_03,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_36,False,,black,black,1.0,,,,12,sad,,14,idle,,
d_nikke_snowwhite_young_03_37,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_37,True,,140,140,1.0,,liliweiss,,12,sad,,14,idle,,
d_nikke_snowwhite_young_03_38,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_38,True,,140,140,1.0,,liliweiss,,12,sad,,14,idle,,
d_nikke_snowwhite_young_03_39,d_nikke_snowwhite_young_03,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_39,False,,140,140,1.0,,,,12,sad,,14,idle,,
d_nikke_snowwhite_young_03_40,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_40,True,,140,140,1.0,,liliweiss,,12,sad,,14,idle,,
d_nikke_snowwhite_young_03_41,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_41,True,,140,140,1.0,,snowwhite_o,,12,sad,,14,idle,,
d_nikke_snowwhite_young_03_42,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_42,True,,140,140,1.0,,liliweiss,,12,sad,,14,idle,,
d_nikke_snowwhite_young_03_43,d_nikke_snowwhite_young_03,Narration,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_43,False,,black,black,1.0,,,,12,sad,,14,idle,,
d_nikke_snowwhite_young_03_44,d_nikke_snowwhite_young_03,Narration,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_44,False,,140,140,1.0,,,,12,sad,,14,idle,,Low_2
d_nikke_snowwhite_young_03_45,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_45,False,,12,S_120,0.6,,snowwhite_o,,12,shy,,14,idle,,
d_nikke_snowwhite_young_03_46,d_nikke_snowwhite_young_03,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_46,False,,S_120,S_120,1.0,,,,12,shy,,14,idle,,
d_nikke_snowwhite_young_03_47,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_47,True,,S_120,S_120,1.0,,snowwhite_o,,12,shy,,14,idle,,
d_nikke_snowwhite_young_03_48,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_48,True,,S_120,S_120,1.0,,snowwhite_o,,12,special,,14,idle,,
d_nikke_snowwhite_young_03_49,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_49,True,,S_120,13,1.0,,liliweiss,,12,special,,14,delight,,
d_nikke_snowwhite_young_03_50,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_50,True,,13,13,1.0,,liliweiss,,12,special,,14,delight,,
d_nikke_snowwhite_young_03_51,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_51,True,,13,13,1.0,,snowwhite_o,,12,special,,14,delight,,
d_nikke_snowwhite_young_03_52,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_52,True,,13,13,1.0,,liliweiss,,12,special,,14,idle,,
d_nikke_snowwhite_young_03_53,d_nikke_snowwhite_young_03,Narration,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_53,False,,13,13,1.0,,,,12,special,,14,idle,,
d_nikke_snowwhite_young_03_54,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_54,True,,13,13,1.0,,liliweiss,,12,surprise,,14,no,,
d_nikke_snowwhite_young_03_55,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_55,False,,13,S_120,1.0,,snowwhite_o,,12,surprise,,14,no,,
d_nikke_snowwhite_young_03_56,d_nikke_snowwhite_young_03,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_56,False,,black,black,1.0,,,,12,idle,,14,idle,,
d_nikke_snowwhite_young_03_57,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_57,False,,S_120,S_120,1.0,,snowwhite_o,,12,no,,14,idle,,
d_nikke_snowwhite_young_03_58,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_58,False,,S_120,S_120,1.0,,snowwhite_o,,12,no,,14,idle,,
d_nikke_snowwhite_young_03_59,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_59,False,,S_120,S_120,1.0,,snowwhite_o,,12,no,,14,idle,,
d_nikke_snowwhite_young_03_60,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_60,False,,S_120,S_120,1.0,,snowwhite_o,,12,no,,14,idle,,
d_nikke_snowwhite_young_03_61,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_61,True,,S_120,13,1.0,,liliweiss,,12,no,,14,idle,,
d_nikke_snowwhite_young_03_62,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_62,True,,13,13,1.0,,liliweiss,,12,no,,14,think,,
d_nikke_snowwhite_young_03_63,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_63,False,,13,13,1.0,,snowwhite_o,,12,no,,14,think,,
d_nikke_snowwhite_young_03_64,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_64,False,,13,13,1.0,,snowwhite_o,,12,no,,14,think,,
d_nikke_snowwhite_young_03_65,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_65,False,,13,13,1.0,,snowwhite_o,,12,no,,14,think,,
d_nikke_snowwhite_young_03_66,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_66,False,,13,13,1.0,,snowwhite_o,,12,no,,14,think,,
d_nikke_snowwhite_young_03_67,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_67,True,,13,13,1.0,,liliweiss,,12,no,,14,idle,,
d_nikke_snowwhite_young_03_68,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_68,True,,13,13,1.0,,liliweiss,,12,no,,14,idle,,
d_nikke_snowwhite_young_03_69,d_nikke_snowwhite_young_03,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_69,False,,13,S_120,1.0,,,,12,no,,14,idle,,
d_nikke_snowwhite_young_03_70,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_70,False,,S_120,S_120,1.0,,snowwhite_o,,12,surprise,,14,idle,,
d_nikke_snowwhite_young_03_71,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_71,True,,S_120,S_120,1.0,,liliweiss,,12,surprise,,14,delight,,
d_nikke_snowwhite_young_03_72,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_72,False,,S_120,S_120,1.0,none,snowwhite_o,,12,shy,,14,delight,,
d_nikke_snowwhite_young_03_73,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_73,True,,S_120,13,1.0,bgm_story_backtonormal,liliweiss,,12,shy,,14,idle,,
d_nikke_snowwhite_young_03_74,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_74,True,,13,13,1.0,,liliweiss,,12,shy,,14,idle,,
d_nikke_snowwhite_young_03_75,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_75,True,,13,13,1.0,,liliweiss,,12,shy,,14,idle,,
d_nikke_snowwhite_young_03_76,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_76,True,,13,13,1.0,,snowwhite_o,,12,shy,,14,idle,,
d_nikke_snowwhite_young_03_77,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_77,True,,13,13,1.0,,liliweiss,,12,shy,,14,idle,,
d_nikke_snowwhite_young_03_78,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_78,True,,13,13,1.0,,liliweiss,,12,shy,,14,idle,,
d_nikke_snowwhite_young_03_79,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_79,True,,13,13,1.0,,snowwhite_o,,12,shy,,14,idle,,
d_nikke_snowwhite_young_03_80,d_nikke_snowwhite_young_03,Narration,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_80,False,,12,S_120,0.6,,,,12,shy,,14,idle,sfx_scn_hungry,
d_nikke_snowwhite_young_03_81,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_81,False,,S_120,S_120,1.0,,snowwhite_o,,12,surprise,,14,idle,,
d_nikke_snowwhite_young_03_82,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_82,True,,S_120,13,1.0,,liliweiss,,12,surprise,,14,idle,,
d_nikke_snowwhite_young_03_83,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_83,True,,13,13,1.0,,snowwhite_o,,12,surprise,,14,idle,,
d_nikke_snowwhite_young_03_84,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_84,True,,13,13,1.0,,liliweiss,,12,surprise,,14,idle,,
d_nikke_snowwhite_young_03_85,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_85,True,,13,13,1.0,,liliweiss,,12,surprise,,14,idle,,
d_nikke_snowwhite_young_03_86,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_86,False,,13,S_120,1.0,,snowwhite_o,,12,shy,,14,idle,,
d_nikke_snowwhite_young_03_87,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_87,True,,S_120,S_120,1.0,,liliweiss,,12,shy,,14,idle,,
d_nikke_snowwhite_young_03_88,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_88,True,,S_120,S_120,1.0,,liliweiss,,12,shy,,14,idle,,
d_nikke_snowwhite_young_03_89,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_89,True,,S_120,S_120,1.0,,liliweiss,,12,shy,,14,idle,,
d_nikke_snowwhite_young_03_90,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_90,True,,S_120,S_120,1.0,,liliweiss,,12,shy,,14,idle,,
d_nikke_snowwhite_young_03_91,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_91,False,,S_120,S_1200,1.0,,snowwhite_o,,12,special,,14,idle,,
d_nikke_snowwhite_young_03_92,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_92,True,,S_1200,S_1200,1.0,,liliweiss,,12,special,,14,idle,,
d_nikke_snowwhite_young_03_93,d_nikke_snowwhite_young_03,Narration,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_93,False,,S_1200,S_1200,1.0,,,,12,special,,14,idle,,
d_nikke_snowwhite_young_03_94,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_94,True,,S_1200,S_1200,1.0,,snowwhite_o,,12,special,,14,idle,,
d_nikke_snowwhite_young_03_95,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_95,True,,S_1200,S_1200,1.0,,liliweiss,,12,special,,14,delight,,
d_nikke_snowwhite_young_03_96,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_96,True,,S_1200,S_1200,1.0,,liliweiss,,12,special,,14,delight,,
d_nikke_snowwhite_young_03_97,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_97,True,,S_1200,S_1200,1.0,,snowwhite_o,,12,special,,14,delight,,
d_nikke_snowwhite_young_03_98,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_98,True,,S_1200,S_1200,1.0,,liliweiss,,12,special,,14,delight,,
d_nikke_snowwhite_young_03_99,d_nikke_snowwhite_young_03,Narration,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_99,False,,S_1200,S_1200,1.0,,,,12,special,,14,idle,,
d_nikke_snowwhite_young_03_100,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_100,True,,S_1200,S_1200,1.0,,snowwhite_o,,12,special,,14,idle,,
d_nikke_snowwhite_young_03_101,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_101,True,,S_1200,13,1.0,,snowwhite_o,,12,sad,,14,idle,,
d_nikke_snowwhite_young_03_102,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_102,True,,13,13,1.0,,snowwhite_o,,12,sad,,14,idle,,
d_nikke_snowwhite_young_03_103,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_103,True,,13,140,1.0,,liliweiss,,12,sad,,14,idle,,
d_nikke_snowwhite_young_03_104,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_104,True,,140,140,1.0,,liliweiss,,12,sad,,14,idle,,
d_nikke_snowwhite_young_03_105,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_105,True,,140,140,1.0,,liliweiss,,12,sad,,14,idle,,
d_nikke_snowwhite_young_03_106,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_106,True,,140,140,1.0,,liliweiss,,12,sad,,14,idle,,
d_nikke_snowwhite_young_03_107,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_107,False,,140,140,1.0,,snowwhite_o,,12,surprise,,14,idle,,
d_nikke_snowwhite_young_03_108,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_108,True,,140,140,1.0,,liliweiss,,12,surprise,,14,idle,,
d_nikke_snowwhite_young_03_109,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_109,True,,140,140,1.0,,liliweiss,,12,surprise,,14,idle,,
d_nikke_snowwhite_young_03_110,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_110,True,,140,140,1.0,,liliweiss,,12,surprise,,14,idle,,
d_nikke_snowwhite_young_03_111,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_111,True,,140,140,1.0,,liliweiss,,12,surprise,,14,idle,,
d_nikke_snowwhite_young_03_112,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_112,True,,140,13,1.0,,snowwhite_o,,12,shy,,14,idle,,
d_nikke_snowwhite_young_03_113,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_113,True,,13,13,1.0,,liliweiss,,12,shy,,14,delight,,
d_nikke_snowwhite_young_03_114,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_114,True,,13,13,1.0,,liliweiss,,12,shy,,14,delight,,
d_nikke_snowwhite_young_03_115,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_115,True,,13,13,1.0,,liliweiss,,12,shy,,14,delight,,
d_nikke_snowwhite_young_03_116,d_nikke_snowwhite_young_03,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_116,True,,13,13,1.0,,snowwhite_o,,12,shy,,14,delight,,
d_nikke_snowwhite_young_03_117,d_nikke_snowwhite_young_03,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_117,False,,13,140,1.0,,,,12,shy,,14,delight,,
d_nikke_snowwhite_young_03_118,d_nikke_snowwhite_young_03,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_03_118,True,,140,140,1.0,,liliweiss,,12,shy,,14,delight,,
