id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,jump_target,set_camera_shake,fade,characters/0/hide_char_id
d_nikke_bay_04_26,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_26,False,,1,surprise,,5,5,1.0,,,,,,,
d_nikke_bay_04_27,d_nikke_bay_04,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_04_27,False,,1,surprise,,5,5,1.0,,,sfx_scn_remotesignal,,,,
d_nikke_bay_04_28,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_28,False,,1,surprise,,5,5,1.0,,wavedoll,,,,,
d_nikke_bay_04_29,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_29,False,,1,surprise,,5,5,1.0,,,,,,,
d_nikke_bay_04_30,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_30,False,,1,surprise,,5,10,1.0,,bay,,,,,
d_nikke_bay_04_31,d_nikke_bay_04,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_04_31,False,,1,surprise,,10,10,1.0,,,sfx_scn_remotesignal,,,,
d_nikke_bay_04_32,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_32,False,,1,surprise,,10,10,1.0,,cheerdoll,,,,,
d_nikke_bay_04_33,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_33,False,,1,surprise,,10,10,1.0,,,,,,,
d_nikke_bay_04_34,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_34,False,,1,idle,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_35,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_35,True,,1,idle,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_36,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_36,True,,1,idle,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_37,d_nikke_bay_04,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_04_37,False,,1,idle,,black,black,1.0,,,,,,,
d_nikke_bay_04_38,d_nikke_bay_04,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_04_38,False,,1,idle,,black,black,1.0,,,,,,,
d_nikke_bay_04_39,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_39,True,,1,idle,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_40,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_40,True,,1,idle,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_41,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_41,True,,1,delight,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_42,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_42,True,,1,delight,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_43,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_43,True,,1,delight,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_44,d_nikke_bay_04,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_04_44,False,,1,delight,,black,black,1.0,,,,,,,
d_nikke_bay_04_45,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_45,True,,1,delight,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_46,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_46,True,,1,delight,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_47,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_47,True,,1,idle,,10,100,1.0,,bay,,,,,
d_nikke_bay_04_48,d_nikke_bay_04,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_04_48,False,,1,idle,,100,100,1.0,,,,,,,
d_nikke_bay_04_49,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_49,True,,1,sad,,100,100,1.0,,bay,,,,,
d_nikke_bay_04_50,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_50,True,,1,sad,,100,10,1.0,,bay,,,,,
d_nikke_bay_04_51,d_nikke_bay_04,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_04_51,False,,1,sad,,10,10,1.0,,,,,,,
d_nikke_bay_04_52,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_52,False,,1,sad,,10,10,1.0,,,,,,,
d_nikke_bay_04_53,d_nikke_bay_04,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_04_53,False,,1,sad,,10,10,1.0,,,sfx_scn_remotesignal,,,,
d_nikke_bay_04_54,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_54,False,,1,sad,,10,10,1.0,,dancedoll,,,,,
d_nikke_bay_04_55,d_nikke_bay_04,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_04_55,False,,1,sad,,10,10,1.0,,,sfx_scn_remotesignal,,,,
d_nikke_bay_04_56,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_56,False,,1,sad,,10,10,1.0,,cheerdoll,,,,,
d_nikke_bay_04_57,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_57,True,,1,sad,,10,100,1.0,,bay,,,,,
d_nikke_bay_04_58,d_nikke_bay_04,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_04_58,False,,1,sad,,black,black,1.0,,,,,,,
d_nikke_bay_04_59,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_59,False,,1,sad,,100,100,1.0,,,,,,,
d_nikke_bay_04_60,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_60,True,,1,sad,,100,100,1.0,,bay,,,,,
d_nikke_bay_04_61,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_61,False,,1,sad,,100,100,1.0,,,,,,,
d_nikke_bay_04_62,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_62,True,,1,idle,,100,100,1.0,,bay,,,,,
d_nikke_bay_04_63,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_63,False,,1,idle,,100,100,1.0,,,,,,,
d_nikke_bay_04_64,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_64,True,,1,surprise,,100,100,1.0,,bay,,,,,
d_nikke_bay_04_65,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_65,True,,1,surprise,,100,100,1.0,,bay,,,,,
d_nikke_bay_04_66,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_66,False,,1,surprise,,100,100,1.0,,,,,,,
d_nikke_bay_04_67,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_67,False,,1,surprise,,100,100,1.0,,,,,,,
d_nikke_bay_04_68,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_68,True,,1,surprise,,100,10,1.0,,bay,,,,,
d_nikke_bay_04_69,d_nikke_bay_04,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_04_69,False,,1,surprise,,10,10,1.0,,,,,,,
d_nikke_bay_04_70,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_70,False,,1,idle,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_71,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_71,True,,1,idle,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_72,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_72,True,,1,idle,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_73,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_73,False,,1,idle,,10,10,1.0,,,,,,,
d_nikke_bay_04_74,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_74,True,,1,idle,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_75,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_75,True,,1,idle,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_76,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_76,True,,1,idle,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_77,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_77,True,,1,idle,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_78,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_78,True,,1,idle,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_79,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_79,False,,1,idle,,10,10,1.0,,,,,,,
d_nikke_bay_04_80,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_80,False,,1,idle,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_81,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_81,True,,1,idle,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_82,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_82,False,,1,idle,,10,10,1.0,,,,,,,
d_nikke_bay_04_83,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_83,True,,1,surprise,,10,100,1.0,,bay,,,,,
d_nikke_bay_04_84,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_84,False,,1,surprise,,100,100,1.0,,,,,,,
d_nikke_bay_04_85,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_85,True,,1,idle,,100,100,1.0,,bay,,,,,
d_nikke_bay_04_86,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_86,True,,1,idle,,100,100,1.0,,bay,,,,,
d_nikke_bay_04_87,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_87,True,,1,idle,,100,100,1.0,,bay,,,,,
d_nikke_bay_04_88,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_88,False,,1,idle,,100,100,1.0,,,,,,,
d_nikke_bay_04_89,d_nikke_bay_04,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_04_89,False,,1,idle,,100,100,1.0,,,,,,,
d_nikke_bay_04_90,d_nikke_bay_04,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_04_90,False,,1,idle,,100,100,1.0,,,,,,,
d_nikke_bay_04_91,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_91,True,,1,idle,,100,100,1.0,,bay,,,,,
d_nikke_bay_04_92,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_92,False,,1,idle,,100,100,1.0,,,,,,,
d_nikke_bay_04_93,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_93,True,,1,idle,,100,100,1.0,,bay,,,,,
d_nikke_bay_04_94,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_94,True,,1,idle,,100,100,1.0,,bay,,,,,
d_nikke_bay_04_95,d_nikke_bay_04,Choice,bay,Locale_NikkeEpisode:d_nikke_bay_04_95,False,,1,idle,,100,100,1.0,,,,d_nikke_bay_04_97,,,
d_nikke_bay_04_96,d_nikke_bay_04,Choice,bay,Locale_NikkeEpisode:d_nikke_bay_04_96,False,,1,idle,,100,100,1.0,,,,d_nikke_bay_04_97,,,
d_nikke_bay_04_97,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_97,True,,1,surprise,,100,10,1.0,,bay,,,,,
d_nikke_bay_04_98,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_98,False,,1,surprise,,10,10,1.0,,,,,,,
d_nikke_bay_04_99,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_99,True,,1,surprise,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_100,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_100,False,,1,surprise,,10,10,1.0,,,,,,,
d_nikke_bay_04_101,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_101,True,,1,idle,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_102,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_102,False,,1,idle,,10,10,1.0,,,,,,,
d_nikke_bay_04_103,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_103,True,,1,idle,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_104,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_104,True,,1,idle,,10,100,1.0,,bay,,,,,
d_nikke_bay_04_105,d_nikke_bay_04,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_04_105,False,,1,idle,,black,black,1.0,,,,,,,
d_nikke_bay_04_106,d_nikke_bay_04,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_04_106,False,,1,idle,,black,black,1.0,,,,,,,
d_nikke_bay_04_107,d_nikke_bay_04,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_04_107,False,,1,idle,,black,black,1.0,,,sfx_scn_heavytrip,,,,
d_nikke_bay_04_108,d_nikke_bay_04,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_04_108,False,,1,idle,,black,black,1.0,,,,,,,
d_nikke_bay_04_109,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_109,False,,1,idle,,100,100,1.0,,,,,,,
d_nikke_bay_04_110,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_110,True,,1,idle,,100,100,1.0,,bay,,,,,
d_nikke_bay_04_111,d_nikke_bay_04,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_04_111,False,,1,idle,,100,100,1.0,,,,,,,
d_nikke_bay_04_112,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_112,True,,1,sad,,100,100,1.0,,bay,,,,,
d_nikke_bay_04_113,d_nikke_bay_04,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_04_113,False,,1,sad,,100,100,1.0,,,,,,,
d_nikke_bay_04_114,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_114,False,,1,sad,,100,100,1.0,,,,,,,
d_nikke_bay_04_115,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_115,False,,1,sad,,100,100,1.0,,,,,,,
d_nikke_bay_04_116,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_116,True,,1,worry,,100,100,1.0,,bay,,,,,
d_nikke_bay_04_117,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_117,False,,1,worry,,100,100,1.0,,,,,,,
d_nikke_bay_04_118,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_118,False,,1,worry,,100,100,1.0,,,,,,,
d_nikke_bay_04_119,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_119,True,,1,sad,,100,100,1.0,,bay,,,,,
d_nikke_bay_04_120,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_120,False,,1,sad,,100,100,1.0,,,,,,,
d_nikke_bay_04_121,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_121,True,,1,sad,,100,100,1.0,,bay,,,,,
d_nikke_bay_04_122,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_122,False,,1,sad,,100,100,1.0,,bay,,,,,
d_nikke_bay_04_123,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_123,False,,1,sad,,100,100,1.0,,,,,,,
d_nikke_bay_04_124,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_124,True,,1,sad,,100,10,1.0,,bay,,,,,
d_nikke_bay_04_125,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_125,True,,1,sad,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_126,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_126,False,,1,sad,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_127,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_127,True,,1,sad,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_128,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_128,False,,1,sad,,10,10,1.0,,,,,,,
d_nikke_bay_04_129,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_129,False,,1,sad,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_130,d_nikke_bay_04,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_04_130,False,,1,sad,,black,black,1.0,,,sfx_scn_remotesignal,,,,
d_nikke_bay_04_131,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_131,False,,1,surprise,,10,100,1.0,,bay,,,,,
d_nikke_bay_04_132,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_132,False,,1,surprise,,100,100,1.0,,,,,,,
d_nikke_bay_04_133,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_133,False,,1,surprise,,100,100,1.0,,dancedoll,,,,,
d_nikke_bay_04_134,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_134,False,,1,surprise,,100,100,1.0,,wavedoll,,,,,
d_nikke_bay_04_135,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_135,False,,1,surprise,,100,100,1.0,,bay,,,,,
d_nikke_bay_04_136,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_136,False,,1,surprise,,100,100,1.0,,,,,,,
d_nikke_bay_04_137,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_137,False,,1,surprise,,100,100,1.0,,cheerdoll,,,,,
d_nikke_bay_04_138,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_138,True,,1,surprise,,100,10,1.0,,bay,,,,,
d_nikke_bay_04_139,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_139,False,,1,surprise,,10,10,1.0,,,,,,,
d_nikke_bay_04_140,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_140,False,,1,surprise,,10,10,1.0,,,,,,,
d_nikke_bay_04_141,d_nikke_bay_04,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_04_141,False,,1,surprise,,black,black,1.0,,,,,,,
d_nikke_bay_04_142,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_142,False,,1,surprise,,10,10,1.0,,,,,,,
d_nikke_bay_04_143,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_143,True,,1,idle,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_144,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_144,False,,1,idle,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_145,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_145,True,,1,idle,,10,100,1.0,,bay,,,,,
d_nikke_bay_04_146,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_146,True,,1,idle,,100,100,1.0,,bay,,,,,
d_nikke_bay_04_147,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_147,True,,1,idle,,100,100,1.0,,bay,,,,,
d_nikke_bay_04_148,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_148,True,,1,idle,,100,100,1.0,,bay,,,,,
d_nikke_bay_04_149,d_nikke_bay_04,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_04_149,False,,1,idle,,black,black,1.0,,,,,,,
d_nikke_bay_04_150,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_150,True,,1,idle,,10,10,1.0,,bay,,,,,
d_nikke_bay_04_151,d_nikke_bay_04,Self,bay,Locale_NikkeEpisode:d_nikke_bay_04_151,False,,1,idle,,10,10,1.0,,,,,,,
d_nikke_bay_04_152,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_152,False,,1,idle,,10,10,1.0,,dancedoll,,,,,
d_nikke_bay_04_153,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_153,False,,1,idle,,10,10,1.0,,wavedoll,,,,,
d_nikke_bay_04_154,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_154,False,,1,idle,,10,10,1.0,,cheerdoll,,,,,
d_nikke_bay_04_155,d_nikke_bay_04,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_04_155,False,,1,idle,,10,10,1.0,,,,,,,
d_nikke_bay_04_156,d_nikke_bay_04,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_04_156,False,,1,idle,,black,black,1.0,,,sfx_scn_heavytrip,,,,
d_nikke_bay_04_157,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_157,True,,1,sad,,100,100,1.0,,bay,,,,,
d_nikke_bay_04_158,d_nikke_bay_04,Narration,bay,Locale_NikkeEpisode:d_nikke_bay_04_158,False,,1,idle,,black,black,1.0,,,sfx_scn_heavytrip,,,,
d_nikke_bay_04_159,d_nikke_bay_04,Speech,bay,Locale_NikkeEpisode:d_nikke_bay_04_159,True,,1,worry,,100,100,1.0,,bay,,,Low_2,,
d_nikke_bay_04_160,d_nikke_bay_04,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_04_160,False,,1,idle,,black,black,1.0,,,,,,black,
d_nikke_bay_04_161,d_nikke_bay_04,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_04_161,False,,1,idle,,black,black,1.0,,,,,,,
d_nikke_bay_04_162,d_nikke_bay_04,Monologue,bay,Locale_NikkeEpisode:d_nikke_bay_04_162,False,,1,idle,,black,black,1.0,,,,,,,bay
