id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,fade,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id
d_nikke_helm_04_40,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_40,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,
d_nikke_helm_04_41,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_41,True,,1,shy,,10,10,1.0,,,,,,,,,,,,,
d_nikke_helm_04_42,d_nikke_helm_04,Self,helm,,Locale_NikkeEpisode:d_nikke_helm_04_42,False,,1,shy,,10,10,1.0,,,,,,,,,,,,,
d_nikke_helm_04_43,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_43,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,
d_nikke_helm_04_44,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_44,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,
d_nikke_helm_04_45,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_45,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,
d_nikke_helm_04_46,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_46,True,,1,idle,,10,100,2.0,,,,,,,,,,,,,
d_nikke_helm_04_47,d_nikke_helm_04,Self,helm,,Locale_NikkeEpisode:d_nikke_helm_04_47,False,,1,idle,,100,100,1.0,,,,,,,,,,,,,
d_nikke_helm_04_48,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_48,True,,1,idle,,100,1,1.0,,,,,,,,,,,,,
d_nikke_helm_04_49,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_49,True,,1,idle,,1,1,1.0,,,,,,,,,,,,,
d_nikke_helm_04_50,d_nikke_helm_04,Choice,helm,,Locale_NikkeEpisode:d_nikke_helm_04_50,False,,1,idle,,1,1,1.0,,d_nikke_helm_04_52,,,,,,,,,,,
d_nikke_helm_04_51,d_nikke_helm_04,Choice,helm,,Locale_NikkeEpisode:d_nikke_helm_04_51,False,,1,idle,,1,1,1.0,,d_nikke_helm_04_52,,,,,,,,,,,
d_nikke_helm_04_52,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_52,True,,1,delight,,1,100,3.0,,,,,,,,,,,,,
d_nikke_helm_04_53,d_nikke_helm_04,Monologue,,,Locale_NikkeEpisode:d_nikke_helm_04_53,False,,1,delight,CommanderRoom,1,1,1.0,bgm_story_breakaway,,,black,helm,,,,,,,,
d_nikke_helm_04_54,d_nikke_helm_04,Monologue,,,Locale_NikkeEpisode:d_nikke_helm_04_54,False,,,,,1,1,1.0,,,,,,,,,,,,,
d_nikke_helm_04_55,d_nikke_helm_04,Monologue,,,Locale_NikkeEpisode:d_nikke_helm_04_55,False,,,,,1,1,1.0,,,,,,,,,,,,,
d_nikke_helm_04_56,d_nikke_helm_04,Monologue,,,Locale_NikkeEpisode:d_nikke_helm_04_56,False,,,,,1,1,1.0,,,,,,,,,,,,,
d_nikke_helm_04_57,d_nikke_helm_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_helm_04_57,True,rapi,13,idle,,1,1517,1.0,,,,,,anis,15,idle,neon,17,idle,,
d_nikke_helm_04_58,d_nikke_helm_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_helm_04_58,True,,13,idle,,1517,1517,1.0,,,,,,,15,idle,,17,surprise,,
d_nikke_helm_04_59,d_nikke_helm_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_helm_04_59,True,,13,idle,,1517,1315,1.0,,,,,,,15,idle,,17,surprise,,
d_nikke_helm_04_60,d_nikke_helm_04,Monologue,rapi,,Locale_NikkeEpisode:d_nikke_helm_04_60,False,,13,idle,,1315,1315,1.0,,,,,,,15,idle,,17,idle,,
d_nikke_helm_04_61,d_nikke_helm_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_helm_04_61,False,,13,idle,,1315,1315,1.0,,,,,,,15,no,,17,idle,,
d_nikke_helm_04_62,d_nikke_helm_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_helm_04_62,True,,13,idle,,1315,1315,1.0,,,,,,,15,idle,,17,idle,,
d_nikke_helm_04_63,d_nikke_helm_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_helm_04_63,True,,13,idle,,1315,1315,1.0,,,,,,,15,idle,,17,idle,,
d_nikke_helm_04_64,d_nikke_helm_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_helm_04_64,True,,13,idle,,1315,17,0.5,,,,,,,15,idle,,17,no,,
d_nikke_helm_04_65,d_nikke_helm_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_helm_04_65,True,,13,idle,,17,S_170,0.5,,,,,,,15,idle,,17,delight,,
d_nikke_helm_04_66,d_nikke_helm_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_helm_04_66,True,,13,idle,,S_170,150,1.0,,,,,,,15,delight,,17,delight,,
d_nikke_helm_04_67,d_nikke_helm_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_helm_04_67,True,,13,idle,,150,150,1.0,,,,,,,15,delight,,17,delight,,
d_nikke_helm_04_68,d_nikke_helm_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_helm_04_68,True,,13,think,CommanderRoom_n,1,1,1.0,,,,black,rapi,,15,delight,,17,delight,anis,neon
d_nikke_helm_04_69,d_nikke_helm_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_helm_04_69,True,,,,,1,1,1.0,,,,,,,,,,,,,
d_nikke_helm_04_70,d_nikke_helm_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_helm_04_70,True,,,,,1,1,1.0,,,,,,,,,,,,,
d_nikke_helm_04_71,d_nikke_helm_04,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_helm_04_71,True,,,,,1,1,1.0,,,,,,,,,,,,,
d_nikke_helm_04_72,d_nikke_helm_04,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_helm_04_72,True,,,,,1,1,1.0,,,,,,,,,,,,,
d_nikke_helm_04_73,d_nikke_helm_04,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_helm_04_73,True,,,,,1,1,1.0,,,,,,,,,,,,,
d_nikke_helm_04_74,d_nikke_helm_04,Narration,,,Locale_NikkeEpisode:d_nikke_helm_04_74,False,,,,CommanderRoom,1,1,1.0,none,,,,,,,,,,,,
d_nikke_helm_04_75,d_nikke_helm_04,Monologue,,,Locale_NikkeEpisode:d_nikke_helm_04_75,False,,,,,1,1,1.0,,,,,,,,,,,,,
d_nikke_helm_04_76,d_nikke_helm_04,Monologue,,,Locale_NikkeEpisode:d_nikke_helm_04_76,False,,,,,1,1,1.0,,,,,,,,,,,,,
d_nikke_helm_04_77,d_nikke_helm_04,Monologue,,,Locale_NikkeEpisode:d_nikke_helm_04_77,False,,,,,1,1,1.0,,,,,,,,,,,,,
d_nikke_helm_04_78,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_78,False,helm,1,idle,Restaurant,19,31,3.0,,,,black,,burningum,3,idle,,,,,
d_nikke_helm_04_79,d_nikke_helm_04,Speech,burningum,burningum,Locale_NikkeEpisode:d_nikke_helm_04_79,True,,1,idle,,31,31,1.0,,,,,,,3,idle,,,,,
d_nikke_helm_04_80,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_80,True,,1,idle,,31,31,1.0,,,,,,,3,idle,,,,,
d_nikke_helm_04_81,d_nikke_helm_04,Speech,burningum,burningum,Locale_NikkeEpisode:d_nikke_helm_04_81,True,,1,idle,,31,31,1.0,,,,,,,3,idle,,,,,
d_nikke_helm_04_82,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_82,False,,1,idle,,31,31,1.0,,,,,,,3,idle,,,,,
d_nikke_helm_04_83,d_nikke_helm_04,Self,helm,,Locale_NikkeEpisode:d_nikke_helm_04_83,False,,1,idle,,31,10,0.5,bgm_story_sundayintheark,,,,,,3,idle,,,,,
d_nikke_helm_04_84,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_84,True,,1,delight,,10,10,1.0,,,,,,,3,idle,,,,,
d_nikke_helm_04_85,d_nikke_helm_04,Self,helm,,Locale_NikkeEpisode:d_nikke_helm_04_85,False,,1,idle,,10,10,1.0,,,,,,,3,idle,,,,,
d_nikke_helm_04_86,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_86,True,,1,idle,,10,1,1.0,,,,,,,3,idle,,,,,
d_nikke_helm_04_87,d_nikke_helm_04,Self,helm,,Locale_NikkeEpisode:d_nikke_helm_04_87,False,,1,idle,,1,1,1.0,,,,,,,3,idle,,,,,
d_nikke_helm_04_88,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_88,True,,1,idle,,1,1,1.0,,,,,,,3,idle,,,,,
d_nikke_helm_04_89,d_nikke_helm_04,Speech,burningum,burningum,Locale_NikkeEpisode:d_nikke_helm_04_89,True,,1,idle,,1,31,1.0,,,,,,,3,idle,,,,,
d_nikke_helm_04_90,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_90,True,,1,delight,,31,31,1.0,,,,,,,3,idle,,,,,
d_nikke_helm_04_91,d_nikke_helm_04,Speech,burningum,burningum,Locale_NikkeEpisode:d_nikke_helm_04_91,True,,1,idle,,31,31,1.0,,,,,,,3,idle,,,,,
d_nikke_helm_04_92,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_92,True,,1,idle,,31,1,1.0,,,,,,,3,idle,,,,,
d_nikke_helm_04_93,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_93,True,,1,idle,,1,1,1.0,,,,,,,3,idle,,,,,
d_nikke_helm_04_94,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_94,True,,1,idle,,1,10,2.0,,,,,,,3,idle,,,,,
d_nikke_helm_04_95,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_95,True,,1,idle,,10,100,2.0,,,,,,,3,idle,,,,,
d_nikke_helm_04_96,d_nikke_helm_04,Monologue,,,Locale_NikkeEpisode:d_nikke_helm_04_96,False,,1,idle,none,1,1,1.0,,,,,helm,,3,idle,,,,burningum,
d_nikke_helm_04_97,d_nikke_helm_04,Monologue,,,Locale_NikkeEpisode:d_nikke_helm_04_97,False,,,,Ocean,1,1,1.0,bgm_story_armageddon,,,,,,,,,,,,
d_nikke_helm_04_98,d_nikke_helm_04,Monologue,,,Locale_NikkeEpisode:d_nikke_helm_04_98,False,,,,,1,1,1.0,,,,,,,,,,,,,
d_nikke_helm_04_99,d_nikke_helm_04,Monologue,,,Locale_NikkeEpisode:d_nikke_helm_04_99,False,,,,,1,1,1.0,,,,,,,,,,,,,
d_nikke_helm_04_100,d_nikke_helm_04,Monologue,,,Locale_NikkeEpisode:d_nikke_helm_04_100,False,,,,,1,1,1.0,,,,,,,,,,,,,
d_nikke_helm_04_101,d_nikke_helm_04,Monologue,,,Locale_NikkeEpisode:d_nikke_helm_04_101,False,,,,,1,1,1.0,,,,,,,,,,,,,
d_nikke_helm_04_102,d_nikke_helm_04,Monologue,,,Locale_NikkeEpisode:d_nikke_helm_04_102,False,,,,EzsUp,1,1,1.0,,,,,,,,,,,,,
d_nikke_helm_04_103,d_nikke_helm_04,Narration,,,Locale_NikkeEpisode:d_nikke_helm_04_103,False,,,,,1,1,1.0,,,sfx_scn_hitcan,,,,,,,,,,
d_nikke_helm_04_104,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_104,True,,,,,1,10,0.2,,,,,,,,,helm,1,angry,,
d_nikke_helm_04_105,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_105,True,,,,,10,10,1.0,,,,,,,,,,1,angry,,
d_nikke_helm_04_106,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_106,True,,,,,10,10,1.0,,,,,,,,,,1,angry,,
d_nikke_helm_04_107,d_nikke_helm_04,Speech,anisvoice,anisvoice,Locale_NikkeEpisode:d_nikke_helm_04_107,True,,,,,10,10,1.0,,,,,,,,,,1,angry,,
d_nikke_helm_04_108,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_108,True,,,,,10,10,1.0,,,,,,,,,,1,angry,,
d_nikke_helm_04_109,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_109,True,,,,,10,100,0.2,,,,,,,,,,1,angry,,
d_nikke_helm_04_110,d_nikke_helm_04,Narration,,,Locale_NikkeEpisode:d_nikke_helm_04_110,False,,,,EzsFull,100,100,1.0,,,sfx_scn_car,,,,,,,1,angry,,helm
d_nikke_helm_04_111,d_nikke_helm_04,Monologue,,,Locale_NikkeEpisode:d_nikke_helm_04_111,False,,,,,100,1,1.0,,,sfx_scn_torch,white,,,,,,,,,
d_nikke_helm_04_112,d_nikke_helm_04,Monologue,,,Locale_NikkeEpisode:d_nikke_helm_04_112,False,,,,,1,1,1.0,,,,,,,,,,,,,
d_nikke_helm_04_113,d_nikke_helm_04,Monologue,,,Locale_NikkeEpisode:d_nikke_helm_04_113,False,,,,,1,1,1.0,,,,,,,,,,,,,
d_nikke_helm_04_114,d_nikke_helm_04,Monologue,,,Locale_NikkeEpisode:d_nikke_helm_04_114,False,,,,,1,1,1.0,,,,,,,,,,,,,
d_nikke_helm_04_115,d_nikke_helm_04,Narration,,,Locale_NikkeEpisode:d_nikke_helm_04_115,False,,,,,1,1,1.0,,,sfx_scn_explosions,,,,,,,,,,
d_nikke_helm_04_116,d_nikke_helm_04,Monologue,,,Locale_NikkeEpisode:d_nikke_helm_04_116,False,,,,,1,1,1.0,,,,,,,,,,,,,
d_nikke_helm_04_117,d_nikke_helm_04,Speech,neonvoice,neonvoice,Locale_NikkeEpisode:d_nikke_helm_04_117,True,,,,,1,1,1.0,,,,,,,,,,,,,
d_nikke_helm_04_118,d_nikke_helm_04,Monologue,,,Locale_NikkeEpisode:d_nikke_helm_04_118,False,,,,EzsUp,1,1,1.0,,,,,,,,,helm,1,angry,,
d_nikke_helm_04_119,d_nikke_helm_04,Speech,rapivoice,rapivoice,Locale_NikkeEpisode:d_nikke_helm_04_119,True,,,,,1,1,1.0,,,,,,,,,,1,angry,,
d_nikke_helm_04_120,d_nikke_helm_04,Monologue,,,Locale_NikkeEpisode:d_nikke_helm_04_120,False,,,,none,1,1,1.0,none,,,,,,,,,1,angry,,helm
d_nikke_helm_04_121,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_121,False,helm,1,idle,Restaurant,31,31,1.0,,,,,,burningum,3,idle,,,,,
d_nikke_helm_04_122,d_nikke_helm_04,Speech,burningum,burningum,Locale_NikkeEpisode:d_nikke_helm_04_122,False,,1,idle,,31,31,1.0,,,,,,,3,idle,,,,,
d_nikke_helm_04_123,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_123,True,,1,idle,,31,10,2.0,,,,,,,3,idle,,,,,
d_nikke_helm_04_124,d_nikke_helm_04,Narration,helm,,Locale_NikkeEpisode:d_nikke_helm_04_124,False,,1,idle,,10,1,0.5,,,,,,,3,idle,,,,,
d_nikke_helm_04_125,d_nikke_helm_04,Monologue,helm,,Locale_NikkeEpisode:d_nikke_helm_04_125,False,,1,idle,,1,1,1.0,,,,,,,3,idle,,,,,
d_nikke_helm_04_126,d_nikke_helm_04,Speech,colorfulvip,colorfulvip,Locale_NikkeEpisode:d_nikke_helm_04_126,True,,1,idle,,1,19,0.5,,,,,,,3,idle,,,,,
d_nikke_helm_04_127,d_nikke_helm_04,Speech,solemnofficer,solemnofficer,Locale_NikkeEpisode:d_nikke_helm_04_127,True,,1,idle,,19,19,1.0,,,,,,,3,idle,,,,,
d_nikke_helm_04_128,d_nikke_helm_04,Speech,colorfulvip,colorfulvip,Locale_NikkeEpisode:d_nikke_helm_04_128,True,,1,idle,,19,19,1.0,,,,,,,3,idle,,,,,
d_nikke_helm_04_129,d_nikke_helm_04,Speech,solemnofficer,solemnofficer,Locale_NikkeEpisode:d_nikke_helm_04_129,True,,1,idle,,19,19,1.0,,,,,,,3,idle,,,,,
d_nikke_helm_04_130,d_nikke_helm_04,Speech,colorfulvip,colorfulvip,Locale_NikkeEpisode:d_nikke_helm_04_130,True,,1,idle,,19,19,1.0,,,,,,,3,idle,,,,,
d_nikke_helm_04_131,d_nikke_helm_04,Speech,solemnofficer,solemnofficer,Locale_NikkeEpisode:d_nikke_helm_04_131,True,,1,idle,,19,19,1.0,,,,,,,3,idle,,,,,
d_nikke_helm_04_132,d_nikke_helm_04,Narration,helm,,Locale_NikkeEpisode:d_nikke_helm_04_132,False,,1,idle,,1,10,0.2,,,sfx_scn_hitcan,,,,3,idle,,,,,
d_nikke_helm_04_133,d_nikke_helm_04,Speech,colorfulvip,colorfulvip,Locale_NikkeEpisode:d_nikke_helm_04_133,False,,1,idle,,10,10,1.0,,,,,,,3,idle,,,,,
d_nikke_helm_04_134,d_nikke_helm_04,Speech,solemnofficer,solemnofficer,Locale_NikkeEpisode:d_nikke_helm_04_134,False,,1,idle,,10,10,1.0,,,,,,,3,idle,,,,,
d_nikke_helm_04_135,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_135,True,,1,idle,,10,10,1.0,,,,,,,3,idle,,,,,
d_nikke_helm_04_136,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_136,True,,1,idle,,10,10,1.0,,,,,,,3,idle,,,,,
d_nikke_helm_04_137,d_nikke_helm_04,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_04_137,True,,1,idle,,10,100,1.0,,,,,,,3,idle,,,,,
