id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,jump_target
d_nikke_arcana_01_26,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_26,True,,L_10,L_100,1.3,,arcana,,1,angry,,
d_nikke_arcana_01_27,d_nikke_arcana_01,Choice,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_27,False,,L_100,L_100,1.0,,,,1,angry,,d_nikke_arcana_01_30
d_nikke_arcana_01_28,d_nikke_arcana_01,Choice,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_28,False,,L_100,L_100,1.0,,,,1,angry,,d_nikke_arcana_01_29
d_nikke_arcana_01_29,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_29,True,,L_100,L_100,1.0,,arcana,,1,surprise,,d_nikke_arcana_01_30
d_nikke_arcana_01_30,d_nikke_arcana_01,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_30,False,,L_100,L_100,1.0,,,,1,think,,
d_nikke_arcana_01_31,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_31,True,,L_100,L_100,1.0,,arcana,,1,think,,
d_nikke_arcana_01_32,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_32,True,,L_100,L_100,1.0,,arcana,,1,think,,
d_nikke_arcana_01_33,d_nikke_arcana_01,Narration,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_33,False,,L_100,L_100,1.0,,,,1,think,sfx_scn_write,
d_nikke_arcana_01_34,d_nikke_arcana_01,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_34,False,,L_100,L_100,1.0,,,,1,think,,
d_nikke_arcana_01_35,d_nikke_arcana_01,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_35,False,,L_100,L_100,1.0,,,,1,think,,
d_nikke_arcana_01_36,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_36,True,,L_100,L_10,1.0,,arcana,,1,idle,,
d_nikke_arcana_01_37,d_nikke_arcana_01,Monologue,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_37,False,,L_10,L_10,1.0,none,,,1,idle,,
d_nikke_arcana_01_38,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_38,True,,L_10,L_10,1.0,,arcana,,1,idle,,
d_nikke_arcana_01_39,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_39,True,,L_10,L_10,1.0,,arcana,,1,idle,,
d_nikke_arcana_01_40,d_nikke_arcana_01,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_40,False,,L_10,L_10,1.0,,,,1,idle,,
d_nikke_arcana_01_41,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_41,True,,L_10,L_10,1.0,bgm_story_languor,arcana,,1,smile,,
d_nikke_arcana_01_42,d_nikke_arcana_01,Choice,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_42,False,,L_10,L_10,1.0,,,,1,smile,,d_nikke_arcana_01_44
d_nikke_arcana_01_43,d_nikke_arcana_01,Choice,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_43,False,,L_10,L_10,1.0,,,,1,smile,,d_nikke_arcana_01_44
d_nikke_arcana_01_44,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_44,True,,L_10,L_10,1.0,,arcana,,1,smile,,
d_nikke_arcana_01_45,d_nikke_arcana_01,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_45,False,,L_10,L_10,1.0,,,,1,smile,,
d_nikke_arcana_01_46,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_46,True,,L_10,L_10,1.0,,arcana,,1,idle,,
d_nikke_arcana_01_47,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_47,True,,L_10,L_10,1.0,,arcana,,1,idle,,
d_nikke_arcana_01_48,d_nikke_arcana_01,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_48,False,,L_10,L_10,1.0,,,,1,idle,,
d_nikke_arcana_01_49,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_49,True,,L_10,L_10,1.0,,arcana,,1,idle,,
d_nikke_arcana_01_50,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_50,True,,L_10,L_10,1.0,,arcana,,1,idle,,
d_nikke_arcana_01_51,d_nikke_arcana_01,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_51,False,,L_10,L_10,1.0,,,,1,idle,,
d_nikke_arcana_01_52,d_nikke_arcana_01,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_52,False,,L_10,L_10,1.0,,,,1,idle,,
d_nikke_arcana_01_53,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_53,True,,L_10,L_10,1.0,,arcana,,1,think,,
d_nikke_arcana_01_54,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_54,False,,L_10,L_10,1.0,,arcana,,1,think,,
d_nikke_arcana_01_55,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_55,True,,L_10,L_10,1.0,,arcana,,1,delight,,
d_nikke_arcana_01_56,d_nikke_arcana_01,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_56,False,,L_10,L_10,1.0,,,,1,delight,,
d_nikke_arcana_01_57,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_57,True,,L_10,L_10,1.0,,arcana,,1,idle,,
d_nikke_arcana_01_58,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_58,True,,L_10,L_10,1.0,,arcana,,1,idle,,
d_nikke_arcana_01_59,d_nikke_arcana_01,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_59,False,,L_10,L_10,1.0,,,,1,idle,,
d_nikke_arcana_01_60,d_nikke_arcana_01,Monologue,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_60,False,,L_10,L_10,1.0,,,,1,idle,,
d_nikke_arcana_01_61,d_nikke_arcana_01,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_61,False,,L_10,L_10,1.0,,,,1,idle,,
d_nikke_arcana_01_62,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_62,True,,L_10,L_100,1.3,,arcana,,1,idle,,
d_nikke_arcana_01_63,d_nikke_arcana_01,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_63,False,,L_100,L_100,1.0,,,,1,idle,,
d_nikke_arcana_01_64,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_64,False,,L_100,L_100,1.0,,arcana,,1,idle,,
d_nikke_arcana_01_65,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_65,True,,L_100,L_100,1.0,,arcana,,1,surprise,,
d_nikke_arcana_01_66,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_66,True,,L_100,L_100,1.0,,arcana,,1,surprise,,
d_nikke_arcana_01_67,d_nikke_arcana_01,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_67,False,,L_100,L_100,1.0,,,,1,surprise,,
d_nikke_arcana_01_68,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_68,True,,L_100,L_100,1.0,,arcana,,1,idle,,
d_nikke_arcana_01_69,d_nikke_arcana_01,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_69,False,,L_100,L_100,1.0,,,,1,idle,,
d_nikke_arcana_01_70,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_70,True,,L_100,L_100,1.0,,arcana,,1,idle,,
d_nikke_arcana_01_71,d_nikke_arcana_01,Monologue,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_71,False,,L_100,L_10,1.3,,,,1,idle,,
d_nikke_arcana_01_72,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_72,True,,L_10,L_10,1.0,,arcana,,1,idle,,
d_nikke_arcana_01_73,d_nikke_arcana_01,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_73,False,,L_10,L_10,1.0,,,,1,idle,,
d_nikke_arcana_01_74,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_74,True,,L_10,L_10,1.0,,arcana,,1,idle,,
d_nikke_arcana_01_75,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_75,True,,L_10,L_10,,,arcana,,1,delight,,
d_nikke_arcana_01_76,d_nikke_arcana_01,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_76,False,,L_10,L_10,1.0,,,,1,delight,,
d_nikke_arcana_01_77,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_77,True,,L_10,L_10,1.0,,arcana,,1,delight,,
d_nikke_arcana_01_78,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_78,True,,L_10,L_10,1.0,,arcana,,1,idle,,
d_nikke_arcana_01_79,d_nikke_arcana_01,Monologue,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_79,False,,black,black,1.0,,,,1,idle,sfx_scn_carddraw,
d_nikke_arcana_01_80,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_80,True,,L_10,L_10,1.0,,arcana,,1,surprise,,
d_nikke_arcana_01_81,d_nikke_arcana_01,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_81,False,,L_10,L_10,1.0,,,,1,surprise,,
d_nikke_arcana_01_82,d_nikke_arcana_01,Monologue,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_82,False,,L_10,L_10,1.0,,,,1,surprise,,
d_nikke_arcana_01_83,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_83,True,,L_10,L_100,1.3,,arcana,,1,shy,,
d_nikke_arcana_01_84,d_nikke_arcana_01,Choice,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_84,False,,L_100,L_100,1.0,,,,1,shy,,d_nikke_arcana_01_86
d_nikke_arcana_01_85,d_nikke_arcana_01,Choice,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_85,False,,L_100,L_100,1.0,,,,1,shy,,d_nikke_arcana_01_86
d_nikke_arcana_01_86,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_86,True,,L_100,L_100,1.3,,arcana,,1,idle,,
d_nikke_arcana_01_87,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_87,True,,L_100,L_100,1.0,,arcana,,1,idle,,
d_nikke_arcana_01_88,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_88,True,,L_100,L_100,1.0,,arcana,,1,idle,,
d_nikke_arcana_01_89,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_89,True,,L_100,L_100,1.0,,arcana,,1,idle,,
d_nikke_arcana_01_90,d_nikke_arcana_01,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_90,False,,L_100,L_100,1.0,,,,1,idle,,
d_nikke_arcana_01_91,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_91,True,,L_100,L_100,1.0,,arcana,,1,idle,,
d_nikke_arcana_01_92,d_nikke_arcana_01,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_92,False,,L_100,L_100,1.0,,,,1,idle,,
d_nikke_arcana_01_93,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_93,True,,L_100,L_100,1.0,,arcana,,1,idle,,
d_nikke_arcana_01_94,d_nikke_arcana_01,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_94,False,,L_100,L_100,1.0,,,,1,idle,,
d_nikke_arcana_01_95,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_95,True,,L_100,L_100,1.0,,arcana,,1,angry,,
d_nikke_arcana_01_96,d_nikke_arcana_01,Monologue,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_96,False,,black,black,1.0,,,,1,idle,sfx_scn_card_2,
d_nikke_arcana_01_97,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_97,True,,L_100,L_100,1.0,,arcana,,1,idle,,
d_nikke_arcana_01_98,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_98,True,,L_100,L_100,1.0,,arcana,,1,idle,,
d_nikke_arcana_01_99,d_nikke_arcana_01,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_99,False,,L_100,L_100,1.0,,,,1,idle,,
d_nikke_arcana_01_100,d_nikke_arcana_01,Monologue,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_100,False,,black,black,1.0,none,,,1,idle,sfx_scn_carddraw,
d_nikke_arcana_01_101,d_nikke_arcana_01,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_101,False,,L_100,L_100,1.0,,,,1,think,,
d_nikke_arcana_01_102,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_102,False,,L_100,L_100,1.0,,arcana,,1,think,,
d_nikke_arcana_01_103,d_nikke_arcana_01,Monologue,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_103,False,,L_100,L_100,1.0,,,,1,think,,
d_nikke_arcana_01_104,d_nikke_arcana_01,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_104,False,,L_100,L_100,1.0,,,,1,think,,
d_nikke_arcana_01_105,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_105,True,,L_100,L_100,1.0,,arcana,,1,surprise,,
d_nikke_arcana_01_106,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_106,True,,L_100,L_100,1.0,,arcana,,1,think,,
d_nikke_arcana_01_107,d_nikke_arcana_01,Monologue,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_107,False,,L_100,L_10,1.3,,,,1,think,,
d_nikke_arcana_01_108,d_nikke_arcana_01,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_108,False,,L_10,L_10,1.0,,,,1,think,,
d_nikke_arcana_01_109,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_109,True,,L_10,L_10,1.0,,arcana,,1,think,,
d_nikke_arcana_01_110,d_nikke_arcana_01,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_110,False,,L_10,L_10,1.0,,,,1,think,,
d_nikke_arcana_01_111,d_nikke_arcana_01,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_01_111,True,,L_10,L_10,1.0,,arcana,,1,idle,,
