id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,jump_target,set_filter_01,set_filter_02,characters/0/hide_char_id,set_object,set_object_position
treasurestory_diesel_06_40,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_40,True,,10,10,1.0,,diesel,diesel,,1,idle,,,,,,,
treasurestory_diesel_06_41,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_41,True,,10,10,1.0,,diesel,diesel,,1,worry,,,,,,,
treasurestory_diesel_06_42,treasurestory_diesel_06,Monologue,Locale_NikkeEpisode:treasurestory_diesel_06_42,False,,10,10,1.0,,diesel,,,1,worry,,,,,,,
treasurestory_diesel_06_43,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_43,True,,10,100,1.0,none,diesel,diesel,,1,shy,,,,,,,
treasurestory_diesel_06_44,treasurestory_diesel_06,Self,Locale_NikkeEpisode:treasurestory_diesel_06_44,False,,100,100,1.0,,diesel,,,1,shy,,,,,,,
treasurestory_diesel_06_45,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_45,True,,100,100,1.0,,diesel,diesel,,1,shy,,,,,,,
treasurestory_diesel_06_46,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_46,True,,100,100,1.0,,diesel,diesel,,1,shy,,,,,,,
treasurestory_diesel_06_47,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_47,True,,100,100,1.0,,diesel,diesel,,1,shy,,,,,,,
treasurestory_diesel_06_48,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_48,True,,100,100,1.0,,diesel,diesel,,1,shy,,,,,,,
treasurestory_diesel_06_49,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_49,True,,100,100,1.0,,diesel,diesel,,1,shy,,,,,,,
treasurestory_diesel_06_50,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_50,True,,100,100,1.0,,diesel,diesel,,1,shy,,,,,,,
treasurestory_diesel_06_51,treasurestory_diesel_06,Self,Locale_NikkeEpisode:treasurestory_diesel_06_51,False,,100,100,1.0,,diesel,,,1,shy,,,,,,,
treasurestory_diesel_06_52,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_52,True,,100,100,1.0,,diesel,diesel,,1,shy,,,,,,,
treasurestory_diesel_06_53,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_53,True,,100,100,1.0,,diesel,diesel,,1,shy,,,,,,,
treasurestory_diesel_06_54,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_54,True,,100,100,1.0,,diesel,diesel,,1,shy,,,,,,,
treasurestory_diesel_06_55,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_55,True,,100,100,1.0,,diesel,diesel,,1,shy,,,,,,,
treasurestory_diesel_06_56,treasurestory_diesel_06,Self,Locale_NikkeEpisode:treasurestory_diesel_06_56,False,,100,100,1.0,,diesel,,,1,shy,,,,,,,
treasurestory_diesel_06_57,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_57,True,,100,10,1.0,,diesel,diesel,,1,delight,,,,,,,
treasurestory_diesel_06_58,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_58,True,,10,10,1.0,,diesel,diesel,,1,idle,,,,,,,
treasurestory_diesel_06_59,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_59,True,,10,10,1.0,,diesel,diesel,,1,idle,,,,,,,
treasurestory_diesel_06_60,treasurestory_diesel_06,Self,Locale_NikkeEpisode:treasurestory_diesel_06_60,False,,10,10,1.0,,diesel,,,1,idle,,,,,,,
treasurestory_diesel_06_61,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_61,True,,10,10,1.0,,diesel,diesel,,1,delight,,,,,,,
treasurestory_diesel_06_62,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_62,True,,10,10,1.0,,diesel,diesel,,1,delight,,,,,,,
treasurestory_diesel_06_63,treasurestory_diesel_06,Self,Locale_NikkeEpisode:treasurestory_diesel_06_63,False,,10,10,1.0,bgm_story_shapeofhope,diesel,,,1,surprise,,,,,,,
treasurestory_diesel_06_64,treasurestory_diesel_06,Self,Locale_NikkeEpisode:treasurestory_diesel_06_64,False,,10,10,1.0,,diesel,,,1,surprise,,,,,,,
treasurestory_diesel_06_65,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_65,True,,10,10,1.0,,diesel,diesel,,1,surprise,,,,,,,
treasurestory_diesel_06_66,treasurestory_diesel_06,Self,Locale_NikkeEpisode:treasurestory_diesel_06_66,False,,10,10,1.0,,diesel,,,1,surprise,,,,,,,
treasurestory_diesel_06_67,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_67,True,,10,10,1.0,,diesel,diesel,,1,worry,,,,,,,
treasurestory_diesel_06_68,treasurestory_diesel_06,Self,Locale_NikkeEpisode:treasurestory_diesel_06_68,False,,10,10,1.0,,diesel,,,1,worry,,,,,,,
treasurestory_diesel_06_69,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_69,True,,10,10,1.0,,diesel,diesel,,1,worry,,,,,,,
treasurestory_diesel_06_70,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_70,True,,10,100,1.0,,diesel,diesel,,1,delight,,,,,,,
treasurestory_diesel_06_71,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_71,True,,100,100,1.0,,diesel,diesel,,1,delight,,,,,,,
treasurestory_diesel_06_72,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_72,True,,100,100,1.0,,diesel,diesel,,1,idle,,,,,,,
treasurestory_diesel_06_73,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_73,True,,100,100,1.0,,diesel,diesel,,1,idle,,,,,,,
treasurestory_diesel_06_74,treasurestory_diesel_06,Narration,Locale_NikkeEpisode:treasurestory_diesel_06_74,False,,black,black,1.0,,diesel,,,1,idle,,,,,,,
treasurestory_diesel_06_75,treasurestory_diesel_06,Monologue,Locale_NikkeEpisode:treasurestory_diesel_06_75,False,,100,100,1.0,,diesel,,,1,idle,,,,,,,
treasurestory_diesel_06_76,treasurestory_diesel_06,Monologue,Locale_NikkeEpisode:treasurestory_diesel_06_76,False,,100,10,1.0,,diesel,,,1,idle,,,,,,,
treasurestory_diesel_06_77,treasurestory_diesel_06,Self,Locale_NikkeEpisode:treasurestory_diesel_06_77,False,,10,10,1.0,,diesel,,,1,idle,,,,,,,
treasurestory_diesel_06_78,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_78,True,,10,10,1.0,,diesel,diesel,,1,delight,,,,,,,
treasurestory_diesel_06_79,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_79,True,,10,10,1.0,,diesel,diesel,,1,delight,,,,,,,
treasurestory_diesel_06_80,treasurestory_diesel_06,Narration,Locale_NikkeEpisode:treasurestory_diesel_06_80,False,,10,10,1.0,none,diesel,,,1,delight,sfx_scn_button,,,,,,
treasurestory_diesel_06_81,treasurestory_diesel_06,Narration,Locale_NikkeEpisode:treasurestory_diesel_06_81,False,,black,black,1.0,bgm_story_weare,diesel,,,1,idle,sfx_scn_movingrobot,,,,,,
treasurestory_diesel_06_82,treasurestory_diesel_06,Narration,Locale_NikkeEpisode:treasurestory_diesel_06_82,False,,10,10,1.0,,diesel,,,1,worry,,,,,,,
treasurestory_diesel_06_83,treasurestory_diesel_06,Monologue,Locale_NikkeEpisode:treasurestory_diesel_06_83,False,,10,10,1.0,,diesel,,,1,worry,sfx_scn_trainrun,,,,,,
treasurestory_diesel_06_84,treasurestory_diesel_06,Monologue,Locale_NikkeEpisode:treasurestory_diesel_06_84,False,,10,10,1.0,,diesel,,,1,worry,,,,,,,
treasurestory_diesel_06_85,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_85,True,,10,10,1.0,,diesel,diesel,,1,shy,,,,,,,
treasurestory_diesel_06_86,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_86,False,AZXIn,black,black,1.0,,diesel,boy,,1,shy,,,Grey,Blur_Low,,,
treasurestory_diesel_06_87,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_87,True,,10,10,1.0,,diesel,diesel,,1,delight,,,Grey,Blur_Low,,,
treasurestory_diesel_06_88,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_88,False,,10,10,1.0,,diesel,boy,,1,idle,,,Grey,Blur_Low,,,
treasurestory_diesel_06_89,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_89,False,,10,10,1.0,,diesel,boy,,1,idle,,,Grey,Blur_Low,,,
treasurestory_diesel_06_90,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_90,True,,10,10,1.0,,diesel,diesel,,1,idle,,,Grey,Blur_Low,,,
treasurestory_diesel_06_91,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_91,False,,10,100,1.0,,diesel,boy,,1,idle,,,Grey,Blur_Low,,,
treasurestory_diesel_06_92,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_92,False,Station,black,black,1.0,,diesel,boy,,1,idle,,,Grey,Blur_Low,,,
treasurestory_diesel_06_93,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_93,True,,100,1,2.0,,diesel,diesel,,1,shy,,,,,,,
treasurestory_diesel_06_94,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_94,True,,1,1,1.0,,diesel,diesel,,1,shy,,,,,,,
treasurestory_diesel_06_95,treasurestory_diesel_06,Monologue,Locale_NikkeEpisode:treasurestory_diesel_06_95,False,,1,15,2.0,,diesel,,,1,shy,,,,,,,
treasurestory_diesel_06_96,treasurestory_diesel_06,Monologue,Locale_NikkeEpisode:treasurestory_diesel_06_96,False,,black,black,1.0,,diesel,,,1,shy,,,,,,,
treasurestory_diesel_06_97,treasurestory_diesel_06,Monologue,Locale_NikkeEpisode:treasurestory_diesel_06_97,False,,black,black,1.0,,diesel,,,1,shy,,,,,,,
treasurestory_diesel_06_98,treasurestory_diesel_06,Monologue,Locale_NikkeEpisode:treasurestory_diesel_06_98,False,,black,black,1.0,,diesel,,,1,shy,,,,,,,
treasurestory_diesel_06_99,treasurestory_diesel_06,Narration,Locale_NikkeEpisode:treasurestory_diesel_06_99,False,,15,15,1.0,,diesel,,,1,worry,sfx_scn_boathorn,,,,,,
treasurestory_diesel_06_100,treasurestory_diesel_06,Monologue,Locale_NikkeEpisode:treasurestory_diesel_06_100,False,,15,150,1.0,,diesel,,,1,worry,,,,,,,
treasurestory_diesel_06_101,treasurestory_diesel_06,Narration,Locale_NikkeEpisode:treasurestory_diesel_06_101,False,,150,10,2.0,,diesel,,,1,worry,,,,,,,
treasurestory_diesel_06_102,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_102,True,,10,10,1.0,,diesel,diesel,,1,worry,,,,,,,
treasurestory_diesel_06_103,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_103,True,,10,10,1.0,,diesel,diesel,,1,worry,,,,,,,
treasurestory_diesel_06_104,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_104,True,,10,10,1.0,,diesel,diesel,,1,worry,,,,,,,
treasurestory_diesel_06_105,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_105,True,,10,10,1.0,,diesel,diesel,,1,shy,,,,,,,
treasurestory_diesel_06_106,treasurestory_diesel_06,Monologue,Locale_NikkeEpisode:treasurestory_diesel_06_106,False,,10,100,1.0,,diesel,,,1,shy,,,,,,,
treasurestory_diesel_06_107,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_107,True,,100,100,1.0,,diesel,diesel,,1,shy,,,,,,,
treasurestory_diesel_06_108,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_108,True,,100,100,1.0,,diesel,diesel,,1,delight,,,,,,,
treasurestory_diesel_06_109,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_109,True,,100,100,1.0,,diesel,diesel,,1,delight,,,,,,,
treasurestory_diesel_06_110,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_110,True,,100,100,1.0,,diesel,diesel,,1,delight,,,,,,,
treasurestory_diesel_06_111,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_111,True,,100,100,1.0,,diesel,diesel,,1,idle,,,,,,,
treasurestory_diesel_06_112,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_112,True,,100,100,1.0,,diesel,diesel,,1,idle,,,,,,,
treasurestory_diesel_06_113,treasurestory_diesel_06,Narration,Locale_NikkeEpisode:treasurestory_diesel_06_113,False,,100,10,1.0,,diesel,,,1,idle,,,,,,,
treasurestory_diesel_06_114,treasurestory_diesel_06,Monologue,Locale_NikkeEpisode:treasurestory_diesel_06_114,False,,10,10,1.0,,diesel,,,1,idle,,,,,,,
treasurestory_diesel_06_115,treasurestory_diesel_06,Narration,Locale_NikkeEpisode:treasurestory_diesel_06_115,False,,10,10,1.0,,diesel,,,1,idle,,,,,,,
treasurestory_diesel_06_116,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_116,True,,10,10,1.0,,diesel,diesel,,1,idle,,,,,,,
treasurestory_diesel_06_117,treasurestory_diesel_06,Self,Locale_NikkeEpisode:treasurestory_diesel_06_117,False,,10,10,1.0,,diesel,,,1,idle,,,,,,,
treasurestory_diesel_06_118,treasurestory_diesel_06,Monologue,Locale_NikkeEpisode:treasurestory_diesel_06_118,False,,black,black,1.0,,diesel,,,1,idle,,,,,diesel,,
treasurestory_diesel_06_119,treasurestory_diesel_06,Monologue,Locale_NikkeEpisode:treasurestory_diesel_06_119,False,none,black,black,1.0,,diesel,,,,,,,,,,,
treasurestory_diesel_06_120,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_120,True,,10,10,1.0,,diesel,diesel,,,,,,,,,favoriteitem/FavoriteItemScene_c072_00,1
treasurestory_diesel_06_121,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_121,True,,10,10,1.0,,diesel,diesel,,,,,,,,,,
treasurestory_diesel_06_122,treasurestory_diesel_06,Self,Locale_NikkeEpisode:treasurestory_diesel_06_122,False,,10,10,1.0,,diesel,,,,,,,,,,,
treasurestory_diesel_06_123,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_123,True,,10,treasurestory_diesel_03,2.0,,diesel,diesel,,,,,,,,,,
treasurestory_diesel_06_124,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_124,True,,treasurestory_diesel_03,treasurestory_diesel_03,1.0,,diesel,diesel,,,,,,,,,,
treasurestory_diesel_06_125,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_125,True,,treasurestory_diesel_03,treasurestory_diesel_03,1.0,,diesel,diesel,,,,,,,,,,
treasurestory_diesel_06_126,treasurestory_diesel_06,Self,Locale_NikkeEpisode:treasurestory_diesel_06_126,False,,treasurestory_diesel_03,treasurestory_diesel_03,1.0,,diesel,,,,,,,,,,,
treasurestory_diesel_06_127,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_127,True,,treasurestory_diesel_03,treasurestory_diesel_02,2.0,,diesel,diesel,,,,,,,,,,
treasurestory_diesel_06_128,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_128,True,,treasurestory_diesel_02,treasurestory_diesel_02,1.0,,diesel,diesel,,,,,,,,,,
treasurestory_diesel_06_129,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_129,True,,treasurestory_diesel_02,treasurestory_diesel_02,1.0,,diesel,diesel,,,,,,,,,,
treasurestory_diesel_06_130,treasurestory_diesel_06,Self,Locale_NikkeEpisode:treasurestory_diesel_06_130,False,,treasurestory_diesel_02,treasurestory_diesel_02,1.0,,diesel,,,,,,,,,,,
treasurestory_diesel_06_131,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_131,True,,treasurestory_diesel_02,treasurestory_diesel_03,2.0,,diesel,diesel,,,,,,,,,,
treasurestory_diesel_06_132,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_132,True,,treasurestory_diesel_03,treasurestory_diesel_03,1.0,,diesel,diesel,,,,,,,,,,
treasurestory_diesel_06_133,treasurestory_diesel_06,Self,Locale_NikkeEpisode:treasurestory_diesel_06_133,False,,treasurestory_diesel_03,treasurestory_diesel_03,1.0,,diesel,,,,,,,,,,,
treasurestory_diesel_06_134,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_134,True,,treasurestory_diesel_03,treasurestory_diesel_03,1.0,,diesel,diesel,,,,,,,,,,
treasurestory_diesel_06_135,treasurestory_diesel_06,Self,Locale_NikkeEpisode:treasurestory_diesel_06_135,False,,treasurestory_diesel_03,treasurestory_diesel_03,1.0,,diesel,,,,,,,,,,,
treasurestory_diesel_06_136,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_136,True,,treasurestory_diesel_03,treasurestory_diesel_03,1.0,,diesel,diesel,,,,,,,,,,
treasurestory_diesel_06_137,treasurestory_diesel_06,Self,Locale_NikkeEpisode:treasurestory_diesel_06_137,False,,treasurestory_diesel_03,treasurestory_diesel_03,1.0,,diesel,,,,,,,,,,,
treasurestory_diesel_06_138,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_138,True,Station,black,black,1.0,,diesel,diesel,diesel,1,shy,,,,,,none,
treasurestory_diesel_06_139,treasurestory_diesel_06,Self,Locale_NikkeEpisode:treasurestory_diesel_06_139,False,,10,10,1.0,,diesel,,,1,shy,,,,,,,
treasurestory_diesel_06_140,treasurestory_diesel_06,Self,Locale_NikkeEpisode:treasurestory_diesel_06_140,False,,10,10,1.0,,diesel,,,1,shy,,,,,,,
treasurestory_diesel_06_141,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_141,True,,10,10,1.0,,diesel,diesel,,1,delight,,,,,,,
treasurestory_diesel_06_142,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_142,True,,10,10,1.0,,diesel,diesel,,1,delight,,,,,,,
treasurestory_diesel_06_143,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_143,True,,10,10,1.0,,diesel,diesel,,1,delight,,,,,,,
treasurestory_diesel_06_144,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_144,True,,10,10,1.0,,diesel,diesel,,1,delight,,,,,,,
treasurestory_diesel_06_145,treasurestory_diesel_06,Speech,Locale_NikkeEpisode:treasurestory_diesel_06_145,True,,10,10,1.0,,diesel,diesel,,1,delight,,,,,,,
