id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,set_filter_01,set_filter_02
d_nikke_dorothy_05_26,d_nikke_dorothy_05,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_26,False,,1,think,,10,10,1.0,,,,
d_nikke_dorothy_05_27,d_nikke_dorothy_05,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_27,True,,1,think,,10,10,1.0,,dorothy,,
d_nikke_dorothy_05_28,d_nikke_dorothy_05,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_28,True,,1,think,,10,10,1.0,,dorothy,,
d_nikke_dorothy_05_29,d_nikke_dorothy_05,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_29,False,,1,think,,10,10,1.0,,,,
d_nikke_dorothy_05_30,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_30,False,,1,think,,10,1,2.0,,,,
d_nikke_dorothy_05_31,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_31,False,,1,think,,1,10,1.0,,,,
d_nikke_dorothy_05_32,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_32,False,,3,think,,10,30,3.0,,,,
d_nikke_dorothy_05_33,d_nikke_dorothy_05,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_33,True,,3,think,,30,30,1.0,,dorothy,,
d_nikke_dorothy_05_34,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_34,False,,3,think,,black,black,1.0,,,,
d_nikke_dorothy_05_35,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_35,False,,3,think,,30,30,1.0,,,,
d_nikke_dorothy_05_36,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_36,False,,3,think,,black,black,1.0,,,,
d_nikke_dorothy_05_37,d_nikke_dorothy_05,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_37,True,,3,think,,30,30,1.0,,dorothy,,
d_nikke_dorothy_05_38,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_38,False,,3,think,,black,black,1.0,,,,
d_nikke_dorothy_05_39,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_39,False,,3,think,,black,black,1.0,,,,
d_nikke_dorothy_05_40,d_nikke_dorothy_05,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_40,True,,3,angry,,30,30,1.0,,dorothy,,
d_nikke_dorothy_05_41,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_41,False,,3,angry,,black,black,1.0,,,,
d_nikke_dorothy_05_42,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_42,False,,3,angry,,black,black,1.0,,,,
d_nikke_dorothy_05_43,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_43,False,,3,angry,,30,300,2.0,,,Vignetting,
d_nikke_dorothy_05_44,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_44,False,,3,angry,,300,300,1.0,,,Vignetting,
d_nikke_dorothy_05_45,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_45,False,,3,angry,,300,300,1.0,,,Vignetting,
d_nikke_dorothy_05_46,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_46,False,,3,angry,,300,300,1.0,,,Vignetting,
d_nikke_dorothy_05_47,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_47,False,,3,angry,,300,300,1.0,,,Vignetting,
d_nikke_dorothy_05_48,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_48,False,,3,angry,,300,300,1.0,,,Vignetting,
d_nikke_dorothy_05_49,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_49,False,,3,angry,,black,black,1.0,,,Vignetting,
d_nikke_dorothy_05_50,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_50,False,,3,angry,,black,black,1.0,,,Vignetting,
d_nikke_dorothy_05_51,d_nikke_dorothy_05,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_51,True,,3,think,,black,black,1.0,,dorothy,,
d_nikke_dorothy_05_52,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_52,False,,3,think,FlowerGarden,black,black,1.0,,,Vignetting,Grey
d_nikke_dorothy_05_53,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_53,False,,3,idle,,300,30,2.0,,,Vignetting,Grey
d_nikke_dorothy_05_54,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_54,False,,3,idle,,30,30,1.0,,,Vignetting,Grey
d_nikke_dorothy_05_55,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_55,False,,3,idle,,30,30,1.0,,,Vignetting,Grey
d_nikke_dorothy_05_56,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_56,False,,3,idle,,30,30,1.0,,,Vignetting,Grey
d_nikke_dorothy_05_57,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_57,False,,3,idle,,30,30,1.0,,,Vignetting,Grey
d_nikke_dorothy_05_58,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_58,False,,3,idle,,30,300,0.5,,,Vignetting,Grey
d_nikke_dorothy_05_59,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_59,False,,3,idle,,300,300,1.0,,,Vignetting,Grey
d_nikke_dorothy_05_60,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_60,False,,3,idle,,300,300,1.0,,,Vignetting,Grey
d_nikke_dorothy_05_61,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_61,False,,3,idle,,300,300,1.0,,,Vignetting,Grey
d_nikke_dorothy_05_62,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_62,False,,3,idle,,black,black,1.0,,,Vignetting,Grey
d_nikke_dorothy_05_63,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_63,False,,3,idle,,black,black,1.0,,,Vignetting,Grey
d_nikke_dorothy_05_64,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_64,False,,3,idle,,black,black,1.0,,,Vignetting,Grey
d_nikke_dorothy_05_65,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_65,False,,3,idle,,black,black,1.0,,,Vignetting,Grey
d_nikke_dorothy_05_66,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_66,False,,3,idle,WasteLand_02_n,black,black,1.0,,,Vignetting,Grey
d_nikke_dorothy_05_67,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_67,False,,3,idle,,300,30,2.0,,,Vignetting,Grey
d_nikke_dorothy_05_68,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_68,False,,3,idle,,30,30,1.0,,,Vignetting,Grey
d_nikke_dorothy_05_69,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_69,False,,3,idle,,30,30,1.0,,,Vignetting,Grey
d_nikke_dorothy_05_70,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_70,False,,3,angry,EdenLobby,black,black,1.0,,,Vignetting,Grey
d_nikke_dorothy_05_71,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_71,False,,3,angry,,black,black,1.0,,,,
d_nikke_dorothy_05_72,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_72,False,,3,angry,,black,black,1.0,,,,
d_nikke_dorothy_05_73,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_73,False,,3,think,,30,30,1.0,,,,
d_nikke_dorothy_05_74,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_74,False,,3,think,,30,3,2.0,,,,
d_nikke_dorothy_05_75,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_75,False,,3,think,,3,3,1.0,,,,
d_nikke_dorothy_05_76,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_76,False,,3,think,,3,3,1.0,,,,
d_nikke_dorothy_05_77,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_77,False,,3,think,,3,3,1.0,,,,
d_nikke_dorothy_05_78,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_78,False,,3,think,,3,3,1.0,,,,
d_nikke_dorothy_05_79,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_79,False,,3,think,,3,3,1.0,,,,
d_nikke_dorothy_05_80,d_nikke_dorothy_05,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_80,True,,3,think,,3,3,1.0,,dorothy,,
d_nikke_dorothy_05_81,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_81,False,,3,think,,3,3,1.0,,,,
d_nikke_dorothy_05_82,d_nikke_dorothy_05,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_82,True,,3,think,,3,30,2.0,,dorothy,,
d_nikke_dorothy_05_83,d_nikke_dorothy_05,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_83,True,,3,think,,30,30,1.0,,dorothy,,
d_nikke_dorothy_05_84,d_nikke_dorothy_05,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_84,True,,3,think,,30,30,1.0,,dorothy,,
d_nikke_dorothy_05_85,d_nikke_dorothy_05,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_85,True,,3,think,,30,30,1.0,,dorothy,,
d_nikke_dorothy_05_86,d_nikke_dorothy_05,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_86,False,,3,think,,30,30,1.0,,,,
d_nikke_dorothy_05_87,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_87,False,,3,think,,30,300,2.0,,,,
d_nikke_dorothy_05_88,d_nikke_dorothy_05,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_88,True,,3,think,,300,300,1.0,,dorothy,,
d_nikke_dorothy_05_89,d_nikke_dorothy_05,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_89,True,,3,think,,300,300,1.0,,dorothy,,
d_nikke_dorothy_05_90,d_nikke_dorothy_05,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_90,True,,3,think,,300,300,1.0,,dorothy,,
d_nikke_dorothy_05_91,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_91,False,,3,think,,black,black,1.0,,,,
d_nikke_dorothy_05_92,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_92,False,,3,think,,black,black,1.0,,,,
d_nikke_dorothy_05_93,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_93,False,,3,think,,black,black,1.0,,,,
d_nikke_dorothy_05_94,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_94,False,,3,think,,black,black,1.0,,,,
d_nikke_dorothy_05_95,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_95,False,,3,think,,black,black,1.0,,,,
d_nikke_dorothy_05_96,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_96,False,,3,think,,black,black,1.0,,,,
d_nikke_dorothy_05_97,d_nikke_dorothy_05,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_97,False,,3,think,,30,30,1.0,,,,
d_nikke_dorothy_05_98,d_nikke_dorothy_05,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_98,True,,3,think,,30,30,1.0,,dorothy,,
d_nikke_dorothy_05_99,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_99,False,,3,think,,30,3,2.0,,,,
d_nikke_dorothy_05_100,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_100,False,,3,think,,3,3,1.0,,,,
d_nikke_dorothy_05_101,d_nikke_dorothy_05,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_101,True,,3,think,,3,3,1.0,,dorothy,,
d_nikke_dorothy_05_102,d_nikke_dorothy_05,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_102,True,,3,think,,3,3,1.0,,dorothy,,
d_nikke_dorothy_05_103,d_nikke_dorothy_05,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_103,True,,3,think,,black,black,1.0,,dorothy,,
d_nikke_dorothy_05_104,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_104,False,,3,think,,black,black,1.0,,,,
d_nikke_dorothy_05_105,d_nikke_dorothy_05,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_05_105,False,,3,think,,black,black,1.0,,,,
