id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,fade,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,jump_target,characters/1/hide_char_id,set_filter_01,set_filter_02
d_nikke_admi_05_29,d_nikke_admi_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_admi_05_29,False,,,,,9,9,1.0,,,,,,,,,,,
d_nikke_admi_05_30,d_nikke_admi_05,Self,,Self,Locale_NikkeEpisode:d_nikke_admi_05_30,False,,,,,9,9,1.0,,,,,,,,,,,
d_nikke_admi_05_31,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_31,True,,,,,9,9,1.0,,,,,admi,1,surprise,,,,
d_nikke_admi_05_32,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_32,True,,,,,9,1,1.0,,,,,,1,surprise,,,,
d_nikke_admi_05_33,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_33,True,,,,,1,1,1.0,,,,,,1,surprise,,,,
d_nikke_admi_05_34,d_nikke_admi_05,Choice,admi,,Locale_NikkeEpisode:d_nikke_admi_05_34,False,,,,,1,1,1.0,,,,,,1,surprise,d_nikke_admi_05_37,,,
d_nikke_admi_05_35,d_nikke_admi_05,Choice,admi,,Locale_NikkeEpisode:d_nikke_admi_05_35,False,,,,,1,1,1.0,,,,,,1,surprise,d_nikke_admi_05_37,,,
d_nikke_admi_05_36,d_nikke_admi_05,Choice,admi,,Locale_NikkeEpisode:d_nikke_admi_05_36,False,,,,,1,1,1.0,,,,,,1,surprise,d_nikke_admi_05_37,,,
d_nikke_admi_05_37,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_37,False,,,,,1,XS_10,0.6,,,,,,1,surprise,,,,
d_nikke_admi_05_38,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_38,True,,,,,XS_10,XS_10,1.0,,,,,,1,worry,,,,
d_nikke_admi_05_39,d_nikke_admi_05,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_05_39,False,,,,,XS_10,XS_10,1.0,,,,,,1,worry,,,,
d_nikke_admi_05_40,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_40,True,,,,,XS_10,XS_10,1.0,,,,,,1,worry,,,,
d_nikke_admi_05_41,d_nikke_admi_05,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_05_41,True,,,,,XS_10,XS_10,1.0,,,,,,1,worry,,,,
d_nikke_admi_05_42,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_42,False,,,,,XS_10,XS_100,0.6,none,,,,,1,surprise,,,,
d_nikke_admi_05_43,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_43,True,,,,,XS_100,XS_100,1.0,,,,,,1,surprise,,,,
d_nikke_admi_05_44,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_44,True,,,,,XS_100,XS_100,1.0,,,,,,1,surprise,,,,
d_nikke_admi_05_45,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_45,True,,,,,XS_100,XS_100,1.0,,,,,,1,surprise,,,,
d_nikke_admi_05_46,d_nikke_admi_05,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_05_46,False,,,,,XS_100,XS_100,1.0,,,,,,1,surprise,,,,
d_nikke_admi_05_47,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_47,True,,,,,XS_100,XS_100,1.0,bgm_risk,,,,,1,surprise,,,,
d_nikke_admi_05_48,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_48,True,,,,,XS_100,XS_10,1.0,,,,,,1,surprise,,,,
d_nikke_admi_05_49,d_nikke_admi_05,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_05_49,False,,,,,XS_10,XS_10,1.0,,,,,,1,surprise,,,,
d_nikke_admi_05_50,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_50,True,,,,,XS_10,XS_10,1.0,,,,,,1,surprise,,,,
d_nikke_admi_05_51,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_51,True,,,,,XS_10,XS_10,1.0,,,,,,1,surprise,,,,
d_nikke_admi_05_52,d_nikke_admi_05,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_05_52,False,,,,,XS_10,XS_10,1.0,,,,,,1,surprise,,,,
d_nikke_admi_05_53,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_53,True,,,,,XS_10,XS_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_54,d_nikke_admi_05,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_05_54,False,,,,,XS_10,XS_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_55,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_55,True,,,,,XS_10,XS_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_56,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_56,True,,,,,XS_10,XS_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_57,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_57,True,,,,,XS_10,XS_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_58,d_nikke_admi_05,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_05_58,False,,,,,XS_10,XS_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_59,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_59,False,,,,,XS_10,XS_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_60,d_nikke_admi_05,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_05_60,False,,,,,XS_10,XS_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_61,d_nikke_admi_05,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_05_61,False,,,,,XS_10,100,1.0,none,,,,,1,idle,,,,
d_nikke_admi_05_62,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_62,False,,,,,100,100,1.0,,,,,,1,sad,,,,
d_nikke_admi_05_63,d_nikke_admi_05,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_05_63,False,,,,none,black,black,1.0,bgm_story_weare,,,,,1,sad,,admi,Grey,Blur_Low
d_nikke_admi_05_64,d_nikke_admi_05,Speech,admi,unknown,Locale_NikkeEpisode:d_nikke_admi_05_64,False,,,,ElevatorOut,1,1,1.0,,,,,admi,1,delight,,,Grey,Blur_Low
d_nikke_admi_05_65,d_nikke_admi_05,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_05_65,False,,,,,1,1,1.0,,,,,,1,delight,,,Grey,Blur_Low
d_nikke_admi_05_66,d_nikke_admi_05,Speech,admi,unknown,Locale_NikkeEpisode:d_nikke_admi_05_66,False,,,,,1,1,1.0,,,,,,1,delight,,,Grey,Blur_Low
d_nikke_admi_05_67,d_nikke_admi_05,Speech,admi,unknown,Locale_NikkeEpisode:d_nikke_admi_05_67,False,,,,,1,1,1.0,,,,,,1,delight,,,Grey,Blur_Low
d_nikke_admi_05_68,d_nikke_admi_05,Speech,admi,unknown,Locale_NikkeEpisode:d_nikke_admi_05_68,False,,,,,1,1,1.0,,,,,,1,delight,,,Grey,Blur_Low
d_nikke_admi_05_69,d_nikke_admi_05,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_05_69,False,,,,Office,black,black,1.0,,,,,,1,delight,,,Grey,Blur_Low
d_nikke_admi_05_70,d_nikke_admi_05,Speech,admi,unknown,Locale_NikkeEpisode:d_nikke_admi_05_70,False,,,,,1,1,1.0,,,,,,1,idle,,,Grey,Blur_Low
d_nikke_admi_05_71,d_nikke_admi_05,Speech,admi,unknown,Locale_NikkeEpisode:d_nikke_admi_05_71,False,,,,,1,1,1.0,,,,,,1,idle,,,Grey,Blur_Low
d_nikke_admi_05_72,d_nikke_admi_05,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_05_72,False,,,,City,black,black,1.0,,,,,,1,idle,,,Grey,Blur_Low
d_nikke_admi_05_73,d_nikke_admi_05,Speech,admi,unknown,Locale_NikkeEpisode:d_nikke_admi_05_73,False,,,,,1,1,1.0,,,,,,1,sad,,,Grey,Blur_Low
d_nikke_admi_05_74,d_nikke_admi_05,Speech,admi,unknown,Locale_NikkeEpisode:d_nikke_admi_05_74,False,,,,,1,1,1.0,,,,,,1,sad,,,Grey,Blur_Low
d_nikke_admi_05_75,d_nikke_admi_05,Speech,admi,unknown,Locale_NikkeEpisode:d_nikke_admi_05_75,False,,,,,1,1,1.0,,,,,,1,sad,,,Grey,Blur_Low
d_nikke_admi_05_76,d_nikke_admi_05,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_05_76,False,,,,none,black,black,1.0,,,,,,1,sad,,,Grey,Blur_Low
d_nikke_admi_05_77,d_nikke_admi_05,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_05_77,False,,,,,black,black,1.0,,,,,,1,sad,,,Grey,Blur_Low
d_nikke_admi_05_78,d_nikke_admi_05,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_05_78,False,,,,,black,black,1.0,,,,,,1,sad,,,Grey,Blur_Low
d_nikke_admi_05_79,d_nikke_admi_05,Narration,admi,Narration,Locale_NikkeEpisode:d_nikke_admi_05_79,False,,,,Backstreet_n,XS_100,XS_100,1.0,,,,,admi,1,surprise,,,Grey,Blur_Low
d_nikke_admi_05_80,d_nikke_admi_05,Narration,admi,Narration,Locale_NikkeEpisode:d_nikke_admi_05_80,False,,,,,XS_10,XS_10,1.0,,,,,,1,idle,,,Grey,Blur_Low
d_nikke_admi_05_81,d_nikke_admi_05,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_05_81,False,,,,none,black,black,1.0,,,,,,1,idle,,admi,,
d_nikke_admi_05_82,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_82,False,,,,Backstreet_n,1,1,1.0,none,,,,admi,1,idle,,,,
d_nikke_admi_05_83,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_83,True,,,,,1,S_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_84,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_84,True,,,,,S_10,S_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_85,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_85,True,,,,,S_10,S_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_86,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_86,True,,,,,S_10,S_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_87,d_nikke_admi_05,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_05_87,False,,,,,S_10,S_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_88,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_88,True,,,,,S_10,S_10,1.0,bgm_story_impression,,,,,1,idle,,,,
d_nikke_admi_05_89,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_89,True,,,,,S_10,S_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_90,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_90,True,,,,,S_10,S_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_91,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_91,True,,,,,S_10,S_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_92,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_92,True,,,,,S_10,S_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_93,d_nikke_admi_05,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_05_93,False,,,,,S_10,S_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_94,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_94,True,,,,,S_10,S_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_95,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_95,True,,,,,S_10,S_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_96,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_96,True,,,,,S_10,S_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_97,d_nikke_admi_05,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_05_97,False,,,,,S_10,S_100,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_98,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_98,True,,,,,S_100,S_100,1.0,,,,,,1,shy,,,,
d_nikke_admi_05_99,d_nikke_admi_05,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_05_99,False,,,,,S_100,XS_100,1.0,,,,,,1,shy,,,,
d_nikke_admi_05_100,d_nikke_admi_05,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_05_100,False,,,,,black,black,1.0,,,,,,1,shy,,,,
d_nikke_admi_05_101,d_nikke_admi_05,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_05_101,False,,,,,black,black,1.0,,,,,,1,shy,,,,
d_nikke_admi_05_102,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_102,True,,,,,XS_100,XS_100,1.0,,,,,,1,shy,,,,
d_nikke_admi_05_103,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_103,True,,,,,XS_100,XS_100,1.0,,,,,,1,shy,,,,
d_nikke_admi_05_104,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_104,True,,,,,XS_100,XS_100,1.0,,,,,,1,shy,,,,
d_nikke_admi_05_105,d_nikke_admi_05,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_05_105,False,,,,,black,black,1.0,,,,,,1,shy,,,,
d_nikke_admi_05_106,d_nikke_admi_05,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_05_106,False,,,,,black,black,1.0,,,,,,1,shy,,,,
d_nikke_admi_05_107,d_nikke_admi_05,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_05_107,False,,,,,black,black,1.0,,,,,,1,shy,,,,
d_nikke_admi_05_108,d_nikke_admi_05,Monologue,admi,Monologue,Locale_NikkeEpisode:d_nikke_admi_05_108,False,,,,,black,black,1.0,,,,,,1,shy,,,,
d_nikke_admi_05_109,d_nikke_admi_05,Narration,admi,Narration,Locale_NikkeEpisode:d_nikke_admi_05_109,False,,,,,black,black,1.0,,,black,,,1,shy,,,,
d_nikke_admi_05_110,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_110,True,,,,,XS_10,XS_10,1.0,,,,,,1,surprise,,,,
d_nikke_admi_05_111,d_nikke_admi_05,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_05_111,False,,,,,XS_10,XS_10,1.0,,,,,,1,surprise,,,,
d_nikke_admi_05_112,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_112,True,,,,,XS_10,XS_10,1.0,,,,,,1,worry,,,,
d_nikke_admi_05_113,d_nikke_admi_05,Narration,admi,Narration,Locale_NikkeEpisode:d_nikke_admi_05_113,False,,,,,XS_10,XS_10,1.0,,,,sfx_scn_hungry,,1,worry,,,,
d_nikke_admi_05_114,d_nikke_admi_05,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_05_114,False,,,,,XS_10,XS_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_115,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_115,False,,,,,XS_10,XS_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_116,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_116,True,,,,,XS_10,XS_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_117,d_nikke_admi_05,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_05_117,False,,,,,XS_10,XS_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_118,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_118,True,,,,,XS_10,XS_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_119,d_nikke_admi_05,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_05_119,False,,,,,XS_10,XS_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_120,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_120,False,,,,,XS_10,XS_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_121,d_nikke_admi_05,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_05_121,True,,,,,XS_10,XS_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_122,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_122,True,,,,,XS_10,XS_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_123,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_123,True,,,,,XS_10,XS_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_124,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_124,True,,,,,XS_10,XS_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_125,d_nikke_admi_05,Self,admi,Self,Locale_NikkeEpisode:d_nikke_admi_05_125,False,,,,,XS_10,XS_10,1.0,,,,,,1,idle,,,,
d_nikke_admi_05_126,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_126,True,,,,,XS_10,XS_100,1.0,,,,,,1,delight,,,,
d_nikke_admi_05_127,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_127,True,,,,,XS_100,XS_100,1.0,,,,,,1,delight,,,,
d_nikke_admi_05_128,d_nikke_admi_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_admi_05_128,True,,,,,XS_100,XS_100,1.0,,,,,,1,delight,,,,
