id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,highlight,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,fade
d_nikke_guillotine_winterslayer_05_11,d_nikke_guillotine_winterslayer_05,Speech,laplace,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_11,True,,S_20,S_20,1.0,,,2,sad,,12,idle,laplace,,,,,,,
d_nikke_guillotine_winterslayer_05_12,d_nikke_guillotine_winterslayer_05,Speech,laplace,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_12,True,,S_20,S_200,0.5,,,2,no,,12,idle,laplace,,,,,,,
d_nikke_guillotine_winterslayer_05_13,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_13,True,,S_200,XS_120,1.0,,,2,no,,12,delight,guillotine_w,,,,,,,
d_nikke_guillotine_winterslayer_05_14,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_14,True,,XS_120,XS_120,1.0,,,2,no,,12,delight,guillotine_w,,,,,,,
d_nikke_guillotine_winterslayer_05_15,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_15,True,,XS_120,XS_120,1.0,,,2,no,,12,idle,guillotine_w,,,,,,,
d_nikke_guillotine_winterslayer_05_16,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_16,True,,XS_120,XS_120,1.0,,,2,no,,12,idle,guillotine_w,,,,,,,
d_nikke_guillotine_winterslayer_05_17,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_17,True,,XS_120,XS_120,1.0,,,2,no,,12,idle,guillotine_w,,,,,,,
d_nikke_guillotine_winterslayer_05_18,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_18,True,,XS_120,XS_120,1.0,,,2,no,,12,idle,guillotine_w,,,,,,,
d_nikke_guillotine_winterslayer_05_19,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_19,True,,XS_120,XS_120,1.0,,,2,no,,12,angry,guillotine_w,,,,,,,
d_nikke_guillotine_winterslayer_05_20,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_20,True,,XS_120,XS_120,1.0,,,2,no,,12,angry,guillotine_w,,,,,,,
d_nikke_guillotine_winterslayer_05_21,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_21,True,,XS_120,XS_120,1.0,,,2,no,,12,angry,guillotine_w,,,,,,,
d_nikke_guillotine_winterslayer_05_22,d_nikke_guillotine_winterslayer_05,Speech,laplace,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_22,True,,XS_120,1,1.0,,,2,no,,12,angry,laplace,,,,,,,
d_nikke_guillotine_winterslayer_05_23,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_23,True,,1,1,1.0,,,2,no,,12,idle,guillotine_w,,,,,,,
d_nikke_guillotine_winterslayer_05_24,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_24,True,,1,1,1.0,,,2,no,,12,idle,guillotine_w,,,,,,,
d_nikke_guillotine_winterslayer_05_25,d_nikke_guillotine_winterslayer_05,Speech,laplace,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_25,False,,1,1,1.0,none,,2,sad,,12,idle,laplace,,,,,,,
d_nikke_guillotine_winterslayer_05_26,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_26,True,,1,1,1.0,bgm_story_sceneofmemory,,2,sad,,12,idle,guillotine_w,,,,,,,
d_nikke_guillotine_winterslayer_05_27,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_27,True,,1,1,1.0,,,2,sad,,12,idle,guillotine_w,,,,,,,
d_nikke_guillotine_winterslayer_05_28,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_28,False,DragonCaslteOut,black,black,1.0,,,2,sad,,12,idle,maiden_w,laplace,guillotine_w,maiden_w,1,shy,,
d_nikke_guillotine_winterslayer_05_29,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_29,False,,black,black,1.0,,,,,,,,maiden_w,,,,1,shy,,
d_nikke_guillotine_winterslayer_05_30,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_30,False,,L_10,L_10,1.0,,,,,,,,maiden_w,,,,1,shy,,
d_nikke_guillotine_winterslayer_05_31,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_31,False,,L_10,L_10,1.0,,,,,,,,maiden_w,,,,1,shy,,
d_nikke_guillotine_winterslayer_05_32,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_32,False,,L_10,L_10,1.0,,,,,,,,maiden_w,,,,1,shy,,
d_nikke_guillotine_winterslayer_05_33,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_33,False,SnowTown_d,black,black,1.0,,,,,,,,,,,,1,shy,maiden_w,
d_nikke_guillotine_winterslayer_05_34,d_nikke_guillotine_winterslayer_05,Monologue,,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_34,False,,black,black,1.0,,laplace,2,sad,guillotine_w_no,12,idle,,,,,,,,
d_nikke_guillotine_winterslayer_05_35,d_nikke_guillotine_winterslayer_05,Speech,laplace,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_35,True,,1,1,1.0,,,2,shy,,12,idle,laplace,,,,,,,
d_nikke_guillotine_winterslayer_05_36,d_nikke_guillotine_winterslayer_05,Speech,laplace,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_36,True,,1,1,1.0,,,2,shy,,12,idle,laplace,,,,,,,
d_nikke_guillotine_winterslayer_05_37,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_37,True,,1,1,1.0,,,2,shy,,12,idle,guillotine_w,,,,,,,
d_nikke_guillotine_winterslayer_05_38,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_38,True,,1,1,1.0,,,2,shy,,12,idle,guillotine_w,,,,,,,
d_nikke_guillotine_winterslayer_05_39,d_nikke_guillotine_winterslayer_05,Monologue,,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_39,False,,black,black,1.0,,,2,shy,,12,idle,,,,,,,,
d_nikke_guillotine_winterslayer_05_40,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w_no,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_40,True,,XS_120,XS_120,1.0,,,2,shy,,12,angry,guillotine_w_no,,,,,,,
d_nikke_guillotine_winterslayer_05_41,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w_no,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_41,True,,XS_120,XS_120,1.0,,,2,shy,,12,angry,guillotine_w_no,,,,,,,
d_nikke_guillotine_winterslayer_05_42,d_nikke_guillotine_winterslayer_05,Speech,laplace,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_42,False,,XS_120,XS_120,1.0,,,2,shy,,12,angry,guillotine_w_no,,,,,,,
d_nikke_guillotine_winterslayer_05_43,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w_no,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_43,True,,XS_120,XS_120,1.0,,,2,shy,,12,angry,guillotine_w_no,,,,,,,
d_nikke_guillotine_winterslayer_05_44,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w_no,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_44,True,,XS_120,XS_120,1.0,,,2,shy,,12,angry,guillotine_w_no,,,,,,,
d_nikke_guillotine_winterslayer_05_45,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w_no,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_45,True,,XS_120,XS_120,1.0,,,2,shy,,12,angry,guillotine_w_no,,,,,,,
d_nikke_guillotine_winterslayer_05_46,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w_no,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_46,True,,XS_120,XS_120,1.0,,,2,shy,,12,angry,guillotine_w_no,,,,,,,
d_nikke_guillotine_winterslayer_05_47,d_nikke_guillotine_winterslayer_05,Self,,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_47,False,,XS_120,XS_120,1.0,bgm_frostpillar,,2,shy,,12,no,guillotine_w_no,laplace,,,,,,black
d_nikke_guillotine_winterslayer_05_48,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w_no,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_48,True,,XS_120,XS_120,1.0,,,,,,12,no,guillotine_w_no,,,,,,,
d_nikke_guillotine_winterslayer_05_49,d_nikke_guillotine_winterslayer_05,Self,,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_49,False,,XS_120,XS_120,1.0,,,,,,12,no,guillotine_w_no,,,,,,,
d_nikke_guillotine_winterslayer_05_50,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w_no,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_50,True,,XS_120,XS_120,1.0,,,,,,12,no,guillotine_w_no,,,,,,,
d_nikke_guillotine_winterslayer_05_51,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w_no,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_51,True,,XS_120,XS_120,1.0,,,,,,12,no,guillotine_w_no,,,,,,,
d_nikke_guillotine_winterslayer_05_52,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w_no,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_52,True,,XS_120,XS_120,1.0,,,,,,12,no,guillotine_w_no,,,,,,,
d_nikke_guillotine_winterslayer_05_53,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w_no,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_53,True,,XS_120,XS_120,1.0,,,,,,12,think,guillotine_w_no,,,,,,,
d_nikke_guillotine_winterslayer_05_54,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w_no,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_54,True,,XS_120,XS_120,1.0,,,,,,12,think,guillotine_w_no,,,,,,,
d_nikke_guillotine_winterslayer_05_55,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w_no,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_55,True,,XS_120,XS_120,1.0,,,,,,12,think,guillotine_w_no,,,,,,,
d_nikke_guillotine_winterslayer_05_56,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w_no,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_56,True,,XS_120,XS_120,1.0,,,,,,12,no,guillotine_w_no,,,,,,,
d_nikke_guillotine_winterslayer_05_57,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w_no,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_57,True,,XS_120,XS_120,1.0,,,,,,12,no,guillotine_w_no,,,,,,,
d_nikke_guillotine_winterslayer_05_58,d_nikke_guillotine_winterslayer_05,Monologue,,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_58,False,,black,black,1.0,,,,,,12,no,guillotine_w_no,,,,,,,
d_nikke_guillotine_winterslayer_05_59,d_nikke_guillotine_winterslayer_05,Self,,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_59,False,,XS_120,XS_120,1.0,,,,,,12,no,guillotine_w_no,,,,,,,
d_nikke_guillotine_winterslayer_05_60,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w_no,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_60,True,,XS_120,XS_120,1.0,,,,,,12,delight,guillotine_w_no,,,,,,,
d_nikke_guillotine_winterslayer_05_61,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w_no,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_61,True,,XS_120,XS_120,1.0,,,,,,12,delight,guillotine_w_no,,,,,,,
d_nikke_guillotine_winterslayer_05_62,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w_no,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_62,True,,XS_120,XS_120,1.0,,,,,,12,idle,guillotine_w_no,,,,,,,
d_nikke_guillotine_winterslayer_05_63,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w_no,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_63,True,,XS_120,XS_120,1.0,,,,,,12,idle,guillotine_w_no,,,,,,,
d_nikke_guillotine_winterslayer_05_64,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w_no,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_64,True,,XS_120,XS_120,1.0,,,,,,12,idle,guillotine_w_no,,,,,,,
d_nikke_guillotine_winterslayer_05_65,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w_no,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_65,True,,XS_120,XS_120,1.0,,,,,,12,idle,guillotine_w_no,,,,,,,
d_nikke_guillotine_winterslayer_05_66,d_nikke_guillotine_winterslayer_05,Speech,guillotine_w_no,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_66,True,,XS_120,XS_120,1.0,,,,,,12,idle,guillotine_w_no,,,,,,,
d_nikke_guillotine_winterslayer_05_67,d_nikke_guillotine_winterslayer_05,Self,,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_67,False,,XS_120,XS_120,1.0,,,,,,12,idle,guillotine_w_no,,,,,,,
d_nikke_guillotine_winterslayer_05_68,d_nikke_guillotine_winterslayer_05,Narration,,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_68,False,IceLand_02,1,1,1.0,none,,,,,12,idle,,,guillotine_w_no,,,,,black
d_nikke_guillotine_winterslayer_05_69,d_nikke_guillotine_winterslayer_05,Narration,,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_69,False,,1,1,1.0,event_bgm_icedragonsaga_title,,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_05_70,d_nikke_guillotine_winterslayer_05,Narration,,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_70,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_05_71,d_nikke_guillotine_winterslayer_05,Narration,,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_71,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_05_72,d_nikke_guillotine_winterslayer_05,Narration,,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_72,False,FlowerGarden,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_05_73,d_nikke_guillotine_winterslayer_05,Narration,,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_73,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_05_74,d_nikke_guillotine_winterslayer_05,Narration,,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_74,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_05_75,d_nikke_guillotine_winterslayer_05,Narration,,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_75,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_05_76,d_nikke_guillotine_winterslayer_05,Narration,,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_76,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_05_77,d_nikke_guillotine_winterslayer_05,Narration,,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_77,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_05_78,d_nikke_guillotine_winterslayer_05,Narration,,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_78,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_05_79,d_nikke_guillotine_winterslayer_05,Narration,,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_79,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_05_80,d_nikke_guillotine_winterslayer_05,Narration,,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_05_80,False,,black,black,1.0,,,,,,,,,,,,,,,
