id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,conversation_id,jump_target,fade,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,effects/0/play_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,effects/0/stop_effect_id
d_nikke_rupee_wintershopper_04_11,d_nikke_rupee_wintershopper_04,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_11,False,,1,1,1.0,,rupee_w,,,m_nikke_rupee_wintershopper_04,,,,,1,surprise,,,,,
d_nikke_rupee_wintershopper_04_12,d_nikke_rupee_wintershopper_04,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_12,False,,1,1,1.0,,rupee_w,,,,,,,,1,surprise,,,,,
d_nikke_rupee_wintershopper_04_13,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_13,True,,1,L_10,1.0,,rupee_w,rupee,,,,,,,1,surprise,,,,,
d_nikke_rupee_wintershopper_04_14,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_14,True,,L_10,L_10,1.0,,rupee_w,rupee,,,,,,,1,surprise,,,,,
d_nikke_rupee_wintershopper_04_15,d_nikke_rupee_wintershopper_04,Choice,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_15,False,,L_10,L_10,1.0,,rupee_w,,,,d_nikke_rupee_wintershopper_04_17,,,,1,surprise,,,,,
d_nikke_rupee_wintershopper_04_16,d_nikke_rupee_wintershopper_04,Choice,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_16,False,,L_10,L_10,1.0,,rupee_w,,,,d_nikke_rupee_wintershopper_04_23,,,,1,surprise,,,,,
d_nikke_rupee_wintershopper_04_17,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_17,True,,L_10,L_10,1.0,,rupee_w,rupee,,,,,,,1,idle,,,,,
d_nikke_rupee_wintershopper_04_18,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_18,True,,L_10,L_10,1.0,,rupee_w,rupee,,,,,,,1,idle,,,,,
d_nikke_rupee_wintershopper_04_19,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_19,True,,L_10,L_10,1.0,,rupee_w,rupee,,,,,,,1,idle,,,,,
d_nikke_rupee_wintershopper_04_20,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_20,True,,L_10,L_10,1.0,,rupee_w,rupee,,,,,,,1,special,,,,,
d_nikke_rupee_wintershopper_04_21,d_nikke_rupee_wintershopper_04,Self,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_21,False,,L_10,L_10,1.0,,rupee_w,,,,,,,,1,special,,,,,
d_nikke_rupee_wintershopper_04_22,d_nikke_rupee_wintershopper_04,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_22,False,,L_10,L_10,1.0,,rupee_w,,,,d_nikke_rupee_wintershopper_04_23,,,,1,special,,,,,
d_nikke_rupee_wintershopper_04_23,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_23,True,,L_10,L_100,1.0,,rupee_w,rupee,,,,,,,1,idle,,,,,
d_nikke_rupee_wintershopper_04_24,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_24,True,,L_100,L_100,1.0,,rupee_w,rupee,,,,,,,1,surprise,,,,,
d_nikke_rupee_wintershopper_04_25,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_25,True,,L_100,L_100,1.0,,rupee_w,rupee,,,,,,,1,surprise,,,,,
d_nikke_rupee_wintershopper_04_26,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_26,False,,L_100,L_100,1.0,,rupee_w,rupee,,,,,,,1,think,,,,,
d_nikke_rupee_wintershopper_04_27,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_27,True,,L_100,L_100,1.0,,rupee_w,rupee,,,,,,,1,surprise,,,,,
d_nikke_rupee_wintershopper_04_28,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_28,True,,L_100,L_100,1.0,,rupee_w,rupee,,,,,,,1,surprise,,,,,
d_nikke_rupee_wintershopper_04_29,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_29,False,,L_100,L_10,1.0,,rupee_w,rupee,,,,,,,1,surprise,,,,,
d_nikke_rupee_wintershopper_04_30,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_30,True,,L_10,L_10,1.0,,rupee_w,rupee,,,,,,,1,think,,,,,
d_nikke_rupee_wintershopper_04_31,d_nikke_rupee_wintershopper_04,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_31,False,,L_10,L_100,3.0,,rupee_w,,,,,,,,1,think,,,,,
d_nikke_rupee_wintershopper_04_32,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_32,True,,L_100,L_100,1.0,,rupee_w,rupee,,,,,,,1,idle,,,,,
d_nikke_rupee_wintershopper_04_33,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_33,True,,L_100,L_100,1.0,,rupee_w,rupee,,,,,,,1,idle,,,,,
d_nikke_rupee_wintershopper_04_34,d_nikke_rupee_wintershopper_04,Self,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_34,False,,L_100,L_100,1.0,,rupee_w,,,,,,,,1,idle,,,,,
d_nikke_rupee_wintershopper_04_35,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_35,True,,L_100,L_100,1.0,,rupee_w,rupee,,,,,,,1,surprise,,,,,
d_nikke_rupee_wintershopper_04_36,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_36,True,,L_100,L_100,1.0,,rupee_w,rupee,,,,,,,1,surprise,,,,,
d_nikke_rupee_wintershopper_04_37,d_nikke_rupee_wintershopper_04,Self,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_37,False,,L_100,L_100,1.0,,rupee_w,,,,,,,,1,surprise,,,,,
d_nikke_rupee_wintershopper_04_38,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_38,False,,L_100,L_10,1.0,,rupee_w,rupee,,,,,,,1,surprise,,,,,
d_nikke_rupee_wintershopper_04_39,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_39,True,,L_10,L_10,1.0,,rupee_w,rupee,,,,,,,1,idle,,,,,
d_nikke_rupee_wintershopper_04_40,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_40,True,,L_10,L_10,1.0,,rupee_w,rupee,,,,,,,1,idle,,,,,
d_nikke_rupee_wintershopper_04_41,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_41,True,,L_10,L_10,1.0,,rupee_w,rupee,,,,,,,1,idle,,,,,
d_nikke_rupee_wintershopper_04_42,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_42,True,,L_10,L_10,1.0,,rupee_w,rupee,,,,,,,1,think,,,,,
d_nikke_rupee_wintershopper_04_43,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_43,True,,L_10,L_10,1.0,,rupee_w,rupee,,,,,,,1,think,,,,,
d_nikke_rupee_wintershopper_04_44,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_44,True,,L_10,L_10,1.0,,rupee_w,rupee,,,,,,,1,think,,,,,
d_nikke_rupee_wintershopper_04_45,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_45,True,,L_10,L_10,1.0,,rupee_w,rupee,,,,,,,1,think,,,,,
d_nikke_rupee_wintershopper_04_46,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_46,True,,L_10,L_10,1.0,,rupee_w,rupee,,,,,,,1,think,,,,,
d_nikke_rupee_wintershopper_04_47,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_47,True,,L_10,L_10,1.0,,rupee_w,rupee,,,,,,,1,think,,,,,
d_nikke_rupee_wintershopper_04_48,d_nikke_rupee_wintershopper_04,Self,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_48,False,,L_10,L_10,1.0,,rupee_w,,,,,,,,1,think,,,,,
d_nikke_rupee_wintershopper_04_49,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_49,False,,L_10,L_100,0.5,,rupee_w,rupee,,,,,,,1,surprise,,,,,
d_nikke_rupee_wintershopper_04_50,d_nikke_rupee_wintershopper_04,Self,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_50,False,,L_100,L_100,1.0,,rupee_w,,,,,,,,1,surprise,,,,,
d_nikke_rupee_wintershopper_04_51,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_51,True,,L_100,L_100,1.0,,rupee_w,rupee,,,,,,,1,sad,,,,,
d_nikke_rupee_wintershopper_04_52,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_52,True,,L_100,L_100,1.0,,rupee_w,rupee,,,,,,,1,idle,,,,,
d_nikke_rupee_wintershopper_04_53,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_53,False,,L_100,L_100,1.0,,rupee_w,rupee,,,,,,,1,special,,,,,
d_nikke_rupee_wintershopper_04_54,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_54,True,GoodOffice,5,1,3.0,,rupee_w,rupee,,,,black,,,1,idle,,,,,
d_nikke_rupee_wintershopper_04_55,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_55,True,,1,1,1.0,,rupee_w,rupee,,,,,,,1,idle,,,,,
d_nikke_rupee_wintershopper_04_56,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_56,True,,1,1,1.0,,rupee_w,rupee,,,,,,,1,idle,,,,,
d_nikke_rupee_wintershopper_04_57,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_57,True,,1,1,1.0,,rupee_w,rupee,,,,,,,1,idle_02,,,,,
d_nikke_rupee_wintershopper_04_58,d_nikke_rupee_wintershopper_04,Self,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_58,False,black,1,1,1.0,none,rupee_w,,,,,,,,1,idle_02,rupee_w,,,,
d_nikke_rupee_wintershopper_04_59,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_59,True,,1,1,1.0,,rupee_w,rupee,,,,,,,,,,,,,
d_nikke_rupee_wintershopper_04_60,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_60,True,,1,1,1.0,,rupee_w,rupee,,,,,,,,,,,,,
d_nikke_rupee_wintershopper_04_61,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_61,True,,1,1,1.0,,rupee_w,rupee,,,,,,,,,,,,,
d_nikke_rupee_wintershopper_04_62,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_62,True,,1,1,1.0,,rupee_w,rupee,,,,,,,,,,,,,
d_nikke_rupee_wintershopper_04_63,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_63,True,,1,1,1.0,,rupee_w,rupee,,,,,,,,,,,,,
d_nikke_rupee_wintershopper_04_64,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_64,True,,1,1,1.0,,rupee_w,rupee,,,,,,,,,,,,,
d_nikke_rupee_wintershopper_04_65,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_65,True,GoodOffice,L_10,L_100,0.5,,rupee_w,rupee,,,,,,rupee_w,1,idle_02,,fx_Eventscene_camera_recording,rec,True,
d_nikke_rupee_wintershopper_04_66,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_66,True,,L_100,L_100,1.0,bgm_story_shopperholic,rupee_w,rupee,,,,,,,1,idle_02,,,,,
d_nikke_rupee_wintershopper_04_67,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_67,True,,L_100,L_10,1.0,,rupee_w,rupee,,,,,,,1,"expression_0,idle_02",,,,,
d_nikke_rupee_wintershopper_04_68,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_68,True,,L_10,L_10,1.0,,rupee_w,rupee,,,,,,,1,idle_02,,,,,
d_nikke_rupee_wintershopper_04_69,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_69,False,,L_10,L_10,1.0,,rupee_w,rupee,,,,,,,1,special,,,,,
d_nikke_rupee_wintershopper_04_70,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_70,True,,L_10,L_10,1.0,,rupee_w,rupee,,,,,,,1,idle_02,,,,,
d_nikke_rupee_wintershopper_04_71,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_71,True,,L_10,L_10,1.0,,rupee_w,rupee,,,,,,,1,idle_02,,,,,
d_nikke_rupee_wintershopper_04_72,d_nikke_rupee_wintershopper_04,Choice,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_72,False,,L_10,L_10,1.0,,rupee_w,,,,d_nikke_rupee_wintershopper_04_74,,,,1,idle_02,,,,,
d_nikke_rupee_wintershopper_04_73,d_nikke_rupee_wintershopper_04,Choice,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_73,False,,L_10,L_10,1.0,,rupee_w,,,,d_nikke_rupee_wintershopper_04_74,,,,1,idle_02,,,,,
d_nikke_rupee_wintershopper_04_74,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_74,False,,L_10,L_10,1.0,,rupee_w,rupee,,,,,,,1,special,,,,,
d_nikke_rupee_wintershopper_04_75,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_75,False,,L_10,1,1.0,,rupee_w,rupee,,,,,,,1,think,,,,,
d_nikke_rupee_wintershopper_04_76,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_76,True,,1,1,1.0,,rupee_w,rupee,,,,,,,1,idle,,,,,
d_nikke_rupee_wintershopper_04_77,d_nikke_rupee_wintershopper_04,Self,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_77,False,,1,1,1.0,,rupee_w,,,,,,,,1,idle,,,,,
d_nikke_rupee_wintershopper_04_78,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_78,True,,1,1,1.0,,rupee_w,rupee,,,,,,,1,surprise,,,,,
d_nikke_rupee_wintershopper_04_79,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_79,True,,1,1,1.0,,rupee_w,rupee,,,,,,,1,surprise,,,,,
d_nikke_rupee_wintershopper_04_80,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_80,True,,1,1,1.0,,rupee_w,rupee,,,,,,,1,sad,,,,,
d_nikke_rupee_wintershopper_04_81,d_nikke_rupee_wintershopper_04,Self,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_81,False,,1,1,1.0,,rupee_w,,,,,,,,1,sad,,,,,
d_nikke_rupee_wintershopper_04_82,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_82,True,,1,L_10,1.0,,rupee_w,rupee,,,,,,,1,surprise,,,,,
d_nikke_rupee_wintershopper_04_83,d_nikke_rupee_wintershopper_04,Self,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_83,False,,L_10,L_10,1.0,,rupee_w,,,,,,,,1,surprise,,,,,
d_nikke_rupee_wintershopper_04_84,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_84,True,,L_10,L_10,1.0,,rupee_w,rupee,,,,,,,1,surprise,,,,,
d_nikke_rupee_wintershopper_04_85,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_85,True,,L_10,L_10,1.0,,rupee_w,rupee,,,,,,,1,surprise,,,,,
d_nikke_rupee_wintershopper_04_86,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_86,True,,L_10,L_10,1.0,,rupee_w,rupee,,,,,,,1,surprise,,,,,
d_nikke_rupee_wintershopper_04_87,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_87,True,,L_10,L_10,1.0,,rupee_w,rupee,,,,,,,1,surprise,,,,,
d_nikke_rupee_wintershopper_04_88,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_88,True,,L_10,L_100,2.0,,rupee_w,rupee,,,,,,,1,etc,,,,,
d_nikke_rupee_wintershopper_04_89,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_89,True,,L_100,L_100,1.0,,rupee_w,rupee,,,,,,,1,etc,,,,,
d_nikke_rupee_wintershopper_04_90,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_90,False,,L_100,L_100,1.0,,rupee_w,rupee,,,,,,,1,etc,,,,,
d_nikke_rupee_wintershopper_04_91,d_nikke_rupee_wintershopper_04,Self,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_91,False,,L_100,L_100,1.0,,rupee_w,,,,,,,,1,etc,,,,,
d_nikke_rupee_wintershopper_04_92,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_92,True,,L_100,L_100,1.0,,rupee_w,rupee,,,,,,,1,etc,,,,,
d_nikke_rupee_wintershopper_04_93,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_93,True,,L_100,L_100,1.0,,rupee_w,rupee,,,,,,,1,etc,,,,,
d_nikke_rupee_wintershopper_04_94,d_nikke_rupee_wintershopper_04,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_94,False,black,black,black,1.0,,rupee_w,,,,,,,,1,etc,,,,,fx_Eventscene_camera_recording
d_nikke_rupee_wintershopper_04_95,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_95,True,GoodOffice,L_10,L_100,0.5,,rupee_w,rupee,,,,,Low_2,,1,etc,,fx_Eventscene_camera_recording,rec,True,
d_nikke_rupee_wintershopper_04_96,d_nikke_rupee_wintershopper_04,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_96,True,,L_100,L_100,1.0,,rupee_w,rupee,,,,,,,1,etc,,,,,
d_nikke_rupee_wintershopper_04_97,d_nikke_rupee_wintershopper_04,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_04_97,False,,L_100,L_100,1.0,,rupee_w,,,,,,,,1,etc,,,,,
