id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,set_camera_shake,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_snowwhite_03_48,d_nikke_snowwhite_03,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_03_48,False,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_49,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_49,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_50,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_50,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_51,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_51,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_52,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_52,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_53,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_53,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_54,d_nikke_snowwhite_03,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_03_54,False,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_55,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_55,True,,L_10,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_56,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_56,True,,1,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_57,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_57,True,,1,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_58,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_58,True,,1,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_59,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_59,True,,1,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_60,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_60,True,,1,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_61,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_61,True,,1,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_62,d_nikke_snowwhite_03,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_03_62,False,,black,black,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_63,d_nikke_snowwhite_03,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_03_63,False,,black,black,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_64,d_nikke_snowwhite_03,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_03_64,False,,black,black,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_65,d_nikke_snowwhite_03,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_03_65,False,,black,black,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_66,d_nikke_snowwhite_03,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_03_66,False,,black,black,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_67,d_nikke_snowwhite_03,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_03_67,False,,L_1900,L_1900,1.0,,Blur_Low,Vignetting,,,,1,idle,
d_nikke_snowwhite_03_68,d_nikke_snowwhite_03,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_03_68,False,,L_1900,L_1900,1.0,,Blur_Low,Vignetting,,,,1,idle,
d_nikke_snowwhite_03_69,d_nikke_snowwhite_03,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_03_69,False,,L_1900,L_1900,1.0,,Blur_Low,Vignetting,,,,1,idle,
d_nikke_snowwhite_03_70,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_70,False,,L_1900,L_100,0.5,,,,,,,1,angry,
d_nikke_snowwhite_03_71,d_nikke_snowwhite_03,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_03_71,False,,L_100,L_100,1.0,,,,,,,1,angry,
d_nikke_snowwhite_03_72,d_nikke_snowwhite_03,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_03_72,False,,L_100,L_100,1.0,,,,,,,1,angry,
d_nikke_snowwhite_03_73,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_73,True,,L_100,1,1.0,,,,,,,1,pain,
d_nikke_snowwhite_03_74,d_nikke_snowwhite_03,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_03_74,False,,1,1,1.0,,,,,,,1,pain,
d_nikke_snowwhite_03_75,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_75,True,,1,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_76,d_nikke_snowwhite_03,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_03_76,False,,1,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_77,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_77,True,,1,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_78,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_78,True,,1,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_79,d_nikke_snowwhite_03,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_03_79,False,,1,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_80,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_80,True,,1,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_81,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_81,True,,1,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_82,d_nikke_snowwhite_03,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_03_82,False,,1,1,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_83,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_83,True,,1,L_10,1.0,,,,,,,1,special,
d_nikke_snowwhite_03_84,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_84,True,,L_10,L_10,1.0,,,,,,,1,special,
d_nikke_snowwhite_03_85,d_nikke_snowwhite_03,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_03_85,False,,L_10,L_10,1.0,,,,,,,1,special,
d_nikke_snowwhite_03_86,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_86,True,,L_10,1,1.0,,,,,,,1,pain,
d_nikke_snowwhite_03_87,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_87,False,,1,L_100,0.5,,,,,,,1,angry,
d_nikke_snowwhite_03_88,d_nikke_snowwhite_03,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_03_88,False,,L_100,L_100,1.0,,,,,,,1,angry,
d_nikke_snowwhite_03_89,d_nikke_snowwhite_03,Monologue,snowwhite,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_03_89,False,,L_100,L_100,1.0,,,,,,,1,angry,
d_nikke_snowwhite_03_90,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_90,False,,L_100,1,1.0,,,,,,,1,pain,
d_nikke_snowwhite_03_91,d_nikke_snowwhite_03,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_03_91,False,,1,1,1.0,,,,,,,1,pain,
d_nikke_snowwhite_03_92,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_92,True,,1,L_10,1.0,,,,,,,1,special,
d_nikke_snowwhite_03_93,d_nikke_snowwhite_03,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_03_93,False,,L_10,L_10,1.0,,,,,,,1,special,
d_nikke_snowwhite_03_94,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_94,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_95,d_nikke_snowwhite_03,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_03_95,False,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_96,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_96,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_97,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_97,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_98,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_98,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_99,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_99,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_100,d_nikke_snowwhite_03,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_03_100,False,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_101,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_101,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_102,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_102,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_103,d_nikke_snowwhite_03,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_03_103,False,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_104,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_104,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_105,d_nikke_snowwhite_03,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_03_105,False,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_106,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_106,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_107,d_nikke_snowwhite_03,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_03_107,False,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_108,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_108,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_109,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_109,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_110,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_110,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_111,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_111,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_112,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_112,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_113,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_113,True,,L_10,L_10,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_114,d_nikke_snowwhite_03,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_03_114,False,,L_10,L_10,1.0,,Blur_Low,,,,,1,idle,
d_nikke_snowwhite_03_115,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_115,True,,L_10,L_10,1.0,none,Blur_High,Vignetting,,,,1,idle,
d_nikke_snowwhite_03_116,d_nikke_snowwhite_03,Self,snowwhite,Self,Locale_NikkeEpisode:d_nikke_snowwhite_03_116,False,,black,black,1.0,,,,,,,1,idle,
d_nikke_snowwhite_03_117,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_117,True,,black,black,1.0,,,,,,,1,pain,
d_nikke_snowwhite_03_118,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_118,True,,black,black,1.0,,,,,,,1,pain,
d_nikke_snowwhite_03_119,d_nikke_snowwhite_03,Speech,snowwhite,snowwhite,Locale_NikkeEpisode:d_nikke_snowwhite_03_119,True,,black,black,1.0,,,,,,,1,pain,
