id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,fade,set_filter_01,play_sound,set_camera_shake
d_nikke_privaty_02_11,d_nikke_privaty_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_privaty_02_11,False,,160,140,2.0,,,1,idle,,14,idle,,18,idle,,16,no,,,,,,,
d_nikke_privaty_02_12,d_nikke_privaty_02,Narration,rapi,,Locale_NikkeEpisode:d_nikke_privaty_02_12,,,black,black,1.0,,,1,idle,,14,idle,,18,idle,,16,idle,,,,,,,
d_nikke_privaty_02_13,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_13,True,,S_10,S_10,1.0,,,1,idle,,14,idle,,18,idle,,16,idle,,,,,,,
d_nikke_privaty_02_14,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_14,True,,S_10,S_10,1.0,,,1,idle,,14,idle,,18,idle,,16,idle,,,,,,,
d_nikke_privaty_02_15,d_nikke_privaty_02,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_02_15,,,S_10,S_10,1.0,,,1,idle,,14,idle,,18,idle,,16,idle,,,,,,,
d_nikke_privaty_02_16,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_16,True,,S_10,S_10,1.0,,,1,angry,,14,idle,,18,idle,,16,idle,,,,,,,
d_nikke_privaty_02_17,d_nikke_privaty_02,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_02_17,,,S_10,S_10,1.0,,,1,angry,,14,idle,,18,idle,,16,idle,,,,,,,
d_nikke_privaty_02_18,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_18,True,,S_10,S_10,1.0,,,1,surprise,,14,idle,,18,idle,,16,idle,,,,,,,
d_nikke_privaty_02_19,d_nikke_privaty_02,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_02_19,,,S_10,S_10,1.0,,,1,surprise,,14,idle,,18,idle,,16,idle,,,,,,,
d_nikke_privaty_02_20,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_20,True,,S_10,S_100,2.0,,,1,shy,,14,idle,,18,idle,,16,idle,,,,,,,
d_nikke_privaty_02_21,d_nikke_privaty_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_privaty_02_21,True,,17,17,1.0,,,1,shy,,14,idle,,18,idle,,16,no,,,,,,,
d_nikke_privaty_02_22,d_nikke_privaty_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_privaty_02_22,True,,17,17,1.0,,,1,shy,,14,idle,,18,no,,16,no,,,,,,,
d_nikke_privaty_02_23,d_nikke_privaty_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_privaty_02_23,True,,17,S_180,1.0,,,1,shy,,14,idle,,18,idle,,16,no,,,,,,,
d_nikke_privaty_02_24,d_nikke_privaty_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_privaty_02_24,True,,S_180,160,1.0,,,1,shy,,14,idle,,18,idle,,16,idle,,,,,,,
d_nikke_privaty_02_25,d_nikke_privaty_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_privaty_02_25,False,,160,140,1.0,,,1,idle,,14,idle,,18,idle,,16,idle,,,,,,,
d_nikke_privaty_02_26,d_nikke_privaty_02,Narration,rapi,,Locale_NikkeEpisode:d_nikke_privaty_02_26,,,black,black,1.0,,,1,idle,,14,idle,,18,idle,,16,idle,,,,,,,
d_nikke_privaty_02_27,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_27,True,,S_10,S_10,1.0,,,1,idle,,14,idle,,18,idle,,16,idle,,,,,,,
d_nikke_privaty_02_28,d_nikke_privaty_02,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_02_28,,,S_10,S_10,1.0,,,1,idle,,14,idle,,18,idle,,16,idle,,,,,,,
d_nikke_privaty_02_29,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_29,True,,S_10,S_10,1.0,,,1,idle,,14,idle,,18,idle,,16,idle,,,,,,,
d_nikke_privaty_02_30,d_nikke_privaty_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_privaty_02_30,True,,17,17,1.0,,,1,idle,,14,idle,,18,idle,,16,worry,,,,,,,
d_nikke_privaty_02_31,d_nikke_privaty_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_privaty_02_31,True,,17,17,1.0,,,1,idle,,14,idle,,18,idle,,16,worry,,,,,,,
d_nikke_privaty_02_32,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_32,True,,S_10,S_10,1.0,,,1,delight,,14,idle,,18,idle,,16,worry,,,,,,,
d_nikke_privaty_02_33,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_33,True,,S_10,S_100,0.5,,,1,delight,,14,idle,,18,idle,,16,worry,,,,,,,
d_nikke_privaty_02_34,d_nikke_privaty_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_privaty_02_34,True,,17,160,0.5,,,1,delight,,14,idle,,18,idle,,16,shy,,,,,,,
d_nikke_privaty_02_35,d_nikke_privaty_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_privaty_02_35,True,,160,S_180,0.5,,,1,delight,,14,idle,,18,delight,,16,shy,,,,,,,
d_nikke_privaty_02_36,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_36,True,,S_10,S_10,1.0,,,1,delight,,14,idle,,18,delight,,16,shy,,,,,,,
d_nikke_privaty_02_37,d_nikke_privaty_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_privaty_02_37,True,,160,1600,0.5,,,1,delight,,14,idle,,18,delight,,16,shy,,,,,,,
d_nikke_privaty_02_38,d_nikke_privaty_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_privaty_02_38,True,,S_180,S_1800,0.5,,,1,delight,,14,idle,,18,delight,,16,shy,,,,,,,
d_nikke_privaty_02_39,d_nikke_privaty_02,Self,neon,,Locale_NikkeEpisode:d_nikke_privaty_02_39,,,S_10,S_10,0.5,,,1,delight,,14,idle,,18,delight,,16,shy,,,,,,,
d_nikke_privaty_02_40,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_40,True,,S_10,S_10,0.5,,,1,delight,,14,idle,,18,delight,,16,shy,,,,,,,
d_nikke_privaty_02_41,d_nikke_privaty_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_privaty_02_41,False,,S_10,140,2.0,,,1,delight,,14,think,,18,delight,,16,shy,,,,,,,
d_nikke_privaty_02_42,d_nikke_privaty_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_privaty_02_42,True,,140,1400,2.0,,,1,delight,,14,think,,18,delight,,16,shy,,,,,,,
d_nikke_privaty_02_43,d_nikke_privaty_02,Narration,privaty,,Locale_NikkeEpisode:d_nikke_privaty_02_43,,Corridor,black,black,1.0,none,,1,idle,,14,think,,18,delight,,16,shy,rapi,neon,anis,,,,
d_nikke_privaty_02_44,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_44,True,,7,1,2.0,,,1,idle,,,,,,,,,,,,,,,,
d_nikke_privaty_02_45,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_45,True,,1,1,1.0,,,1,idle,,,,,,,,,,,,,,,,
d_nikke_privaty_02_46,d_nikke_privaty_02,Speech,privaty,prisoldier01,Locale_NikkeEpisode:d_nikke_privaty_02_46,,,black,black,1.0,,,1,idle,,,,,,,,,,,,,,,,
d_nikke_privaty_02_47,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_47,False,,1,S_10,0.5,,,1,surprise,,,,,,,,,,,,,,,,
d_nikke_privaty_02_48,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_48,True,,S_10,S_10,1.0,bgm_recognition_underworld,,1,shy,,,,,,,,,,,,,,,,
d_nikke_privaty_02_49,d_nikke_privaty_02,Speech,privaty,prisoldier01,Locale_NikkeEpisode:d_nikke_privaty_02_49,,,S_10,S_10,1.0,,,1,shy,,,,,,,,,,,,,,,,
d_nikke_privaty_02_50,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_50,True,,S_10,S_10,1.0,,,1,shy,,,,,,,,,,,,,,,,
d_nikke_privaty_02_51,d_nikke_privaty_02,Speech,privaty,prisoldier01,Locale_NikkeEpisode:d_nikke_privaty_02_51,,,S_10,S_10,1.0,,,1,shy,,,,,,,,,,,,,,,,
d_nikke_privaty_02_52,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_52,True,,S_10,S_100,0.5,,,1,shy,,,,,,,,,,,,,,,,
d_nikke_privaty_02_53,d_nikke_privaty_02,Speech,privaty,prisoldier02,Locale_NikkeEpisode:d_nikke_privaty_02_53,,,S_100,S_100,1.0,,,1,shy,,,,,,,,,,,,,,,,
d_nikke_privaty_02_54,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_54,True,,S_100,S_10,1.0,,,1,idle,,,,,,,,,,,,,,,,
d_nikke_privaty_02_55,d_nikke_privaty_02,Speech,privaty,prisoldier02,Locale_NikkeEpisode:d_nikke_privaty_02_55,,,S_10,S_10,1.0,,,1,idle,,,,,,,,,,,,,,,,
d_nikke_privaty_02_56,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_56,True,,S_10,S_10,1.0,,,1,idle,,,,,,,,,,,,,,,,
d_nikke_privaty_02_57,d_nikke_privaty_02,Speech,privaty,prisoldier02,Locale_NikkeEpisode:d_nikke_privaty_02_57,,,S_10,S_10,1.0,,,1,idle,,,,,,,,,,,,,,,,
d_nikke_privaty_02_58,d_nikke_privaty_02,Speech,privaty,prisoldier01,Locale_NikkeEpisode:d_nikke_privaty_02_58,,,S_10,S_10,1.0,,,1,idle,,,,,,,,,,,,,,,,
d_nikke_privaty_02_59,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_59,False,,S_10,S_10,1.0,,,1,idle,,,,,,,,,,,,,,,,
d_nikke_privaty_02_60,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_60,True,,S_10,S_10,1.0,,,1,idle,,,,,,,,,,,,,,,,
d_nikke_privaty_02_61,d_nikke_privaty_02,Narration,privaty,,Locale_NikkeEpisode:d_nikke_privaty_02_61,,,S_10,S_70,2.0,,,1,idle,,,,,,,,,,,,,,,,
d_nikke_privaty_02_62,d_nikke_privaty_02,Speech,privaty,prisoldier04,Locale_NikkeEpisode:d_nikke_privaty_02_62,,,S_70,S_70,1.0,,,1,idle,,,,,,,,,,,,,,,,
d_nikke_privaty_02_63,d_nikke_privaty_02,Speech,privaty,prisoldier03,Locale_NikkeEpisode:d_nikke_privaty_02_63,,,S_70,S_70,1.0,,,1,idle,,,,,,,,,,,,,,,,
d_nikke_privaty_02_64,d_nikke_privaty_02,Speech,privaty,prisoldier04,Locale_NikkeEpisode:d_nikke_privaty_02_64,,,S_70,S_70,1.0,,,1,idle,,,,,,,,,,,,,,,,
d_nikke_privaty_02_65,d_nikke_privaty_02,Speech,privaty,prisoldier03,Locale_NikkeEpisode:d_nikke_privaty_02_65,,,S_70,S_10,2.0,,,1,sad,,,,,,,,,,,,,,,,
d_nikke_privaty_02_66,d_nikke_privaty_02,Speech,privaty,prisoldier04,Locale_NikkeEpisode:d_nikke_privaty_02_66,,,S_10,S_10,1.0,,,1,sad,,,,,,,,,,,,,,,,
d_nikke_privaty_02_67,d_nikke_privaty_02,Speech,privaty,prisoldier04,Locale_NikkeEpisode:d_nikke_privaty_02_67,,,S_10,S_100,2.0,,,1,sad,,,,,,,,,,,,,,,,
d_nikke_privaty_02_68,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_68,True,,black,black,1.0,,,1,sad,,,,,,,,,,,,,,,,
d_nikke_privaty_02_69,d_nikke_privaty_02,Speech,privaty,prisoldier04,Locale_NikkeEpisode:d_nikke_privaty_02_69,,,S_100,S_100,1.0,,,1,sad,,,,,,,,,,,,,,,,
d_nikke_privaty_02_70,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_70,True,,S_100,S_100,1.0,,,1,sad,,,,,,,,,,,,,,,,
d_nikke_privaty_02_71,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_71,True,,S_100,S_100,1.0,,,1,sad,,,,,,,,,,,,,,,,
d_nikke_privaty_02_72,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_72,True,,S_100,S_100,1.0,,,1,sad,,,,,,,,,,,,,,,,
d_nikke_privaty_02_73,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_73,True,,S_100,S_100,1.0,,,1,sad,,,,,,,,,,,,,,,,
d_nikke_privaty_02_74,d_nikke_privaty_02,Speech,privaty,prisoldier03,Locale_NikkeEpisode:d_nikke_privaty_02_74,,,S_100,S_100,1.0,,,1,sad,,,,,,,,,,,,,,,,
d_nikke_privaty_02_75,d_nikke_privaty_02,Speech,privaty,prisoldier04,Locale_NikkeEpisode:d_nikke_privaty_02_75,,,S_100,S_100,1.0,,,1,sad,,,,,,,,,,,,,,,,
d_nikke_privaty_02_76,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_76,True,,S_100,S_10,0.5,,,1,sad,,,,,,,,,,,,,,,,
d_nikke_privaty_02_77,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_77,True,,S_10,S_10,1.0,,,1,sad,,,,,,,,,,,,,,,,
d_nikke_privaty_02_78,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_78,True,,S_10,S_10,1.0,,,1,sad,,,,,,,,,,,,,,,,
d_nikke_privaty_02_79,d_nikke_privaty_02,Speech,privaty,prisoldier01,Locale_NikkeEpisode:d_nikke_privaty_02_79,,,S_10,S_10,1.0,,,1,sad,,,,,,,,,,,,,,,,
d_nikke_privaty_02_80,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_80,True,,S_10,S_10,0.5,,,1,sad,,,,,,,,,,,,,,,,
d_nikke_privaty_02_81,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_81,True,,S_10,S_10,1.0,,,1,sad,,,,,,,,,,,,,,,,
d_nikke_privaty_02_82,d_nikke_privaty_02,Speech,privaty,prisoldier02,Locale_NikkeEpisode:d_nikke_privaty_02_82,,,S_10,S_10,1.0,,,1,sad,,,,,,,,,,,,,,,,
d_nikke_privaty_02_83,d_nikke_privaty_02,Narration,privaty,,Locale_NikkeEpisode:d_nikke_privaty_02_83,,,S_10,1,2.0,none,,1,sad,,,,,,,,,,,,,,,,
d_nikke_privaty_02_84,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_84,False,,1,1,1.0,,,1,sad,,,,,,,,,,,,,,,,
d_nikke_privaty_02_85,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_85,True,none,black,black,1.0,,,1,sad,,,,,,,,,,,,,,,,
d_nikke_privaty_02_86,d_nikke_privaty_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_privaty_02_86,True,Cafe,S_130,S_130,1.0,bgm_story_tuffguys,,1,sad,milk,13,delight,,,,,,,,,,black,,,
d_nikke_privaty_02_87,d_nikke_privaty_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_privaty_02_87,True,,S_130,S_130,1.0,,,1,idle,,13,delight,,,,,,,,,,,,,
d_nikke_privaty_02_88,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_88,True,,S_10,S_10,1.0,,,1,surprise,,13,delight,,,,,,,,,,,,,
d_nikke_privaty_02_89,d_nikke_privaty_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_privaty_02_89,True,,S_10,12,1.0,,,1,idle,,13,good,,,,,,,,,,,,,
d_nikke_privaty_02_90,d_nikke_privaty_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_privaty_02_90,True,,12,S_130,0.5,,,1,idle,,13,good,,,,,,,,,,,,,
d_nikke_privaty_02_91,d_nikke_privaty_02,Narration,milk,,Locale_NikkeEpisode:d_nikke_privaty_02_91,,,S_10,S_100,0.5,,,1,idle,,13,good,,,,,,,,,,,,,
d_nikke_privaty_02_92,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_92,True,,S_100,S_10,1.0,,,1,idle,,13,good,,,,,,,,,,,,,
d_nikke_privaty_02_93,d_nikke_privaty_02,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_02_93,,,S_10,S_10,1.0,,,1,idle,,13,good,,,,,,,,,,,,,
d_nikke_privaty_02_94,d_nikke_privaty_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_privaty_02_94,True,,S_130,S_130,1.0,,,1,idle,,13,good,,,,,,,,,,,,,
d_nikke_privaty_02_95,d_nikke_privaty_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_privaty_02_95,True,,S_130,S_1300,0.5,,,1,idle,,13,delight,,,,,,,,,,,,,
d_nikke_privaty_02_96,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_96,True,,S_10,S_10,0.5,,,1,idle,,13,delight,,,,,,,,,,,,,
d_nikke_privaty_02_97,d_nikke_privaty_02,Speech,privaty,tvvoice,Locale_NikkeEpisode:d_nikke_privaty_02_97,,,black,black,1.0,none,,1,idle,,13,delight,,,,,,,,,,,,,
d_nikke_privaty_02_98,d_nikke_privaty_02,Speech,privaty,tvvoice,Locale_NikkeEpisode:d_nikke_privaty_02_98,,,black,black,1.0,,,1,idle,,13,idle,,,,,,,,,,,,,
d_nikke_privaty_02_99,d_nikke_privaty_02,Speech,privaty,tvvoice,Locale_NikkeEpisode:d_nikke_privaty_02_99,,,black,black,1.0,,,1,idle,,13,idle,,,,,,,,,,,,,
d_nikke_privaty_02_100,d_nikke_privaty_02,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_02_100,,,S_10,S_10,1.0,,,1,idle,,13,idle,,,,,,,,,,,,,
d_nikke_privaty_02_101,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_101,True,,S_10,S_10,2.0,,,1,idle,,13,idle,,,,,,,,,,,,,
d_nikke_privaty_02_102,d_nikke_privaty_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_privaty_02_102,True,,S_10,S_130,2.0,,,1,idle,,13,angry,,,,,,,,,,,,,
d_nikke_privaty_02_103,d_nikke_privaty_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_privaty_02_103,True,,S_130,S_130,1.0,,,1,idle,,13,angry,,,,,,,,,,,,,
d_nikke_privaty_02_104,d_nikke_privaty_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_privaty_02_104,True,,S_130,S_1300,0.5,,,1,idle,,13,angry,,,,,,,,,,,,,
d_nikke_privaty_02_105,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_105,False,,S_10,S_10,1.0,,,1,idle,,13,angry,,,,,,,,,,,,,
d_nikke_privaty_02_106,d_nikke_privaty_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_privaty_02_106,True,none,black,black,1.0,,,1,idle,,13,angry,,,,,,,,,,,,,
d_nikke_privaty_02_107,d_nikke_privaty_02,Speech,privaty,prisoldier03,Locale_NikkeEpisode:d_nikke_privaty_02_107,,Corridor,70,70,1.0,,,1,idle,,13,idle,,,,,,,,,,,Grey,,
d_nikke_privaty_02_108,d_nikke_privaty_02,Speech,privaty,prisoldier04,Locale_NikkeEpisode:d_nikke_privaty_02_108,,,70,70,1.0,,,1,idle,,13,idle,,,,,,,,,,,Grey,,
d_nikke_privaty_02_109,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_109,True,Cafe,black,black,1.0,,,1,sad,,13,idle,,,,,,,,,,,,,
d_nikke_privaty_02_110,d_nikke_privaty_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_privaty_02_110,True,,12,12,1.0,bgm_story_tuffguys,,1,sad,,13,delight,,,,,,,,,,,,,
d_nikke_privaty_02_111,d_nikke_privaty_02,Narration,milk,,Locale_NikkeEpisode:d_nikke_privaty_02_111,,,12,14,1.0,,,1,idle,,13,delight,sugar,15,idle,,,,,,,,,sfx_scn_chimebell,
d_nikke_privaty_02_112,d_nikke_privaty_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_privaty_02_112,True,,14,14,0.5,,,1,idle,,13,good,,15,idle,,,,,,,,,,
d_nikke_privaty_02_113,d_nikke_privaty_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_privaty_02_113,True,,14,S_150,1.0,,,1,idle,,13,good,,15,idle,,,,,,,,,,
d_nikke_privaty_02_114,d_nikke_privaty_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_privaty_02_114,True,,S_150,S_130,0.5,,,1,idle,,13,idle,,15,idle,,,,,,,,,,
d_nikke_privaty_02_115,d_nikke_privaty_02,Narration,milk,,Locale_NikkeEpisode:d_nikke_privaty_02_115,,,S_130,S_140,2.0,,,1,idle,,14,idle,,15,idle,,,,,,,,,,
d_nikke_privaty_02_116,d_nikke_privaty_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_privaty_02_116,True,,S_140,S_1400,2.0,,,1,idle,,14,surprise,,15,idle,,,,,,,,,,
d_nikke_privaty_02_117,d_nikke_privaty_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_privaty_02_117,True,,S_1400,S_1500,1.0,,,1,idle,,14,surprise,,15,idle,,,,,,,,,,
d_nikke_privaty_02_118,d_nikke_privaty_02,Self,sugar,,Locale_NikkeEpisode:d_nikke_privaty_02_118,,,S_1500,S_1500,1.0,,,1,idle,,14,surprise,,15,idle,,,,,,,,,,
d_nikke_privaty_02_119,d_nikke_privaty_02,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_privaty_02_119,True,,S_1500,S_1400,0.5,,,1,idle,,14,angry,,15,idle,,,,,,,,,,
d_nikke_privaty_02_120,d_nikke_privaty_02,Narration,,,Locale_NikkeEpisode:d_nikke_privaty_02_120,,,black,black,1.0,,,1,idle,,14,angry,,15,idle,,,,milk,sugar,,,,sfx_scn_chimebell,
d_nikke_privaty_02_121,d_nikke_privaty_02,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_02_121,,,S_10,S_10,1.0,none,,1,idle,,,,,,,,,,,,,,,,
d_nikke_privaty_02_122,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_122,True,,S_10,S_10,1.0,,,1,idle,,,,,,,,,,,,,,,,
d_nikke_privaty_02_123,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_123,True,,S_10,S_10,1.0,,,1,idle,,,,,,,,,,,,,,,,
d_nikke_privaty_02_124,d_nikke_privaty_02,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_02_124,,,S_10,S_10,1.0,,,1,idle,,,,,,,,,,,,,,,,
d_nikke_privaty_02_125,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_125,True,,S_10,S_100,0.5,,,1,surprise,,,,,,,,,,,,,,,,
d_nikke_privaty_02_126,d_nikke_privaty_02,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_02_126,,,S_100,S_100,1.0,,,1,surprise,,,,,,,,,,,,,,,,
d_nikke_privaty_02_127,d_nikke_privaty_02,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_02_127,True,,S_100,S_100,1.0,bgm_story_weare,,1,shy,,,,,,,,,,,,,,,,
