id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_nikke_quiry_05_15,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_15,True,,S_50,S_50,1.0,,,,5,surprise,,3,delight,,1,idle,,,,,
d_nikke_quiry_05_16,d_nikke_quiry_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_05_16,False,,31,31,1.0,,,,5,surprise,,3,angry,,1,idle,,,,,
d_nikke_quiry_05_17,d_nikke_quiry_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quiry_05_17,False,,31,31,1.0,,,,5,surprise,,3,angry,,1,idle,,,,,
d_nikke_quiry_05_18,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_18,False,,31,5,1.0,,,,5,surprise,,3,angry,,1,idle,,,,,
d_nikke_quiry_05_19,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_19,True,,5,5,1.0,,,,5,surprise,,3,angry,,1,idle,,,,,
d_nikke_quiry_05_20,d_nikke_quiry_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_05_20,True,,5,53,1.0,,,,5,surprise,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_21,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_21,True,,53,53,1.0,,,,5,surprise,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_22,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_22,True,,53,53,1.0,,,,5,surprise,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_23,d_nikke_quiry_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_05_23,True,,53,53,1.0,,,,5,surprise,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_24,d_nikke_quiry_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_05_24,True,,53,53,1.0,,,,5,surprise,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_25,d_nikke_quiry_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_05_25,True,,53,53,1.0,,,,5,surprise,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_26,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_26,True,,53,53,1.0,,,,5,surprise,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_27,d_nikke_quiry_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_05_27,True,,53,53,1.0,,,,5,surprise,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_28,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_28,True,,53,53,1.0,,,,5,special,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_29,d_nikke_quiry_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_05_29,True,,53,3,1.0,,,,5,special,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_30,d_nikke_quiry_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_05_30,True,,3,XS_30,1.0,,,,5,special,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_31,d_nikke_quiry_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_05_31,True,,XS_30,XS_30,1.0,,,,5,special,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_32,d_nikke_quiry_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_05_32,True,,XS_30,XS_30,1.0,,,,5,special,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_33,d_nikke_quiry_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_05_33,True,,XS_30,XS_30,1.0,,,,5,special,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_34,d_nikke_quiry_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_05_34,True,,XS_30,XS_30,1.0,,,,5,special,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_35,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_35,False,,S_50,S_500,0.5,,,,5,surprise,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_36,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_36,True,,S_500,S_500,1.0,,,,5,surprise,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_37,d_nikke_quiry_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_05_37,False,,S_500,S_500,1.0,,,,5,surprise,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_38,d_nikke_quiry_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_05_38,False,,S_500,S_500,1.0,,,,5,surprise,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_39,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_39,True,,S_500,5,1.0,,,,5,idle,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_40,d_nikke_quiry_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quiry_05_40,True,,5,31,1.0,,,,5,idle,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_41,d_nikke_quiry_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quiry_05_41,True,,31,31,1.0,,,,5,idle,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_42,d_nikke_quiry_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_05_42,True,,31,31,1.0,,,,5,idle,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_43,d_nikke_quiry_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_05_43,True,,31,31,1.0,,,,5,idle,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_44,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_44,True,,31,5,1.0,,,,5,idle,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_45,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_45,True,,5,5,1.0,,,,5,idle,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_46,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_46,True,,5,5,1.0,,,,5,idle,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_47,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_47,True,,5,5,1.0,,,,5,idle,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_48,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_48,True,,5,S_50,1.0,,,,5,delight,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_49,d_nikke_quiry_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_05_49,False,,S_50,S_50,1.0,,,,5,delight,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_50,d_nikke_quiry_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_05_50,True,,XS_30,XS_30,1.0,,,,5,delight,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_51,d_nikke_quiry_05,Speech,miranda,miranda,Locale_NikkeEpisode:d_nikke_quiry_05_51,True,,S_10,S_10,1.0,,,,5,delight,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_52,d_nikke_quiry_05,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_quiry_05_52,False,OutpostOut,9,5,2.0,,none,,5,idle,,3,idle,,1,idle,black,,,,
d_nikke_quiry_05_53,d_nikke_quiry_05,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_quiry_05_53,False,,5,5,1.0,,,,5,idle,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_54,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_54,True,,5,S_50,2.0,,bgm_story_girlstalk,,5,special,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_55,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_55,True,,S_50,S_50,1.0,,,,5,special,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_56,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_56,True,,S_50,S_500,1.0,,,,5,special,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_57,d_nikke_quiry_05,Speech,volt,volt,Locale_NikkeEpisode:d_nikke_quiry_05_57,True,,9,9,1.0,,,,5,special,,3,idle,,1,idle,,volt,9,idle,
d_nikke_quiry_05_58,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_58,True,,53,53,1.0,,,,5,surprise,,3,idle,,1,idle,,volt,9,idle,
d_nikke_quiry_05_59,d_nikke_quiry_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_05_59,True,,53,53,1.0,,,,5,surprise,,3,sad,,1,idle,,volt,9,idle,
d_nikke_quiry_05_60,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_60,True,,53,53,1.0,,,,5,idle,,3,sad,,1,idle,,volt,9,idle,
d_nikke_quiry_05_61,d_nikke_quiry_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_05_61,True,,53,53,1.0,,,,5,idle,,3,sad,,1,idle,,volt,9,idle,volt
d_nikke_quiry_05_62,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_62,True,,53,5,1.0,,,,5,special,,3,sad,,1,idle,,,,,
d_nikke_quiry_05_63,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_63,True,,5,S_50,1.0,,,,5,special_02,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_64,d_nikke_quiry_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_05_64,True,,S_50,S_50,1.0,,,,5,special_02,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_65,d_nikke_quiry_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_05_65,True,,S_50,S_50,1.0,,,,5,special_02,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_66,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_66,True,,S_50,5,1.0,,,,5,special_02,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_67,d_nikke_quiry_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_05_67,True,,5,5,1.0,,,,5,special_02,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_68,d_nikke_quiry_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_05_68,False,,5,5,1.0,,,,5,special_02,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_69,d_nikke_quiry_05,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_05_69,False,,5,5,1.0,,,,7,special_02,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_70,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_70,True,,5,7,1.0,,,,7,special_02,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_71,d_nikke_quiry_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_05_71,False,,7,7,1.0,,,,7,special_02,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_72,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_72,True,,7,7,1.0,,,,7,delight,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_73,d_nikke_quiry_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_05_73,True,,7,3,1.0,,,,7,delight,,3,sad,,1,idle,,,,,
d_nikke_quiry_05_74,d_nikke_quiry_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_05_74,True,,3,3,1.0,,,,7,idle,,3,sad,,1,idle,,,,,
d_nikke_quiry_05_75,d_nikke_quiry_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_05_75,True,,3,3,1.0,,,,7,idle,,3,sad,,1,idle,,,,,
d_nikke_quiry_05_76,d_nikke_quiry_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_05_76,False,,7,7,1.0,,,,7,idle,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_77,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_77,True,,7,7,1.0,,,,7,idle,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_78,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_78,True,,7,7,1.0,,,,7,idle,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_79,d_nikke_quiry_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_05_79,False,,7,7,1.0,,,,7,idle,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_80,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_80,True,,7,7,1.0,,,,7,idle,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_81,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_81,True,,7,7,1.0,,,,7,idle,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_82,d_nikke_quiry_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_05_82,True,,7,3,0.5,,,,7,idle,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_83,d_nikke_quiry_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_05_83,True,,3,XS_30,1.0,,,,7,idle,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_84,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_84,True,,XS_30,7,1.0,,,,7,idle,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_85,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_85,True,,7,7,1.0,,,,7,idle,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_86,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_86,True,,7,7,1.0,,,,7,idle,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_87,d_nikke_quiry_05,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_05_87,False,,7,S_70,1.0,,,,7,special_02,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_88,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_88,True,,S_70,S_70,1.0,,,,7,special_02,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_89,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_89,True,,S_70,S_700,1.0,,,,7,delight,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_90,d_nikke_quiry_05,Self,Self,Self,Locale_NikkeEpisode:d_nikke_quiry_05_90,False,,S_700,S_700,1.0,,,,7,delight,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_91,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_91,True,,S_700,S_70,1.0,,,,7,delight,,3,idle,,1,idle,,,,,
d_nikke_quiry_05_92,d_nikke_quiry_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_05_92,True,,XS_300,XS_300,1.0,,,,7,delight,,3,angry,,1,idle,,,,,
d_nikke_quiry_05_93,d_nikke_quiry_05,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_quiry_05_93,True,,XS_300,XS_300,1.0,,,,7,delight,,3,angry,,1,idle,,,,,
d_nikke_quiry_05_94,d_nikke_quiry_05,Speech,quiry,quiry,Locale_NikkeEpisode:d_nikke_quiry_05_94,True,,S_700,S_700,1.0,,,,7,surprise,,3,angry,,1,idle,,,,,
d_nikke_quiry_05_95,d_nikke_quiry_05,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_05_95,False,,black,black,1.0,,,,7,surprise,,3,angry,,1,idle,,,,,
d_nikke_quiry_05_96,d_nikke_quiry_05,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_quiry_05_96,False,,black,black,1.0,,,,7,surprise,,3,angry,,1,idle,,,,,
