id,group_id,speech_window,scenario_localkey,play_lipSync,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_filter_01,set_filter_02,characters/0/hide_char_id,jump_target,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,fade
d_nikke_ludmilla_01_19,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_19,True,10,10,1.0,,ludmilla,ludmilla,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_20,d_nikke_ludmilla_01,Choice,Locale_NikkeEpisode:d_nikke_ludmilla_01_20,False,10,10,1.0,,ludmilla,,,1,idle,,,,,d_nikke_ludmilla_01_22,,,,,
d_nikke_ludmilla_01_21,d_nikke_ludmilla_01,Choice,Locale_NikkeEpisode:d_nikke_ludmilla_01_21,False,10,10,1.0,,ludmilla,,,1,idle,,,,,d_nikke_ludmilla_01_27,,,,,
d_nikke_ludmilla_01_22,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_22,True,10,10,1.0,,ludmilla,ludmilla,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_23,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_23,True,10,10,1.0,,ludmilla,ludmilla,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_24,d_nikke_ludmilla_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_01_24,False,10,10,1.0,,ludmilla,,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_25,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_25,True,10,100,0.5,,ludmilla,ludmilla,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_26,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_26,True,100,100,1.0,,ludmilla,ludmilla,,1,idle,,,,,d_nikke_ludmilla_01_33,,,,,
d_nikke_ludmilla_01_27,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_27,True,10,10,1.0,,ludmilla,ludmilla,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_28,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_28,True,10,10,1.0,,ludmilla,ludmilla,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_29,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_29,True,10,10,1.0,,ludmilla,ludmilla,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_30,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_30,True,10,100,1.0,,ludmilla,ludmilla,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_31,d_nikke_ludmilla_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_01_31,False,100,100,1.0,,ludmilla,,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_32,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_32,True,100,100,1.0,,ludmilla,ludmilla,,1,idle,,,,,d_nikke_ludmilla_01_33,,,,,
d_nikke_ludmilla_01_33,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_33,True,100,10,0.7,,ludmilla,ludmilla,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_34,d_nikke_ludmilla_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_01_34,False,10,10,1.0,,ludmilla,,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_35,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_35,True,10,10,1.0,,ludmilla,ludmilla,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_36,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_36,True,10,10,1.0,,ludmilla,ludmilla,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_37,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_37,True,10,10,1.0,,ludmilla,ludmilla,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_38,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_38,True,10,10,0.5,,ludmilla,ludmilla,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_39,d_nikke_ludmilla_01,Monologue,Locale_NikkeEpisode:d_nikke_ludmilla_01_39,False,black,black,1.0,none,ludmilla,,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_40,d_nikke_ludmilla_01,Narration,Locale_NikkeEpisode:d_nikke_ludmilla_01_40,False,black,black,1.0,,,,,1,idle,Office,,,ludmilla,,andersen,3,idle,,
d_nikke_ludmilla_01_41,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_41,True,3,3,1.0,bgm_story_fairytalesend_if,andersen,andersen,,,,,Grey,Vignetting,,,,3,idle,,
d_nikke_ludmilla_01_42,d_nikke_ludmilla_01,Narration,Locale_NikkeEpisode:d_nikke_ludmilla_01_42,False,3,L_30,1.0,,andersen,,,,,,Grey,Vignetting,,,,3,idle,,
d_nikke_ludmilla_01_43,d_nikke_ludmilla_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_01_43,False,L_30,L_30,1.0,,andersen,,,,,,Grey,Vignetting,,,,3,idle,,
d_nikke_ludmilla_01_44,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_44,True,L_30,L_30,1.0,,andersen,andersen,,,,,Grey,Vignetting,,,,3,idle,,
d_nikke_ludmilla_01_45,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_45,True,L_30,L_30,1.0,,andersen,andersen,,,,,Grey,Vignetting,,,,3,idle,,
d_nikke_ludmilla_01_46,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_46,True,L_30,L_30,1.0,,andersen,andersen,,,,,Grey,Vignetting,,,,3,idle,,
d_nikke_ludmilla_01_47,d_nikke_ludmilla_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_01_47,False,L_30,L_30,1.0,,andersen,,,,,,Grey,Vignetting,,,,3,idle,,
d_nikke_ludmilla_01_48,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_48,True,L_30,L_30,1.0,,andersen,andersen,,,,,Grey,Vignetting,,,,3,idle,,
d_nikke_ludmilla_01_49,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_49,True,L_30,L_30,1.0,,andersen,andersen,,,,,Grey,Vignetting,,,,3,idle,,
d_nikke_ludmilla_01_50,d_nikke_ludmilla_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_01_50,False,L_30,L_30,1.0,,andersen,,,,,,Grey,Vignetting,,,,3,idle,,
d_nikke_ludmilla_01_51,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_51,True,L_30,L_300,1.0,,andersen,andersen,,,,,Grey,Vignetting,,,,3,idle,,
d_nikke_ludmilla_01_52,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_52,True,L_300,L_300,1.0,,andersen,andersen,,,,,Grey,Vignetting,,,,3,idle,,
d_nikke_ludmilla_01_53,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_53,True,L_300,L_300,1.0,,andersen,andersen,,,,,Grey,Vignetting,,,,3,idle,,
d_nikke_ludmilla_01_54,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_54,True,L_300,L_300,1.0,,andersen,andersen,,,,,Grey,Vignetting,,,,3,idle,,
d_nikke_ludmilla_01_55,d_nikke_ludmilla_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_01_55,False,L_300,L_300,1.0,,andersen,,,,,,Grey,Vignetting,,,,3,idle,,
d_nikke_ludmilla_01_56,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_56,True,L_300,L_300,1.0,,andersen,andersen,,,,,Grey,Vignetting,,,,3,idle,,
d_nikke_ludmilla_01_57,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_57,True,L_300,L_300,1.0,,andersen,andersen,,,,,Grey,Vignetting,,,,3,idle,,
d_nikke_ludmilla_01_58,d_nikke_ludmilla_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_01_58,False,L_300,L_300,1.0,,andersen,,,,,,Grey,Vignetting,,,,3,idle,,
d_nikke_ludmilla_01_59,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_59,True,L_300,L_30,1.0,,andersen,andersen,,,,,Grey,Vignetting,,,,3,idle,,
d_nikke_ludmilla_01_60,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_60,True,L_30,L_30,1.0,,andersen,andersen,,,,,Grey,Vignetting,,,,3,idle,,
d_nikke_ludmilla_01_61,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_61,True,L_30,L_30,1.0,,andersen,andersen,,,,,Grey,Vignetting,,,,3,idle,,
d_nikke_ludmilla_01_62,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_62,True,L_30,L_30,1.0,,andersen,andersen,,,,,Grey,Vignetting,,,,3,idle,,
d_nikke_ludmilla_01_63,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_63,True,L_30,L_30,1.0,,andersen,andersen,,,,,Grey,Vignetting,,,,3,idle,,
d_nikke_ludmilla_01_64,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_64,True,L_30,L_30,1.0,,andersen,andersen,,,,,Grey,Vignetting,,,,3,idle,,
d_nikke_ludmilla_01_65,d_nikke_ludmilla_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_01_65,False,L_30,L_30,1.0,none,andersen,,,,,,Grey,Vignetting,,,,3,idle,,
d_nikke_ludmilla_01_66,d_nikke_ludmilla_01,Narration,Locale_NikkeEpisode:d_nikke_ludmilla_01_66,False,30,10,1.0,,andersen,,ludmilla,1,idle,BriefingRoom,,,,,,3,idle,andersen,black
d_nikke_ludmilla_01_67,d_nikke_ludmilla_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_01_67,False,10,10,1.0,,ludmilla,,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_68,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_68,True,10,10,1.0,,ludmilla,ludmilla,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_69,d_nikke_ludmilla_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_01_69,False,10,10,1.0,,ludmilla,,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_70,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_70,False,10,10,1.0,,ludmilla,ludmilla,,1,think,,,,,,,,,,
d_nikke_ludmilla_01_71,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_71,True,10,10,1.0,bgm_recognition,ludmilla,ludmilla,,1,think,,,,,,,,,,
d_nikke_ludmilla_01_72,d_nikke_ludmilla_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_01_72,False,10,10,0.5,,ludmilla,,,1,think,,,,,,,,,,
d_nikke_ludmilla_01_73,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_73,True,10,100,1.0,,ludmilla,ludmilla,,1,think,,,,,,,,,,
d_nikke_ludmilla_01_74,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_74,True,100,100,1.0,,ludmilla,ludmilla,,1,think,,,,,,,,,,
d_nikke_ludmilla_01_75,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_75,True,100,100,1.0,,ludmilla,ludmilla,,1,think,,,,,,,,,,
d_nikke_ludmilla_01_76,d_nikke_ludmilla_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_01_76,False,100,100,1.0,,ludmilla,,,1,think,,,,,,,,,,
d_nikke_ludmilla_01_77,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_77,True,100,10,1.0,,ludmilla,ludmilla,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_78,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_78,True,10,10,1.0,,ludmilla,ludmilla,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_79,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_79,True,10,10,1.0,,ludmilla,ludmilla,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_80,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_80,True,10,10,1.0,,ludmilla,ludmilla,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_81,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_81,True,10,10,1.0,,ludmilla,ludmilla,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_82,d_nikke_ludmilla_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_01_82,False,10,10,1.0,,ludmilla,,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_83,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_83,True,10,100,0.5,,ludmilla,ludmilla,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_84,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_84,True,100,100,1.0,,ludmilla,ludmilla,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_85,d_nikke_ludmilla_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_01_85,False,100,100,1.0,,ludmilla,,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_86,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_86,True,100,100,1.0,,ludmilla,ludmilla,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_87,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_87,True,100,10,1.0,,ludmilla,ludmilla,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_88,d_nikke_ludmilla_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_01_88,False,10,10,1.0,,ludmilla,,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_89,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_89,False,10,10,1.0,,ludmilla,ludmilla,,1,idle,,,,,,,,,,
d_nikke_ludmilla_01_90,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_90,True,10,10,1.0,,ludmilla,ludmilla,,1,think,,,,,,,,,,
d_nikke_ludmilla_01_91,d_nikke_ludmilla_01,Narration,Locale_NikkeEpisode:d_nikke_ludmilla_01_91,False,10,30,1.0,,ludmilla,,,3,think,,,,,,,,,,
d_nikke_ludmilla_01_92,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_92,True,30,30,1.0,,ludmilla,ludmilla,,3,think,,,,,,,,,,
d_nikke_ludmilla_01_93,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_93,True,30,30,1.0,,ludmilla,ludmilla,,3,think,,,,,,,,,,
d_nikke_ludmilla_01_94,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_94,True,30,30,1.0,,ludmilla,ludmilla,,3,think,,,,,,,,,,
d_nikke_ludmilla_01_95,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_95,True,30,30,1.0,,ludmilla,ludmilla,,3,think,,,,,,,,,,
d_nikke_ludmilla_01_96,d_nikke_ludmilla_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_01_96,False,30,30,1.0,,ludmilla,,,3,think,,,,,,,,,,
d_nikke_ludmilla_01_97,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_97,True,30,30,1.0,none,ludmilla,ludmilla,,3,idle,,,,,,,,,,
d_nikke_ludmilla_01_98,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_98,True,30,30,1.0,,ludmilla,ludmilla,,3,idle,,,,,,,,,,
d_nikke_ludmilla_01_99,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_99,True,30,30,1.0,,ludmilla,ludmilla,,3,idle,,,,,,,,,,
d_nikke_ludmilla_01_100,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_100,True,30,30,1.0,,ludmilla,ludmilla,,3,idle,,,,,,,,,,
d_nikke_ludmilla_01_101,d_nikke_ludmilla_01,Choice,Locale_NikkeEpisode:d_nikke_ludmilla_01_101,False,30,30,1.0,,ludmilla,,,3,idle,,,,,d_nikke_ludmilla_01_103,,,,,
d_nikke_ludmilla_01_102,d_nikke_ludmilla_01,Choice,Locale_NikkeEpisode:d_nikke_ludmilla_01_102,False,30,30,1.0,,ludmilla,,,3,idle,,,,,d_nikke_ludmilla_01_108,,,,,
d_nikke_ludmilla_01_103,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_103,True,30,300,1.0,bgm_story_orangepop,ludmilla,ludmilla,,3,idle,,,,,,,,,,
d_nikke_ludmilla_01_104,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_104,True,300,300,1.0,,ludmilla,ludmilla,,3,delight,,,,,,,,,,
d_nikke_ludmilla_01_105,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_105,True,300,300,1.0,,ludmilla,ludmilla,,3,delight,,,,,,,,,,
d_nikke_ludmilla_01_106,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_106,True,300,300,1.0,,ludmilla,ludmilla,,3,delight,,,,,,,,,,
d_nikke_ludmilla_01_107,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_107,True,300,300,1.0,,ludmilla,ludmilla,,3,idle,,,,,d_nikke_ludmilla_01_115,,,,,
d_nikke_ludmilla_01_108,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_108,True,30,30,1.0,,ludmilla,ludmilla,,3,idle,,,,,,,,,,
d_nikke_ludmilla_01_109,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_109,True,30,30,1.0,,ludmilla,ludmilla,,3,idle,,,,,,,,,,
d_nikke_ludmilla_01_110,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_110,True,30,30,1.0,,ludmilla,ludmilla,,3,idle,,,,,,,,,,
d_nikke_ludmilla_01_111,d_nikke_ludmilla_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_01_111,False,30,30,1.0,,ludmilla,,,3,idle,,,,,,,,,,
d_nikke_ludmilla_01_112,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_112,False,30,30,1.0,,ludmilla,ludmilla,,3,idle,,,,,,,,,,
d_nikke_ludmilla_01_113,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_113,True,30,300,1.0,,ludmilla,ludmilla,,3,idle,,,,,,,,,,
d_nikke_ludmilla_01_114,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_114,True,300,300,1.0,,ludmilla,ludmilla,,3,idle,,,,,d_nikke_ludmilla_01_115,,,,,
d_nikke_ludmilla_01_115,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_115,True,300,300,1.0,bgm_story_orangepop,ludmilla,ludmilla,,3,idle,,,,,,,,,,
d_nikke_ludmilla_01_116,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_116,True,300,300,1.0,,ludmilla,ludmilla,,3,idle,,,,,,,,,,
d_nikke_ludmilla_01_117,d_nikke_ludmilla_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_01_117,False,300,300,0.5,,ludmilla,,,3,idle,,,,,,,,,,
d_nikke_ludmilla_01_118,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_118,True,300,30,1.0,,ludmilla,ludmilla,,3,idle,,,,,,,,,,
d_nikke_ludmilla_01_119,d_nikke_ludmilla_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_01_119,False,30,30,1.0,,ludmilla,,,3,idle,,,,,,,,,,
d_nikke_ludmilla_01_120,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_120,True,30,30,1.0,,ludmilla,ludmilla,,3,idle,,,,,,,,,,
d_nikke_ludmilla_01_121,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_121,True,30,30,1.0,,ludmilla,ludmilla,,3,idle,,,,,,,,,,
d_nikke_ludmilla_01_122,d_nikke_ludmilla_01,Self,Locale_NikkeEpisode:d_nikke_ludmilla_01_122,False,30,30,1.0,,ludmilla,,,3,idle,,,,,,,,,,
d_nikke_ludmilla_01_123,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_123,False,30,30,1.0,,ludmilla,ludmilla,,3,idle,,,,,,,,,,
d_nikke_ludmilla_01_124,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_124,True,30,30,1.0,,ludmilla,ludmilla,,3,idle,,,,,,,,,,
d_nikke_ludmilla_01_125,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_125,True,30,30,1.0,,ludmilla,ludmilla,,3,idle,,,,,,,,,,
d_nikke_ludmilla_01_126,d_nikke_ludmilla_01,Speech,Locale_NikkeEpisode:d_nikke_ludmilla_01_126,True,30,300,1.0,,ludmilla,ludmilla,,3,idle,,,,,,,,,,
