id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,fade,play_sound,set_camera_shake,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_centi_04_12,d_nikke_centi_04,Self,centi,Self,Locale_NikkeEpisode:d_nikke_centi_04_12,False,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_04_13,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_13,False,,L_10,L_140,2.0,,,,,,,,1,angry,,,,,
d_nikke_centi_04_14,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_14,True,,L_140,1,1.0,,,,,,,,1,surprise,,,,,
d_nikke_centi_04_15,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_15,True,,1,1,1.0,,,,,,,,1,surprise,,,,,
d_nikke_centi_04_16,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_16,True,,1,1,1.0,,,,,,,,1,surprise,,,,,
d_nikke_centi_04_17,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_17,True,,1,L_10,0.5,,,,,,,,1,delight,,,,,
d_nikke_centi_04_18,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_18,True,,L_10,L_10,1.0,,,,,,,,1,delight,,,,,
d_nikke_centi_04_19,d_nikke_centi_04,Self,centi,Self,Locale_NikkeEpisode:d_nikke_centi_04_19,False,,L_10,L_10,1.0,,,,,,,,1,delight,,,,,
d_nikke_centi_04_20,d_nikke_centi_04,Narration,centi,Narration,Locale_NikkeEpisode:d_nikke_centi_04_20,False,RuinIndoor,5,1,2.0,none,,black,,,,,1,delight,centi,,,,
d_nikke_centi_04_21,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_21,True,,1,1,1.0,bgm_story_whosdumber,,,,,,centi,1,angry,,,,,
d_nikke_centi_04_22,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_22,True,,1,1,1.0,,,,,,,,1,angry,,,,,
d_nikke_centi_04_23,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_23,True,,1,1,1.0,,,,,,,,1,angry,,,,,
d_nikke_centi_04_24,d_nikke_centi_04,Self,centi,Self,Locale_NikkeEpisode:d_nikke_centi_04_24,False,,1,1,1.0,,,,,,,,1,angry,,,,,
d_nikke_centi_04_25,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_25,True,,1,L_10,0.3,,,,,,,,1,surprise,,,,,
d_nikke_centi_04_26,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_26,True,,L_10,L_10,1.0,,,,,,,,1,surprise,,,,,
d_nikke_centi_04_27,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_27,True,,L_10,L_10,1.0,,,,,,,,1,surprise,,,,,
d_nikke_centi_04_28,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_28,True,,L_10,L_100,0.3,,,,,,,,1,surprise,,,,,
d_nikke_centi_04_29,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_29,True,,L_100,L_100,1.0,,,,,,,,1,surprise,,,,,
d_nikke_centi_04_30,d_nikke_centi_04,Self,centi,Self,Locale_NikkeEpisode:d_nikke_centi_04_30,False,,L_100,1,2.0,,,,,,,,1,surprise,,,,,
d_nikke_centi_04_31,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_31,True,,1,1,1.0,,,,,,,,1,surprise,,,,,
d_nikke_centi_04_32,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_32,True,,1,1,1.0,,,,,,,,1,angry,,,,,
d_nikke_centi_04_33,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_33,True,,1,1,1.0,,,,,,,,1,angry,,,,,
d_nikke_centi_04_34,d_nikke_centi_04,Choice,centi,,Locale_NikkeEpisode:d_nikke_centi_04_34,False,,1,1,1.0,,d_nikke_centi_04_36,,,,,,1,angry,,,,,
d_nikke_centi_04_35,d_nikke_centi_04,Choice,centi,,Locale_NikkeEpisode:d_nikke_centi_04_35,False,,1,1,1.0,,d_nikke_centi_04_39,,,,,,1,angry,,,,,
d_nikke_centi_04_36,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_36,True,,1,1,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_04_37,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_37,True,,1,1,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_04_38,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_38,True,,1,1,1.0,,d_nikke_centi_04_41,,,,,,1,idle,,,,,
d_nikke_centi_04_39,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_39,True,,1,1,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_04_40,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_40,True,,1,1,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_04_41,d_nikke_centi_04,Narration,centi,Narration,Locale_NikkeEpisode:d_nikke_centi_04_41,False,,black,black,1.0,,,,,,,,1,idle,centi,,,,
d_nikke_centi_04_42,d_nikke_centi_04,Narration,centi,Narration,Locale_NikkeEpisode:d_nikke_centi_04_42,False,,5,1,2.0,,,,sfx_scn_drill,,,,,,,,,,
d_nikke_centi_04_43,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_43,True,,1,1,1.0,,,,,,,centi,1,idle,,,,,
d_nikke_centi_04_44,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_44,True,,1,1,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_04_45,d_nikke_centi_04,Self,centi,Self,Locale_NikkeEpisode:d_nikke_centi_04_45,False,,1,1,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_04_46,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_46,False,,1,L_10,2.0,,,,,,,,1,angry,,,,,
d_nikke_centi_04_47,d_nikke_centi_04,Self,centi,Self,Locale_NikkeEpisode:d_nikke_centi_04_47,False,,L_10,L_10,1.0,,,,,,,,1,angry,,,,,
d_nikke_centi_04_48,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_48,True,,L_10,1,0.5,,,,,,,,1,idle,,,,,
d_nikke_centi_04_49,d_nikke_centi_04,Narration,centi,Narration,Locale_NikkeEpisode:d_nikke_centi_04_49,False,,1,1,1.0,,,,sfx_scn_hammer,Low_2,,,5,idle,,,,,
d_nikke_centi_04_50,d_nikke_centi_04,Narration,centi,Narration,Locale_NikkeEpisode:d_nikke_centi_04_50,False,,black,black,1.0,,,,,,,,5,idle,,,,,
d_nikke_centi_04_51,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_51,True,,1,1,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_04_52,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_52,True,,1,1,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_04_53,d_nikke_centi_04,Choice,centi,,Locale_NikkeEpisode:d_nikke_centi_04_53,False,,1,1,1.0,,d_nikke_centi_04_55,,,,,,1,idle,,,,,
d_nikke_centi_04_54,d_nikke_centi_04,Choice,centi,,Locale_NikkeEpisode:d_nikke_centi_04_54,False,,1,1,1.0,,d_nikke_centi_04_55,,,,,,1,idle,,,,,
d_nikke_centi_04_55,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_55,True,,1,L_10,2.0,,,,,,,,1,angry,,,,,
d_nikke_centi_04_56,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_56,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_04_57,d_nikke_centi_04,Self,centi,Self,Locale_NikkeEpisode:d_nikke_centi_04_57,False,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_04_58,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_58,True,,L_10,1,0.5,,,,,,,,1,idle,,,,,
d_nikke_centi_04_59,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_59,True,,1,1,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_04_60,d_nikke_centi_04,Self,centi,Self,Locale_NikkeEpisode:d_nikke_centi_04_60,False,,1,1,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_04_61,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_61,True,,1,L_10,2.0,,,,,,,,1,angry,,,,,
d_nikke_centi_04_62,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_62,True,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_04_63,d_nikke_centi_04,Self,centi,Self,Locale_NikkeEpisode:d_nikke_centi_04_63,False,,L_10,L_10,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_04_64,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_64,True,,L_10,L_100,2.0,,,,,,,,1,angry,,,,,
d_nikke_centi_04_65,d_nikke_centi_04,Choice,centi,,Locale_NikkeEpisode:d_nikke_centi_04_65,False,,L_100,L_100,1.0,,d_nikke_centi_04_67,,,,,,1,angry,,,,,
d_nikke_centi_04_66,d_nikke_centi_04,Choice,centi,,Locale_NikkeEpisode:d_nikke_centi_04_66,False,,L_100,L_100,1.0,,d_nikke_centi_04_68,,,,,,1,angry,,,,,
d_nikke_centi_04_67,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_67,True,,L_100,L_100,1.0,,d_nikke_centi_04_69,,,,,,1,delight,,,,,
d_nikke_centi_04_68,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_68,True,,L_100,L_100,1.0,,,,,,,,1,delight,,,,,
d_nikke_centi_04_69,d_nikke_centi_04,Monologue,centi,Monologue,Locale_NikkeEpisode:d_nikke_centi_04_69,False,Restaurant,5,1,2.0,bgm_story_girlstalk,,black,,,,,1,delight,centi,,,,
d_nikke_centi_04_70,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_70,True,,1,1,1.0,,,,,,,centi,1,delight,,,,,
d_nikke_centi_04_71,d_nikke_centi_04,Choice,centi,,Locale_NikkeEpisode:d_nikke_centi_04_71,False,,1,1,1.0,,d_nikke_centi_04_73,,,,,,1,delight,,,,,
d_nikke_centi_04_72,d_nikke_centi_04,Choice,centi,,Locale_NikkeEpisode:d_nikke_centi_04_72,False,,1,1,1.0,,d_nikke_centi_04_73,,,,,,1,delight,,,,,
d_nikke_centi_04_73,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_73,True,,1,1,1.0,,,,,,,,1,delight,,,,,
d_nikke_centi_04_74,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_74,True,,1,1,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_04_75,d_nikke_centi_04,Self,centi,Self,Locale_NikkeEpisode:d_nikke_centi_04_75,False,,1,1,1.0,,,,,,,,1,idle,,,,,
d_nikke_centi_04_76,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_76,True,,1,1,1.0,,,,,,,,1,angry,,,,,
d_nikke_centi_04_77,d_nikke_centi_04,Speech,adultman,unknown,Locale_NikkeEpisode:d_nikke_centi_04_77,True,,1,13,1.0,none,,,,,,,1,angry,,adultman,13,idle,
d_nikke_centi_04_78,d_nikke_centi_04,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_04_78,True,,13,13,1.0,,,,,,,,1,idle,,,13,idle,
d_nikke_centi_04_79,d_nikke_centi_04,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_04_79,True,,13,13,1.0,,,,,,,,1,idle,,,13,idle,
d_nikke_centi_04_80,d_nikke_centi_04,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_04_80,True,,13,13,1.0,,,,,,,,1,idle,,,13,idle,
d_nikke_centi_04_81,d_nikke_centi_04,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_04_81,True,,13,13,1.0,,,,,,,,1,idle,,,13,idle,
d_nikke_centi_04_82,d_nikke_centi_04,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_04_82,True,,13,L_130,2.0,,,,,,,,1,idle,,,13,idle,
d_nikke_centi_04_83,d_nikke_centi_04,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_04_83,True,,L_130,L_130,1.0,,,,,,,,1,idle,,,13,idle,
d_nikke_centi_04_84,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_84,False,,L_130,12,1.0,,,,,,,,1,"expression_0,delight",,,13,idle,
d_nikke_centi_04_85,d_nikke_centi_04,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_04_85,True,,12,12,1.0,bgm_story_fairytalesend_if,,,,,,,1,delight,,,13,idle,
d_nikke_centi_04_86,d_nikke_centi_04,Self,adultman,Self,Locale_NikkeEpisode:d_nikke_centi_04_86,False,,12,12,1.0,,,,,,,,1,angry,,,13,idle,
d_nikke_centi_04_87,d_nikke_centi_04,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_04_87,True,,12,L_130,2.0,,,,,,,,1,angry,,,13,idle,
d_nikke_centi_04_88,d_nikke_centi_04,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_04_88,True,,L_130,L_130,1.0,,,,,,,,1,angry,,,13,idle,
d_nikke_centi_04_89,d_nikke_centi_04,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_04_89,True,,L_130,L_130,1.0,,,,,,,,1,angry,,,13,idle,
d_nikke_centi_04_90,d_nikke_centi_04,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_04_90,True,,L_130,L_130,1.0,,,,,,,,1,angry,,,13,idle,
d_nikke_centi_04_91,d_nikke_centi_04,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_04_91,True,,L_130,L_130,1.0,,,,,,,,1,angry,centi,,13,idle,
d_nikke_centi_04_92,d_nikke_centi_04,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_04_92,True,,L_130,L_130,1.0,,,,,,,,,,,,13,idle,
d_nikke_centi_04_93,d_nikke_centi_04,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_04_93,True,,L_130,L_130,1.0,,,,,,,,,,,,13,idle,
d_nikke_centi_04_94,d_nikke_centi_04,Speech,adultman,manager,Locale_NikkeEpisode:d_nikke_centi_04_94,True,,L_130,L_130,1.0,,,,,,,,,,,,13,idle,
d_nikke_centi_04_95,d_nikke_centi_04,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_centi_04_95,False,,L_130,1,1.0,,,,,,,,,,,,13,idle,adultman
d_nikke_centi_04_96,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_96,True,RuinIndoor,1,1,1.0,,,,,,Grey,centi,1,idle,,,,,
d_nikke_centi_04_97,d_nikke_centi_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_centi_04_97,True,,1,1,1.0,,,,,,Grey,,1,idle,,,,,
d_nikke_centi_04_98,d_nikke_centi_04,Monologue,centi,Monologue,Locale_NikkeEpisode:d_nikke_centi_04_98,False,,1,1,1.0,,,,,,Grey,,1,idle,,,,,
d_nikke_centi_04_99,d_nikke_centi_04,Monologue,centi,Monologue,Locale_NikkeEpisode:d_nikke_centi_04_99,False,Restaurant,1,1,1.0,,,,,,,,1,idle,centi,,,,
