id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound
d_nikke_dorothy_serendipity_03_27,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_27,True,,1,delight,,13,idle,,10,10,1.0,,
d_nikke_dorothy_serendipity_03_28,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_28,True,,1,delight,,13,idle,,10,10,1.0,,
d_nikke_dorothy_serendipity_03_29,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_29,True,,1,delight,,13,idle,,10,10,1.0,,
d_nikke_dorothy_serendipity_03_30,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_30,True,,1,idle,,13,idle,,10,113,1.0,,
d_nikke_dorothy_serendipity_03_31,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_31,True,,1,idle,,13,idle,,113,113,1.0,,
d_nikke_dorothy_serendipity_03_32,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_32,True,,1,idle,,13,idle,,113,113,1.0,,
d_nikke_dorothy_serendipity_03_33,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_33,True,,1,idle,,13,idle,,113,113,1.0,,
d_nikke_dorothy_serendipity_03_34,d_nikke_dorothy_serendipity_03,Narration,dorothy_s,,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_34,False,,1,idle,,13,idle,,113,113,1.0,,
d_nikke_dorothy_serendipity_03_35,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_35,True,,1,surprise,,13,idle,,113,113,1.0,,
d_nikke_dorothy_serendipity_03_36,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_36,True,,1,surprise,,13,idle,,113,113,1.0,,
d_nikke_dorothy_serendipity_03_37,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_37,True,,1,surprise,,13,idle,,113,113,1.0,,
d_nikke_dorothy_serendipity_03_38,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_38,True,,1,surprise,,13,idle,,113,113,1.0,,
d_nikke_dorothy_serendipity_03_39,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_39,True,,1,surprise,,13,idle,,113,113,1.0,,
d_nikke_dorothy_serendipity_03_40,d_nikke_dorothy_serendipity_03,Narration,dorothy_s,,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_40,False,,1,surprise,,13,idle,,113,113,1.0,,
d_nikke_dorothy_serendipity_03_41,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_41,True,,1,surprise,,13,idle,,113,113,1.0,,
d_nikke_dorothy_serendipity_03_42,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_42,True,,1,surprise,,13,idle,,113,113,1.0,,
d_nikke_dorothy_serendipity_03_43,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_43,True,,1,surprise,,13,idle,,113,113,1.0,,
d_nikke_dorothy_serendipity_03_44,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_44,True,,1,surprise,,13,idle,,113,113,1.0,,
d_nikke_dorothy_serendipity_03_45,d_nikke_dorothy_serendipity_03,Narration,dorothy_s,,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_45,False,,1,surprise,,13,idle,,black,black,1.0,,sfx_scn_bigwavebreak
d_nikke_dorothy_serendipity_03_46,d_nikke_dorothy_serendipity_03,Monologue,dorothy_s,,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_46,False,,1,surprise,,13,idle,,black,black,1.0,,
d_nikke_dorothy_serendipity_03_47,d_nikke_dorothy_serendipity_03,Monologue,dorothy_s,,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_47,False,,1,surprise,,13,idle,,black,black,1.0,,
d_nikke_dorothy_serendipity_03_48,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_48,True,,1,smile,,13,idle,,100,100,1.0,,
d_nikke_dorothy_serendipity_03_49,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_49,True,,1,surprise,,13,idle,,100,10,1.0,,
d_nikke_dorothy_serendipity_03_50,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_50,False,,1,void,,13,idle,,10,10,1.0,,
d_nikke_dorothy_serendipity_03_51,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_51,True,,1,smile,,13,idle,,10,10,1.0,,
d_nikke_dorothy_serendipity_03_52,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_52,True,,1,smile,,13,idle,,10,10,1.0,,
d_nikke_dorothy_serendipity_03_53,d_nikke_dorothy_serendipity_03,Speech,dorothy_s,dorothy_s,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_03_53,True,,1,void,,13,idle,,10,10,1.0,,
