id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,play_sound,set_camera_shake,conversation_id
d_nikke_guillotine_03_15,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_15,True,,1,1,1.0,,guillotine,,1,no,,,,
d_nikke_guillotine_03_16,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_16,True,,1,1,1.0,,guillotine,,1,no,,,,
d_nikke_guillotine_03_17,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_17,True,,1,1,1.0,,guillotine,,1,no,,,,
d_nikke_guillotine_03_18,d_nikke_guillotine_03,Choice,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_18,False,,1,1,1.0,,,,1,no,d_nikke_guillotine_03_20,,,
d_nikke_guillotine_03_19,d_nikke_guillotine_03,Choice,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_19,False,,1,1,1.0,,,,1,no,d_nikke_guillotine_03_44,,,
d_nikke_guillotine_03_20,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_20,True,,1,1,1.0,,guillotine,,1,no,,,,
d_nikke_guillotine_03_21,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_21,False,,1,1,1.0,,guillotine,,1,no,,,,
d_nikke_guillotine_03_22,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_22,True,,1,1,1.0,,guillotine,,1,idle,,,,
d_nikke_guillotine_03_23,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_23,True,,1,1,1.0,,guillotine,,1,idle,,,,
d_nikke_guillotine_03_24,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_24,True,,1,S_10,1.0,,guillotine,,1,idle,,,,
d_nikke_guillotine_03_25,d_nikke_guillotine_03,Self,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_25,False,,S_10,S_10,1.0,,,,1,idle,,,,
d_nikke_guillotine_03_26,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_26,True,,S_10,S_10,1.0,,guillotine,,1,idle,,,,
d_nikke_guillotine_03_27,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_27,True,,S_10,S_10,1.0,,guillotine,,1,idle,,,,
d_nikke_guillotine_03_28,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_28,True,,S_10,S_10,1.0,,guillotine,,1,delight,,,,
d_nikke_guillotine_03_29,d_nikke_guillotine_03,Choice,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_29,False,,S_10,S_10,1.0,,,,1,delight,d_nikke_guillotine_03_31,,,
d_nikke_guillotine_03_30,d_nikke_guillotine_03,Choice,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_30,False,,S_10,S_10,1.0,,,,1,delight,d_nikke_guillotine_03_36,,,
d_nikke_guillotine_03_31,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_31,True,,S_10,S_10,1.0,,guillotine,,1,idle,,,,
d_nikke_guillotine_03_32,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_32,True,,S_10,S_10,1.0,,guillotine,,1,idle,,,,
d_nikke_guillotine_03_33,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_33,True,,S_10,S_10,1.0,,guillotine,,1,idle,,,,
d_nikke_guillotine_03_34,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_34,True,,S_10,S_10,1.0,,guillotine,,1,angry,,,,
d_nikke_guillotine_03_35,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_35,True,,S_10,S_10,1.0,,guillotine,,1,angry,d_nikke_guillotine_03_42,,,
d_nikke_guillotine_03_36,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_36,True,,S_10,S_10,1.0,,guillotine,,1,delight,,,,
d_nikke_guillotine_03_37,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_37,True,,S_10,S_10,1.0,,guillotine,,1,delight,,,,
d_nikke_guillotine_03_38,d_nikke_guillotine_03,Self,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_38,False,,S_10,S_10,1.0,,,,1,delight,,,,
d_nikke_guillotine_03_39,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_39,True,,S_10,S_10,1.0,,guillotine,,1,angry,,,,
d_nikke_guillotine_03_40,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_40,True,,S_10,S_10,1.0,,guillotine,,1,angry,,,,
d_nikke_guillotine_03_41,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_41,True,,S_10,S_10,1.0,,guillotine,,1,idle,,,,
d_nikke_guillotine_03_42,d_nikke_guillotine_03,Self,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_42,False,,S_10,S_10,1.0,,,,1,idle,,,,
d_nikke_guillotine_03_43,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_43,True,,S_10,S_10,1.0,,guillotine,,1,idle,d_nikke_guillotine_03_63,,,
d_nikke_guillotine_03_44,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_44,False,,1,1,1.0,,guillotine,,1,idle,,,,
d_nikke_guillotine_03_45,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_45,True,,1,S_10,1.0,,guillotine,,1,angry,,,,
d_nikke_guillotine_03_46,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_46,True,,S_10,S_10,1.0,,guillotine,,1,angry,,,,
d_nikke_guillotine_03_47,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_47,True,,S_10,S_10,1.0,,guillotine,,1,idle,,,,
d_nikke_guillotine_03_48,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_48,True,,S_10,S_10,1.0,,guillotine,,1,idle,,,,
d_nikke_guillotine_03_49,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_49,True,,S_10,S_10,1.0,,guillotine,,1,idle,,,,
d_nikke_guillotine_03_50,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_50,False,,S_10,S_10,1.0,,guillotine,,1,idle,,,,
d_nikke_guillotine_03_51,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_51,True,,S_10,S_10,1.0,,guillotine,,1,idle,,,,
d_nikke_guillotine_03_52,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_52,True,,S_10,S_10,1.0,,guillotine,,1,idle,,,,
d_nikke_guillotine_03_53,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_53,True,,S_10,S_10,1.0,,guillotine,,1,idle,,,,
d_nikke_guillotine_03_54,d_nikke_guillotine_03,Choice,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_54,False,,S_10,S_10,1.0,,,,1,idle,d_nikke_guillotine_03_56,,,
d_nikke_guillotine_03_55,d_nikke_guillotine_03,Choice,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_55,False,,S_10,S_10,1.0,,,,1,idle,d_nikke_guillotine_03_59,,,
d_nikke_guillotine_03_56,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_56,True,,S_10,S_10,1.0,,guillotine,,1,no,,,,
d_nikke_guillotine_03_57,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_57,True,,S_10,S_10,1.0,,guillotine,,1,no,,,,
d_nikke_guillotine_03_58,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_58,True,,S_10,S_10,1.0,,guillotine,,1,angry,d_nikke_guillotine_03_63,,,
d_nikke_guillotine_03_59,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_59,False,,S_10,S_10,1.0,,guillotine,,1,idle,,,,
d_nikke_guillotine_03_60,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_60,True,,S_10,S_10,1.0,,guillotine,,1,idle,,,,
d_nikke_guillotine_03_61,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_61,True,,S_10,S_10,1.0,,guillotine,,1,angry,,,,
d_nikke_guillotine_03_62,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_62,True,,S_10,S_10,1.0,,guillotine,,1,angry,,,,
d_nikke_guillotine_03_63,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_63,False,,S_10,S_10,1.0,,guillotine,,1,idle,,,,
d_nikke_guillotine_03_64,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_64,True,,S_10,S_10,1.0,,guillotine,,1,idle,,,,
d_nikke_guillotine_03_65,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_65,True,,S_10,S_10,1.0,,guillotine,,1,idle,,,,
d_nikke_guillotine_03_66,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_66,True,,S_10,S_10,1.0,,guillotine,,1,idle,,,,
d_nikke_guillotine_03_67,d_nikke_guillotine_03,Narration,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_67,False,,black,black,1.0,none,,,1,idle,,mbg001_skill6,,
d_nikke_guillotine_03_68,d_nikke_guillotine_03,Narration,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_68,False,,black,black,1.0,,,,1,idle,,sfx_scn_gunfire,,
d_nikke_guillotine_03_69,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_69,True,,15,1,0.5,bgm_story_armageddon,guillotine,,1,angry,,,,
d_nikke_guillotine_03_70,d_nikke_guillotine_03,Narration,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_70,False,,1,1,1.0,,,,1,angry,,sfx_scn_smash,Low_2,
d_nikke_guillotine_03_71,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_71,True,,1,15,0.5,,guillotine,,1,angry,,,,
d_nikke_guillotine_03_72,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_72,True,,15,15,1.0,,guillotine,,1,angry,,,,
d_nikke_guillotine_03_73,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_73,True,,15,1,0.3,,guillotine,,1,angry,,,,
d_nikke_guillotine_03_74,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_74,False,,1,1,1.0,,paniccrowd,,1,angry,,,Low_2,
d_nikke_guillotine_03_75,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_75,False,,1,1,1.0,,paniccrowd,,1,angry,,,Low_2,
d_nikke_guillotine_03_76,d_nikke_guillotine_03,Self,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_76,False,,1,1,1.0,,,,1,angry,,,,
d_nikke_guillotine_03_77,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_77,True,,1,S_10,0.5,,guillotine,,1,no,,,,
d_nikke_guillotine_03_78,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_78,True,,S_10,S_10,1.0,,guillotine,,1,no,,,,
d_nikke_guillotine_03_79,d_nikke_guillotine_03,Self,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_79,False,,S_10,S_10,1.0,,,,1,no,,,,
d_nikke_guillotine_03_80,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_80,True,,S_10,S_10,1.0,,guillotine,,1,angry,,,,
d_nikke_guillotine_03_81,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_81,True,,S_10,S_10,1.0,,guillotine,,1,angry,,,,
d_nikke_guillotine_03_82,d_nikke_guillotine_03,Choice,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_82,False,,S_10,S_10,1.0,,,,1,angry,d_nikke_guillotine_03_84,,,
d_nikke_guillotine_03_83,d_nikke_guillotine_03,Choice,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_83,False,,S_10,S_10,1.0,,,,1,angry,d_nikke_guillotine_03_84,,,
d_nikke_guillotine_03_84,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_84,True,,S_10,S_10,1.0,,guillotine,,1,idle,,,,
d_nikke_guillotine_03_85,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_85,True,,S_10,S_10,1.0,,guillotine,,1,idle,,,,
d_nikke_guillotine_03_86,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_86,True,,S_10,400,1.0,,guillotine,,1,idle,,,,
d_nikke_guillotine_03_87,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_87,True,,400,400,1.0,,guillotine,,1,idle,,sfx_scn_fireblindly,,
d_nikke_guillotine_03_88,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_88,True,,400,400,1.0,,guillotine,,1,idle,,,,
d_nikke_guillotine_03_89,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_89,True,,400,S_10,0.5,,guillotine,,1,idle,,,,
d_nikke_guillotine_03_90,d_nikke_guillotine_03,Speech,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_90,True,,S_10,S_10,1.0,,guillotine,,1,idle,,,,
d_nikke_guillotine_03_91,d_nikke_guillotine_03,Narration,guillotine,Locale_NikkeEpisode:d_nikke_guillotine_03_91,False,,S_10,S_10,1.0,,,,1,idle,,sfx_scn_phonevibration,,m_nikke_guillotine_03
