id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,fade,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_camera_shake
d_nikke_trony_02_16,d_nikke_trony_02,Self,Locale_NikkeEpisode:d_nikke_trony_02_16,False,,1,1,1.0,,,,,1,sad,,,,,,,
d_nikke_trony_02_17,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_17,True,,1,1,1.0,,trony,trony,,1,sad,,,,,,,
d_nikke_trony_02_18,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_18,True,,1,1,1.0,,trony,trony,,1,sad,,,,,,,
d_nikke_trony_02_19,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_19,True,,1,1,1.0,,trony,trony,,1,sad,,,,,,,
d_nikke_trony_02_20,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_20,True,,1,1,1.0,,trony,trony,,1,sad,,,,,,,
d_nikke_trony_02_21,d_nikke_trony_02,Self,Locale_NikkeEpisode:d_nikke_trony_02_21,False,,1,1,1.0,,,,,1,sad,,,,,,,
d_nikke_trony_02_22,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_22,True,,1,10,0.7,,trony,trony,,1,shy,,,,,,,
d_nikke_trony_02_23,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_23,True,,10,10,1.0,,trony,trony,,1,shy,,,,,,,
d_nikke_trony_02_24,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_24,True,,10,10,1.0,,trony,trony,,1,delight,,,,,,,
d_nikke_trony_02_25,d_nikke_trony_02,Self,Locale_NikkeEpisode:d_nikke_trony_02_25,False,,10,10,1.0,,,,,1,delight,,,,,,,
d_nikke_trony_02_26,d_nikke_trony_02,Self,Locale_NikkeEpisode:d_nikke_trony_02_26,False,,10,10,1.0,,,,,1,delight,,,,,,,
d_nikke_trony_02_27,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_27,True,,10,10,1.0,,trony,trony,,1,no,,,,,,,
d_nikke_trony_02_28,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_28,True,,10,10,1.0,,trony,trony,,1,no,,,,,,,
d_nikke_trony_02_29,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_29,True,,10,10,1.0,,trony,trony,,1,sad,,,,,,,
d_nikke_trony_02_30,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_30,True,,10,10,1.0,,trony,trony,,1,sad,,,,,,,
d_nikke_trony_02_31,d_nikke_trony_02,Self,Locale_NikkeEpisode:d_nikke_trony_02_31,False,,10,10,1.0,,,,,1,sad,,,,,,,
d_nikke_trony_02_32,d_nikke_trony_02,Self,Locale_NikkeEpisode:d_nikke_trony_02_32,False,,10,10,1.0,,,,,1,sad,,,,,,,
d_nikke_trony_02_33,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_33,True,,10,100,0.7,,trony,trony,,1,surprise,,,,,,,
d_nikke_trony_02_34,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_34,True,,100,100,1.0,,trony,trony,,1,surprise,,,,,,,
d_nikke_trony_02_35,d_nikke_trony_02,Self,Locale_NikkeEpisode:d_nikke_trony_02_35,False,,100,100,1.0,,,,,1,surprise,,,,,,,
d_nikke_trony_02_36,d_nikke_trony_02,Self,Locale_NikkeEpisode:d_nikke_trony_02_36,False,,100,100,1.0,,,,,1,surprise,,,,,,,
d_nikke_trony_02_37,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_37,True,,100,100,1.0,,trony,trony,,1,surprise,,,,,,,
d_nikke_trony_02_38,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_38,True,,100,100,1.0,,trony,trony,,1,surprise,,,,,,,
d_nikke_trony_02_39,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_39,True,,100,10,0.7,,trony,trony,,1,special,,,,,,,
d_nikke_trony_02_40,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_40,True,,10,1,0.7,,trony,trony,,1,special,,,,,,,
d_nikke_trony_02_41,d_nikke_trony_02,Monologue,Locale_NikkeEpisode:d_nikke_trony_02_41,False,,1,1,1.0,,,,,1,special,,,,,,,
d_nikke_trony_02_42,d_nikke_trony_02,Self,Locale_NikkeEpisode:d_nikke_trony_02_42,False,,1,1,1.0,,,,,1,special,,,,,,,
d_nikke_trony_02_43,d_nikke_trony_02,Monologue,Locale_NikkeEpisode:d_nikke_trony_02_43,False,,1,1,1.0,,,,,1,special,,,,,,,
d_nikke_trony_02_44,d_nikke_trony_02,Monologue,Locale_NikkeEpisode:d_nikke_trony_02_44,False,,black,black,1.0,,,,,1,special,,,trony,,,,
d_nikke_trony_02_45,d_nikke_trony_02,Narration,Locale_NikkeEpisode:d_nikke_trony_02_45,False,Armory,9,9,1.0,none,,,,,,sfx_scn_autodooropen,black,,,,,
d_nikke_trony_02_46,d_nikke_trony_02,Self,Locale_NikkeEpisode:d_nikke_trony_02_46,False,,9,1,1.7,bgm_story_backtonormal,,,,,,,,,,,,
d_nikke_trony_02_47,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_47,True,,1,1,1.0,,trony,trony,trony,1,sad,,,,,,,
d_nikke_trony_02_48,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_48,True,,1,1,1.0,,trony,trony,,1,sad,,,,,,,
d_nikke_trony_02_49,d_nikke_trony_02,Self,Locale_NikkeEpisode:d_nikke_trony_02_49,False,,1,1,1.0,,,,,1,sad,,,,,,,
d_nikke_trony_02_50,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_50,False,,1,13,1.0,,eunhwa,eunhwa,,1,surprise,,,,eunhwa,13,idle,
d_nikke_trony_02_51,d_nikke_trony_02,Self,Locale_NikkeEpisode:d_nikke_trony_02_51,False,,13,13,1.0,,eunhwa,,,1,surprise,,,,,13,idle,
d_nikke_trony_02_52,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_52,True,,13,13,1.0,,eunhwa,eunhwa,,1,surprise,,,,,13,angry,
d_nikke_trony_02_53,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_53,False,,13,100,0.7,,trony,eunhwa,,1,surprise,,,,,13,angry,
d_nikke_trony_02_54,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_54,False,,100,100,1.0,none,trony,trony,,1,special,,,,,13,angry,
d_nikke_trony_02_55,d_nikke_trony_02,Narration,Locale_NikkeEpisode:d_nikke_trony_02_55,False,,100,1,0.7,,trony,,,1,special,,,,,13,angry,
d_nikke_trony_02_56,d_nikke_trony_02,Narration,Locale_NikkeEpisode:d_nikke_trony_02_56,False,,black,black,1.0,bgm_story_languor,,,,1,special,,,,,13,angry,
d_nikke_trony_02_57,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_57,True,,130,130,1.0,,eunhwa,eunhwa,,1,special,,,,,13,angry,
d_nikke_trony_02_58,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_58,True,,130,130,1.0,,eunhwa,eunhwa,,1,special,,,,,13,angry,
d_nikke_trony_02_59,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_59,True,,130,130,1.0,,eunhwa,eunhwa,,1,special,,,,,13,angry,
d_nikke_trony_02_60,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_60,True,,130,100,1.0,,trony,trony,,1,special,,,,,13,angry,
d_nikke_trony_02_61,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_61,True,,100,100,1.0,,trony,trony,,1,special,,,,,13,angry,
d_nikke_trony_02_62,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_62,True,,100,100,1.0,,trony,trony,,1,special,,,,,13,angry,
d_nikke_trony_02_63,d_nikke_trony_02,Self,Locale_NikkeEpisode:d_nikke_trony_02_63,False,,100,100,1.0,,trony,,,1,special,,,,,13,angry,
d_nikke_trony_02_64,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_64,True,,100,12,1.0,,eunhwa,eunhwa,,1,surprise,,,,,13,idle,
d_nikke_trony_02_65,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_65,True,,12,12,1.0,,eunhwa,eunhwa,,1,surprise,,,,,13,idle,
d_nikke_trony_02_66,d_nikke_trony_02,Self,Locale_NikkeEpisode:d_nikke_trony_02_66,False,,12,12,1.0,,eunhwa,,,1,surprise,,,,,13,idle,
d_nikke_trony_02_67,d_nikke_trony_02,Self,Locale_NikkeEpisode:d_nikke_trony_02_67,False,,12,12,1.0,,eunhwa,,,1,surprise,,,,,13,idle,
d_nikke_trony_02_68,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_68,False,,12,130,1.0,,eunhwa,eunhwa,,1,sad,,,,,13,idle,
d_nikke_trony_02_69,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_69,True,,130,130,1.0,,eunhwa,eunhwa,,1,sad,,,,,13,idle,
d_nikke_trony_02_70,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_70,True,,130,130,1.0,,eunhwa,eunhwa,,1,sad,,,,,13,idle,
d_nikke_trony_02_71,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_71,True,,130,130,1.0,,eunhwa,eunhwa,,1,sad,,,,,13,idle,
d_nikke_trony_02_72,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_72,True,,130,130,1.0,,eunhwa,eunhwa,,1,sad,,,,,13,idle,
d_nikke_trony_02_73,d_nikke_trony_02,Self,Locale_NikkeEpisode:d_nikke_trony_02_73,False,,130,130,1.0,,eunhwa,,,1,sad,,,,,13,idle,
d_nikke_trony_02_74,d_nikke_trony_02,Self,Locale_NikkeEpisode:d_nikke_trony_02_74,False,,130,130,1.0,,eunhwa,,,1,sad,,,,,13,idle,
d_nikke_trony_02_75,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_75,True,,130,130,1.0,,eunhwa,eunhwa,,1,sad,,,,,13,angry,
d_nikke_trony_02_76,d_nikke_trony_02,Self,Locale_NikkeEpisode:d_nikke_trony_02_76,False,,130,130,1.0,,eunhwa,,,1,sad,,,,,13,angry,
d_nikke_trony_02_77,d_nikke_trony_02,Self,Locale_NikkeEpisode:d_nikke_trony_02_77,False,,130,130,1.0,,eunhwa,,,1,sad,,,,,13,angry,
d_nikke_trony_02_78,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_78,False,,1,100,0.7,,trony,trony,,1,surprise2,,,,,13,angry,
d_nikke_trony_02_79,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_79,False,,100,100,1.0,,trony,eunhwa,,1,surprise2,,,,,13,angry,
d_nikke_trony_02_80,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_80,False,,100,100,1.0,,trony,eunhwa,,1,special,,,,,13,angry,
d_nikke_trony_02_81,d_nikke_trony_02,Self,Locale_NikkeEpisode:d_nikke_trony_02_81,False,,100,100,1.0,,trony,,,1,special,,,,,13,angry,
d_nikke_trony_02_82,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_82,True,,100,100,1.0,,trony,trony,,1,special,,,,,13,angry,
d_nikke_trony_02_83,d_nikke_trony_02,Self,Locale_NikkeEpisode:d_nikke_trony_02_83,False,,100,130,1.4,,eunhwa,,,1,special,,,,,13,angry,
d_nikke_trony_02_84,d_nikke_trony_02,Monologue,Locale_NikkeEpisode:d_nikke_trony_02_84,False,,130,130,1.0,,eunhwa,,,1,special,,,,,13,angry,
d_nikke_trony_02_85,d_nikke_trony_02,Self,Locale_NikkeEpisode:d_nikke_trony_02_85,False,,130,130,1.0,,eunhwa,,,1,special,,,,,13,angry,
d_nikke_trony_02_86,d_nikke_trony_02,Self,Locale_NikkeEpisode:d_nikke_trony_02_86,False,,130,130,1.0,,eunhwa,,,1,special,,,,,13,angry,
d_nikke_trony_02_87,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_87,False,,130,130,1.0,,eunhwa,eunhwa,,1,special,,,,,13,idle,
d_nikke_trony_02_88,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_88,True,,130,130,1.0,,eunhwa,eunhwa,,1,special,,,,,13,idle,
d_nikke_trony_02_89,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_89,True,,130,1,1.0,,trony,trony,,1,special,,,,,13,idle,
d_nikke_trony_02_90,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_90,True,,1,1,1.0,,trony,trony,,1,special,,,,,13,idle,
d_nikke_trony_02_91,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_91,True,,13,130,0.7,,eunhwa,eunhwa,,1,special,,,,,13,angry,Low_1
d_nikke_trony_02_92,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_92,True,,100,100,1.0,,trony,trony,,1,special,,,,,13,angry,
d_nikke_trony_02_93,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_93,False,,130,130,1.0,,eunhwa,eunhwa,,1,special,,,,,13,angry,
d_nikke_trony_02_94,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_94,True,,100,10,1.0,,trony,trony,,1,special,,,,,13,angry,
d_nikke_trony_02_95,d_nikke_trony_02,Speech,Locale_NikkeEpisode:d_nikke_trony_02_95,True,,10,1,1.0,,trony,trony,,1,special,,,,,13,angry,
d_nikke_trony_02_96,d_nikke_trony_02,Monologue,Locale_NikkeEpisode:d_nikke_trony_02_96,False,,1,1,1.0,,trony,,,1,special,,,,,13,angry,
d_nikke_trony_02_97,d_nikke_trony_02,Monologue,Locale_NikkeEpisode:d_nikke_trony_02_97,False,,1,1,1.0,,trony,,,1,special,,,,,13,angry,
d_nikke_trony_02_98,d_nikke_trony_02,Monologue,Locale_NikkeEpisode:d_nikke_trony_02_98,False,,black,black,1.0,,,,,1,special,,,,,13,angry,
