id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,fade
d_nikke_rapi_03_41,d_nikke_rapi_03,Speech,fancyclerk,fancyclerk,Locale_NikkeEpisode:d_nikke_rapi_03_41,True,,1,idle,,15,15,1.0,,,,15,idle,,
d_nikke_rapi_03_42,d_nikke_rapi_03,Self,fancyclerk,Self,Locale_NikkeEpisode:d_nikke_rapi_03_42,False,,1,idle,,15,15,1.0,,,,15,idle,,
d_nikke_rapi_03_43,d_nikke_rapi_03,Speech,fancyclerk,fancyclerk,Locale_NikkeEpisode:d_nikke_rapi_03_43,True,,1,idle,,15,150,1.0,,,,15,idle,,
d_nikke_rapi_03_44,d_nikke_rapi_03,Speech,fancyclerk,fancyclerk,Locale_NikkeEpisode:d_nikke_rapi_03_44,True,,1,idle,,150,150,1.0,,,,15,idle,,
d_nikke_rapi_03_45,d_nikke_rapi_03,Speech,fancyclerk,fancyclerk,Locale_NikkeEpisode:d_nikke_rapi_03_45,True,,1,idle,,150,150,1.0,,,,15,idle,,
d_nikke_rapi_03_46,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_46,False,,1,idle,,1,1,1.0,,,,15,idle,,
d_nikke_rapi_03_47,d_nikke_rapi_03,Speech,fancyclerk,fancyclerk,Locale_NikkeEpisode:d_nikke_rapi_03_47,True,,1,idle,,15,15,1.0,,,,15,idle,,
d_nikke_rapi_03_48,d_nikke_rapi_03,Speech,fancyclerk,fancyclerk,Locale_NikkeEpisode:d_nikke_rapi_03_48,True,,1,idle,,15,15,1.0,,,,15,idle,,
d_nikke_rapi_03_49,d_nikke_rapi_03,Self,fancyclerk,Self,Locale_NikkeEpisode:d_nikke_rapi_03_49,False,,1,idle,,15,15,1.0,,,,15,idle,,
d_nikke_rapi_03_50,d_nikke_rapi_03,Speech,fancyclerk,fancyclerk,Locale_NikkeEpisode:d_nikke_rapi_03_50,True,,1,idle,,15,15,1.0,,,,15,idle,,
d_nikke_rapi_03_51,d_nikke_rapi_03,Speech,fancyclerk,fancyclerk,Locale_NikkeEpisode:d_nikke_rapi_03_51,True,,1,idle,,15,15,1.0,,,,15,idle,,
d_nikke_rapi_03_52,d_nikke_rapi_03,Speech,fancyclerk,fancyclerk,Locale_NikkeEpisode:d_nikke_rapi_03_52,True,,1,idle,,15,15,1.0,,,,15,idle,,
d_nikke_rapi_03_53,d_nikke_rapi_03,Self,fancyclerk,Self,Locale_NikkeEpisode:d_nikke_rapi_03_53,False,,1,idle,,15,15,1.0,,,,15,idle,,
d_nikke_rapi_03_54,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_54,True,,1,idle,,15,1,1.0,,,,15,idle,,
d_nikke_rapi_03_55,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_55,True,,1,idle,,1,1,1.0,,,,15,idle,,
d_nikke_rapi_03_56,d_nikke_rapi_03,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_03_56,False,,1,idle,,1,1,1.0,,,,15,idle,,
d_nikke_rapi_03_57,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_57,True,,1,think,,1,10,1.0,,,,15,idle,,
d_nikke_rapi_03_58,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_58,True,,1,think,,10,10,1.0,,,,15,idle,,
d_nikke_rapi_03_59,d_nikke_rapi_03,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_03_59,False,,1,think,,10,10,1.0,,,,15,idle,,
d_nikke_rapi_03_60,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_60,False,,1,think,ShoppingMall,1,1,1.0,none,,,15,idle,fancyclerk,black
d_nikke_rapi_03_61,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_61,True,,1,think,,1,1,1.0,,,,,,,
d_nikke_rapi_03_62,d_nikke_rapi_03,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_03_62,False,,1,think,,1,1,1.0,,,,,,,
d_nikke_rapi_03_63,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_63,True,,1,idle,,1,1,1.0,,,,,,,
d_nikke_rapi_03_64,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_64,False,,1,think,,1,1,1.0,,,,,,,
d_nikke_rapi_03_65,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_65,True,,1,think,,1,10,1.0,bgm_story_weare,,,,,,
d_nikke_rapi_03_66,d_nikke_rapi_03,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_03_66,False,,1,think,,10,10,1.0,,,,,,,
d_nikke_rapi_03_67,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_67,True,,1,idle,,10,10,1.0,,,,,,,
d_nikke_rapi_03_68,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_68,True,,1,idle,,10,10,1.0,,,,,,,
d_nikke_rapi_03_69,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_69,True,,1,idle,,10,10,1.0,,,,,,,
d_nikke_rapi_03_70,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_70,True,,1,idle,,10,10,1.0,,,,,,,
d_nikke_rapi_03_71,d_nikke_rapi_03,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_03_71,False,,1,idle,,10,10,1.0,,,,,,,
d_nikke_rapi_03_72,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_72,False,,1,think,,10,10,1.0,,,,,,,
d_nikke_rapi_03_73,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_73,True,,1,think,,10,10,1.0,,,,,,,
d_nikke_rapi_03_74,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_74,True,,1,think,,10,10,1.0,,,,,,,
d_nikke_rapi_03_75,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_75,True,,1,think,,10,10,1.0,,,,,,,
d_nikke_rapi_03_76,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_76,True,,1,think,,10,10,1.0,,,,,,,
d_nikke_rapi_03_77,d_nikke_rapi_03,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_03_77,False,,1,think,,10,10,1.0,,,,,,,
d_nikke_rapi_03_78,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_78,False,,1,worry,,10,10,1.0,,,,,,,
d_nikke_rapi_03_79,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_79,True,,1,think,,10,10,1.0,,,,,,,
d_nikke_rapi_03_80,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_80,True,,1,idle,,10,1,1.0,,,,,,,
d_nikke_rapi_03_81,d_nikke_rapi_03,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_03_81,False,,1,idle,,1,1,1.0,,,,,,,
d_nikke_rapi_03_82,d_nikke_rapi_03,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_03_82,False,,1,idle,,1,1,1.0,,,,,,,
d_nikke_rapi_03_83,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_83,True,,1,worry,,1,10,1.0,,,,,,,
d_nikke_rapi_03_84,d_nikke_rapi_03,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_03_84,False,,1,worry,,10,10,1.0,,,,,,,
d_nikke_rapi_03_85,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_85,True,,1,worry,,10,10,1.0,,,,,,,
d_nikke_rapi_03_86,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_86,True,,1,worry,,10,10,1.0,,,,,,,
d_nikke_rapi_03_87,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_87,False,,1,think,,10,10,1.0,,,,,,,
d_nikke_rapi_03_88,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_88,True,,1,think,,10,10,1.0,,,,,,,
d_nikke_rapi_03_89,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_89,True,,1,think,,10,10,1.0,,,,,,,
d_nikke_rapi_03_90,d_nikke_rapi_03,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_03_90,False,,1,think,,10,10,1.0,none,,,,,,
d_nikke_rapi_03_91,d_nikke_rapi_03,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_rapi_03_91,False,,1,think,,10,10,1.0,,,,,,,
d_nikke_rapi_03_92,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_92,False,,1,worry,,10,10,1.0,,,,,,,
d_nikke_rapi_03_93,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_93,True,,1,delight,,10,10,1.0,,,,,,,
d_nikke_rapi_03_94,d_nikke_rapi_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_rapi_03_94,True,,1,delight,,10,10,1.0,,,,,,,
