id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,set_filter_01,set_filter_02,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
d_nikke_anne_miraclefairy_05_13,d_nikke_anne_miraclefairy_05,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_13,True,,XS_100,XS_100,1.0,,anne,anne,,,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_14,d_nikke_anne_miraclefairy_05,Monologue,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_14,False,,XS_100,XS_10,2.0,,anne,,,,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_15,d_nikke_anne_miraclefairy_05,Narration,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_15,False,,black,black,1.0,,anne,,sfx_scn_putdown,,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_16,d_nikke_anne_miraclefairy_05,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_16,True,,XS_10,XS_10,1.0,,anne,anne,,,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_17,d_nikke_anne_miraclefairy_05,Monologue,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_17,False,,XS_10,XS_10,1.0,,anne,,,,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_18,d_nikke_anne_miraclefairy_05,Monologue,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_18,False,,XS_10,XS_10,1.0,,anne,,,,,,,1,idle,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_19,d_nikke_anne_miraclefairy_05,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_19,True,,XS_10,XS_100,2.0,bgm_story_shapeofhope,anne,anne,,,,,,1,shy,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_20,d_nikke_anne_miraclefairy_05,Monologue,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_20,False,,black,black,1.0,,anne,,,,,,,1,shy,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_21,d_nikke_anne_miraclefairy_05,Monologue,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_21,False,,black,black,1.0,,anne,,,,,,,1,shy,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_22,d_nikke_anne_miraclefairy_05,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_22,True,,XS_100,XS_100,1.0,,anne,anne,,,,,,1,shy,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_23,d_nikke_anne_miraclefairy_05,Monologue,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_23,False,,black,black,1.0,,anne,,,,,,,1,shy,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_24,d_nikke_anne_miraclefairy_05,Monologue,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_24,False,,black,black,1.0,,anne,,,,,,,1,shy,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_25,d_nikke_anne_miraclefairy_05,Monologue,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_25,False,,XS_100,XS_100,2.0,,anne,,,,,,,1,shy,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_26,d_nikke_anne_miraclefairy_05,Monologue,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_26,False,,XS_100,XS_100,1.0,,anne,,,,,,,1,shy,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_27,d_nikke_anne_miraclefairy_05,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_27,True,,XS_100,XS_100,1.0,,anne,anne,,,,,,1,think,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_28,d_nikke_anne_miraclefairy_05,Monologue,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_28,False,,XS_100,XS_10,2.0,,anne,,,,,,,1,think,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_29,d_nikke_anne_miraclefairy_05,Monologue,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_29,False,,XS_10,XS_10,1.0,,anne,,,,,,,1,think,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_30,d_nikke_anne_miraclefairy_05,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_30,True,,XS_10,XS_10,1.0,,anne,anne,,,,,,1,shy,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_31,d_nikke_anne_miraclefairy_05,Monologue,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_31,False,,XS_10,XS_10,1.0,,anne,,,,,,,1,shy,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_32,d_nikke_anne_miraclefairy_05,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_32,True,,XS_10,XS_10,1.0,,anne,anne,,,,,,1,shy,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_33,d_nikke_anne_miraclefairy_05,Monologue,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_33,False,CommanderRoom,black,black,1.0,,anne,,,Grey,Vignetting,,,1,shy,anne,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_34,d_nikke_anne_miraclefairy_05,Monologue,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_34,False,,50,S_70,2.0,,anne,,,Grey,Vignetting,,,,,,,,,,,,,,,,emma_c,5,delight,,exia_c,7,idle,,,,,
d_nikke_anne_miraclefairy_05_35,d_nikke_anne_miraclefairy_05,Monologue,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_35,False,,XS_30,XS_300,2.0,,anne,,,Grey,Vignetting,,,,,,,,,,,,,,,,,5,idle,,,7,idle,,laplace,3,delight,
d_nikke_anne_miraclefairy_05_36,d_nikke_anne_miraclefairy_05,Monologue,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_36,False,,14,16,3.0,,anne,,,Grey,Vignetting,,,,,,anis,13,shy,,rapi,15,delight,neon,17,delight,,5,idle,,,7,idle,,,3,idle,
d_nikke_anne_miraclefairy_05_37,d_nikke_anne_miraclefairy_05,Monologue,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_37,False,,4,6,3.0,,anne,,,Grey,Vignetting,,,,,,,13,shy,,,15,delight,,17,delight,,5,shy,,,7,sad,,,3,idle,
d_nikke_anne_miraclefairy_05_38,d_nikke_anne_miraclefairy_05,Monologue,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_38,False,,black,black,1.0,,anne,,,Grey,Vignetting,,anne,1,delight,,,13,shy,,,15,delight,,17,delight,,5,delight,,,7,sad,,,3,idle,
d_nikke_anne_miraclefairy_05_39,d_nikke_anne_miraclefairy_05,Monologue,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_39,False,,1,XS_10,2.0,,anne,,,Grey,Vignetting,,,1,delight,,,13,shy,,,15,delight,,17,delight,,5,delight,,,7,sad,,,3,idle,
d_nikke_anne_miraclefairy_05_40,d_nikke_anne_miraclefairy_05,Monologue,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_40,False,NikkeRoom,black,black,1.0,,anne,,,Grey,Vignetting,,,1,delight,,,13,shy,anis,,15,delight,,17,delight,,5,delight,emma_c,,7,sad,exia_c,,3,idle,laplace
d_nikke_anne_miraclefairy_05_41,d_nikke_anne_miraclefairy_05,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_41,True,,XS_10,XS_10,1.0,,anne,anne,,,,,,1,shy,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_42,d_nikke_anne_miraclefairy_05,Monologue,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_42,False,,XS_10,XS_100,2.0,,anne,,,,,,,1,shy,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_43,d_nikke_anne_miraclefairy_05,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_43,True,,XS_100,XS_100,1.0,,anne,anne,,,,,,1,shy,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_44,d_nikke_anne_miraclefairy_05,Monologue,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_44,False,,XS_100,1,1.0,,anne,,,,,,,1,shy,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_45,d_nikke_anne_miraclefairy_05,Narration,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_45,False,,black,black,2.0,,anne,,,,,,,1,shy,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_46,d_nikke_anne_miraclefairy_05,Narration,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_46,False,,black,black,2.0,,anne,,,,,,,1,shy,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_47,d_nikke_anne_miraclefairy_05,Narration,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_47,False,,black,black,2.0,,anne,,,,,,,1,shy,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_48,d_nikke_anne_miraclefairy_05,Narration,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_48,False,,black,black,2.0,,anne,,,,,,anne,1,shy,anne,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_49,d_nikke_anne_miraclefairy_05,Narration,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_49,False,,black,black,2.0,,anne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_50,d_nikke_anne_miraclefairy_05,Narration,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_50,False,,black,black,2.0,,anne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_51,d_nikke_anne_miraclefairy_05,Narration,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_51,False,CommanderRoom,black,black,2.0,,anne,,,,,,,,,,anis,13,idle,,rapi,15,idle,neon,17,idle,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_52,d_nikke_anne_miraclefairy_05,Narration,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_52,False,,1,XS_10,2.0,,anne,,sfx_scn_autodooropen,,,,anne,1,shy,,,13,idle,,,15,idle,,17,idle,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_53,d_nikke_anne_miraclefairy_05,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_53,True,,XS_10,XS_10,1.0,,anne,anne,,,,,,1,shy,,,13,idle,,,15,idle,,17,idle,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_54,d_nikke_anne_miraclefairy_05,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_54,True,,150,150,1.0,,rapi,rapi,,,,,,1,shy,,,13,idle,,,15,delight,,17,idle,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_55,d_nikke_anne_miraclefairy_05,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_55,True,,150,S_170,2.0,,neon,neon,,,,,,1,shy,,,13,idle,,,15,delight,,17,delight,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_56,d_nikke_anne_miraclefairy_05,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_56,True,,S_170,130,2.0,,anis,anis,,,,,,1,shy,,,13,delight,,,15,delight,,17,delight,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_57,d_nikke_anne_miraclefairy_05,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_57,True,,130,XS_10,2.0,,anne,anne,,,,,,1,shy,,,13,idle,,,15,delight,,17,delight,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_58,d_nikke_anne_miraclefairy_05,Choice,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_58,False,,XS_10,XS_10,1.0,,anne,,,,,d_nikke_anne_miraclefairy_05_60,,1,shy,,,13,idle,,,15,delight,,17,delight,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_59,d_nikke_anne_miraclefairy_05,Choice,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_59,False,,XS_10,XS_10,1.0,,anne,,,,,d_nikke_anne_miraclefairy_05_60,,1,shy,,,13,idle,,,15,delight,,17,delight,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_60,d_nikke_anne_miraclefairy_05,Speech,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_60,True,,XS_10,XS_100,0.5,,anne,anne,,,,,,1,delight,,,13,idle,,,15,delight,,17,delight,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_61,d_nikke_anne_miraclefairy_05,Narration,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_61,False,,black,black,1.0,,anne,,,,,,,1,delight,,,13,idle,,,15,delight,,17,delight,,,,,,,,,,,,
d_nikke_anne_miraclefairy_05_62,d_nikke_anne_miraclefairy_05,Narration,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_05_62,False,,black,black,1.0,,anne,,,,,,,1,delight,,,13,idle,,,15,delight,,17,delight,,,,,,,,,,,,
