id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,play_sound,highlight
d_nikke_ce_02_02_03_22,d_nikke_ce_02_02_03,Speech,p12,Locale_NikkeEpisode:d_nikke_ce_02_02_03_22,True,,100,100,1.0,,,1,idle,,3,idle,,p12
d_nikke_ce_02_02_03_23,d_nikke_ce_02_02_03,Speech,ce_02_02,Locale_NikkeEpisode:d_nikke_ce_02_02_03_23,True,,100,30,0.7,,,1,idle,,3,think,,ce_02_02
d_nikke_ce_02_02_03_24,d_nikke_ce_02_02_03,Speech,p12,Locale_NikkeEpisode:d_nikke_ce_02_02_03_24,True,,30,2,1.0,,,1,idle,,3,think,,p12
d_nikke_ce_02_02_03_25,d_nikke_ce_02_02_03,Speech,p12,Locale_NikkeEpisode:d_nikke_ce_02_02_03_25,True,,2,2,1.0,,,1,idle,,3,think,,p12
d_nikke_ce_02_02_03_26,d_nikke_ce_02_02_03,Speech,ce_02_02,Locale_NikkeEpisode:d_nikke_ce_02_02_03_26,False,,2,2,1.0,,,1,idle,,3,think,,ce_02_02
d_nikke_ce_02_02_03_27,d_nikke_ce_02_02_03,Speech,p12,Locale_NikkeEpisode:d_nikke_ce_02_02_03_27,True,,2,2,1.0,,,1,idle,,3,think,,p12
d_nikke_ce_02_02_03_28,d_nikke_ce_02_02_03,Speech,p12,Locale_NikkeEpisode:d_nikke_ce_02_02_03_28,True,,2,2,1.0,,,1,idle,,3,think,,p12
d_nikke_ce_02_02_03_29,d_nikke_ce_02_02_03,Narration,Narration,Locale_NikkeEpisode:d_nikke_ce_02_02_03_29,False,,2,2,1.0,,,1,idle,,3,think,sfx_scn_bird,
d_nikke_ce_02_02_03_30,d_nikke_ce_02_02_03,Speech,p12,Locale_NikkeEpisode:d_nikke_ce_02_02_03_30,True,,2,2,1.0,,,1,idle,,3,think,,p12
d_nikke_ce_02_02_03_31,d_nikke_ce_02_02_03,Speech,p12,Locale_NikkeEpisode:d_nikke_ce_02_02_03_31,True,,2,2,1.0,,,1,idle,,3,think,,p12
d_nikke_ce_02_02_03_32,d_nikke_ce_02_02_03,Speech,ce_02_02,Locale_NikkeEpisode:d_nikke_ce_02_02_03_32,True,,2,2,1.0,,,1,idle,,3,think,,ce_02_02
d_nikke_ce_02_02_03_33,d_nikke_ce_02_02_03,Speech,p12,Locale_NikkeEpisode:d_nikke_ce_02_02_03_33,True,,2,2,1.0,,,1,idle,,3,think,,p12
d_nikke_ce_02_02_03_34,d_nikke_ce_02_02_03,Speech,p12,Locale_NikkeEpisode:d_nikke_ce_02_02_03_34,True,,2,2,1.0,,,1,idle,,3,think,,p12
d_nikke_ce_02_02_03_35,d_nikke_ce_02_02_03,Narration,Narration,Locale_NikkeEpisode:d_nikke_ce_02_02_03_35,False,,2,2,1.0,,,1,idle,,3,think,,
d_nikke_ce_02_02_03_36,d_nikke_ce_02_02_03,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ce_02_02_03_36,False,,black,black,1.0,,,1,idle,,3,think,,
d_nikke_ce_02_02_03_37,d_nikke_ce_02_02_03,Speech,p12,Locale_NikkeEpisode:d_nikke_ce_02_02_03_37,True,,1,10,0.5,,,1,idle,,3,idle,,p12
d_nikke_ce_02_02_03_38,d_nikke_ce_02_02_03,Speech,p12,Locale_NikkeEpisode:d_nikke_ce_02_02_03_38,True,,10,10,1.0,,,1,idle,,3,idle,,p12
d_nikke_ce_02_02_03_39,d_nikke_ce_02_02_03,Speech,p12,Locale_NikkeEpisode:d_nikke_ce_02_02_03_39,True,,10,10,1.0,,,1,idle,,3,idle,,p12
d_nikke_ce_02_02_03_40,d_nikke_ce_02_02_03,Speech,p12,Locale_NikkeEpisode:d_nikke_ce_02_02_03_40,True,,10,10,1.0,,,1,idle,,3,idle,,p12
d_nikke_ce_02_02_03_41,d_nikke_ce_02_02_03,Speech,p12,Locale_NikkeEpisode:d_nikke_ce_02_02_03_41,True,,10,10,1.0,,,1,idle,,3,idle,,p12
d_nikke_ce_02_02_03_42,d_nikke_ce_02_02_03,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ce_02_02_03_42,False,,10,10,1.0,,,1,idle,,3,idle,,
d_nikke_ce_02_02_03_43,d_nikke_ce_02_02_03,Speech,p12,Locale_NikkeEpisode:d_nikke_ce_02_02_03_43,True,,10,100,0.5,,,1,idle,,3,idle,,p12
d_nikke_ce_02_02_03_44,d_nikke_ce_02_02_03,Speech,p12,Locale_NikkeEpisode:d_nikke_ce_02_02_03_44,True,,100,100,1.0,,,1,idle,,3,idle,,p12
d_nikke_ce_02_02_03_45,d_nikke_ce_02_02_03,Speech,ce_02_02,Locale_NikkeEpisode:d_nikke_ce_02_02_03_45,False,,3,30,0.7,,,1,idle,,3,think,,ce_02_02
d_nikke_ce_02_02_03_46,d_nikke_ce_02_02_03,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ce_02_02_03_46,False,,30,2,1.0,,,1,idle,,3,think,sfx_scn_emptywind,
d_nikke_ce_02_02_03_47,d_nikke_ce_02_02_03,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ce_02_02_03_47,False,,2,2,1.0,,,1,idle,,3,think,sfx_scn_emptywind,
d_nikke_ce_02_02_03_48,d_nikke_ce_02_02_03,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_ce_02_02_03_48,False,,black,black,1.0,,,1,idle,,3,think,,
