id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
treasurestory_bay_02_31,treasurestory_bay_02,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_02_31,True,,10,10,1.0,,,,,1,idle
treasurestory_bay_02_32,treasurestory_bay_02,Self,bay,,Locale_NikkeEpisode:treasurestory_bay_02_32,False,,10,10,1.0,,,,,1,idle
treasurestory_bay_02_33,treasurestory_bay_02,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_02_33,True,,10,10,1.0,,,,,1,idle
treasurestory_bay_02_34,treasurestory_bay_02,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_02_34,False,,10,100,1.3,,,,,1,idle
treasurestory_bay_02_35,treasurestory_bay_02,Narration,bay,,Locale_NikkeEpisode:treasurestory_bay_02_35,False,,black,black,1.0,none,sfx_scn_waterwalk,,,1,idle
treasurestory_bay_02_36,treasurestory_bay_02,Narration,bay,,Locale_NikkeEpisode:treasurestory_bay_02_36,False,,black,black,1.0,,,,,1,idle
treasurestory_bay_02_37,treasurestory_bay_02,Narration,bay,,Locale_NikkeEpisode:treasurestory_bay_02_37,False,,black,black,1.0,,sfx_scn_shower,,,1,idle
treasurestory_bay_02_38,treasurestory_bay_02,Monologue,bay,,Locale_NikkeEpisode:treasurestory_bay_02_38,False,,black,black,1.0,,,,,1,idle
treasurestory_bay_02_39,treasurestory_bay_02,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_02_39,False,,100,100,1.0,,,,,1,idle
treasurestory_bay_02_40,treasurestory_bay_02,Monologue,bay,,Locale_NikkeEpisode:treasurestory_bay_02_40,False,,black,black,1.0,,,,,1,idle
treasurestory_bay_02_41,treasurestory_bay_02,Self,bay,,Locale_NikkeEpisode:treasurestory_bay_02_41,False,,10,10,1.0,bgm_story_cottoncandy,,black,,1,idle
treasurestory_bay_02_42,treasurestory_bay_02,Self,bay,,Locale_NikkeEpisode:treasurestory_bay_02_42,False,,10,10,1.0,,,,,1,idle
treasurestory_bay_02_43,treasurestory_bay_02,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_02_43,True,,10,10,1.0,,,,,1,idle
treasurestory_bay_02_44,treasurestory_bay_02,Self,bay,,Locale_NikkeEpisode:treasurestory_bay_02_44,False,,10,10,1.0,,,,,1,idle
treasurestory_bay_02_45,treasurestory_bay_02,Narration,bay,,Locale_NikkeEpisode:treasurestory_bay_02_45,False,,10,10,1.0,,sfx_scn_hairdrier,,,1,idle
treasurestory_bay_02_46,treasurestory_bay_02,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_02_46,True,,10,10,1.0,,,,,1,surprise
treasurestory_bay_02_47,treasurestory_bay_02,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_02_47,True,,10,10,1.0,,,,,1,surprise
treasurestory_bay_02_48,treasurestory_bay_02,Narration,bay,,Locale_NikkeEpisode:treasurestory_bay_02_48,False,,10,10,1.0,,sfx_scn_hairdrier,,,1,surprise
treasurestory_bay_02_49,treasurestory_bay_02,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_02_49,True,,10,10,1.0,,,,,1,surprise
treasurestory_bay_02_50,treasurestory_bay_02,Self,bay,,Locale_NikkeEpisode:treasurestory_bay_02_50,False,,10,10,1.0,,,,,1,surprise
treasurestory_bay_02_51,treasurestory_bay_02,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_02_51,True,,10,10,1.0,,,,,1,surprise
treasurestory_bay_02_52,treasurestory_bay_02,Self,bay,,Locale_NikkeEpisode:treasurestory_bay_02_52,False,,10,100,1.0,,,,,1,surprise
treasurestory_bay_02_53,treasurestory_bay_02,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_02_53,False,,100,100,1.0,,,,,1,worry
treasurestory_bay_02_54,treasurestory_bay_02,Narration,bay,,Locale_NikkeEpisode:treasurestory_bay_02_54,False,,black,black,1.0,,,,,1,worry
treasurestory_bay_02_55,treasurestory_bay_02,Self,bay,,Locale_NikkeEpisode:treasurestory_bay_02_55,False,,100,10,1.0,,,,,1,worry
treasurestory_bay_02_56,treasurestory_bay_02,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_02_56,True,,10,10,1.0,,,,,1,sad
treasurestory_bay_02_57,treasurestory_bay_02,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_02_57,True,,10,10,1.0,,,,,1,surprise
treasurestory_bay_02_58,treasurestory_bay_02,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_02_58,True,,10,10,1.0,,,,,1,surprise
treasurestory_bay_02_59,treasurestory_bay_02,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_02_59,True,,10,10,1.0,,,,,1,surprise
treasurestory_bay_02_60,treasurestory_bay_02,Self,bay,,Locale_NikkeEpisode:treasurestory_bay_02_60,False,,10,10,1.0,,,,,1,surprise
treasurestory_bay_02_61,treasurestory_bay_02,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_02_61,False,,10,10,1.0,,,,,1,surprise
treasurestory_bay_02_62,treasurestory_bay_02,Monologue,bay,,Locale_NikkeEpisode:treasurestory_bay_02_62,False,,10,10,1.0,,,,,1,surprise
treasurestory_bay_02_63,treasurestory_bay_02,Self,bay,,Locale_NikkeEpisode:treasurestory_bay_02_63,False,,10,10,1.0,,,,,1,surprise
treasurestory_bay_02_64,treasurestory_bay_02,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_02_64,True,,10,10,1.0,,,,,1,worry
treasurestory_bay_02_65,treasurestory_bay_02,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_02_65,True,,10,10,1.0,,,,,1,worry
treasurestory_bay_02_66,treasurestory_bay_02,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_02_66,True,,10,10,1.0,,,,,1,surprise
treasurestory_bay_02_67,treasurestory_bay_02,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_02_67,True,,10,10,1.0,,,,,1,surprise
treasurestory_bay_02_68,treasurestory_bay_02,Self,bay,,Locale_NikkeEpisode:treasurestory_bay_02_68,False,,10,10,1.0,,,,,1,surprise
treasurestory_bay_02_69,treasurestory_bay_02,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_02_69,True,,10,10,1.0,,,,,1,idle
treasurestory_bay_02_70,treasurestory_bay_02,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_02_70,True,,10,10,1.0,,,,,1,idle
treasurestory_bay_02_71,treasurestory_bay_02,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_02_71,False,,10,10,1.0,,,,,1,idle
treasurestory_bay_02_72,treasurestory_bay_02,Narration,bay,,Locale_NikkeEpisode:treasurestory_bay_02_72,False,,10,10,1.0,,sfx_scn_hairdrier,,,1,idle
treasurestory_bay_02_73,treasurestory_bay_02,Self,bay,,Locale_NikkeEpisode:treasurestory_bay_02_73,False,,10,10,1.0,,,,,1,idle
treasurestory_bay_02_74,treasurestory_bay_02,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_02_74,True,,10,100,1.3,,,,,1,idle
treasurestory_bay_02_75,treasurestory_bay_02,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_02_75,True,,100,100,1.0,,,,,1,idle
treasurestory_bay_02_76,treasurestory_bay_02,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_02_76,True,,100,100,1.0,,,,,1,idle
treasurestory_bay_02_77,treasurestory_bay_02,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_02_77,True,,100,100,1.0,,,,,1,delight
treasurestory_bay_02_78,treasurestory_bay_02,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_02_78,True,,100,100,1.0,,,,,1,delight
treasurestory_bay_02_79,treasurestory_bay_02,Self,bay,,Locale_NikkeEpisode:treasurestory_bay_02_79,False,,100,100,1.0,,,,,1,delight
treasurestory_bay_02_80,treasurestory_bay_02,Speech,bay,bay,Locale_NikkeEpisode:treasurestory_bay_02_80,True,,100,100,1.0,,,,,1,delight
