id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,fade,play_sound,set_camera_shake,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
d_nikke_mast_romanticmaid_03_22,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_22,True,,S_100,S_10,0.7,,mast_m,,,,,,1,delight
d_nikke_mast_romanticmaid_03_23,d_nikke_mast_romanticmaid_03,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_23,False,,S_10,S_10,1.0,,,,,,,,1,delight
d_nikke_mast_romanticmaid_03_24,d_nikke_mast_romanticmaid_03,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_24,False,,S_10,S_10,1.0,,,,,,,,1,delight
d_nikke_mast_romanticmaid_03_25,d_nikke_mast_romanticmaid_03,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_25,False,,S_10,S_10,1.0,,,,,,,,1,delight
d_nikke_mast_romanticmaid_03_26,d_nikke_mast_romanticmaid_03,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_26,False,,S_10,S_10,1.0,,,,,,,,1,delight
d_nikke_mast_romanticmaid_03_27,d_nikke_mast_romanticmaid_03,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_27,False,,S_10,S_10,1.0,,,,,,,,1,delight
d_nikke_mast_romanticmaid_03_28,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_28,True,,S_10,S_10,1.0,,mast_m,,,,,,1,delight
d_nikke_mast_romanticmaid_03_29,d_nikke_mast_romanticmaid_03,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_29,False,,S_10,S_10,1.0,,,,,,,,1,delight
d_nikke_mast_romanticmaid_03_30,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_30,True,,S_10,S_10,1.0,,mast_m,,,,,,1,delight
d_nikke_mast_romanticmaid_03_31,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_31,True,,S_10,S_10,1.0,,mast_m,,,,,,1,delight
d_nikke_mast_romanticmaid_03_32,d_nikke_mast_romanticmaid_03,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_32,False,,S_10,S_10,1.0,,,,,,,,1,delight
d_nikke_mast_romanticmaid_03_33,d_nikke_mast_romanticmaid_03,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_33,False,,S_10,S_10,1.0,,,black,,,,,1,idle
d_nikke_mast_romanticmaid_03_34,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_34,True,,S_10,S_100,1.0,,mast_m,,,,,,1,idle
d_nikke_mast_romanticmaid_03_35,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_35,True,,S_100,S_100,1.0,,mast_m,,,,,,1,idle
d_nikke_mast_romanticmaid_03_36,d_nikke_mast_romanticmaid_03,Narration,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_36,False,,S_100,S_100,1.0,,,,sfx_scn_cakethrow,,,,1,idle
d_nikke_mast_romanticmaid_03_37,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_37,True,,S_100,S_10,0.5,,mast_m,,,,,,1,surprise2
d_nikke_mast_romanticmaid_03_38,d_nikke_mast_romanticmaid_03,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_38,False,,S_10,S_10,1.0,,,,,,,,1,surprise2
d_nikke_mast_romanticmaid_03_39,d_nikke_mast_romanticmaid_03,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_39,False,,S_10,S_10,1.0,,,,,,,,1,surprise2
d_nikke_mast_romanticmaid_03_40,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_40,True,,S_10,S_10,1.0,,mast_m,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_41,d_nikke_mast_romanticmaid_03,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_41,False,,S_10,S_10,1.0,,,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_42,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_42,True,,S_10,S_10,1.0,,mast_m,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_43,d_nikke_mast_romanticmaid_03,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_43,False,,S_10,S_10,1.0,,,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_44,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_44,True,,S_10,S_10,1.0,,mast_m,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_45,d_nikke_mast_romanticmaid_03,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_45,False,,S_10,S_10,1.0,,,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_46,d_nikke_mast_romanticmaid_03,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_46,False,,S_10,S_10,1.0,,,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_47,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_47,True,,S_10,S_10,1.0,,mast_m,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_48,d_nikke_mast_romanticmaid_03,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_48,False,,S_10,S_10,1.0,,,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_49,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_49,True,,S_10,S_10,1.0,,mast_m,,,,,,1,idle2
d_nikke_mast_romanticmaid_03_50,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_50,True,,S_10,S_10,1.0,,mast_m,,,,,,1,idle2
d_nikke_mast_romanticmaid_03_51,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_51,True,,S_10,S_10,1.0,,mast_m,,,,,,1,idle2
d_nikke_mast_romanticmaid_03_52,d_nikke_mast_romanticmaid_03,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_52,False,,S_10,S_30,1.0,,,,,,,,3,idle2
d_nikke_mast_romanticmaid_03_53,d_nikke_mast_romanticmaid_03,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_53,False,,S_30,S_30,1.0,,,,,,,,3,idle2
d_nikke_mast_romanticmaid_03_54,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_54,True,,S_30,S_30,1.0,,mast_m,,,,,,3,idle2
d_nikke_mast_romanticmaid_03_55,d_nikke_mast_romanticmaid_03,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_55,False,,S_30,S_300,1.0,,,,,,,,3,idle2
d_nikke_mast_romanticmaid_03_56,d_nikke_mast_romanticmaid_03,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_56,False,,S_300,S_300,1.0,,,,,,,,3,idle2
d_nikke_mast_romanticmaid_03_57,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_57,True,,S_300,S_300,1.0,,mast_m,,,,,,3,delight
d_nikke_mast_romanticmaid_03_58,d_nikke_mast_romanticmaid_03,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_58,False,,S_300,S_300,1.0,none,,,,,,,3,delight
d_nikke_mast_romanticmaid_03_59,d_nikke_mast_romanticmaid_03,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_59,False,,black,black,1.0,,,,,,,,3,delight
d_nikke_mast_romanticmaid_03_60,d_nikke_mast_romanticmaid_03,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_60,False,,black,black,1.0,bgm_story_tepidappleade,,,,,,,1,delight
d_nikke_mast_romanticmaid_03_61,d_nikke_mast_romanticmaid_03,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_61,False,,black,black,1.0,,,,,,,,1,idle
d_nikke_mast_romanticmaid_03_62,d_nikke_mast_romanticmaid_03,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_62,False,,black,black,1.0,,,,,,,,1,idle
d_nikke_mast_romanticmaid_03_63,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_63,True,,S_100,S_10,0.7,,mast_m,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_64,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_64,True,,S_10,S_10,1.0,,mast_m,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_65,d_nikke_mast_romanticmaid_03,Narration,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_65,False,,S_10,S_10,1.0,,,,sfx_scn_waterbodydrop,Low_2,,,1,surprise
d_nikke_mast_romanticmaid_03_66,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_66,True,,S_10,S_10,1.0,,mast_m,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_67,d_nikke_mast_romanticmaid_03,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_67,False,,S_10,S_10,1.0,,,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_68,d_nikke_mast_romanticmaid_03,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_68,False,,S_10,S_10,1.0,,,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_69,d_nikke_mast_romanticmaid_03,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_69,False,,S_10,S_10,1.0,,,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_70,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_70,True,,S_10,S_10,1.0,,mast_m,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_71,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_71,True,,S_10,S_10,1.0,,mast_m,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_72,d_nikke_mast_romanticmaid_03,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_72,False,,S_10,S_10,1.0,,,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_73,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_73,True,,S_10,S_100,0.7,,mast_m,,,,,,1,angry
d_nikke_mast_romanticmaid_03_74,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_74,True,,S_100,S_100,1.0,,mast_m,,,,,,1,angry
d_nikke_mast_romanticmaid_03_75,d_nikke_mast_romanticmaid_03,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_75,False,,black,black,1.0,,,,,,,,1,angry
d_nikke_mast_romanticmaid_03_76,d_nikke_mast_romanticmaid_03,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_76,False,,black,black,1.0,,,,,,,,1,angry
d_nikke_mast_romanticmaid_03_77,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_77,True,,S_100,S_10,1.0,,mast_m,,,,,,1,idle2
d_nikke_mast_romanticmaid_03_78,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_78,True,,S_10,S_10,1.0,,mast_m,,,,,,1,idle
d_nikke_mast_romanticmaid_03_79,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_79,True,,S_10,S_10,1.0,,mast_m,,,,,,1,idle
d_nikke_mast_romanticmaid_03_80,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_80,True,,S_10,S_10,1.0,,mast_m,,,,,,1,idle
d_nikke_mast_romanticmaid_03_81,d_nikke_mast_romanticmaid_03,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_81,False,,black,black,1.0,,,,,,,,1,idle
d_nikke_mast_romanticmaid_03_82,d_nikke_mast_romanticmaid_03,Narration,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_82,False,,black,black,1.0,,,,sfx_scn_hang,,,,1,idle
d_nikke_mast_romanticmaid_03_83,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_83,True,,S_10,S_100,1.0,,mast_m,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_84,d_nikke_mast_romanticmaid_03,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_84,False,,S_100,S_100,1.0,,,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_85,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_85,True,,S_100,S_100,1.0,,mast_m,,,Low_2,,,1,surprise2
d_nikke_mast_romanticmaid_03_86,d_nikke_mast_romanticmaid_03,Choice,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_86,False,,S_100,S_100,1.0,,,,,,d_nikke_mast_romanticmaid_03_89,,1,surprise2
d_nikke_mast_romanticmaid_03_87,d_nikke_mast_romanticmaid_03,Choice,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_87,False,,S_100,S_100,1.0,,,,,,d_nikke_mast_romanticmaid_03_88,,1,surprise2
d_nikke_mast_romanticmaid_03_88,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_88,True,,S_100,S_100,1.0,,mast_m,,,Low_2,d_nikke_mast_romanticmaid_03_89,,1,surprise2
d_nikke_mast_romanticmaid_03_89,d_nikke_mast_romanticmaid_03,Narration,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_89,False,,S_100,S_10,1.0,,,,sfx_scn_down,,,,1,surprise2
d_nikke_mast_romanticmaid_03_90,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_90,True,,S_10,S_10,1.0,,mast_m,,,,,,1,surprise2
d_nikke_mast_romanticmaid_03_91,d_nikke_mast_romanticmaid_03,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_91,False,,S_10,S_10,1.0,,,,,,,,1,surprise2
d_nikke_mast_romanticmaid_03_92,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_92,True,,S_10,1,1.0,,mast_m,,,,,,1,surprise2
d_nikke_mast_romanticmaid_03_93,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_93,True,,1,1,1.0,,mast_m,,,,,,1,surprise2
d_nikke_mast_romanticmaid_03_94,d_nikke_mast_romanticmaid_03,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_94,False,,1,1,1.0,,,,,,,,1,surprise2
d_nikke_mast_romanticmaid_03_95,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_95,True,,1,S_100,1.0,,mast_m,,,,,,1,surprise2
d_nikke_mast_romanticmaid_03_96,d_nikke_mast_romanticmaid_03,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_96,False,,S_100,S_100,1.0,,,,,,,,1,surprise2
d_nikke_mast_romanticmaid_03_97,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_97,True,,S_100,S_100,1.0,,mast_m,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_98,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_98,True,,S_100,S_10,1.0,,mast_m,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_99,d_nikke_mast_romanticmaid_03,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_99,False,,S_10,S_10,1.0,,,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_100,d_nikke_mast_romanticmaid_03,Narration,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_100,False,,S_10,S_10,1.0,,,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_101,d_nikke_mast_romanticmaid_03,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_101,False,,S_10,S_10,1.0,,,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_102,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_102,True,,S_10,S_10,1.0,,mast_m,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_103,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_103,True,,S_10,S_10,1.0,,mast_m,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_104,d_nikke_mast_romanticmaid_03,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_104,False,,S_10,S_10,1.0,,,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_105,d_nikke_mast_romanticmaid_03,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_105,False,,S_10,S_10,1.0,,,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_106,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_106,True,,S_10,S_100,0.7,,mast_m,,,,,,1,angry
d_nikke_mast_romanticmaid_03_107,d_nikke_mast_romanticmaid_03,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_107,False,,black,black,1.0,,,,,,,,1,angry
d_nikke_mast_romanticmaid_03_108,d_nikke_mast_romanticmaid_03,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_108,False,,S_100,S_100,1.0,,,,,,,,1,idle2
d_nikke_mast_romanticmaid_03_109,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_109,True,,S_100,S_100,1.0,,mast_m,,,,,,1,idle2
d_nikke_mast_romanticmaid_03_110,d_nikke_mast_romanticmaid_03,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_110,False,,S_100,S_100,1.0,none,,,,,,,1,idle2
d_nikke_mast_romanticmaid_03_111,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_111,False,,S_100,S_10,1.0,,mast_m,,,,,,1,idle2
d_nikke_mast_romanticmaid_03_112,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_112,True,,S_10,S_10,1.0,bgm_story_backtonormal,mast_m,,,,,,1,idle2
d_nikke_mast_romanticmaid_03_113,d_nikke_mast_romanticmaid_03,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_113,False,,S_10,S_10,1.0,,,,,,,,1,idle2
d_nikke_mast_romanticmaid_03_114,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_114,True,,S_10,S_10,1.0,,mast_m,,,,,,1,idle2
d_nikke_mast_romanticmaid_03_115,d_nikke_mast_romanticmaid_03,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_115,False,,S_10,S_10,1.0,,,,,,,,1,idle2
d_nikke_mast_romanticmaid_03_116,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_116,False,,S_10,S_10,1.0,,mast_m,,,,,,1,idle2
d_nikke_mast_romanticmaid_03_117,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_117,True,,S_10,S_100,1.0,,mast_m,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_118,d_nikke_mast_romanticmaid_03,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_118,False,,S_100,S_100,1.0,,,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_119,d_nikke_mast_romanticmaid_03,Self,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_119,False,,S_100,S_100,1.0,,,,,,,,1,surprise
d_nikke_mast_romanticmaid_03_120,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_120,False,,S_100,S_100,1.0,,mast_m,,,,,,1,shy1
d_nikke_mast_romanticmaid_03_121,d_nikke_mast_romanticmaid_03,Monologue,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_121,False,,S_100,S_100,1.0,,,,,,,,1,shy1
d_nikke_mast_romanticmaid_03_122,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_122,True,,S_100,S_100,1.0,,mast_m,,,,,,1,shy1
d_nikke_mast_romanticmaid_03_123,d_nikke_mast_romanticmaid_03,Speech,mast_m,Locale_NikkeEpisode:d_nikke_mast_romanticmaid_03_123,True,,S_100,S_10,1.0,,mast_m,,,,,,1,shy1
