id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_nikke_rei_02_28,d_nikke_rei_02,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_02_28,True,,2,2,1.0,,,,,,1,angry,,3,idle,,,,
d_nikke_rei_02_29,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_29,True,,2,2,1.0,,,,,,1,angry,,3,idle,,,,
d_nikke_rei_02_30,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_30,True,,2,2,1.0,,,,,,1,angry,,3,idle,,,,
d_nikke_rei_02_31,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_31,True,,2,2,1.0,,,,,,1,angry,,3,idle,,,,
d_nikke_rei_02_32,d_nikke_rei_02,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_02_32,True,,2,2,1.0,,,,,,1,angry,,3,idle,,,,
d_nikke_rei_02_33,d_nikke_rei_02,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_02_33,True,,2,2,1.0,,,,,,1,angry,,3,delight,,,,
d_nikke_rei_02_34,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_34,False,,2,2,1.0,,,,,,1,cry,,3,delight,,,,
d_nikke_rei_02_35,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_35,True,,2,2,1.0,,,,,,1,cry,,3,delight,,,,
d_nikke_rei_02_36,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_36,True,,2,2,1.0,,,,,,1,cry,,3,delight,,,,
d_nikke_rei_02_37,d_nikke_rei_02,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_02_37,False,,2,30,1.0,,,,,,1,cry,,3,idle,,,,
d_nikke_rei_02_38,d_nikke_rei_02,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_02_38,True,,30,30,1.0,,,,,,1,cry,,3,idle,,,,
d_nikke_rei_02_39,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_39,False,,XS_10,XS_10,1.0,,,,,,1,angry,,3,idle,,,,
d_nikke_rei_02_40,d_nikke_rei_02,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_02_40,True,,30,30,1.0,,,,,,1,angry,,3,surprise,,,,
d_nikke_rei_02_41,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_41,False,,XS_10,XS_100,1.0,,,,,,1,surprise,,3,surprise,,,,
d_nikke_rei_02_42,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_42,True,,XS_100,XS_100,1.0,,,,,,1,surprise,,3,surprise,,,,
d_nikke_rei_02_43,d_nikke_rei_02,Narration,,,Locale_NikkeEpisode:d_nikke_rei_02_43,False,,black,black,1.0,none,,black,,,1,surprise,,3,surprise,ein,,,
d_nikke_rei_02_44,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_44,False,,XS_10,XS_10,1.0,bgm_story_languor,,,,,1,angry,,,,,,,
d_nikke_rei_02_45,d_nikke_rei_02,Self,,,Locale_NikkeEpisode:d_nikke_rei_02_45,False,,XS_10,XS_10,1.0,,,,,,1,angry,,,,,,,
d_nikke_rei_02_46,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_46,True,,XS_10,XS_10,1.0,,,,,,1,angry,,,,,,,
d_nikke_rei_02_47,d_nikke_rei_02,Choice,,,Locale_NikkeEpisode:d_nikke_rei_02_47,False,,XS_10,XS_10,1.0,,d_nikke_rei_02_49,,,,1,angry,,,,,,,
d_nikke_rei_02_48,d_nikke_rei_02,Choice,,,Locale_NikkeEpisode:d_nikke_rei_02_48,False,,XS_10,XS_10,1.0,,d_nikke_rei_02_50,,,,1,angry,,,,,,,
d_nikke_rei_02_49,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_49,True,,XS_10,XS_10,1.0,,d_nikke_rei_02_51,,,,1,angry,,,,,,,
d_nikke_rei_02_50,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_50,True,,XS_10,XS_10,1.0,,d_nikke_rei_02_51,,,,1,angry,,,,,,,
d_nikke_rei_02_51,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_51,True,,XS_10,XS_10,1.0,,,,,,1,angry,,,,,,,
d_nikke_rei_02_52,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_52,True,,XS_10,XS_10,1.0,,,,,,1,angry,,,,,,,
d_nikke_rei_02_53,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_53,True,,XS_10,XS_10,1.0,,,,,,1,angry,,,,,,,
d_nikke_rei_02_54,d_nikke_rei_02,Speech,rei,naru1,Locale_NikkeEpisode:d_nikke_rei_02_54,False,,XS_10,XS_10,1.0,,,,,,1,angry,,,,,,,
d_nikke_rei_02_55,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_55,True,,XS_10,XS_10,0.6,,,,,,1,no,,,,,,,
d_nikke_rei_02_56,d_nikke_rei_02,Self,,,Locale_NikkeEpisode:d_nikke_rei_02_56,False,,XS_10,XS_10,1.0,,,,,,1,no,,,,,,,
d_nikke_rei_02_57,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_57,False,,XS_10,XS_10,1.0,,,,,,1,angry,,,,,,,
d_nikke_rei_02_58,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_58,True,,XS_10,XS_10,1.0,,,,,,1,angry,,,,,,,
d_nikke_rei_02_59,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_59,True,,XS_10,XS_10,1.0,,,,,,1,angry,,,,,,,
d_nikke_rei_02_60,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_60,True,,XS_10,XS_10,1.0,,,,,,1,angry,,,,,,,
d_nikke_rei_02_61,d_nikke_rei_02,Self,,,Locale_NikkeEpisode:d_nikke_rei_02_61,False,,XS_10,XS_10,1.0,,,,,,1,angry,,,,,,,
d_nikke_rei_02_62,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_62,True,,XS_10,XS_10,1.0,,,,,,1,angry,,,,,,,
d_nikke_rei_02_63,d_nikke_rei_02,Self,,,Locale_NikkeEpisode:d_nikke_rei_02_63,False,,XS_10,XS_10,1.0,,,,,,1,angry,,,,,,,
d_nikke_rei_02_64,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_64,False,,XS_10,XS_10,1.0,,,,,,1,surprise,,,,,,,
d_nikke_rei_02_65,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_65,True,,XS_10,XS_10,1.0,,,,,,1,angry,,,,,,,
d_nikke_rei_02_66,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_66,True,,XS_10,XS_10,1.0,,,,,,1,angry,,,,,,,
d_nikke_rei_02_67,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_67,True,,XS_10,XS_10,1.0,,,,,,1,angry,,,,,,,
d_nikke_rei_02_68,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_68,True,,XS_10,XS_10,1.0,,,,,,1,angry,,,,,,,
d_nikke_rei_02_69,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_69,True,,XS_10,XS_10,1.0,,,,,,1,angry,,,,,,,
d_nikke_rei_02_70,d_nikke_rei_02,Self,,,Locale_NikkeEpisode:d_nikke_rei_02_70,False,,XS_10,XS_10,1.0,,,,,,1,angry,,,,,,,
d_nikke_rei_02_71,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_71,True,,XS_10,1,1.0,,,,,,1,surprise,,,,,,,
d_nikke_rei_02_72,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_72,True,,1,1,1.0,,,,,,1,surprise,,,,,,,
d_nikke_rei_02_73,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_73,True,,1,1,1.0,,,,,,1,surprise,,,,,,,
d_nikke_rei_02_74,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_74,True,,1,1,1.0,,,,,,1,surprise,,,,,,,
d_nikke_rei_02_75,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_75,False,,1,1,1.0,,,,,,1,surprise,,,,,,,
d_nikke_rei_02_76,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_76,True,,1,XS_10,1.0,,,,,,1,angry,,,,,,,
d_nikke_rei_02_77,d_nikke_rei_02,Self,,,Locale_NikkeEpisode:d_nikke_rei_02_77,False,,XS_10,XS_10,1.0,,,,,,1,angry,,,,,,,
d_nikke_rei_02_78,d_nikke_rei_02,Narration,,,Locale_NikkeEpisode:d_nikke_rei_02_78,False,,black,black,1.0,,,,,,1,angry,,,,,,,
d_nikke_rei_02_79,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_79,True,,XS_10,XS_10,1.0,,,,,,1,idle,,,,,zwei,13,idle
d_nikke_rei_02_80,d_nikke_rei_02,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_rei_02_80,True,,XS_10,12,1.0,,,,,,1,idle,,,,,,13,pain
d_nikke_rei_02_81,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_81,True,,12,12,1.0,,,,,,1,angry,,,,,,13,pain
d_nikke_rei_02_82,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_82,True,,12,12,1.0,,,,,,1,angry,,,,,,13,surprise
d_nikke_rei_02_83,d_nikke_rei_02,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_rei_02_83,False,,12,12,1.0,,,,,,1,angry,,,,,,13,surprise
d_nikke_rei_02_84,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_84,True,,12,12,1.0,,,,,,1,angry,,,,,,13,surprise
d_nikke_rei_02_85,d_nikke_rei_02,Narration,,,Locale_NikkeEpisode:d_nikke_rei_02_85,False,,30,30,1.0,,,,sfx_scn_drone,,1,angry,,,,,,13,surprise
d_nikke_rei_02_86,d_nikke_rei_02,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_02_86,True,,30,30,1.0,,,,,,1,angry,ein,3,surprise,,,13,surprise
d_nikke_rei_02_87,d_nikke_rei_02,Speech,ein,ein,Locale_NikkeEpisode:d_nikke_rei_02_87,True,,30,30,1.0,,,,,,1,angry,,3,surprise,,,13,surprise
d_nikke_rei_02_88,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_88,True,,XS_10,XS_10,1.0,,,,,,1,delight,,3,surprise,,,13,surprise
d_nikke_rei_02_89,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_89,True,,XS_10,XS_10,1.0,,,,,,1,idle,,3,surprise,,,13,surprise
d_nikke_rei_02_90,d_nikke_rei_02,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_rei_02_90,False,,12,12,1.0,,,,,,1,idle,,3,delight,,,13,surprise
d_nikke_rei_02_91,d_nikke_rei_02,Speech,zwei,zwei,Locale_NikkeEpisode:d_nikke_rei_02_91,True,,12,12,1.0,,,,,,1,idle,,3,delight,,,13,shy
d_nikke_rei_02_92,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_92,True,,12,12,1.0,,,,,,1,delight,,3,delight,,,13,shy
d_nikke_rei_02_93,d_nikke_rei_02,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_rei_02_93,True,,XS_10,XS_100,1.0,,,,,,1,delight,,3,delight,,,13,shy
