id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_eunhwa_tactical_03_14,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_14,True,,100,100,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_15,d_nikke_eunhwa_tactical_03,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_15,False,,100,100,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_16,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_16,True,,100,100,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_17,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_17,True,,100,100,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_18,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_18,True,,100,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_19,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_19,True,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_20,d_nikke_eunhwa_tactical_03,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_20,False,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_21,d_nikke_eunhwa_tactical_03,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_21,False,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_22,d_nikke_eunhwa_tactical_03,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_22,False,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_23,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_23,True,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_24,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_24,True,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_25,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_25,True,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_26,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_26,True,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_27,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_27,True,,10,10,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_28,d_nikke_eunhwa_tactical_03,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_28,False,,10,10,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_29,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_29,True,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_30,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_30,True,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_31,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_31,True,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_32,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_32,False,,10,100,0.5,,,,,1,angry,
d_nikke_eunhwa_tactical_03_33,d_nikke_eunhwa_tactical_03,Monologue,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_33,False,,100,100,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_34,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_34,True,,100,100,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_35,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_35,True,,100,100,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_36,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_36,True,,100,10,0.7,,,,,1,idle,
d_nikke_eunhwa_tactical_03_37,d_nikke_eunhwa_tactical_03,Monologue,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_37,False,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_38,d_nikke_eunhwa_tactical_03,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_38,False,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_39,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_39,True,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_40,d_nikke_eunhwa_tactical_03,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_40,False,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_41,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_41,True,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_42,d_nikke_eunhwa_tactical_03,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_42,False,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_43,d_nikke_eunhwa_tactical_03,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_43,False,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_44,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_44,True,,10,10,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_45,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_45,True,,10,10,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_46,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_46,True,,10,10,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_47,d_nikke_eunhwa_tactical_03,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_47,False,,10,10,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_48,d_nikke_eunhwa_tactical_03,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_48,False,,10,10,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_49,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_49,True,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_50,d_nikke_eunhwa_tactical_03,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_50,False,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_51,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_51,True,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_52,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_52,True,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_53,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_53,True,WasteLand_02_n,50,10,1.3,bgm_areah,black,,,1,angry,
d_nikke_eunhwa_tactical_03_54,d_nikke_eunhwa_tactical_03,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_54,False,,10,10,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_55,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_55,True,,10,10,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_56,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_56,True,,10,100,1.3,,,,,1,idle,
d_nikke_eunhwa_tactical_03_57,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_57,True,,100,100,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_58,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_58,True,,100,100,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_59,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_59,True,,100,100,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_60,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_60,True,,100,100,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_61,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_61,True,,100,100,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_62,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_62,True,,100,100,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_63,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_63,True,,100,100,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_64,d_nikke_eunhwa_tactical_03,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_64,False,,100,100,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_65,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_65,True,,100,100,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_66,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_66,True,,100,100,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_67,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_67,True,,100,100,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_68,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_68,True,,100,100,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_69,d_nikke_eunhwa_tactical_03,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_69,False,,100,100,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_70,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_70,True,,100,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_71,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_71,True,,10,10,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_72,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_72,True,,10,10,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_73,d_nikke_eunhwa_tactical_03,Monologue,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_73,False,,10,10,1.0,,,sfx_scn_walkaway,,1,angry,eunhwa_t
d_nikke_eunhwa_tactical_03_74,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_74,True,WasteLand_01,130,10,1.0,,black,,eunhwa_t,1,idle,
d_nikke_eunhwa_tactical_03_75,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_75,True,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_76,d_nikke_eunhwa_tactical_03,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_76,False,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_77,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_77,True,,10,100,1.5,,,,,1,idle,
d_nikke_eunhwa_tactical_03_78,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_78,True,,100,100,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_79,d_nikke_eunhwa_tactical_03,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_79,False,,100,100,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_80,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_80,True,,100,10,1.5,,,,,1,angry,
d_nikke_eunhwa_tactical_03_81,d_nikke_eunhwa_tactical_03,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_81,False,,10,10,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_82,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_82,True,,10,10,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_83,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_83,True,,10,10,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_84,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_84,True,,10,10,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_85,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_85,True,,10,10,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_86,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_86,True,,10,10,1.0,,,,,1,no,
d_nikke_eunhwa_tactical_03_87,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_87,True,,10,10,1.0,,,,,1,no,
d_nikke_eunhwa_tactical_03_88,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_88,True,,10,10,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_89,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_89,True,,10,10,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_90,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_90,True,,10,100,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_91,d_nikke_eunhwa_tactical_03,Monologue,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_91,False,,100,100,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_92,d_nikke_eunhwa_tactical_03,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_92,False,,100,100,1.0,,,,,1,angry,
d_nikke_eunhwa_tactical_03_93,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_93,True,,100,100,1.0,,,,,1,surprise,
d_nikke_eunhwa_tactical_03_94,d_nikke_eunhwa_tactical_03,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_94,False,,100,100,1.0,,,,,1,surprise,
d_nikke_eunhwa_tactical_03_95,d_nikke_eunhwa_tactical_03,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_95,False,,100,100,1.0,,,,,1,surprise,
d_nikke_eunhwa_tactical_03_96,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_96,True,,100,100,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_97,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_97,True,,100,10,1.5,,,,,1,idle,
d_nikke_eunhwa_tactical_03_98,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_98,True,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_99,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_99,True,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_100,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_100,True,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_101,d_nikke_eunhwa_tactical_03,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_101,False,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_102,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_102,True,,10,10,1.0,,,,,1,no,
d_nikke_eunhwa_tactical_03_103,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_103,True,,10,10,1.0,,,,,1,no,
d_nikke_eunhwa_tactical_03_104,d_nikke_eunhwa_tactical_03,Self,eunhwa_t,,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_104,False,,10,10,1.0,,,,,1,no,
d_nikke_eunhwa_tactical_03_105,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_105,True,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_106,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_106,True,,10,10,1.0,,,,,1,idle,
d_nikke_eunhwa_tactical_03_107,d_nikke_eunhwa_tactical_03,Speech,eunhwa_t,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_03_107,True,,10,100,1.0,,,,,1,idle,
