id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_nikke_leona_02_30,d_nikke_leona_02,Self,,,Locale_NikkeEpisode:d_nikke_leona_02_30,False,,12,12,1.0,,,,1,idle,,3,sad,,13,idle
d_nikke_leona_02_31,d_nikke_leona_02,Speech,leona_no,leona_no,Locale_NikkeEpisode:d_nikke_leona_02_31,True,,12,12,1.0,,,,1,shy,,3,sad,,13,idle
d_nikke_leona_02_32,d_nikke_leona_02,Speech,leona_no,leona_no,Locale_NikkeEpisode:d_nikke_leona_02_32,True,,12,12,1.0,,,,1,shy,,3,sad,,13,idle
d_nikke_leona_02_33,d_nikke_leona_02,Speech,leona_no,leona_no,Locale_NikkeEpisode:d_nikke_leona_02_33,True,,12,12,1.0,,,,1,shy,,3,sad,,13,idle
d_nikke_leona_02_34,d_nikke_leona_02,Self,,,Locale_NikkeEpisode:d_nikke_leona_02_34,False,,12,12,1.0,,,,1,shy,,3,sad,,13,idle
d_nikke_leona_02_35,d_nikke_leona_02,Monologue,,,Locale_NikkeEpisode:d_nikke_leona_02_35,False,,12,XS_30,1.0,,,,1,shy,,3,sad,,13,idle
d_nikke_leona_02_36,d_nikke_leona_02,Monologue,,,Locale_NikkeEpisode:d_nikke_leona_02_36,False,,XS_30,XS_30,1.0,,,,1,shy,,3,sad,,13,idle
d_nikke_leona_02_37,d_nikke_leona_02,Monologue,,,Locale_NikkeEpisode:d_nikke_leona_02_37,False,,XS_30,XS_30,1.0,,,,1,shy,,3,sad,,13,idle
d_nikke_leona_02_38,d_nikke_leona_02,Monologue,,,Locale_NikkeEpisode:d_nikke_leona_02_38,False,,XS_30,XS_30,1.0,,,,1,shy,,3,sad,,13,idle
d_nikke_leona_02_39,d_nikke_leona_02,Self,,,Locale_NikkeEpisode:d_nikke_leona_02_39,False,,XS_30,Leo_10,1.0,,,,1,shy,,3,sad,,13,idle
d_nikke_leona_02_40,d_nikke_leona_02,Speech,leona_no,leona_no,Locale_NikkeEpisode:d_nikke_leona_02_40,True,,Leo_10,Leo_10,1.0,,,,1,idle,,3,sad,,13,idle
d_nikke_leona_02_41,d_nikke_leona_02,Speech,leona_no,leona_no,Locale_NikkeEpisode:d_nikke_leona_02_41,True,,Leo_10,Leo_10,1.0,,,,1,idle,,3,sad,,13,idle
d_nikke_leona_02_42,d_nikke_leona_02,Self,,,Locale_NikkeEpisode:d_nikke_leona_02_42,False,,Leo_10,Leo_10,1.0,,,,1,idle,,3,sad,,13,idle
d_nikke_leona_02_43,d_nikke_leona_02,Speech,leona_no,leona_no,Locale_NikkeEpisode:d_nikke_leona_02_43,True,,Leo_10,Leo_10,1.0,,,,1,sad,,3,sad,,13,idle
d_nikke_leona_02_44,d_nikke_leona_02,Speech,leona_no,leona_no,Locale_NikkeEpisode:d_nikke_leona_02_44,True,,Leo_10,Leo_10,1.0,,,,1,sad,,3,sad,,13,idle
d_nikke_leona_02_45,d_nikke_leona_02,Speech,leona_no,leona_no,Locale_NikkeEpisode:d_nikke_leona_02_45,True,,Leo_10,Leo_10,1.0,,,,1,sad,,3,sad,,13,idle
d_nikke_leona_02_46,d_nikke_leona_02,Self,,,Locale_NikkeEpisode:d_nikke_leona_02_46,False,,Leo_10,Leo_10,1.0,,,,1,sad,,3,sad,,13,idle
d_nikke_leona_02_47,d_nikke_leona_02,Self,,,Locale_NikkeEpisode:d_nikke_leona_02_47,False,,Leo_10,Leo_10,1.0,,,,1,sad,,3,sad,,13,idle
d_nikke_leona_02_48,d_nikke_leona_02,Monologue,,,Locale_NikkeEpisode:d_nikke_leona_02_48,False,,Leo_10,XS_30,1.0,,,,1,sad,,3,sad,,13,idle
d_nikke_leona_02_49,d_nikke_leona_02,Monologue,,,Locale_NikkeEpisode:d_nikke_leona_02_49,False,,XS_30,XS_30,1.0,,,,1,sad,,3,sad,,13,idle
d_nikke_leona_02_50,d_nikke_leona_02,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_leona_02_50,True,,XS_130,XS_130,1.0,,,,1,sad,,3,sad,,13,sad
d_nikke_leona_02_51,d_nikke_leona_02,Speech,timi,timi,Locale_NikkeEpisode:d_nikke_leona_02_51,True,,XS_30,XS_30,1.0,,sfx_scn_lionask,,1,sad,,3,idle,,13,sad
d_nikke_leona_02_52,d_nikke_leona_02,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_leona_02_52,True,,XS_130,XS_130,1.0,,,,1,sad,,3,idle,,13,idle
d_nikke_leona_02_53,d_nikke_leona_02,Speech,leona_no,leona_no,Locale_NikkeEpisode:d_nikke_leona_02_53,True,,XS_130,Leo_10,1.0,,,,1,idle,,3,idle,,13,idle
d_nikke_leona_02_54,d_nikke_leona_02,Speech,leona_no,leona_no,Locale_NikkeEpisode:d_nikke_leona_02_54,True,,Leo_10,Leo_10,1.0,,,,1,idle,,3,idle,,13,idle
d_nikke_leona_02_55,d_nikke_leona_02,Speech,leona_no,leona_no,Locale_NikkeEpisode:d_nikke_leona_02_55,True,,Leo_10,Leo_10,1.0,,,,1,idle,,3,idle,,13,idle
d_nikke_leona_02_56,d_nikke_leona_02,Speech,leona_no,leona_no,Locale_NikkeEpisode:d_nikke_leona_02_56,True,,Leo_10,Leo_10,1.0,,,,1,idle,,3,idle,,13,idle
d_nikke_leona_02_57,d_nikke_leona_02,Speech,leona_no,leona_no,Locale_NikkeEpisode:d_nikke_leona_02_57,True,,Leo_10,Leo_10,1.0,,,,1,idle,,3,idle,,13,idle
d_nikke_leona_02_58,d_nikke_leona_02,Speech,leona_no,leona_no,Locale_NikkeEpisode:d_nikke_leona_02_58,True,,Leo_10,Leo_10,1.0,,,,1,idle,,3,idle,,13,idle
d_nikke_leona_02_59,d_nikke_leona_02,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_leona_02_59,False,,Leo_10,12,1.0,,,,1,idle,,3,idle,,13,sad
d_nikke_leona_02_60,d_nikke_leona_02,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_leona_02_60,True,,12,12,1.0,,,,1,idle,,3,idle,,13,sad
d_nikke_leona_02_61,d_nikke_leona_02,Speech,leona_no,leona_no,Locale_NikkeEpisode:d_nikke_leona_02_61,True,,12,12,1.0,,,,1,idle,,3,idle,,13,sad
d_nikke_leona_02_62,d_nikke_leona_02,Speech,leona_no,leona_no,Locale_NikkeEpisode:d_nikke_leona_02_62,True,,12,12,1.0,,,,1,idle,,3,idle,,13,sad
d_nikke_leona_02_63,d_nikke_leona_02,Speech,leona_no,leona_no,Locale_NikkeEpisode:d_nikke_leona_02_63,True,,12,12,1.0,,,,1,idle,,3,idle,,13,sad
d_nikke_leona_02_64,d_nikke_leona_02,Speech,leona_no,leona_no,Locale_NikkeEpisode:d_nikke_leona_02_64,True,,12,12,1.0,,,,1,idle,,3,idle,,13,sad
d_nikke_leona_02_65,d_nikke_leona_02,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_leona_02_65,True,,12,12,1.0,,,,1,idle,,3,idle,,13,sad
d_nikke_leona_02_66,d_nikke_leona_02,Speech,timi,timi,Locale_NikkeEpisode:d_nikke_leona_02_66,True,,XS_30,XS_30,1.0,,sfx_scn_lionask,,1,idle,,3,idle,,13,sad
d_nikke_leona_02_67,d_nikke_leona_02,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_leona_02_67,True,,12,12,1.0,,,,1,idle,,3,idle,,13,idle
d_nikke_leona_02_68,d_nikke_leona_02,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_leona_02_68,True,,12,12,1.0,,,,1,idle,,3,idle,,13,idle
d_nikke_leona_02_69,d_nikke_leona_02,Self,,,Locale_NikkeEpisode:d_nikke_leona_02_69,False,,12,12,1.0,,,,1,idle,,3,idle,,13,idle
d_nikke_leona_02_70,d_nikke_leona_02,Self,,,Locale_NikkeEpisode:d_nikke_leona_02_70,False,,12,12,1.0,,,,1,idle,,3,idle,,13,idle
d_nikke_leona_02_71,d_nikke_leona_02,Speech,leona_no,leona_no,Locale_NikkeEpisode:d_nikke_leona_02_71,True,,12,Leo_10,1.0,,,,1,delight,,3,idle,,13,idle
d_nikke_leona_02_72,d_nikke_leona_02,Speech,leona_no,leona_no,Locale_NikkeEpisode:d_nikke_leona_02_72,True,,Leo_10,Leo_10,1.0,,,,1,delight,,3,idle,,13,idle
d_nikke_leona_02_73,d_nikke_leona_02,Speech,leona_no,leona_no,Locale_NikkeEpisode:d_nikke_leona_02_73,True,,Leo_10,Leo_10,1.0,,,,1,idle,,3,idle,,13,idle
d_nikke_leona_02_74,d_nikke_leona_02,Speech,leona_no,leona_no,Locale_NikkeEpisode:d_nikke_leona_02_74,True,,Leo_10,Leo_10,1.0,,,,1,delight,,3,idle,,13,idle
d_nikke_leona_02_75,d_nikke_leona_02,Monologue,,,Locale_NikkeEpisode:d_nikke_leona_02_75,False,,black,black,1.0,,,,1,delight,,3,idle,,13,idle
d_nikke_leona_02_76,d_nikke_leona_02,Monologue,,,Locale_NikkeEpisode:d_nikke_leona_02_76,False,,black,black,1.0,,,,1,delight,,3,idle,,13,idle
