id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_sakura_bloominsummer_05_16,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_16,True,,20,20,1.0,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_17,d_nikke_sakura_bloominsummer_05,Self,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_17,False,,20,20,1.0,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_18,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_18,True,,20,20,1.0,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_19,d_nikke_sakura_bloominsummer_05,Self,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_19,False,,20,20,1.0,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_20,d_nikke_sakura_bloominsummer_05,Self,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_20,False,,20,20,1.0,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_21,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_21,False,,20,200,1.0,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_22,d_nikke_sakura_bloominsummer_05,Self,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_22,False,,200,200,1.0,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_23,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_23,True,,200,200,1.0,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_24,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_24,True,,200,200,1.0,,,,,2,smile,
d_nikke_sakura_bloominsummer_05_25,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_25,True,,200,200,1.0,,,,,2,smile,
d_nikke_sakura_bloominsummer_05_26,d_nikke_sakura_bloominsummer_05,Self,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_26,False,,200,200,1.0,,,,,2,smile,
d_nikke_sakura_bloominsummer_05_27,d_nikke_sakura_bloominsummer_05,Self,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_27,False,,200,200,1.0,,,,,2,smile,
d_nikke_sakura_bloominsummer_05_28,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_28,False,,200,200,1.0,,,,,2,smile,
d_nikke_sakura_bloominsummer_05_29,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_29,True,,200,200,1.0,,,,,2,smile,
d_nikke_sakura_bloominsummer_05_30,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_30,True,,200,200,1.0,,,,,2,smile,
d_nikke_sakura_bloominsummer_05_31,d_nikke_sakura_bloominsummer_05,Self,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_31,False,,200,200,1.0,,,,,2,smile,
d_nikke_sakura_bloominsummer_05_32,d_nikke_sakura_bloominsummer_05,Monologue,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_32,False,,200,200,1.0,,,,,2,smile,
d_nikke_sakura_bloominsummer_05_33,d_nikke_sakura_bloominsummer_05,Narration,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_33,False,,200,20,0.5,,sfx_scn_emptywind,,,2,smile,
d_nikke_sakura_bloominsummer_05_34,d_nikke_sakura_bloominsummer_05,Monologue,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_34,False,,20,20,1.0,,,,,2,smile,
d_nikke_sakura_bloominsummer_05_35,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_35,False,,20,200,1.0,,,,,2,surprise,
d_nikke_sakura_bloominsummer_05_36,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_36,True,,200,200,1.0,,,,,2,void,
d_nikke_sakura_bloominsummer_05_37,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_37,True,,200,200,1.0,,,,,2,void,
d_nikke_sakura_bloominsummer_05_38,d_nikke_sakura_bloominsummer_05,Self,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_38,False,,200,200,1.0,,,,,2,void,
d_nikke_sakura_bloominsummer_05_39,d_nikke_sakura_bloominsummer_05,Narration,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_39,False,,200,1600,1.0,,,,,2,void,
d_nikke_sakura_bloominsummer_05_40,d_nikke_sakura_bloominsummer_05,Narration,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_40,False,,1600,1600,1.0,,sfx_scn_heavytrip,Low_2,,2,void,
d_nikke_sakura_bloominsummer_05_41,d_nikke_sakura_bloominsummer_05,Monologue,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_41,False,,1600,160,1.0,,,,,2,void,
d_nikke_sakura_bloominsummer_05_42,d_nikke_sakura_bloominsummer_05,Monologue,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_42,False,,160,160,1.0,,,,,2,void,
d_nikke_sakura_bloominsummer_05_43,d_nikke_sakura_bloominsummer_05,Narration,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_43,False,,160,1600,0.5,,sfx_scn_ballonsand,,,2,void,
d_nikke_sakura_bloominsummer_05_44,d_nikke_sakura_bloominsummer_05,Monologue,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_44,False,,1600,1600,1.0,,,,,2,void,
d_nikke_sakura_bloominsummer_05_45,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_45,False,,1600,200,1.0,,,,,2,sad,
d_nikke_sakura_bloominsummer_05_46,d_nikke_sakura_bloominsummer_05,Self,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_46,False,,200,200,1.0,,,,,2,sad,
d_nikke_sakura_bloominsummer_05_47,d_nikke_sakura_bloominsummer_05,Narration,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_47,False,,200,200,1.0,,sfx_scn_rain,,,2,sad,
d_nikke_sakura_bloominsummer_05_48,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_48,True,,200,200,1.0,,,,,2,sad,
d_nikke_sakura_bloominsummer_05_49,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_49,False,,200,20,1.0,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_50,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_50,True,,20,20,1.0,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_51,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_51,True,,20,20,1.0,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_52,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_52,True,,20,20,1.0,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_53,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_53,True,,20,20,1.0,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_54,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_54,True,,20,20,1.0,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_55,d_nikke_sakura_bloominsummer_05,Monologue,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_55,False,,20,20,1.0,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_56,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_56,False,,20,20,1.0,,,,,2,sad,
d_nikke_sakura_bloominsummer_05_57,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_57,True,,20,20,1.0,,,,,2,sad,
d_nikke_sakura_bloominsummer_05_58,d_nikke_sakura_bloominsummer_05,Self,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_58,False,,20,20,1.0,,,,,2,sad,
d_nikke_sakura_bloominsummer_05_59,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_59,True,,20,20,1.0,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_60,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_60,True,,20,20,1.0,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_61,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_61,True,,20,20,1.0,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_62,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_62,True,,20,200,1.0,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_63,d_nikke_sakura_bloominsummer_05,Self,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_63,False,,200,200,1.0,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_64,d_nikke_sakura_bloominsummer_05,Self,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_64,False,,200,200,1.0,none,,,,2,idle,
d_nikke_sakura_bloominsummer_05_65,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_65,False,,200,20,1.0,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_66,d_nikke_sakura_bloominsummer_05,Monologue,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_66,False,,20,150,1.5,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_67,d_nikke_sakura_bloominsummer_05,Monologue,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_67,False,,150,1500,1.0,event_bgm_summerseaside_inst,,,,2,idle,
d_nikke_sakura_bloominsummer_05_68,d_nikke_sakura_bloominsummer_05,Monologue,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_68,False,,1500,1500,1.0,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_69,d_nikke_sakura_bloominsummer_05,Self,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_69,False,,1500,20,1.5,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_70,d_nikke_sakura_bloominsummer_05,Self,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_70,False,,20,20,1.0,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_71,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_71,False,,20,200,1.0,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_72,d_nikke_sakura_bloominsummer_05,Self,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_72,False,,200,200,1.0,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_73,d_nikke_sakura_bloominsummer_05,Self,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_73,False,,200,200,1.0,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_74,d_nikke_sakura_bloominsummer_05,Narration,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_74,False,,200,20,0.5,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_75,d_nikke_sakura_bloominsummer_05,Monologue,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_75,False,,20,20,1.0,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_76,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_76,False,,20,20,1.0,,,,,2,surprise,
d_nikke_sakura_bloominsummer_05_77,d_nikke_sakura_bloominsummer_05,Self,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_77,False,,20,20,1.0,,,,,2,surprise,
d_nikke_sakura_bloominsummer_05_78,d_nikke_sakura_bloominsummer_05,Self,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_78,False,,20,20,1.0,,,,,2,surprise,
d_nikke_sakura_bloominsummer_05_79,d_nikke_sakura_bloominsummer_05,Monologue,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_79,False,,20,70,2.0,,,,,2,idle,
d_nikke_sakura_bloominsummer_05_80,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_80,False,,70,70,1.0,,,,,2,shy,
d_nikke_sakura_bloominsummer_05_81,d_nikke_sakura_bloominsummer_05,Monologue,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_81,False,,70,700,1.0,,,,,2,shy,
d_nikke_sakura_bloominsummer_05_82,d_nikke_sakura_bloominsummer_05,Monologue,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_82,False,UninhabitedIsland_n,black,black,1.0,,sfx_scn_raindrops,,,2,shy,
d_nikke_sakura_bloominsummer_05_83,d_nikke_sakura_bloominsummer_05,Self,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_83,False,,20,20,1.0,,,,,2,shy,
d_nikke_sakura_bloominsummer_05_84,d_nikke_sakura_bloominsummer_05,Monologue,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_84,False,,20,20,1.0,,,,,2,shy,
d_nikke_sakura_bloominsummer_05_85,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_85,True,,20,20,1.0,,,,,2,shy,
d_nikke_sakura_bloominsummer_05_86,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_86,True,,20,20,1.0,,,,,2,shy,
d_nikke_sakura_bloominsummer_05_87,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_87,False,,20,20,1.0,,,,,2,shy,
d_nikke_sakura_bloominsummer_05_88,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_88,True,,20,20,1.0,,,,,2,shy,
d_nikke_sakura_bloominsummer_05_89,d_nikke_sakura_bloominsummer_05,Self,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_89,False,,20,20,1.0,,,,,2,shy,
d_nikke_sakura_bloominsummer_05_90,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_90,True,,20,200,1.0,,,,,2,delight,
d_nikke_sakura_bloominsummer_05_91,d_nikke_sakura_bloominsummer_05,Narration,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_91,False,,200,200,1.0,,sfx_scn_shutter,,,2,delight,
d_nikke_sakura_bloominsummer_05_92,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_92,True,,200,200,1.0,,,,,2,delight,
d_nikke_sakura_bloominsummer_05_93,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_93,True,,200,200,1.0,,,,,2,delight,
d_nikke_sakura_bloominsummer_05_94,d_nikke_sakura_bloominsummer_05,Monologue,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_94,False,,200,200,1.0,,,,,2,shy,sakura_s
d_nikke_sakura_bloominsummer_05_95,d_nikke_sakura_bloominsummer_05,Monologue,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_95,False,,200,200,1.0,,,,,,,
d_nikke_sakura_bloominsummer_05_96,d_nikke_sakura_bloominsummer_05,Monologue,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_96,False,,200,200,1.0,,,,,,,
