id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,set_camera_shake
d_nikke_dorothy_serendipity_05_43,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_43,True,,1,void,,13,idle,,10,10,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_44,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_44,True,,1,void,,13,idle,,10,10,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_45,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_45,True,,1,void,,13,idle,,10,10,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_46,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_46,True,,1,smile,,13,idle,,10,10,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_47,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_47,True,,1,smile,,13,idle,,10,113,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_48,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_48,True,,1,smile,,13,idle,,113,113,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_49,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_49,True,,1,smile,,13,idle,,113,113,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_50,d_nikke_dorothy_serendipity_05,Narration,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_50,False,,1,smile,,13,idle,,113,113,1.0,,dorothy_s,,sfx_scn_dishdebris,
d_nikke_dorothy_serendipity_05_51,d_nikke_dorothy_serendipity_05,Monologue,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_51,False,,1,smile,,13,idle,,113,113,1.0,,dorothy_s,,,
d_nikke_dorothy_serendipity_05_52,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_52,True,,1,surprise,,13,idle,,10,100,0.7,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_53,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_53,True,,1,surprise,,13,idle,,100,100,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_54,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_54,True,,1,surprise,,13,idle,,100,100,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_55,d_nikke_dorothy_serendipity_05,Monologue,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_55,False,,1,surprise,,13,idle,,100,100,1.0,,dorothy_s,,,
d_nikke_dorothy_serendipity_05_56,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_56,False,,1,no,,13,idle,,100,100,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_57,d_nikke_dorothy_serendipity_05,Narration,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_57,False,,1,no,,13,idle,,100,100,1.0,,dorothy_s,,sfx_scn_bottlebreak,Low_2
d_nikke_dorothy_serendipity_05_58,d_nikke_dorothy_serendipity_05,Monologue,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_58,False,,1,no,,13,idle,,100,100,1.0,,dorothy_s,,,
d_nikke_dorothy_serendipity_05_59,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_59,False,,1,no,,13,idle,,100,100,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_60,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_60,True,,1,smile,,13,idle,,100,100,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_61,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_61,True,,1,smile,,13,idle,,100,100,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_62,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_62,True,,1,smile,,13,idle,,100,100,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_63,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_63,True,,1,smile,,13,idle,,100,100,1.0,,dorothy_s,dorothy_s,,
d_nikke_dorothy_serendipity_05_64,d_nikke_dorothy_serendipity_05,Speech,Locale_NikkeEpisode:d_nikke_dorothy_serendipity_05_64,True,,1,smile,,13,idle,,100,100,1.0,,dorothy_s,dorothy_s,,
