id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,speaker,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_filter_01,characters/1/hide_char_id,characters/2/hide_char_id,fade
d_nikke_bready_03_11,d_nikke_bready_03,Self,Locale_NikkeEpisode:d_nikke_bready_03_11,False,,16,16,1.0,,,,,,,,,,,,,,,,,
d_nikke_bready_03_12,d_nikke_bready_03,Narration,Locale_NikkeEpisode:d_nikke_bready_03_12,False,,16,16,1.0,,sfx_scn_autodooropen,,bready,bready,12,delight,emma,2,idle,julia,4,idle,,,,
d_nikke_bready_03_13,d_nikke_bready_03,Self,Locale_NikkeEpisode:d_nikke_bready_03_13,False,,16,12,2.0,,,,bready,,12,delight,,2,idle,,4,idle,,,,
d_nikke_bready_03_14,d_nikke_bready_03,Self,Locale_NikkeEpisode:d_nikke_bready_03_14,False,,12,3,1.3,bgm_story_tepidappleade,,,bready,,12,delight,,2,idle,,4,idle,,,,
d_nikke_bready_03_15,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_15,True,,3,3,1.0,,,emma,emma,,12,delight,,2,delight,,4,idle,,,,
d_nikke_bready_03_16,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_16,True,,3,3,1.0,,,julia,julia,,12,delight,,2,delight,,4,delight,,,,
d_nikke_bready_03_17,d_nikke_bready_03,Self,Locale_NikkeEpisode:d_nikke_bready_03_17,False,,3,3,1.0,,,,julia,,12,delight,,2,delight,,4,delight,,,,
d_nikke_bready_03_18,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_18,True,,3,1,1.3,,,bready,bready,,12,delight,,2,delight,,4,delight,,,,
d_nikke_bready_03_19,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_19,True,,1,1,1.0,,,bready,bready,,12,delight,,2,delight,,4,delight,,,,
d_nikke_bready_03_20,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_20,True,,1,1,1.0,,,bready,bready,,12,delight,,2,delight,,4,delight,,,,
d_nikke_bready_03_21,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_21,True,,1,1,1.0,,,bready,bready,,12,delight,,2,delight,,4,delight,,,,
d_nikke_bready_03_22,d_nikke_bready_03,Self,Locale_NikkeEpisode:d_nikke_bready_03_22,False,,1,1,1.0,,,,bready,,12,delight,,2,delight,,4,delight,,,,
d_nikke_bready_03_23,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_23,True,,1,1,1.0,,,emma,emma,,12,delight,,2,idle,,4,delight,,,,
d_nikke_bready_03_24,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_24,True,,1,1,1.0,,,emma,emma,,12,delight,,2,idle,,4,delight,,,,
d_nikke_bready_03_25,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_25,True,,1,1,1.0,,,emma,emma,,12,delight,,2,idle,,4,delight,,,,
d_nikke_bready_03_26,d_nikke_bready_03,Self,Locale_NikkeEpisode:d_nikke_bready_03_26,False,,1,1,1.0,,,,emma,,12,delight,,2,idle,,4,delight,,,,
d_nikke_bready_03_27,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_27,True,,1,3,1.3,,,julia,julia,,12,idle,,2,idle,,4,idle,,,,
d_nikke_bready_03_28,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_28,True,,3,3,1.0,,,julia,julia,,12,idle,,2,idle,,4,idle,,,,
d_nikke_bready_03_29,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_29,True,,3,3,1.0,,,julia,julia,,12,idle,,2,idle,,4,idle,,,,
d_nikke_bready_03_30,d_nikke_bready_03,Narration,Locale_NikkeEpisode:d_nikke_bready_03_30,False,,3,3,1.0,,sfx_scn_violin,,julia,,12,idle,,2,idle,,4,idle,,,,
d_nikke_bready_03_31,d_nikke_bready_03,Self,Locale_NikkeEpisode:d_nikke_bready_03_31,False,,3,3,1.0,,,,julia,,12,idle,,2,idle,,4,idle,,,,
d_nikke_bready_03_32,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_32,True,,3,1,1.3,,,bready,bready,,12,idle,,2,idle,,4,idle,,,,
d_nikke_bready_03_33,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_33,False,,1,1,1.0,,,bready,bready,,12,idle,,2,idle,,4,idle,,,,
d_nikke_bready_03_34,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_34,True,,1,1,1.0,,,bready,bready,,12,idle,,2,idle,,4,idle,,,,
d_nikke_bready_03_35,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_35,True,,1,1,1.0,,,bready,bready,,12,idle,,2,idle,,4,idle,,,,
d_nikke_bready_03_36,d_nikke_bready_03,Self,Locale_NikkeEpisode:d_nikke_bready_03_36,False,,1,1,1.0,,,,bready,,12,idle,,2,idle,,4,idle,,,,
d_nikke_bready_03_37,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_37,True,,1,20,1.3,,,emma,emma,,12,idle,,2,idle,,4,idle,,,,
d_nikke_bready_03_38,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_38,True,,20,20,1.0,,,emma,emma,,12,idle,,2,delight,,4,idle,,,,
d_nikke_bready_03_39,d_nikke_bready_03,Self,Locale_NikkeEpisode:d_nikke_bready_03_39,False,,20,20,1.0,,,,emma,,12,idle,,2,delight,,4,idle,,,,
d_nikke_bready_03_40,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_40,True,,20,20,1.0,,,emma,emma,,12,idle,,2,worry,,4,idle,,,,
d_nikke_bready_03_41,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_41,True,,20,20,1.0,,,emma,emma,,12,idle,,2,worry,,4,idle,,,,
d_nikke_bready_03_42,d_nikke_bready_03,Self,Locale_NikkeEpisode:d_nikke_bready_03_42,False,,20,20,1.0,,,,emma,,12,idle,,2,worry,,4,idle,,,,
d_nikke_bready_03_43,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_43,True,,S_40,S_40,1.0,,,julia,julia,,12,idle,,2,worry,,4,think,,,,
d_nikke_bready_03_44,d_nikke_bready_03,Self,Locale_NikkeEpisode:d_nikke_bready_03_44,False,,S_40,S_40,1.0,,,,julia,,12,idle,,2,worry,,4,think,,,,
d_nikke_bready_03_45,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_45,True,,S_120,S_120,1.0,,,bready,bready,,12,idle,,2,worry,,4,think,,,,
d_nikke_bready_03_46,d_nikke_bready_03,Self,Locale_NikkeEpisode:d_nikke_bready_03_46,False,,S_120,S_120,1.0,,,,bready,,12,idle,,2,worry,,4,think,,,,
d_nikke_bready_03_47,d_nikke_bready_03,Monologue,Locale_NikkeEpisode:d_nikke_bready_03_47,False,,black,black,1.0,,,,bready,,12,idle,,2,worry,,4,think,,,,
d_nikke_bready_03_48,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_48,True,,20,20,1.0,,,emma,emma,,12,idle,,2,idle,,4,think,,,,
d_nikke_bready_03_49,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_49,True,,20,20,1.0,,,emma,emma,,12,idle,,2,idle,,4,think,,,,
d_nikke_bready_03_50,d_nikke_bready_03,Narration,Locale_NikkeEpisode:d_nikke_bready_03_50,False,,20,200,1.0,,sfx_scn_handtouch,,emma,,12,idle,,2,idle,,4,think,,,,
d_nikke_bready_03_51,d_nikke_bready_03,Monologue,Locale_NikkeEpisode:d_nikke_bready_03_51,False,,200,200,1.0,,,,emma,,12,idle,,2,idle,,4,think,,,,
d_nikke_bready_03_52,d_nikke_bready_03,Narration,Locale_NikkeEpisode:d_nikke_bready_03_52,False,,200,S_400,1.3,,sfx_scn_violin,,emma,,12,idle,,2,idle,,4,think,,,,
d_nikke_bready_03_53,d_nikke_bready_03,Monologue,Locale_NikkeEpisode:d_nikke_bready_03_53,False,,S_400,S_400,1.0,,,,emma,,12,idle,,2,idle,,4,think,,,,
d_nikke_bready_03_54,d_nikke_bready_03,Monologue,Locale_NikkeEpisode:d_nikke_bready_03_54,False,,S_400,S_400,1.0,,,,emma,,12,idle,,2,idle,,4,think,Blur_Middle,,,
d_nikke_bready_03_55,d_nikke_bready_03,Self,Locale_NikkeEpisode:d_nikke_bready_03_55,False,,black,black,1.0,none,,,emma,,12,idle,,2,idle,,4,think,Blur_Middle,,,
d_nikke_bready_03_56,d_nikke_bready_03,Narration,Locale_NikkeEpisode:d_nikke_bready_03_56,False,,black,black,1.0,,sfx_scn_poke,,emma,,12,idle,,2,idle,,4,think,,,,
d_nikke_bready_03_57,d_nikke_bready_03,Self,Locale_NikkeEpisode:d_nikke_bready_03_57,False,,black,black,1.0,,,,emma,,12,idle,,2,idle,,4,think,,,,
d_nikke_bready_03_58,d_nikke_bready_03,Monologue,Locale_NikkeEpisode:d_nikke_bready_03_58,False,,black,black,1.0,,,,,,12,sad,,2,idle,,4,think,,,,
d_nikke_bready_03_59,d_nikke_bready_03,Monologue,Locale_NikkeEpisode:d_nikke_bready_03_59,False,,black,black,1.0,,,,,,12,sad,,2,idle,,4,think,,,,
d_nikke_bready_03_60,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_60,False,,S_1200,S_1200,1.0,bgm_story_whosdumber,,bready,bready,,12,sad,,2,idle,,4,think,,,,
d_nikke_bready_03_61,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_61,True,,S_1200,S_1200,1.0,,,bready,bready,,12,sad,,2,idle,,4,think,,,,
d_nikke_bready_03_62,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_62,True,,S_1200,S_1200,1.0,,,bready,bready,,12,sad,,2,idle,,4,think,,,,
d_nikke_bready_03_63,d_nikke_bready_03,Monologue,Locale_NikkeEpisode:d_nikke_bready_03_63,False,,S_1200,S_1200,1.0,,,,bready,,12,sad,,2,idle,,4,think,,,,
d_nikke_bready_03_64,d_nikke_bready_03,Monologue,Locale_NikkeEpisode:d_nikke_bready_03_64,False,,S_1200,S_1200,1.0,,,,bready,,12,sad,,2,idle,,4,think,,,,
d_nikke_bready_03_65,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_65,True,,S_1200,S_1200,1.0,,,bready,bready,,12,sad,,2,idle,,4,think,,,,
d_nikke_bready_03_66,d_nikke_bready_03,Self,Locale_NikkeEpisode:d_nikke_bready_03_66,False,,S_1200,S_1200,1.0,,,,bready,,12,sad,,2,idle,,4,think,,,,
d_nikke_bready_03_67,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_67,True,,3,3,1.0,,,emma,emma,,12,sad,,2,idle,,4,think,,,,
d_nikke_bready_03_68,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_68,True,,3,3,1.0,,,emma,emma,,12,sad,,2,idle,,4,think,,,,
d_nikke_bready_03_69,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_69,False,,3,3,1.0,,,julia,julia,,12,sad,,2,idle,,4,think,,,,
d_nikke_bready_03_70,d_nikke_bready_03,Narration,Locale_NikkeEpisode:d_nikke_bready_03_70,False,,3,3,1.0,,sfx_scn_violin,,julia,,12,sad,,2,idle,,4,think,,,,
d_nikke_bready_03_71,d_nikke_bready_03,Self,Locale_NikkeEpisode:d_nikke_bready_03_71,False,,3,3,1.0,,,,julia,,12,sad,,2,idle,,4,think,,,,
d_nikke_bready_03_72,d_nikke_bready_03,Monologue,Locale_NikkeEpisode:d_nikke_bready_03_72,False,,S_120,S_120,1.0,,,,bready,,12,sad,,2,idle,,4,think,,,,
d_nikke_bready_03_73,d_nikke_bready_03,Monologue,Locale_NikkeEpisode:d_nikke_bready_03_73,False,,S_120,S_1200,1.3,,,,bready,,12,sad,,2,idle,,4,think,,,,
d_nikke_bready_03_74,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_74,False,,S_1200,S_1200,1.0,,,bready,bready,,12,surprise,,2,idle,,4,think,,,,
d_nikke_bready_03_75,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_75,True,,S_1200,S_1200,1.0,,,bready,bready,,12,shy,,2,idle,,4,think,,,,
d_nikke_bready_03_76,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_76,True,,S_1200,S_1200,1.0,,,bready,bready,,12,shy,,2,idle,,4,think,,,,
d_nikke_bready_03_77,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_77,True,,S_1200,S_1200,1.0,,,bready,bready,,12,shy,,2,idle,,4,think,,,,
d_nikke_bready_03_78,d_nikke_bready_03,Monologue,Locale_NikkeEpisode:d_nikke_bready_03_78,False,,black,black,1.0,,,,bready,,12,shy,,2,idle,,4,think,,,,
d_nikke_bready_03_79,d_nikke_bready_03,Monologue,Locale_NikkeEpisode:d_nikke_bready_03_79,False,,black,black,1.0,,,,bready,,12,shy,,2,idle,,4,think,,emma,,
d_nikke_bready_03_80,d_nikke_bready_03,Narration,Locale_NikkeEpisode:d_nikke_bready_03_80,False,NikkeRoom,black,black,1.0,none,sfx_scn_autodooropen,,bready,,12,shy,crust,14,idle,,4,think,,,julia,black
d_nikke_bready_03_81,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_81,True,,13,13,1.0,bgm_story_epicjazzymoods,,crust,crust,,12,idle,,14,idle,,,,,,,
d_nikke_bready_03_82,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_82,True,,13,13,1.0,,,crust,crust,,12,idle,,14,idle,,,,,,,
d_nikke_bready_03_83,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_83,True,,13,13,1.0,,,bready,bready,,12,sad,,14,idle,,,,,,,
d_nikke_bready_03_84,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_84,True,,13,13,1.0,,,bready,bready,,12,sad,,14,idle,,,,,,,
d_nikke_bready_03_85,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_85,True,,13,13,1.0,,,bready,bready,,12,sad,,14,idle,,,,,,,
d_nikke_bready_03_86,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_86,True,,13,13,1.0,,,crust,crust,,12,sad,,14,think,,,,,,,
d_nikke_bready_03_87,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_87,True,,13,13,1.0,,,crust,crust,,12,sad,,14,sad,,,,,,,
d_nikke_bready_03_88,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_88,True,,13,S_120,1.3,,,bready,bready,,12,no,,14,sad,,,,,,,
d_nikke_bready_03_89,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_89,True,,S_120,S_120,1.0,,,bready,bready,,12,no,,14,sad,,,,,,,
d_nikke_bready_03_90,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_90,True,,S_120,S_120,1.0,,,bready,bready,,12,no,,14,sad,,,,,,,
d_nikke_bready_03_91,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_91,True,,S_120,S_120,1.0,,,bready,bready,,12,no,,14,sad,,,,,,,
d_nikke_bready_03_92,d_nikke_bready_03,Speech,Locale_NikkeEpisode:d_nikke_bready_03_92,True,,S_120,S_120,1.0,,,bready,bready,,12,no,,14,sad,,,,,,,
