id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,jump_target,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_blanc_02_12,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_12,True,,L_10,L_10,1.0,,,,,,1,idle,,,,,
d_nikke_blanc_02_13,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_13,True,,L_10,L_10,1.0,,,,,,1,idle,,,,,
d_nikke_blanc_02_14,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_14,True,,L_10,L_10,1.0,,,,,,1,idle,,,,,
d_nikke_blanc_02_15,d_nikke_blanc_02,Choice,,,Locale_NikkeEpisode:d_nikke_blanc_02_15,False,,L_10,L_10,1.0,,,d_nikke_blanc_02_17,,,1,idle,,,,,
d_nikke_blanc_02_16,d_nikke_blanc_02,Choice,,,Locale_NikkeEpisode:d_nikke_blanc_02_16,False,,L_10,L_10,1.0,,,d_nikke_blanc_02_21,,,1,idle,,,,,
d_nikke_blanc_02_17,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_17,True,,L_10,L_10,1.0,,,,,,1,no,,,,,
d_nikke_blanc_02_18,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_18,True,,L_10,L_10,1.0,,,,,,1,no,,,,,
d_nikke_blanc_02_19,d_nikke_blanc_02,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_02_19,False,,L_10,L_10,1.0,,,,,,1,no,,,,,
d_nikke_blanc_02_20,d_nikke_blanc_02,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_02_20,False,,L_10,L_10,1.0,,,,,,1,no,,,,,
d_nikke_blanc_02_21,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_21,True,,L_10,1,1.0,,,,,,1,delight,,,,,
d_nikke_blanc_02_22,d_nikke_blanc_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_02_22,False,LivingRoom,5,5,1.0,,sfx_scn_noisily,,black,,1,idle,blanc,,,,
d_nikke_blanc_02_23,d_nikke_blanc_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_02_23,False,,5,5,1.0,,,,,,,,,,,,
d_nikke_blanc_02_24,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_24,True,,5,1,1.0,,,,,blanc,1,think,,,,,
d_nikke_blanc_02_25,d_nikke_blanc_02,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_02_25,False,,1,1,1.0,,,,,,1,think,,,,,
d_nikke_blanc_02_26,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_26,True,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_blanc_02_27,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_27,True,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_blanc_02_28,d_nikke_blanc_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_02_28,False,,black,black,1.0,,,,,,1,idle,,,,,
d_nikke_blanc_02_29,d_nikke_blanc_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_02_29,False,,black,black,1.0,,,,,,1,idle,,,,,
d_nikke_blanc_02_30,d_nikke_blanc_02,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_02_30,False,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_blanc_02_31,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_31,True,,1,1,1.0,,,,,,1,no,,,,,
d_nikke_blanc_02_32,d_nikke_blanc_02,Choice,,,Locale_NikkeEpisode:d_nikke_blanc_02_32,False,,1,1,1.0,,,d_nikke_blanc_02_34,,,1,no,,,,,
d_nikke_blanc_02_33,d_nikke_blanc_02,Choice,,,Locale_NikkeEpisode:d_nikke_blanc_02_33,False,,1,1,1.0,,,d_nikke_blanc_02_36,,,1,no,,,,,
d_nikke_blanc_02_34,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_34,True,,1,1,1.0,,,,,,1,no,,,,,
d_nikke_blanc_02_35,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_35,True,,1,1,1.0,,,d_nikke_blanc_02_38,,,1,delight,,,,,
d_nikke_blanc_02_36,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_36,True,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_blanc_02_37,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_37,True,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_blanc_02_38,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_38,True,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_blanc_02_39,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_39,True,,1,L_10,1.0,,,,,,1,idle,,,,,
d_nikke_blanc_02_40,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_40,True,,L_10,L_10,1.0,,,,,,1,delight,,,,,
d_nikke_blanc_02_41,d_nikke_blanc_02,Narration,,Narration,Locale_NikkeEpisode:d_nikke_blanc_02_41,False,,black,black,1.0,none,sfx_scn_birthdaybomb,,,,1,idle,,,,,
d_nikke_blanc_02_42,d_nikke_blanc_02,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_02_42,False,,L_10,L_10,1.0,,,,,,1,idle,,,,,
d_nikke_blanc_02_43,d_nikke_blanc_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_02_43,False,,L_10,L_10,1.0,bgm_story_sunnycarnival,,,,,1,idle,,,,,
d_nikke_blanc_02_44,d_nikke_blanc_02,Speech,staff_02,staff_02,Locale_NikkeEpisode:d_nikke_blanc_02_44,True,,L_10,2,1.0,,,,,,1,idle,,staff_02,3,idle,
d_nikke_blanc_02_45,d_nikke_blanc_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_02_45,False,,2,2,1.0,,,,,,1,idle,,,3,idle,
d_nikke_blanc_02_46,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_46,True,,2,2,1.0,,,,,,1,idle,,,3,idle,
d_nikke_blanc_02_47,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_47,True,,2,2,1.0,,,,,,1,idle,,,3,idle,
d_nikke_blanc_02_48,d_nikke_blanc_02,Speech,staff_02,staff_02,Locale_NikkeEpisode:d_nikke_blanc_02_48,True,,2,2,1.0,,,,,,1,idle,,,3,idle,
d_nikke_blanc_02_49,d_nikke_blanc_02,Speech,staff_02,staff_02,Locale_NikkeEpisode:d_nikke_blanc_02_49,True,,2,2,1.0,,,,,,1,idle,,,3,idle,
d_nikke_blanc_02_50,d_nikke_blanc_02,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_02_50,False,,2,2,1.0,,,,,,1,idle,,,3,idle,
d_nikke_blanc_02_51,d_nikke_blanc_02,Speech,staff_02,staff_02,Locale_NikkeEpisode:d_nikke_blanc_02_51,True,,2,2,1.0,,,,,,1,idle,,,3,idle,
d_nikke_blanc_02_52,d_nikke_blanc_02,Speech,staff_02,staff_02,Locale_NikkeEpisode:d_nikke_blanc_02_52,True,,2,2,1.0,,,,,,1,idle,,,4,idle,staff_02
d_nikke_blanc_02_53,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_53,True,,2,1,1.0,,,,,,1,delight,,,,,
d_nikke_blanc_02_54,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_54,True,,1,1,1.0,,,,,,1,delight,,,,,
d_nikke_blanc_02_55,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_55,True,,1,1,1.0,,,,,,1,delight,,,,,
d_nikke_blanc_02_56,d_nikke_blanc_02,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_02_56,False,,1,1,1.0,,,,,,1,delight,,,,,
d_nikke_blanc_02_57,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_57,True,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_blanc_02_58,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_58,True,,1,1,1.0,,,,,,1,idle,,,,,
d_nikke_blanc_02_59,d_nikke_blanc_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_02_59,False,Restaurant,1,2,1.0,,,,,,2,idle,,,,,
d_nikke_blanc_02_60,d_nikke_blanc_02,Speech,staff_02,staff_02,Locale_NikkeEpisode:d_nikke_blanc_02_60,True,,2,3,1.0,,,,,,2,idle,,staff_02,4,idle,
d_nikke_blanc_02_61,d_nikke_blanc_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_02_61,False,,3,3,1.0,,,,,,2,idle,,,4,idle,
d_nikke_blanc_02_62,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_62,True,,3,2,1.0,,,,,,2,delight,,,4,idle,staff_02
d_nikke_blanc_02_63,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_63,True,,2,L_20,1.0,,,,,,2,idle,,,,,
d_nikke_blanc_02_64,d_nikke_blanc_02,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_02_64,False,,L_20,L_20,1.0,,,,,,2,idle,,,,,
d_nikke_blanc_02_65,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_65,True,,L_20,L_20,1.0,,,,,,2,idle,,,,,
d_nikke_blanc_02_66,d_nikke_blanc_02,Choice,,,Locale_NikkeEpisode:d_nikke_blanc_02_66,False,,L_20,L_20,1.0,,,d_nikke_blanc_02_68,,,2,idle,,,,,
d_nikke_blanc_02_67,d_nikke_blanc_02,Choice,,,Locale_NikkeEpisode:d_nikke_blanc_02_67,False,,L_20,L_20,1.0,,,d_nikke_blanc_02_68,,,2,idle,,,,,
d_nikke_blanc_02_68,d_nikke_blanc_02,Narration,,Narration,Locale_NikkeEpisode:d_nikke_blanc_02_68,False,,L_20,L_20,1.0,,,,,,2,idle,,,,,
d_nikke_blanc_02_69,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_69,True,,L_20,L_20,1.0,,,,,,2,idle,,,,,
d_nikke_blanc_02_70,d_nikke_blanc_02,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_02_70,False,,L_20,L_20,1.0,,,,,,2,idle,,,,,
d_nikke_blanc_02_71,d_nikke_blanc_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_02_71,False,,L_20,L_20,1.0,,,,,,2,idle,,,,,
d_nikke_blanc_02_72,d_nikke_blanc_02,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_02_72,False,,L_20,L_20,1.0,,,,,,2,idle,,,,,
d_nikke_blanc_02_73,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_73,True,,L_20,L_20,1.0,,,,,,2,delight,,,,,
d_nikke_blanc_02_74,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_74,True,,L_20,L_20,1.0,,,,,,2,delight,,,,,
d_nikke_blanc_02_75,d_nikke_blanc_02,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_02_75,False,,L_20,L_20,1.0,,,,,,2,delight,,,,,
d_nikke_blanc_02_76,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_76,True,,L_20,L_20,1.0,,,,,,2,idle,,,,,
d_nikke_blanc_02_77,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_77,True,,L_20,L_20,1.0,,,,,,2,think,,,,,
d_nikke_blanc_02_78,d_nikke_blanc_02,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_02_78,False,,L_20,L_20,1.0,,,,,,2,think,,,,,
d_nikke_blanc_02_79,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_79,True,,L_20,2,1.0,,,,,,2,idle,,,,,
d_nikke_blanc_02_80,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_80,True,,2,2,1.0,,,,,,2,idle,,,,,
d_nikke_blanc_02_81,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_81,True,,2,2,1.0,,,,,,2,idle,,,,,
d_nikke_blanc_02_82,d_nikke_blanc_02,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_02_82,False,,2,2,1.0,,,,,,2,idle,,,,,
d_nikke_blanc_02_83,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_83,True,,2,2,1.0,,,,,,2,delight,,,,,
d_nikke_blanc_02_84,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_84,True,,2,2,1.0,,,,,,2,delight,,,,,
d_nikke_blanc_02_85,d_nikke_blanc_02,Narration,,Narration,Locale_NikkeEpisode:d_nikke_blanc_02_85,False,,black,black,1.0,none,,,,,2,delight,,,,,
d_nikke_blanc_02_86,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_86,True,,2,2,1.0,bgm_story_orangepop,,,,,2,delight,,,,,
d_nikke_blanc_02_87,d_nikke_blanc_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_02_87,False,,2,2,1.0,,,,,,2,delight,,,,,
d_nikke_blanc_02_88,d_nikke_blanc_02,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_02_88,False,,2,2,1.0,,,,,,2,delight,,,,,
d_nikke_blanc_02_89,d_nikke_blanc_02,Choice,,,Locale_NikkeEpisode:d_nikke_blanc_02_89,False,,2,2,1.0,,,d_nikke_blanc_02_93,,,2,delight,,,,,
d_nikke_blanc_02_90,d_nikke_blanc_02,Choice,,,Locale_NikkeEpisode:d_nikke_blanc_02_90,False,,2,2,1.0,,,d_nikke_blanc_02_91,,,2,delight,,,,,
d_nikke_blanc_02_91,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_91,True,,2,2,1.0,,,,,,2,idle,,,,,
d_nikke_blanc_02_92,d_nikke_blanc_02,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_02_92,False,,2,2,1.0,,,,,,2,idle,,,,,
d_nikke_blanc_02_93,d_nikke_blanc_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_blanc_02_93,False,,2,L_20,1.0,,,,,,2,idle,,,,,
d_nikke_blanc_02_94,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_94,True,,L_20,L_20,1.0,,,,,,2,shy,,,,,
d_nikke_blanc_02_95,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_95,True,,L_20,L_20,1.0,,,,,,2,shy,,,,,
d_nikke_blanc_02_96,d_nikke_blanc_02,Speech,staff_02,staff_02,Locale_NikkeEpisode:d_nikke_blanc_02_96,True,,L_20,3,1.0,,,,,,2,idle,,staff_02,4,idle,
d_nikke_blanc_02_97,d_nikke_blanc_02,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_02_97,False,,3,3,1.0,,,,,,2,idle,,,4,idle,
d_nikke_blanc_02_98,d_nikke_blanc_02,Speech,staff_02,staff_02,Locale_NikkeEpisode:d_nikke_blanc_02_98,True,,3,3,1.0,,,,,,2,idle,,,4,idle,
d_nikke_blanc_02_99,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_99,False,,3,3,1.0,,,,,,2,idle,,,4,idle,
d_nikke_blanc_02_100,d_nikke_blanc_02,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_02_100,False,,3,3,1.0,,,,,,2,idle,,,4,idle,
d_nikke_blanc_02_101,d_nikke_blanc_02,Speech,staff_02,staff_02,Locale_NikkeEpisode:d_nikke_blanc_02_101,True,,3,3,1.0,,,,,,2,idle,,,4,idle,
d_nikke_blanc_02_102,d_nikke_blanc_02,Self,,Self,Locale_NikkeEpisode:d_nikke_blanc_02_102,False,,3,3,1.0,,,,,,2,idle,,,4,idle,
d_nikke_blanc_02_103,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_103,True,,3,L_20,1.0,,,,,,2,idle,,,4,idle,
d_nikke_blanc_02_104,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_104,True,,L_20,L_20,1.0,,,,,,2,idle,,,4,idle,
d_nikke_blanc_02_105,d_nikke_blanc_02,Speech,blanc,blanc,Locale_NikkeEpisode:d_nikke_blanc_02_105,True,,L_20,L_20,1.0,,,,,,2,delight,,,4,idle,
