id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,characters/1/show_char_id,characters/1/set_char_position,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/hide_char_id,play_sound,jump_target,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/1/set_char_anim,characters/0/hide_char_id
d_nikke_aria_03_34,d_nikke_aria_03,Choice,,,Locale_NikkeEpisode:d_nikke_aria_03_34,False,,1,1,1.0,,,,15,,1,idle,,,d_nikke_aria_03_36,,17,surprise,,19,idle,,
d_nikke_aria_03_35,d_nikke_aria_03,Choice,,,Locale_NikkeEpisode:d_nikke_aria_03_35,False,,1,1,1.0,,,,15,,1,idle,,,d_nikke_aria_03_42,,17,surprise,,19,idle,,
d_nikke_aria_03_36,d_nikke_aria_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_aria_03_36,False,CommanderRoom_n,black,black,1.0,,,,15,,1,idle,,,,,17,surprise,,19,idle,worry,
d_nikke_aria_03_37,d_nikke_aria_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_aria_03_37,True,,150,150,1.0,,,,15,,1,idle,,,,,17,surprise,,19,idle,worry,
d_nikke_aria_03_38,d_nikke_aria_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_aria_03_38,True,,150,150,1.0,,,,15,,1,idle,,,,,17,surprise,,19,idle,worry,
d_nikke_aria_03_39,d_nikke_aria_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_aria_03_39,True,,150,150,1.0,,,,15,,1,idle,,,,,17,surprise,,19,idle,worry,
d_nikke_aria_03_40,d_nikke_aria_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_aria_03_40,True,,150,150,1.0,,,,15,,1,idle,,,,,17,surprise,,19,idle,worry,
d_nikke_aria_03_41,d_nikke_aria_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_aria_03_41,True,,150,S_170,1.0,,,,15,,1,idle,,,d_nikke_aria_03_55,,17,surprise,,19,idle,worry,
d_nikke_aria_03_42,d_nikke_aria_03,Speech,aria,aria,Locale_NikkeEpisode:d_nikke_aria_03_42,True,Office,1,10,1.0,,,,15,,1,idle,,,,,17,surprise,,19,idle,worry,
d_nikke_aria_03_43,d_nikke_aria_03,Speech,aria,aria,Locale_NikkeEpisode:d_nikke_aria_03_43,True,,10,10,1.0,,,,15,,1,idle,,,,,17,surprise,,19,idle,worry,
d_nikke_aria_03_44,d_nikke_aria_03,Speech,aria,aria,Locale_NikkeEpisode:d_nikke_aria_03_44,True,,10,10,1.0,,,,15,,1,idle,,,,,17,surprise,,19,idle,worry,
d_nikke_aria_03_45,d_nikke_aria_03,Speech,aria,aria,Locale_NikkeEpisode:d_nikke_aria_03_45,True,,10,10,1.0,,,,15,,1,idle,,,,,17,surprise,,19,idle,worry,
d_nikke_aria_03_46,d_nikke_aria_03,Speech,aria,aria,Locale_NikkeEpisode:d_nikke_aria_03_46,True,,10,10,1.0,,,,15,,1,idle,,,,,17,surprise,,19,idle,worry,
d_nikke_aria_03_47,d_nikke_aria_03,Speech,aria,aria,Locale_NikkeEpisode:d_nikke_aria_03_47,True,,10,10,1.0,,,,15,,1,idle,,,,,17,surprise,,19,idle,worry,
d_nikke_aria_03_48,d_nikke_aria_03,Speech,aria,aria,Locale_NikkeEpisode:d_nikke_aria_03_48,True,,10,100,1.0,,,,15,,1,idle,,,,,17,surprise,,19,idle,worry,
d_nikke_aria_03_49,d_nikke_aria_03,Speech,aria,aria,Locale_NikkeEpisode:d_nikke_aria_03_49,True,,100,100,1.0,,,,15,,1,idle,,,,,17,surprise,,19,idle,worry,
d_nikke_aria_03_50,d_nikke_aria_03,Self,,Self,Locale_NikkeEpisode:d_nikke_aria_03_50,False,,100,100,1.0,,,,15,,1,idle,,,,,17,surprise,,19,idle,worry,
d_nikke_aria_03_51,d_nikke_aria_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_aria_03_51,False,CommanderRoom_n,black,black,1.0,,,,15,,1,idle,,,,neon,17,idle,,19,idle,worry,aria
d_nikke_aria_03_52,d_nikke_aria_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_aria_03_52,True,,150,150,1.0,,,,15,,,,,,,,17,idle,,19,idle,worry,
d_nikke_aria_03_53,d_nikke_aria_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_aria_03_53,True,,150,150,1.0,,,,15,,,,,,,,17,idle,,19,idle,worry,
d_nikke_aria_03_54,d_nikke_aria_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_aria_03_54,True,,150,S_170,1.0,,,,15,,,,,,d_nikke_aria_03_55,,17,idle,,19,idle,worry,
d_nikke_aria_03_55,d_nikke_aria_03,Self,,Self,Locale_NikkeEpisode:d_nikke_aria_03_55,False,,S_170,S_170,1.0,,,,15,,,,,,,,17,idle,,19,idle,worry,
d_nikke_aria_03_56,d_nikke_aria_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_aria_03_56,True,,S_170,1517,1.0,,,,15,,,,,,,,17,idle,,19,idle,worry,
d_nikke_aria_03_57,d_nikke_aria_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_aria_03_57,True,,1517,1517,1.0,,,,15,,,,,,,,17,idle,,19,idle,void,
d_nikke_aria_03_58,d_nikke_aria_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_aria_03_58,False,,1517,1517,1.0,,,,15,,,,,,,,17,surprise,,19,idle,void,
d_nikke_aria_03_59,d_nikke_aria_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_aria_03_59,True,,1517,1517,1.0,,,,15,,,,,,,,17,surprise,,19,idle,void,
d_nikke_aria_03_60,d_nikke_aria_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_aria_03_60,True,,1517,1517,1.0,,,,15,,,,,,,,17,surprise,,19,idle,void,
d_nikke_aria_03_61,d_nikke_aria_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_aria_03_61,True,,1517,1517,1.0,,,,15,,,,,,,,17,surprise,,19,idle,void,
d_nikke_aria_03_62,d_nikke_aria_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_aria_03_62,True,,1517,1517,1.0,,,,15,,,,,,,,17,surprise,,19,idle,void,
d_nikke_aria_03_63,d_nikke_aria_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_aria_03_63,True,,1517,1517,1.0,,,,15,,,,,,,,17,no,,19,idle,void,
d_nikke_aria_03_64,d_nikke_aria_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_aria_03_64,True,,1517,1517,1.0,,,,15,,,,,,,,17,no,,19,idle,angry,
d_nikke_aria_03_65,d_nikke_aria_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_aria_03_65,True,,1517,1517,1.0,,,,15,,,,,,,,17,no,,19,idle,void,
d_nikke_aria_03_66,d_nikke_aria_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_aria_03_66,True,,1517,1517,1.0,,,,15,,,,,,,,17,no,,19,idle,void,
d_nikke_aria_03_67,d_nikke_aria_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_aria_03_67,True,,1517,1517,1.0,,,,15,,,,,,,,17,no,,19,idle,void,
d_nikke_aria_03_68,d_nikke_aria_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_aria_03_68,True,,1517,1517,1.0,,,,15,,,,,,,,17,idle,,19,idle,void,
d_nikke_aria_03_69,d_nikke_aria_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_aria_03_69,True,,1517,1517,1.0,,,,15,,,,,,,,17,idle,,19,idle,void,
d_nikke_aria_03_70,d_nikke_aria_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_aria_03_70,True,,1517,1517,1.0,,,,15,,,,,,,,17,idle,,19,idle,void,
d_nikke_aria_03_71,d_nikke_aria_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_aria_03_71,True,,1517,1517,1.0,,,,15,,,,,,,,17,idle,,19,idle,void,
d_nikke_aria_03_72,d_nikke_aria_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_aria_03_72,True,,1517,1517,1.0,,,,15,,,,,,,,17,idle,,19,idle,void,
d_nikke_aria_03_73,d_nikke_aria_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_aria_03_73,True,,1517,15,1.0,,,,15,,,,,,,,17,idle,,19,idle,void,
d_nikke_aria_03_74,d_nikke_aria_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_aria_03_74,True,,15,150,1.0,none,,,15,,,,,,,,17,idle,,19,idle,void,
d_nikke_aria_03_75,d_nikke_aria_03,Choice,,,Locale_NikkeEpisode:d_nikke_aria_03_75,False,,150,150,1.0,,,,15,,,,,,d_nikke_aria_03_77,,17,idle,,19,idle,void,
d_nikke_aria_03_76,d_nikke_aria_03,Choice,,,Locale_NikkeEpisode:d_nikke_aria_03_76,False,,150,150,1.0,,,,15,,,,,,d_nikke_aria_03_79,,17,idle,,19,idle,void,
d_nikke_aria_03_77,d_nikke_aria_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_aria_03_77,True,,150,150,1.0,,,,15,,,,,,,,17,idle,,19,idle,void,
d_nikke_aria_03_78,d_nikke_aria_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_aria_03_78,True,,150,150,1.0,,,,15,,,,,,d_nikke_aria_03_81,,17,idle,,19,idle,worry,
d_nikke_aria_03_79,d_nikke_aria_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_aria_03_79,True,,150,150,1.0,,,,15,,,,,,,,17,idle,,19,idle,worry,
d_nikke_aria_03_80,d_nikke_aria_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_aria_03_80,True,,150,150,1.0,,,,15,,,,,,d_nikke_aria_03_81,,17,idle,,19,idle,worry,
d_nikke_aria_03_81,d_nikke_aria_03,Speech,aria,aria,Locale_NikkeEpisode:d_nikke_aria_03_81,True,,150,1315,1.0,bgm_story_breakaway,,,15,aria,13,idle,,,,,17,idle,,19,idle,worry,
d_nikke_aria_03_82,d_nikke_aria_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_aria_03_82,False,,1315,1315,1.0,,,,15,,13,idle,,,,,17,idle,,19,idle,void,
d_nikke_aria_03_83,d_nikke_aria_03,Speech,aria,aria,Locale_NikkeEpisode:d_nikke_aria_03_83,True,,1315,1315,1.0,,,,15,,13,idle,,,,,17,idle,,19,idle,void,
d_nikke_aria_03_84,d_nikke_aria_03,Speech,aria,aria,Locale_NikkeEpisode:d_nikke_aria_03_84,True,,1315,1315,1.0,,,,15,,13,idle,,,,,17,idle,,19,idle,void,
d_nikke_aria_03_85,d_nikke_aria_03,Speech,aria,aria,Locale_NikkeEpisode:d_nikke_aria_03_85,True,,1315,1315,1.0,,,,15,,13,idle,,,,,17,idle,,19,idle,void,
d_nikke_aria_03_86,d_nikke_aria_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_aria_03_86,True,,190,190,1.0,,,,15,,13,idle,,,,,17,idle,,19,idle,void,
d_nikke_aria_03_87,d_nikke_aria_03,Speech,aria,aria,Locale_NikkeEpisode:d_nikke_aria_03_87,True,,130,130,1.0,,,,15,,13,idle,,,,,17,idle,,19,idle,void,
d_nikke_aria_03_88,d_nikke_aria_03,Speech,aria,aria,Locale_NikkeEpisode:d_nikke_aria_03_88,True,,130,130,1.0,,,,15,,13,idle,,,,,17,idle,,19,idle,void,
d_nikke_aria_03_89,d_nikke_aria_03,Speech,aria,aria,Locale_NikkeEpisode:d_nikke_aria_03_89,True,,130,130,1.0,,,,15,,13,idle,,,,,17,idle,,19,idle,void,
d_nikke_aria_03_90,d_nikke_aria_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_aria_03_90,True,,150,150,1.0,,,,15,,13,idle,,,,,17,idle,,19,idle,worry,
d_nikke_aria_03_91,d_nikke_aria_03,Self,,Self,Locale_NikkeEpisode:d_nikke_aria_03_91,False,,150,130,1.0,,,,15,,13,idle,,,,,17,idle,,19,idle,worry,
