id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,characters/2/hide_char_id
d_nikke_eunhwa_tactical_01_18,d_nikke_eunhwa_tactical_01,Self,eunhwa_t_op_c,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_18,False,,1,1,1.0,,,,,OP_center,idle,,,,,,,,,
d_nikke_eunhwa_tactical_01_19,d_nikke_eunhwa_tactical_01,Speech,eunhwa_t_op_c,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_19,True,,1,1,1.0,,,eunhwa_t_op_c,,OP_center,idle,,,,,,,,,
d_nikke_eunhwa_tactical_01_20,d_nikke_eunhwa_tactical_01,Speech,eunhwa_t_op_c,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_20,True,,1,1,1.0,,,eunhwa_t_op_c,,OP_center,idle,,,,,,,,,
d_nikke_eunhwa_tactical_01_21,d_nikke_eunhwa_tactical_01,Speech,eunhwa_t_op_c,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_21,True,,1,1,1.0,,,eunhwa_t_op_c,,OP_center,angry,,,,,,,,,
d_nikke_eunhwa_tactical_01_22,d_nikke_eunhwa_tactical_01,Speech,eunhwa_t_op_c,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_22,True,,1,1,1.0,,,eunhwa_t_op_c,,OP_center,angry,,,,,,,,,
d_nikke_eunhwa_tactical_01_23,d_nikke_eunhwa_tactical_01,Speech,eunhwa_t_op_c,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_23,True,,1,1,1.0,,,eunhwa_t_op_c,,OP_center,idle,,,,,,,,,
d_nikke_eunhwa_tactical_01_24,d_nikke_eunhwa_tactical_01,Speech,eunhwa_t_op_c,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_24,True,,1,1,1.0,,,eunhwa_t_op_c,,OP_center,idle,,,,,,,,,
d_nikke_eunhwa_tactical_01_25,d_nikke_eunhwa_tactical_01,Self,eunhwa_t_op_c,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_25,False,,1,1,1.0,,,,,OP_center,idle,,,,,,,,,
d_nikke_eunhwa_tactical_01_26,d_nikke_eunhwa_tactical_01,Narration,eunhwa_t_op_c,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_26,False,SimulationRoom,black,black,1.0,none,,,,OP_center,idle,eunhwa_t_op_c,ingrid,3,idle,eunhwa_t,1,idle,black,
d_nikke_eunhwa_tactical_01_27,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_27,True,,2,2,1.0,bgm_story_discussion,,ingrid,,,,,,3,idle,,1,idle,,
d_nikke_eunhwa_tactical_01_28,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_28,True,,2,2,1.0,,,ingrid,,,,,,3,idle,,1,idle,,
d_nikke_eunhwa_tactical_01_29,d_nikke_eunhwa_tactical_01,Self,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_29,False,,2,2,1.0,,,,,,,,,3,idle,,1,idle,,
d_nikke_eunhwa_tactical_01_30,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_30,True,,2,2,1.0,,,ingrid,,,,,,3,idle,,1,idle,,
d_nikke_eunhwa_tactical_01_31,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_31,True,,2,2,1.0,,,ingrid,,,,,,3,idle,,1,idle,,
d_nikke_eunhwa_tactical_01_32,d_nikke_eunhwa_tactical_01,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_32,True,,2,2,1.0,,,eunhwa_t,,,,,,3,idle,,1,idle,,
d_nikke_eunhwa_tactical_01_33,d_nikke_eunhwa_tactical_01,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_33,True,,2,2,1.0,,,eunhwa_t,,,,,,3,idle,,1,idle,,
d_nikke_eunhwa_tactical_01_34,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_34,True,,2,L_30,1.0,,,ingrid,,,,,,3,idle,,1,idle,,
d_nikke_eunhwa_tactical_01_35,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_35,True,,L_30,L_30,1.0,,,ingrid,,,,,,3,idle,,1,idle,,
d_nikke_eunhwa_tactical_01_36,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_36,True,,L_30,L_30,1.0,,,ingrid,,,,,,3,idle,,1,idle,,
d_nikke_eunhwa_tactical_01_37,d_nikke_eunhwa_tactical_01,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_37,True,,L_30,10,0.7,,,eunhwa_t,,,,,,3,idle,,1,no,,
d_nikke_eunhwa_tactical_01_38,d_nikke_eunhwa_tactical_01,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_38,True,,10,10,1.0,,,eunhwa_t,,,,,,3,idle,,1,idle,,
d_nikke_eunhwa_tactical_01_39,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_39,True,,10,L_30,1.0,,,ingrid,,,,,,3,idle,,1,idle,,
d_nikke_eunhwa_tactical_01_40,d_nikke_eunhwa_tactical_01,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_40,True,,10,10,1.0,,,eunhwa_t,,,,,,3,idle,,1,idle,,
d_nikke_eunhwa_tactical_01_41,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_41,True,,10,2,1.0,,,ingrid,,,,,,3,idle,,1,idle,,
d_nikke_eunhwa_tactical_01_42,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_42,True,,2,2,1.0,,,ingrid,,,,,,3,idle,,1,idle,,
d_nikke_eunhwa_tactical_01_43,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_43,True,,2,2,1.0,,,ingrid,,,,,,3,idle,,1,idle,,
d_nikke_eunhwa_tactical_01_44,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_44,True,,2,2,1.0,,,ingrid,,,,,,3,idle,,1,idle,,
d_nikke_eunhwa_tactical_01_45,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_45,True,,2,2,1.0,,,ingrid,,,,,,3,idle,,1,idle,,
d_nikke_eunhwa_tactical_01_46,d_nikke_eunhwa_tactical_01,Self,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_46,False,,2,2,1.0,,,,,,,,,3,idle,,1,idle,,
d_nikke_eunhwa_tactical_01_47,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_47,True,,2,L_30,0.7,,,ingrid,,,,,,3,idle,,1,idle,,
d_nikke_eunhwa_tactical_01_48,d_nikke_eunhwa_tactical_01,Self,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_48,False,,L_30,L_30,1.0,,,,,,,,,3,idle,,1,idle,,
d_nikke_eunhwa_tactical_01_49,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_49,True,,L_30,L_30,1.0,,,ingrid,,,,,,3,idle,,1,idle,,
d_nikke_eunhwa_tactical_01_50,d_nikke_eunhwa_tactical_01,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_50,True,,10,10,1.0,,,eunhwa_t,,,,,,3,idle,,1,idle,,
d_nikke_eunhwa_tactical_01_51,d_nikke_eunhwa_tactical_01,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_51,True,,10,10,1.0,,,eunhwa_t,,,,,,3,idle,,1,idle,,
d_nikke_eunhwa_tactical_01_52,d_nikke_eunhwa_tactical_01,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_52,True,,10,10,1.0,,,eunhwa_t,,,,,,3,idle,,1,idle,,
d_nikke_eunhwa_tactical_01_53,d_nikke_eunhwa_tactical_01,Narration,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_53,False,,black,black,1.0,,sfx_scn_spellteleport,,,,,,,3,idle,,1,idle,,eunhwa_t
d_nikke_eunhwa_tactical_01_54,d_nikke_eunhwa_tactical_01,Monologue,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_54,False,,black,black,1.0,,,,,,,,,3,idle,,,,,
d_nikke_eunhwa_tactical_01_55,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_55,True,,L_30,L_30,1.0,,,ingrid,,,,,,3,idle,,,,,
d_nikke_eunhwa_tactical_01_56,d_nikke_eunhwa_tactical_01,Self,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_56,False,,L_30,L_30,1.0,,,,,,,,,3,idle,,,,,
d_nikke_eunhwa_tactical_01_57,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_57,True,,L_30,L_30,1.0,,,ingrid,,,,,,3,good,,,,,
d_nikke_eunhwa_tactical_01_58,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_58,True,,L_30,L_30,1.0,,,ingrid,,,,,,3,good,,,,,
d_nikke_eunhwa_tactical_01_59,d_nikke_eunhwa_tactical_01,Self,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_59,False,,L_30,L_30,1.0,,,,,,,,,3,good,,,,,
d_nikke_eunhwa_tactical_01_60,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_60,True,,L_30,L_30,1.0,,,ingrid,,,,,,3,good,,,,,
d_nikke_eunhwa_tactical_01_61,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_61,True,,L_30,L_30,1.0,,,ingrid,,,,,,3,good,,,,,
d_nikke_eunhwa_tactical_01_62,d_nikke_eunhwa_tactical_01,Self,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_62,False,,L_30,L_30,1.0,,,,,,,,,3,good,,,,,
d_nikke_eunhwa_tactical_01_63,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_63,True,,L_30,L_300,1.5,,,ingrid,,,,,,3,think,,,,,
d_nikke_eunhwa_tactical_01_64,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_64,True,,L_300,L_300,1.0,,,ingrid,,,,,,3,think,,,,,
d_nikke_eunhwa_tactical_01_65,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_65,True,,L_300,L_30,1.0,,,ingrid,,,,,,3,idle,,,,,
d_nikke_eunhwa_tactical_01_66,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_66,True,,L_30,L_30,1.0,,,ingrid,,,,,,3,idle,,,,,
d_nikke_eunhwa_tactical_01_67,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_67,True,,L_30,L_30,1.0,,,ingrid,,,,,,3,idle,,,,,
d_nikke_eunhwa_tactical_01_68,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_68,True,,L_30,L_30,1.0,,,ingrid,,,,,,3,idle,,,,,
d_nikke_eunhwa_tactical_01_69,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_69,True,,L_30,L_30,1.0,,,ingrid,,,,,,3,idle,,,,,
d_nikke_eunhwa_tactical_01_70,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_70,True,,L_30,L_30,1.0,,,ingrid,,,,,,3,idle,,,,,
d_nikke_eunhwa_tactical_01_71,d_nikke_eunhwa_tactical_01,Self,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_71,False,,L_30,L_30,1.0,,,,,,,,,3,idle,,,,,
d_nikke_eunhwa_tactical_01_72,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_72,True,,L_30,L_30,1.0,,,ingrid,,,,,,3,idle,,,,,
d_nikke_eunhwa_tactical_01_73,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_73,True,,L_30,L_300,1.0,,,ingrid,,,,,,3,idle,,,,,
d_nikke_eunhwa_tactical_01_74,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_74,True,,L_300,L_300,1.0,,,ingrid,,,,,,3,idle,,,,,
d_nikke_eunhwa_tactical_01_75,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_75,True,,L_300,L_300,1.0,,,ingrid,,,,,,3,idle,,,,,
d_nikke_eunhwa_tactical_01_76,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_76,True,,L_300,L_300,1.0,,,ingrid,,,,,,3,idle,,,,,
d_nikke_eunhwa_tactical_01_77,d_nikke_eunhwa_tactical_01,Self,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_77,False,,L_300,L_300,1.0,,,,,,,,,3,idle,,,,,
d_nikke_eunhwa_tactical_01_78,d_nikke_eunhwa_tactical_01,Self,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_78,False,,L_300,L_300,1.0,,,,,,,,,3,idle,,,,,
d_nikke_eunhwa_tactical_01_79,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_79,True,,L_300,L_300,1.0,,,ingrid,,,,,,3,good,,,,,
d_nikke_eunhwa_tactical_01_80,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_80,True,,L_300,L_300,1.0,,,ingrid,,,,,,3,good,,,,,
d_nikke_eunhwa_tactical_01_81,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_81,True,,L_300,L_300,1.0,,,ingrid,,,,,,3,good,,,,,
d_nikke_eunhwa_tactical_01_82,d_nikke_eunhwa_tactical_01,Self,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_82,False,,L_300,L_300,1.0,,,,,,,,,3,good,,,,,
d_nikke_eunhwa_tactical_01_83,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_83,True,,L_300,L_300,1.0,,,ingrid,,,,,,3,good,,,,,
d_nikke_eunhwa_tactical_01_84,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_84,True,,L_300,L_30,1.5,,,ingrid,,,,,,3,idle,,,,,
d_nikke_eunhwa_tactical_01_85,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_85,True,,L_30,L_30,1.0,,,ingrid,,,,,,3,idle,,,,,
d_nikke_eunhwa_tactical_01_86,d_nikke_eunhwa_tactical_01,Self,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_86,False,,L_30,L_30,1.0,,,,,,,,,3,idle,,,,,
d_nikke_eunhwa_tactical_01_87,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_87,True,,L_30,L_30,1.0,,,ingrid,,,,,,3,idle,,,,,
d_nikke_eunhwa_tactical_01_88,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_88,True,,L_30,L_30,1.0,,,ingrid,,,,,,3,idle,,,,,
d_nikke_eunhwa_tactical_01_89,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_89,True,,L_30,L_30,1.0,,,ingrid,,,,,,3,think,,,,,
d_nikke_eunhwa_tactical_01_90,d_nikke_eunhwa_tactical_01,Self,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_90,False,,L_30,L_30,1.0,,,,,,,,,3,think,,,,,
d_nikke_eunhwa_tactical_01_91,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_91,True,,L_30,L_30,1.0,,,ingrid,,,,,,3,think,,,,,
d_nikke_eunhwa_tactical_01_92,d_nikke_eunhwa_tactical_01,Speech,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_01_92,True,,L_30,L_300,1.5,,,ingrid,,,,,,3,idle,,,,,
