id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_filter_01,jump_target,characters/0/hide_char_id,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_nikke_eunhwa_05_27,d_nikke_eunhwa_05,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_05_27,False,,1,1,1.0,,eunhwa,,,1,delight,,d_nikke_eunhwa_05_29,,,,,,,,
d_nikke_eunhwa_05_28,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_28,True,,1,1,1.0,,eunhwa,eunhwa,,1,angry,,,,,,,,,,
d_nikke_eunhwa_05_29,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_29,True,,1,1,1.0,,eunhwa,eunhwa,,1,idle,,,,,,,,,,
d_nikke_eunhwa_05_30,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_30,True,,1,1,1.0,,eunhwa,eunhwa,,1,idle,,,,,,,,,,
d_nikke_eunhwa_05_31,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_31,True,,1,1,1.0,,eunhwa,eunhwa,,1,idle,,,,,,,,,,
d_nikke_eunhwa_05_32,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_32,True,,1,1,1.0,,eunhwa,eunhwa,,1,idle,,,,,,,,,,
d_nikke_eunhwa_05_33,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_33,True,,1,1,1.0,,eunhwa,eunhwa,,1,idle,,,,,,,,,,
d_nikke_eunhwa_05_34,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_34,True,,1,10,1.0,bgm_story_impression,eunhwa,eunhwa,,1,idle,,,,,,,,,,
d_nikke_eunhwa_05_35,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_35,True,,10,10,1.0,,eunhwa,eunhwa,,1,idle,,,,,,,,,,
d_nikke_eunhwa_05_36,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_36,True,,10,10,1.0,,eunhwa,eunhwa,,1,idle,,,,,,,,,,
d_nikke_eunhwa_05_37,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_37,True,,10,10,1.0,,eunhwa,eunhwa,,1,idle,,,,,,,,,,
d_nikke_eunhwa_05_38,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_38,True,,10,10,1.0,,eunhwa,eunhwa,,1,idle,,,,,,,,,,
d_nikke_eunhwa_05_39,d_nikke_eunhwa_05,Self,Locale_NikkeEpisode:d_nikke_eunhwa_05_39,False,,10,10,1.0,,eunhwa,,,1,idle,,,,,,,,,,
d_nikke_eunhwa_05_40,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_40,True,,10,10,1.0,,eunhwa,eunhwa,,1,idle,,,,,,,,,,
d_nikke_eunhwa_05_41,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_41,True,,10,10,1.0,,eunhwa,eunhwa,,1,angry,,,,,,,,,,
d_nikke_eunhwa_05_42,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_42,True,,10,10,1.0,,eunhwa,eunhwa,,1,angry,,,,,,,,,,
d_nikke_eunhwa_05_43,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_43,False,,10,10,1.0,,eunhwa,eunhwa,,1,idle,,,,,,,,,,
d_nikke_eunhwa_05_44,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_44,True,,10,10,1.0,,eunhwa,eunhwa,,1,idle,,,,,,,,,,
d_nikke_eunhwa_05_45,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_45,True,,10,10,1.0,,eunhwa,eunhwa,,1,idle,,,,,,,,,,
d_nikke_eunhwa_05_46,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_46,True,,10,10,1.0,,eunhwa,eunhwa,,1,idle,,,,,,,,,,
d_nikke_eunhwa_05_47,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_47,True,,10,10,1.0,,eunhwa,eunhwa,,1,delight,,,,,,,,,,
d_nikke_eunhwa_05_48,d_nikke_eunhwa_05,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_05_48,False,,10,1,1.0,,eunhwa,,,1,delight,,,eunhwa,,,,,,,
d_nikke_eunhwa_05_49,d_nikke_eunhwa_05,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_05_49,False,,1,1,1.0,,eunhwa,,,,,,,,,,,,,,
d_nikke_eunhwa_05_50,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_50,True,,1,1,1.0,,eunhwa,eunhwa,eunhwa,1,idle,,,,,,,,,,
d_nikke_eunhwa_05_51,d_nikke_eunhwa_05,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_05_51,False,,1,1,1.0,,eunhwa,,,1,idle,,d_nikke_eunhwa_05_53,,,,,,,,
d_nikke_eunhwa_05_52,d_nikke_eunhwa_05,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_05_52,False,,1,1,1.0,,eunhwa,,,1,idle,,d_nikke_eunhwa_05_53,,,,,,,,
d_nikke_eunhwa_05_53,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_53,True,,1,10,1.0,,eunhwa,eunhwa,,1,idle,,,,,,,,,,
d_nikke_eunhwa_05_54,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_54,True,,10,10,1.0,,eunhwa,eunhwa,,1,idle,,,,,,,,,,
d_nikke_eunhwa_05_55,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_55,True,,10,10,1.0,,eunhwa,eunhwa,,1,delight,,,,,,,,,,
d_nikke_eunhwa_05_56,d_nikke_eunhwa_05,Narration,Locale_NikkeEpisode:d_nikke_eunhwa_05_56,False,ElevatorOut,14,14,1.0,,,,,1,idle,,,,black,,,,,,
d_nikke_eunhwa_05_57,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_57,True,,14,14,1.0,,emma,emma,,1,idle,,,,,emma,14,idle,vesti,16,delight
d_nikke_eunhwa_05_58,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_58,True,,14,15,1.0,,vesti,vesti,,1,idle,,,,,,14,delight,,16,delight
d_nikke_eunhwa_05_59,d_nikke_eunhwa_05,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_05_59,False,,15,15,1.0,,vesti,,,1,idle,,d_nikke_eunhwa_05_61,,,,14,delight,,16,delight
d_nikke_eunhwa_05_60,d_nikke_eunhwa_05,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_05_60,False,,15,15,1.0,,vesti,,,1,idle,,d_nikke_eunhwa_05_63,,,,14,delight,,16,delight
d_nikke_eunhwa_05_61,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_61,True,,15,140,1.0,,emma,emma,,1,idle,,,,,,14,special,,16,idle
d_nikke_eunhwa_05_62,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_62,True,,140,140,1.0,,emma,emma,,1,idle,,d_nikke_eunhwa_05_65,,,,14,special,,16,idle
d_nikke_eunhwa_05_63,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_63,True,,15,140,1.0,,emma,emma,,1,idle,,,,,,14,special,,16,idle
d_nikke_eunhwa_05_64,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_64,True,,140,140,1.0,,emma,emma,,1,idle,,,,,,14,special,,16,idle
d_nikke_eunhwa_05_65,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_65,True,,140,15,1.0,,vesti,vesti,,1,idle,,,,,,14,special,,16,angry
d_nikke_eunhwa_05_66,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_66,True,,15,15,1.0,,vesti,vesti,,1,idle,,,,,,14,special,,16,angry
d_nikke_eunhwa_05_67,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_67,True,,15,13,1.0,,eunhwa,eunhwa,,12,surprise,,,,,,14,special,,16,angry
d_nikke_eunhwa_05_68,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_68,True,,13,13,1.0,,eunhwa,eunhwa,,12,surprise,,,,,,14,special,,16,idle
d_nikke_eunhwa_05_69,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_69,True,,13,13,1.0,,emma,emma,,12,surprise,,,,,,14,idle,,16,idle
d_nikke_eunhwa_05_70,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_70,True,,13,13,1.0,,emma,emma,,12,surprise,,,,,,14,worry,,16,idle
d_nikke_eunhwa_05_71,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_71,True,,13,13,1.0,,emma,emma,,12,surprise,,,,,,14,worry,,16,idle
d_nikke_eunhwa_05_72,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_72,True,,13,13,1.0,,emma,emma,,12,surprise,,,,,,14,worry,,16,idle
d_nikke_eunhwa_05_73,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_73,True,,13,13,1.0,,eunhwa,eunhwa,,12,idle,,,,,,14,worry,,16,idle
d_nikke_eunhwa_05_74,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_74,True,,13,13,1.0,,emma,emma,,12,idle,,,,,,14,idle,,16,idle
d_nikke_eunhwa_05_75,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_75,True,,13,13,1.0,,emma,emma,,12,idle,,,,,,14,idle,,16,idle
d_nikke_eunhwa_05_76,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_76,True,,13,13,1.0,,emma,emma,,12,idle,,,,,,14,idle,,16,idle
d_nikke_eunhwa_05_77,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_77,True,,13,13,1.0,,emma,emma,,12,idle,,,,,,14,idle,,16,idle
d_nikke_eunhwa_05_78,d_nikke_eunhwa_05,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_05_78,False,,13,13,1.0,,emma,,,12,idle,,d_nikke_eunhwa_05_80,,,,14,idle,,16,idle
d_nikke_eunhwa_05_79,d_nikke_eunhwa_05,Choice,Locale_NikkeEpisode:d_nikke_eunhwa_05_79,False,,13,13,1.0,,emma,,,12,idle,,d_nikke_eunhwa_05_83,,,,14,idle,,16,idle
d_nikke_eunhwa_05_80,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_80,True,,13,13,1.0,,emma,emma,,12,idle,,,,,,14,delight,,16,idle
d_nikke_eunhwa_05_81,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_81,True,,13,13,1.0,,emma,emma,,12,idle,,,,,,14,delight,,16,idle
d_nikke_eunhwa_05_82,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_82,True,,13,13,1.0,,eunhwa,eunhwa,,12,surprise,,d_nikke_eunhwa_05_88,,,,14,delight,,16,idle
d_nikke_eunhwa_05_83,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_83,True,,13,13,1.0,,eunhwa,eunhwa,,12,surprise,,,,,,14,delight,,16,idle
d_nikke_eunhwa_05_84,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_84,True,,13,13,1.0,,eunhwa,eunhwa,,12,surprise,,,,,,14,idle,,16,idle
d_nikke_eunhwa_05_85,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_85,True,,13,13,1.0,,emma,emma,,12,surprise,,,,,,14,special,,16,idle
d_nikke_eunhwa_05_86,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_86,True,,13,13,1.0,,emma,emma,,12,surprise,,,,,,14,special,,16,idle
d_nikke_eunhwa_05_87,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_87,True,,13,13,1.0,,eunhwa,eunhwa,,12,angry,,,,,,14,special,,16,idle
d_nikke_eunhwa_05_88,d_nikke_eunhwa_05,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_05_88,False,Desert_02,black,black,1.0,,,,,12,idle,,,,,,14,idle,,16,idle
d_nikke_eunhwa_05_89,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_89,True,,13,13,1.0,,emma,emma,,12,idle,,,,,,14,idle,,16,idle
d_nikke_eunhwa_05_90,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_90,True,,13,13,1.0,,emma,emma,,12,idle,,,,,,14,idle,,16,idle
d_nikke_eunhwa_05_91,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_91,False,,13,13,1.0,,eunhwa,eunhwa,,12,idle,,,,,,14,idle,,16,idle
d_nikke_eunhwa_05_92,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_92,True,,13,13,1.0,,eunhwa,eunhwa,,12,idle,,,,,,14,idle,,16,idle
d_nikke_eunhwa_05_93,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_93,True,,13,13,1.0,,emma,emma,,12,idle,,,,,,14,delight,,16,idle
d_nikke_eunhwa_05_94,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_94,True,,13,13,1.0,,emma,emma,,12,idle,,,,,,14,delight,,16,idle
d_nikke_eunhwa_05_95,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_95,True,,13,15,1.0,,vesti,vesti,,12,idle,,,,,,14,delight,,16,angry
d_nikke_eunhwa_05_96,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_96,True,,120,120,1.0,,eunhwa,eunhwa,,12,angry,,,,,,14,idle,,16,angry
d_nikke_eunhwa_05_97,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_97,True,,120,120,1.0,,eunhwa,eunhwa,,12,angry,,,,,,14,idle,,16,idle
d_nikke_eunhwa_05_98,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_98,True,,120,120,1.0,,eunhwa,eunhwa,,12,angry,,,,,,14,idle,,16,idle
d_nikke_eunhwa_05_99,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_99,True,,120,13,1.0,,emma,emma,,12,angry,,,,,,14,angry,,16,idle
d_nikke_eunhwa_05_100,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_100,True,,13,13,1.0,,emma,emma,,12,angry,,,,,,14,angry,,16,idle
d_nikke_eunhwa_05_101,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_101,True,,13,13,1.0,,emma,emma,,12,angry,,,,,,14,angry,,16,idle
d_nikke_eunhwa_05_102,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_102,True,,13,13,1.0,,eunhwa,eunhwa,,12,angry,,,,,,14,angry,,16,idle
d_nikke_eunhwa_05_103,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_103,True,,13,13,1.0,,emma,emma,,12,angry,,,,,,14,idle,,16,idle
d_nikke_eunhwa_05_104,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_104,True,,13,12,1.0,,eunhwa,eunhwa,,12,angry,,,,,,14,idle,,16,idle
d_nikke_eunhwa_05_105,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_105,True,,12,120,1.0,,emma,emma,,12,angry,,,,,,14,idle,,16,idle
d_nikke_eunhwa_05_106,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_106,False,,120,1200,1.0,,vesti,vesti,,12,surprise,,,,,,14,special,,16,"expression_0, idle"
d_nikke_eunhwa_05_107,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_107,True,,1200,1200,1.0,,eunhwa,eunhwa,,12,shy,,,,,,14,special,,16,idle
d_nikke_eunhwa_05_108,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_108,False,,1200,1200,1.0,,emma,emma,,12,shy,,,,,,14,surprise,,16,idle
d_nikke_eunhwa_05_109,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_109,False,,1200,1200,1.0,,emma,emma,,12,shy,,,,,,14,delight,,16,idle
d_nikke_eunhwa_05_110,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_110,False,,1200,13,1.0,,emma,emma,,12,shy,,,,,,14,delight,,16,idle
d_nikke_eunhwa_05_111,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_111,True,,13,13,1.0,,emma,emma,,12,shy,,,,,,14,delight,,16,idle
d_nikke_eunhwa_05_112,d_nikke_eunhwa_05,Speech,Locale_NikkeEpisode:d_nikke_eunhwa_05_112,False,,13,13,1.0,,eunhwa,eunhwa,,12,shy,,,,,,14,delight,,16,idle
d_nikke_eunhwa_05_113,d_nikke_eunhwa_05,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_05_113,False,,13,120,1.0,,eunhwa,,,12,idle,,,,,,14,idle,,16,idle
d_nikke_eunhwa_05_114,d_nikke_eunhwa_05,Monologue,Locale_NikkeEpisode:d_nikke_eunhwa_05_114,False,,120,120,1.0,,eunhwa,,,12,idle,,,,,,14,idle,,16,idle
d_nikke_eunhwa_05_115,d_nikke_eunhwa_05,Narration,Locale_NikkeEpisode:d_nikke_eunhwa_05_115,True,,120,120,1.0,,eunhwa,,,12,idle,,,,,,14,idle,,16,idle
d_nikke_eunhwa_05_116,d_nikke_eunhwa_05,Narration,Locale_NikkeEpisode:d_nikke_eunhwa_05_116,True,,120,120,1.0,,eunhwa,,,12,delight,,,,,,14,idle,,16,idle
d_nikke_eunhwa_05_117,d_nikke_eunhwa_05,Narration,Locale_NikkeEpisode:d_nikke_eunhwa_05_117,True,,120,1200,1.0,,eunhwa,,,12,delight,,,,,,14,idle,,16,idle
