id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_camera_shake
d_nikke_snowwhite_young_01_24,d_nikke_snowwhite_young_01,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_24,True,none,black,black,1.0,,none,snowwhite_o,,14,idle,,12,shy,commander,snowwhite_o,black_without_dialogue,,,,
d_nikke_snowwhite_young_01_26,d_nikke_snowwhite_young_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_26,True,Armory,140,140,1.0,,event_bgm_redash_alldownhill,liliweiss,,,,,,,,,,liliweiss,14,idle,
d_nikke_snowwhite_young_01_27,d_nikke_snowwhite_young_01,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_27,False,,140,140,1.0,,,snowwhite_o,,,,,,,,,,,14,idle,
d_nikke_snowwhite_young_01_28,d_nikke_snowwhite_young_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_28,True,,140,140,1.0,,,liliweiss,,,,,,,,,,,14,idle,
d_nikke_snowwhite_young_01_29,d_nikke_snowwhite_young_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_29,True,,140,140,1.0,,,liliweiss,,,,,,,,,,,14,delight,
d_nikke_snowwhite_young_01_30,d_nikke_snowwhite_young_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_30,True,,140,140,1.0,,,liliweiss,,,,,,,,,,,14,delight,
d_nikke_snowwhite_young_01_31,d_nikke_snowwhite_young_01,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_31,False,,140,13,1.0,,,snowwhite_o,,,,snowwhite_o,12,no,,,,,14,delight,
d_nikke_snowwhite_young_01_32,d_nikke_snowwhite_young_01,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_32,False,,13,13,1.0,,,snowwhite_o,,,,,12,no,,,,,14,delight,
d_nikke_snowwhite_young_01_33,d_nikke_snowwhite_young_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_33,False,,13,13,1.0,sfx_scn_metalpartsassemble2,,,,,,,12,no,,,,,14,idle,
d_nikke_snowwhite_young_01_34,d_nikke_snowwhite_young_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_34,False,,13,13,1.0,,,,,,,,12,no,,,,,14,idle,
d_nikke_snowwhite_young_01_35,d_nikke_snowwhite_young_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_35,True,,13,13,1.0,,,liliweiss,,,,,12,no,,,,,14,idle,
d_nikke_snowwhite_young_01_36,d_nikke_snowwhite_young_01,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_36,False,,13,13,1.0,,,snowwhite_o,,,,,12,no,,,,,14,idle,
d_nikke_snowwhite_young_01_37,d_nikke_snowwhite_young_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_37,True,,13,13,1.0,,,liliweiss,,,,,12,no,,,,,14,idle,
d_nikke_snowwhite_young_01_38,d_nikke_snowwhite_young_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_38,True,,13,13,1.0,,,liliweiss,,,,,12,no,,,,,14,idle,
d_nikke_snowwhite_young_01_39,d_nikke_snowwhite_young_01,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_39,False,,13,13,1.0,,,snowwhite_o,,,,,12,no,,,,,14,idle,
d_nikke_snowwhite_young_01_40,d_nikke_snowwhite_young_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_40,True,,13,13,1.0,,,liliweiss,,,,,12,no,,,,,14,idle,
d_nikke_snowwhite_young_01_41,d_nikke_snowwhite_young_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_41,True,,13,13,1.0,,,liliweiss,,,,,12,no,,,,,14,idle,
d_nikke_snowwhite_young_01_42,d_nikke_snowwhite_young_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_42,True,,13,13,1.0,,,liliweiss,,,,,12,no,,,,,14,idle,
d_nikke_snowwhite_young_01_43,d_nikke_snowwhite_young_01,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_43,False,,13,12,1.0,,,snowwhite_o,,,,,12,no,,,,,14,idle,
d_nikke_snowwhite_young_01_44,d_nikke_snowwhite_young_01,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_44,True,,12,S_120,0.6,,,snowwhite_o,,,,,12,surprise,,,,,14,idle,
d_nikke_snowwhite_young_01_45,d_nikke_snowwhite_young_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_45,True,,S_120,S_120,1.0,,,liliweiss,,,,,12,surprise,,,,,14,idle,
d_nikke_snowwhite_young_01_46,d_nikke_snowwhite_young_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_46,True,,S_120,S_120,1.0,,,liliweiss,,,,,12,surprise,,,,,14,idle,
d_nikke_snowwhite_young_01_47,d_nikke_snowwhite_young_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_47,True,,S_120,S_120,1.0,,,liliweiss,,,,,12,surprise,,,,,14,idle,
d_nikke_snowwhite_young_01_48,d_nikke_snowwhite_young_01,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_48,True,,S_120,S_120,1.0,,,snowwhite_o,,,,,12,surprise,,,,,14,idle,
d_nikke_snowwhite_young_01_49,d_nikke_snowwhite_young_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_49,False,,S_120,140,1.0,,,,,,,,12,surprise,,,,,14,idle,
d_nikke_snowwhite_young_01_50,d_nikke_snowwhite_young_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_50,True,,140,140,1.0,,,liliweiss,,,,,12,surprise,,,,,14,delight,
d_nikke_snowwhite_young_01_51,d_nikke_snowwhite_young_01,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_51,True,,140,140,1.0,,,snowwhite_o,,,,,12,surprise,,,,,14,delight,
d_nikke_snowwhite_young_01_52,d_nikke_snowwhite_young_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_52,True,,140,140,1.0,,,liliweiss,,,,,12,surprise,,,,,14,delight,
d_nikke_snowwhite_young_01_53,d_nikke_snowwhite_young_01,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_53,False,,12,S_120,0.6,,,snowwhite_o,,,,,12,surprise,,,,,14,delight,
d_nikke_snowwhite_young_01_54,d_nikke_snowwhite_young_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_54,False,,S_120,S_120,1.0,sfx_scn_heavytrip,,,,,,,12,surprise,,,,,14,delight,Low_2
d_nikke_snowwhite_young_01_55,d_nikke_snowwhite_young_01,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_55,True,,S_120,S_120,1.0,,,snowwhite_o,,,,,12,surprise,,,,,14,delight,
d_nikke_snowwhite_young_01_56,d_nikke_snowwhite_young_01,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_56,True,,S_120,S_120,1.0,,,snowwhite_o,,,,,12,surprise,,,,,14,delight,
d_nikke_snowwhite_young_01_57,d_nikke_snowwhite_young_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_57,True,,S_120,13,1.0,,,liliweiss,,,,,12,surprise,,,,,14,idle,
d_nikke_snowwhite_young_01_58,d_nikke_snowwhite_young_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_58,True,,13,13,1.0,,,liliweiss,,,,,12,surprise,,,,,14,idle,
d_nikke_snowwhite_young_01_59,d_nikke_snowwhite_young_01,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_59,True,,13,S_120,1.0,,,snowwhite_o,,,,,12,surprise,,,,,14,idle,
d_nikke_snowwhite_young_01_60,d_nikke_snowwhite_young_01,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_60,True,,S_120,S_120,1.0,,,snowwhite_o,,,,,12,surprise,,,,,14,idle,
d_nikke_snowwhite_young_01_61,d_nikke_snowwhite_young_01,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_61,True,,S_120,S_120,1.0,,,snowwhite_o,,,,,12,surprise,,,,,14,idle,
d_nikke_snowwhite_young_01_62,d_nikke_snowwhite_young_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_62,True,,S_120,S_120,1.0,,,liliweiss,,,,,12,surprise,,,,,14,delight,
d_nikke_snowwhite_young_01_63,d_nikke_snowwhite_young_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_63,False,,S_120,S_120,1.0,,,,,,,,12,shy,,,,,14,delight,
d_nikke_snowwhite_young_01_64,d_nikke_snowwhite_young_01,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_64,False,,S_120,S_120,1.0,,,snowwhite_o,,,,,12,shy,,,,,14,delight,
d_nikke_snowwhite_young_01_65,d_nikke_snowwhite_young_01,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_65,True,,S_120,S_120,1.0,,,snowwhite_o,,,,,12,shy,,,,,14,delight,
d_nikke_snowwhite_young_01_66,d_nikke_snowwhite_young_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_66,True,,S_120,13,1.0,,,liliweiss,,,,,12,shy,,,,,14,idle,
d_nikke_snowwhite_young_01_67,d_nikke_snowwhite_young_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_67,True,,13,13,1.0,,,liliweiss,,,,,12,shy,,,,,14,idle,
d_nikke_snowwhite_young_01_68,d_nikke_snowwhite_young_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_68,True,,13,13,1.0,,,liliweiss,,,,,12,shy,,,,,14,idle,
d_nikke_snowwhite_young_01_69,d_nikke_snowwhite_young_01,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_69,True,,13,13,1.0,,,snowwhite_o,,,,,12,shy,,,,,14,idle,
d_nikke_snowwhite_young_01_70,d_nikke_snowwhite_young_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_70,True,,13,13,1.0,,,liliweiss,,,,,12,shy,,,,,14,idle,
d_nikke_snowwhite_young_01_71,d_nikke_snowwhite_young_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_71,True,,14,140,0.6,,,liliweiss,,,,,12,shy,,,,,14,idle,
d_nikke_snowwhite_young_01_72,d_nikke_snowwhite_young_01,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_72,True,,140,13,1.0,,,snowwhite_o,,,,,12,surprise,,,,,14,idle,
d_nikke_snowwhite_young_01_73,d_nikke_snowwhite_young_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_73,True,,13,13,1.0,,,liliweiss,,,,,12,surprise,,,,,14,idle,
d_nikke_snowwhite_young_01_74,d_nikke_snowwhite_young_01,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_74,True,,13,13,1.0,,,snowwhite_o,,,,,12,surprise,,,,,14,idle,
d_nikke_snowwhite_young_01_75,d_nikke_snowwhite_young_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_75,True,,13,13,1.0,,,liliweiss,,,,,12,surprise,,,,,14,idle,
d_nikke_snowwhite_young_01_76,d_nikke_snowwhite_young_01,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_76,True,,13,S_120,0.6,,,snowwhite_o,,,,,12,surprise,,,,,14,idle,
d_nikke_snowwhite_young_01_77,d_nikke_snowwhite_young_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_snowwhite_young_01_77,True,,140,140,1.0,,,liliweiss,,,,,12,surprise,,,,,14,no,
