id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_nikke_julia_01_29,d_nikke_julia_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_julia_01_29,True,,50,6,1.0,,,,,,,,4,idle,,5,worry,,7,surprise
d_nikke_julia_01_30,d_nikke_julia_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_julia_01_30,True,,6,S_30,1.0,,,,,,,,3,think,,5,worry,,7,surprise
d_nikke_julia_01_31,d_nikke_julia_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_julia_01_31,True,,S_30,S_300,0.5,,,,,,,,3,idle,,5,worry,,7,surprise
d_nikke_julia_01_32,d_nikke_julia_01,Speech,julia,unknown,Locale_NikkeEpisode:d_nikke_julia_01_32,False,,S_300,S_30,2.0,,,,,,,,3,idle,,5,worry,,7,surprise
d_nikke_julia_01_33,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_33,True,,S_30,S_30,1.0,,,,,,,,3,idle,,5,worry,,7,surprise
d_nikke_julia_01_34,d_nikke_julia_01,Monologue,julia,,Locale_NikkeEpisode:d_nikke_julia_01_34,False,,S_30,2,2.0,,,,,,,,3,idle,,5,worry,,7,idle
d_nikke_julia_01_35,d_nikke_julia_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_julia_01_35,True,,2,2,1.0,,,,julia,1,idle,,3,idle,,5,angry,,7,idle
d_nikke_julia_01_36,d_nikke_julia_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_julia_01_36,True,,2,S_10,0.5,bgm_story_herecomestrouble,,,,1,idle,,3,idle,,5,no,,7,idle
d_nikke_julia_01_37,d_nikke_julia_01,Self,anis,,Locale_NikkeEpisode:d_nikke_julia_01_37,False,,S_10,S_10,1.0,,,,,1,idle,,3,idle,,5,no,,7,idle
d_nikke_julia_01_38,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_38,True,,S_10,S_10,1.0,,,,,1,surprise,,3,idle,,5,no,,7,idle
d_nikke_julia_01_39,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_39,True,,S_10,S_10,1.0,,,,,1,idle,,3,idle,,5,no,,7,idle
d_nikke_julia_01_40,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_40,True,,S_10,S_10,1.0,,,,,1,idle,,3,idle,,5,no,,7,idle
d_nikke_julia_01_41,d_nikke_julia_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_julia_01_41,True,,50,500,0.5,,,,,1,idle,,3,idle,,5,angry,,7,idle
d_nikke_julia_01_42,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_42,True,,S_10,S_10,1.0,,,,,1,idle,,3,idle,,5,angry,,7,idle
d_nikke_julia_01_43,d_nikke_julia_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_julia_01_43,True,,S_10,2,1.0,,,,,1,idle,,3,idle,,5,angry,,7,idle
d_nikke_julia_01_44,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_44,True,,2,2,2.0,,,,,1,idle,,3,idle,,5,angry,,7,idle
d_nikke_julia_01_45,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_45,True,,2,2,1.0,,,,,1,idle,,3,idle,,5,angry,,7,idle
d_nikke_julia_01_46,d_nikke_julia_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_julia_01_46,True,,2,4,2.0,,,,,1,idle,,3,idle,,5,angry,,7,idle
d_nikke_julia_01_47,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_47,True,,S_10,S_10,1.0,,,,,1,idle,,3,idle,,5,angry,,7,idle
d_nikke_julia_01_48,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_48,True,,S_10,S_10,1.0,,,,,1,idle,,3,idle,,5,angry,,7,idle
d_nikke_julia_01_49,d_nikke_julia_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_julia_01_49,True,,S_70,S_70,1.0,,,,,1,idle,,3,idle,,5,angry,,7,idle
d_nikke_julia_01_50,d_nikke_julia_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_julia_01_50,True,,S_70,50,0.5,,,,,1,idle,,3,idle,,5,angry,,7,idle
d_nikke_julia_01_51,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_51,True,,S_10,S_10,1.0,,,,,1,surprise,,3,idle,,5,angry,,7,idle
d_nikke_julia_01_52,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_52,True,,S_10,S_10,1.0,,,,,1,surprise,,3,idle,,5,angry,,7,idle
d_nikke_julia_01_53,d_nikke_julia_01,Monologue,julia,,Locale_NikkeEpisode:d_nikke_julia_01_53,False,,black,black,1.0,,,,,1,surprise,,3,idle,,5,angry,,7,idle
d_nikke_julia_01_54,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_54,True,,S_10,S_100,1.0,,,,,1,think,,3,idle,,5,angry,,7,idle
d_nikke_julia_01_55,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_55,True,,S_100,S_100,1.0,,,,,1,idle,,3,idle,,5,angry,,7,idle
d_nikke_julia_01_56,d_nikke_julia_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_julia_01_56,True,,50,50,1.0,,,,,1,idle,,3,idle,,5,angry,,7,idle
d_nikke_julia_01_57,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_57,True,,S_100,S_10,2.0,,,,,1,idle,,3,idle,,5,angry,,7,idle
d_nikke_julia_01_58,d_nikke_julia_01,Self,julia,,Locale_NikkeEpisode:d_nikke_julia_01_58,False,,S_10,S_10,1.0,,,,,1,idle,,3,idle,,5,angry,,7,idle
d_nikke_julia_01_59,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_59,True,,S_10,S_10,1.0,,,,,1,idle,,3,idle,,5,angry,,7,idle
d_nikke_julia_01_60,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_60,True,,S_10,S_10,1.0,,,,,1,idle,,3,idle,,5,angry,,7,idle
d_nikke_julia_01_61,d_nikke_julia_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_julia_01_61,True,,S_10,S_70,1.0,,,,,1,idle,,3,idle,,5,no,,7,surprise
d_nikke_julia_01_62,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_62,True,,S_10,S_10,1.0,,,,,1,idle,,3,idle,,5,no,,7,surprise
d_nikke_julia_01_63,d_nikke_julia_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_julia_01_63,True,,S_70,S_70,1.0,,,,,1,idle,,3,idle,,5,no,,7,worry
d_nikke_julia_01_64,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_64,True,,S_10,S_10,1.0,,,,,1,idle,,3,idle,,5,no,,7,worry
d_nikke_julia_01_65,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_65,False,,S_10,S_10,1.0,,,,,1,think,,3,idle,,5,no,,7,idle
d_nikke_julia_01_66,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_66,True,,S_10,S_100,0.5,,,,,1,idle,,3,idle,,5,idle,,7,idle
d_nikke_julia_01_67,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_67,True,,S_100,S_100,1.0,,,,,1,idle,,3,idle,,5,idle,,7,idle
d_nikke_julia_01_68,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_68,True,,S_100,S_100,1.0,,,,,1,idle,,3,idle,,5,idle,,7,idle
d_nikke_julia_01_69,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_69,True,,S_100,S_10,2.0,,,,,1,idle,,3,idle,,5,idle,,7,idle
d_nikke_julia_01_70,d_nikke_julia_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_julia_01_70,True,,S_70,S_70,1.0,,,,,1,idle,,3,idle,,5,idle,,7,delight
d_nikke_julia_01_71,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_71,True,,S_10,S_10,1.0,,,,,1,delight,,3,idle,,5,idle,,7,delight
d_nikke_julia_01_72,d_nikke_julia_01,Self,julia,,Locale_NikkeEpisode:d_nikke_julia_01_72,False,,S_10,S_10,1.0,,,,,1,idle,,3,idle,,5,idle,,7,idle
d_nikke_julia_01_73,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_73,True,,S_10,S_10,1.0,,,,,1,idle,,3,idle,,5,idle,,7,idle
d_nikke_julia_01_74,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_74,True,,S_10,S_10,1.0,,,,,1,idle,,3,idle,,5,idle,,7,idle
d_nikke_julia_01_75,d_nikke_julia_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_julia_01_75,True,,50,50,1.0,,,,,1,idle,,3,idle,,5,no,,7,idle
d_nikke_julia_01_76,d_nikke_julia_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_julia_01_76,True,,50,50,1.0,,,,,1,idle,,3,idle,,5,no,,7,idle
d_nikke_julia_01_77,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_77,True,,50,S_10,2.0,,,,,1,idle,,3,idle,,5,no,,7,idle
d_nikke_julia_01_78,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_78,True,,S_10,S_10,1.0,,,,,1,idle,,3,idle,,5,no,,7,idle
d_nikke_julia_01_79,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_79,True,,S_10,S_10,1.0,,,,,1,idle,,3,idle,,5,idle,,7,idle
d_nikke_julia_01_80,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_80,True,,S_10,S_10,1.0,,,,,1,idle,,3,idle,,5,idle,,7,idle
d_nikke_julia_01_81,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_81,True,,S_10,S_10,1.0,,,,,1,idle,,3,idle,,5,idle,,7,idle
d_nikke_julia_01_82,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_82,True,,S_10,S_10,1.0,,,,,1,idle,,3,idle,,5,idle,,7,idle
d_nikke_julia_01_83,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_83,True,,S_10,S_10,1.0,,,,,1,idle,,3,idle,,5,idle,,7,idle
d_nikke_julia_01_84,d_nikke_julia_01,Self,julia,,Locale_NikkeEpisode:d_nikke_julia_01_84,False,,S_10,S_10,1.0,,,,,1,idle,,3,idle,,5,idle,,7,idle
d_nikke_julia_01_85,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_85,True,,S_10,S_10,1.0,,,,,1,surprise,,3,idle,,5,idle,,7,idle
d_nikke_julia_01_86,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_86,True,,S_10,S_100,0.5,,,,,1,surprise,,3,idle,,5,idle,,7,idle
d_nikke_julia_01_87,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_87,True,,S_100,S_100,1.0,,,,,1,delight,,3,idle,,5,idle,,7,idle
d_nikke_julia_01_88,d_nikke_julia_01,Self,julia,,Locale_NikkeEpisode:d_nikke_julia_01_88,False,,S_100,S_100,1.0,,,,,1,delight,,3,idle,,5,idle,,7,idle
d_nikke_julia_01_89,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_89,True,,S_100,S_10,1.0,,,,,1,surprise,,3,idle,,5,idle,,7,idle
d_nikke_julia_01_90,d_nikke_julia_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_julia_01_90,True,,S_10,2,1.0,,,,,1,idle,,3,idle,,5,idle,,7,idle
d_nikke_julia_01_91,d_nikke_julia_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_julia_01_91,True,,2,2,1.0,,,,,1,idle,,3,idle,,5,idle,,7,idle
d_nikke_julia_01_92,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_92,False,,2,S_100,0.5,,,,,1,surprise,,3,idle,,5,idle,,7,idle
d_nikke_julia_01_93,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_93,True,,S_100,S_100,1.0,,,,,1,surprise,,3,idle,,5,idle,,7,idle
d_nikke_julia_01_94,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_94,True,,S_100,S_100,1.0,,,,,1,surprise,,3,idle,,5,idle,,7,idle
d_nikke_julia_01_95,d_nikke_julia_01,Self,julia,,Locale_NikkeEpisode:d_nikke_julia_01_95,False,,S_100,S_100,1.0,,,,,1,surprise,,3,idle,,5,idle,,7,idle
d_nikke_julia_01_96,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_96,True,,S_100,S_10,2.0,,,,,1,idle,,3,idle,,5,idle,,7,idle
d_nikke_julia_01_97,d_nikke_julia_01,Self,julia,,Locale_NikkeEpisode:d_nikke_julia_01_97,False,,S_10,S_10,1.0,,,,,1,idle,,3,idle,,5,idle,,7,idle
d_nikke_julia_01_98,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_98,True,,S_10,S_10,1.0,,,,,1,surprise,,3,idle,,5,idle,,7,idle
d_nikke_julia_01_99,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_99,True,,S_10,S_10,1.0,,,,,1,surprise,,3,idle,,5,idle,,7,idle
d_nikke_julia_01_100,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_100,True,,S_10,S_10,1.0,,,,,1,delight,,3,idle,,5,idle,,7,idle
d_nikke_julia_01_101,d_nikke_julia_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_julia_01_101,True,,50,500,0.5,,,,,1,delight,,3,idle,,5,angry,,7,idle
d_nikke_julia_01_102,d_nikke_julia_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_julia_01_102,True,,500,500,1.0,,,,,1,idle,,3,idle,,5,angry,,7,idle
d_nikke_julia_01_103,d_nikke_julia_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_julia_01_103,True,,500,6,1.0,,,,,1,idle,,3,idle,,5,angry,,7,worry
d_nikke_julia_01_104,d_nikke_julia_01,Speech,julia,julia,Locale_NikkeEpisode:d_nikke_julia_01_104,False,,S_10,S_10,1.0,,,,,1,idle,,3,idle,,5,angry,,7,worry
d_nikke_julia_01_105,d_nikke_julia_01,Self,julia,,Locale_NikkeEpisode:d_nikke_julia_01_105,False,,S_10,S_10,1.0,,,,,1,idle,,3,idle,,5,angry,,7,worry
