id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/hide_char_id,jump_target,characters/0/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,fade
d_nikke_epinel_05_16,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_16,True,,1,1,1.0,,epinel,,,,,,,1,pain,,,,,,,,
d_nikke_epinel_05_17,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_17,True,,1,1,1.0,,epinel,,,,,,,1,pain,,,,,,,,
d_nikke_epinel_05_18,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_18,True,,1,XS_10,1.0,,epinel,,,,,,,1,delight,,,,,,,,
d_nikke_epinel_05_19,d_nikke_epinel_05,Choice,,Locale_NikkeEpisode:d_nikke_epinel_05_19,False,,XS_10,XS_10,1.0,,epinel,,,,,,,1,delight,,d_nikke_epinel_05_21,,,,,,
d_nikke_epinel_05_20,d_nikke_epinel_05,Choice,,Locale_NikkeEpisode:d_nikke_epinel_05_20,False,,XS_10,XS_10,1.0,,epinel,,,,,,,1,delight,,d_nikke_epinel_05_21,,,,,,
d_nikke_epinel_05_21,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_21,True,,XS_10,XS_10,1.0,,epinel,,,,,,,1,shy,,,,,,,,
d_nikke_epinel_05_22,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_22,True,,XS_10,XS_10,1.0,,epinel,,,,,,,1,shy,,,,,,,,
d_nikke_epinel_05_23,d_nikke_epinel_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_epinel_05_23,False,,black,black,1.0,none,,,,,,,,2,idle,,,,,,,,
d_nikke_epinel_05_24,d_nikke_epinel_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_epinel_05_24,False,,2,1,1.0,,,,,,sfx_scn_skateboarding,,,1,idle,,,,,,,,
d_nikke_epinel_05_25,d_nikke_epinel_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_epinel_05_25,False,,black,black,1.0,,,,,,sfx_scn_heavytrip,Low_2,,1,pain,,,,,,,,
d_nikke_epinel_05_26,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_26,True,,XS_10,XS_10,1.0,bgm_story_weare,epinel,,,,,,,1,pain,,,,,,,,
d_nikke_epinel_05_27,d_nikke_epinel_05,Speech,fatboy,Locale_NikkeEpisode:d_nikke_epinel_05_27,False,,XS_10,XS_10,1.0,,epinel,,,,,,,1,pain,,,,,,,,
d_nikke_epinel_05_28,d_nikke_epinel_05,Speech,bridgeboy,Locale_NikkeEpisode:d_nikke_epinel_05_28,False,,XS_10,XS_10,1.0,,epinel,,,,,,,1,pain,,,,,,,,
d_nikke_epinel_05_29,d_nikke_epinel_05,Speech,teenagerfans,Locale_NikkeEpisode:d_nikke_epinel_05_29,False,,XS_10,XS_50,1.0,,teenagerfans,mustang,15,think,,,,1,pain,,,,,,,,
d_nikke_epinel_05_30,d_nikke_epinel_05,Speech,mustang,Locale_NikkeEpisode:d_nikke_epinel_05_30,False,,15,15,1.0,,epinel,,15,think,,,,1,pain,,,,,,,,
d_nikke_epinel_05_31,d_nikke_epinel_05,Speech,mustang,Locale_NikkeEpisode:d_nikke_epinel_05_31,False,,15,15,1.0,,epinel,,15,think,,,,1,pain,,,,,,,,
d_nikke_epinel_05_32,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_32,True,,15,1,1.0,,epinel,,15,think,,,,1,pain,,,,,,,,
d_nikke_epinel_05_33,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_33,True,,1,1,1.0,,epinel,,15,think,,,,1,pain,mustang,,,,,,,
d_nikke_epinel_05_34,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_34,True,,1,1,1.0,,epinel,,,,,,,1,pain,,,,,,,,
d_nikke_epinel_05_35,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_35,True,,1,XS_10,1.0,,epinel,,,,,,,1,shy,,,,,,,,
d_nikke_epinel_05_36,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_36,True,,XS_10,XS_10,1.0,,epinel,,,,,,,1,shy,,,,,,,,
d_nikke_epinel_05_37,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_37,True,,XS_10,XS_10,1.0,,epinel,,,,,,,1,shy,,,,,,,,
d_nikke_epinel_05_38,d_nikke_epinel_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_epinel_05_38,False,,XS_10,1,1.0,,,,,,,,,1,idle,,,,,,,,
d_nikke_epinel_05_39,d_nikke_epinel_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_epinel_05_39,False,,1,1,1.0,none,,,,,,,,1,idle,,,,,,,,
d_nikke_epinel_05_40,d_nikke_epinel_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_epinel_05_40,False,,1,12,1.0,,,,,,,,,12,idle,,,,,,,,
d_nikke_epinel_05_41,d_nikke_epinel_05,Speech,bridgeboy,Locale_NikkeEpisode:d_nikke_epinel_05_41,True,,12,3,0.5,bgm_spot_encounter,bridgeboy,,,,,,,12,idle,,,,,,,,
d_nikke_epinel_05_42,d_nikke_epinel_05,Choice,,Locale_NikkeEpisode:d_nikke_epinel_05_42,False,,3,3,1.0,,,,,,,,,12,idle,,d_nikke_epinel_05_44,,,,,,
d_nikke_epinel_05_43,d_nikke_epinel_05,Choice,,Locale_NikkeEpisode:d_nikke_epinel_05_43,False,,3,3,1.0,,,,,,,,,12,idle,,d_nikke_epinel_05_45,,,,,,
d_nikke_epinel_05_44,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_44,True,,XS_120,XS_120,1.0,,epinel,,,,,,epinel,12,delight,,d_nikke_epinel_05_48,,,,,,
d_nikke_epinel_05_45,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_45,True,,XS_120,XS_120,1.0,,epinel,,,,,,epinel,12,delight,,,,,,,,
d_nikke_epinel_05_46,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_46,True,,XS_120,XS_120,1.0,,epinel,,,,,,,12,delight,,,,,,,,
d_nikke_epinel_05_47,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_47,True,,XS_120,XS_120,1.0,,epinel,,,,,,,12,delight,,,,,,,,
d_nikke_epinel_05_48,d_nikke_epinel_05,Speech,teenagerfans,Locale_NikkeEpisode:d_nikke_epinel_05_48,False,,3,3,1.0,,teenagerfans,,,,sfx_scn_crowdcheer,Low_2,,12,delight,,,epinel,,,,,
d_nikke_epinel_05_49,d_nikke_epinel_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_epinel_05_49,False,,black,black,1.0,,,,,,,,,,,,,,,,,,
d_nikke_epinel_05_50,d_nikke_epinel_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_epinel_05_50,False,,black,black,1.0,,,,,,,,,,,,,,,,,,
d_nikke_epinel_05_51,d_nikke_epinel_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_epinel_05_51,False,,black,black,1.0,,,,,,,,,,,,,,,,,,
d_nikke_epinel_05_52,d_nikke_epinel_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_epinel_05_52,False,,black,black,1.0,,,,,,,,,,,,,,,,,,
d_nikke_epinel_05_53,d_nikke_epinel_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_epinel_05_53,False,,black,black,1.0,,,,,,,,,,,,,,,,,,
d_nikke_epinel_05_54,d_nikke_epinel_05,Speech,mustang,Locale_NikkeEpisode:d_nikke_epinel_05_54,True,,15,15,1.0,,mustang,mustang,15,surprise,,,,,,,,,,,,,
d_nikke_epinel_05_55,d_nikke_epinel_05,Speech,mustang,Locale_NikkeEpisode:d_nikke_epinel_05_55,True,,15,15,1.0,,mustang,,15,surprise,,,,,,,,,,,,,
d_nikke_epinel_05_56,d_nikke_epinel_05,Speech,mustang,Locale_NikkeEpisode:d_nikke_epinel_05_56,True,,15,L_150,0.5,,mustang,,15,shy,,Low_2,,,,,,,,,,,
d_nikke_epinel_05_57,d_nikke_epinel_05,Speech,mustang,Locale_NikkeEpisode:d_nikke_epinel_05_57,True,,L_150,L_150,1.0,,mustang,,15,shy,,,,,,,,,,,,,
d_nikke_epinel_05_58,d_nikke_epinel_05,Speech,mustang,Locale_NikkeEpisode:d_nikke_epinel_05_58,True,,L_150,L_150,1.0,,mustang,,15,shy,,,,,,,,,,,,,
d_nikke_epinel_05_59,d_nikke_epinel_05,Speech,mustang,Locale_NikkeEpisode:d_nikke_epinel_05_59,True,,L_150,L_150,1.0,,mustang,,15,shy,,,,,,,,,,,,,
d_nikke_epinel_05_60,d_nikke_epinel_05,Speech,mustang,Locale_NikkeEpisode:d_nikke_epinel_05_60,True,,L_150,L_150,1.0,,mustang,,15,good,,,,,,,,,,,,,
d_nikke_epinel_05_61,d_nikke_epinel_05,Choice,,Locale_NikkeEpisode:d_nikke_epinel_05_61,False,,L_150,L_150,1.0,,,,15,good,,,,,,,d_nikke_epinel_05_63,,,,,,
d_nikke_epinel_05_62,d_nikke_epinel_05,Choice,,Locale_NikkeEpisode:d_nikke_epinel_05_62,False,,L_150,L_150,1.0,,,,15,good,,,,,,,d_nikke_epinel_05_63,,,,,,
d_nikke_epinel_05_63,d_nikke_epinel_05,Speech,bridgeboy,Locale_NikkeEpisode:d_nikke_epinel_05_63,False,,L_150,L_10,0.5,,bridgeboy,,15,good,,,,,,mustang,,,,,,,
d_nikke_epinel_05_64,d_nikke_epinel_05,Speech,bridgeboy,Locale_NikkeEpisode:d_nikke_epinel_05_64,False,,L_10,L_10,1.0,,bridgeboy,,,,,,,,,,,,,,,,
d_nikke_epinel_05_65,d_nikke_epinel_05,Speech,bridgeboy,Locale_NikkeEpisode:d_nikke_epinel_05_65,False,,L_10,L_10,1.0,,bridgeboy,,,,,,,,,,,,,,,,
d_nikke_epinel_05_66,d_nikke_epinel_05,Speech,bridgeboy,Locale_NikkeEpisode:d_nikke_epinel_05_66,False,,L_10,L_10,1.0,,bridgeboy,,,,,,,,,,,,,,,,
d_nikke_epinel_05_67,d_nikke_epinel_05,Speech,fatboy,Locale_NikkeEpisode:d_nikke_epinel_05_67,False,,L_10,L_50,1.0,,fatboy,,,,,,,,,,,,,,,,
d_nikke_epinel_05_68,d_nikke_epinel_05,Speech,fatboy,Locale_NikkeEpisode:d_nikke_epinel_05_68,False,,L_50,L_50,1.0,,fatboy,,,,,,,,,,,,,,,,
d_nikke_epinel_05_69,d_nikke_epinel_05,Speech,fatboy,Locale_NikkeEpisode:d_nikke_epinel_05_69,False,,L_50,L_50,1.0,,fatboy,,,,,,,,,,,,,,,,
d_nikke_epinel_05_70,d_nikke_epinel_05,Speech,bridgeboy,Locale_NikkeEpisode:d_nikke_epinel_05_70,False,,L_50,L_50,1.0,,bridgeboy,,,,,,,,,,,,,,,,
d_nikke_epinel_05_71,d_nikke_epinel_05,Speech,bridgeboy,Locale_NikkeEpisode:d_nikke_epinel_05_71,False,,L_50,L_50,1.0,,bridgeboy,,,,,,,,,,,,,,,,
d_nikke_epinel_05_72,d_nikke_epinel_05,Speech,bridgeboy,Locale_NikkeEpisode:d_nikke_epinel_05_72,False,,black,black,1.0,,bridgeboy,,,,,,epinel,17,idle,,,,,,,,
d_nikke_epinel_05_73,d_nikke_epinel_05,Speech,teenagerfans,Locale_NikkeEpisode:d_nikke_epinel_05_73,False,,1,1,1.0,,teenagerfans,,,,sfx_scn_crowdcheer,Low_1,,17,idle,,,,,,,,
d_nikke_epinel_05_74,d_nikke_epinel_05,Speech,teenagerfans,Locale_NikkeEpisode:d_nikke_epinel_05_74,False,,1,100,0.5,,teenagerfans,,,,,,,17,idle,,,,,,,,
d_nikke_epinel_05_75,d_nikke_epinel_05,Speech,teenagerfans,Locale_NikkeEpisode:d_nikke_epinel_05_75,False,,100,100,1.0,,teenagerfans,,,,,Low_2,,17,idle,,,,,,,,
d_nikke_epinel_05_76,d_nikke_epinel_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_epinel_05_76,False,,black,black,1.0,,,,,,,,,7,idle,,,,,,,,
d_nikke_epinel_05_77,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_77,True,,1,1,1.0,,epinel,,,,,,,7,shy,,,,,,,,
d_nikke_epinel_05_78,d_nikke_epinel_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_epinel_05_78,False,,1,1,1.0,,epinel,,,,,,,1,shy,,,,,,,,
d_nikke_epinel_05_79,d_nikke_epinel_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_epinel_05_79,False,,1,XS_10,0.5,,epinel,,,,,,,1,shy,,,,,,,,
d_nikke_epinel_05_80,d_nikke_epinel_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_epinel_05_80,False,,XS_10,XS_10,1.0,,epinel,,,,,,,1,shy,,,,,,,,
d_nikke_epinel_05_81,d_nikke_epinel_05,Choice,,Locale_NikkeEpisode:d_nikke_epinel_05_81,False,,XS_10,XS_10,1.0,,epinel,,,,,,,1,shy,,d_nikke_epinel_05_83,,,,,,
d_nikke_epinel_05_82,d_nikke_epinel_05,Choice,,Locale_NikkeEpisode:d_nikke_epinel_05_82,False,,XS_10,XS_10,1.0,,epinel,,,,,,,1,shy,,d_nikke_epinel_05_84,,,,,,
d_nikke_epinel_05_83,d_nikke_epinel_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_epinel_05_83,False,,XS_10,XS_10,1.0,,epinel,,,,,,,1,shy,,d_nikke_epinel_05_85,,,,,,
d_nikke_epinel_05_84,d_nikke_epinel_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_epinel_05_84,False,,XS_10,XS_10,1.0,,epinel,,,,,,,1,shy,,,,,,,,
d_nikke_epinel_05_85,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_85,True,,XS_10,XS_10,1.0,,epinel,,,,,,,1,shy,,,,,,,,
d_nikke_epinel_05_86,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_86,True,,XS_10,XS_10,1.0,,epinel,,,,,,,1,shy,,,,,,,,
d_nikke_epinel_05_87,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_87,True,,XS_10,XS_10,1.0,,epinel,,,,,,,1,shy,,,,,,,,
d_nikke_epinel_05_88,d_nikke_epinel_05,Choice,,Locale_NikkeEpisode:d_nikke_epinel_05_88,False,,XS_10,XS_10,1.0,,epinel,,,,,,,1,shy,,d_nikke_epinel_05_90,,,,,,
d_nikke_epinel_05_89,d_nikke_epinel_05,Choice,,Locale_NikkeEpisode:d_nikke_epinel_05_89,False,,XS_10,XS_10,1.0,,epinel,,,,,,,1,shy,,d_nikke_epinel_05_90,,,,,,
d_nikke_epinel_05_90,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_90,True,,XS_10,XS_10,1.0,,epinel,,,,,,,1,shy,,,,,,,,
d_nikke_epinel_05_91,d_nikke_epinel_05,Speech,unknown,Locale_NikkeEpisode:d_nikke_epinel_05_91,True,,XS_10,1,1.0,,unknown,,,,,,,1,shy,,,,,,,,
d_nikke_epinel_05_92,d_nikke_epinel_05,Speech,unknown,Locale_NikkeEpisode:d_nikke_epinel_05_92,True,,1,1,1.0,,unknown,,,,,,,1,shy,,,,,,,,
d_nikke_epinel_05_93,d_nikke_epinel_05,Choice,,Locale_NikkeEpisode:d_nikke_epinel_05_93,False,,1,1,1.0,,,,,,,,,1,shy,,d_nikke_epinel_05_95,,,,,,
d_nikke_epinel_05_94,d_nikke_epinel_05,Choice,,Locale_NikkeEpisode:d_nikke_epinel_05_94,False,,1,1,1.0,,,,,,,,,1,shy,,d_nikke_epinel_05_97,,,,,,
d_nikke_epinel_05_95,d_nikke_epinel_05,Speech,rumani,Locale_NikkeEpisode:d_nikke_epinel_05_95,True,,1,14,1.0,,rumani,rumani,13,idle,,,,1,idle,,,,mary,15,idle,,
d_nikke_epinel_05_96,d_nikke_epinel_05,Speech,rumani,Locale_NikkeEpisode:d_nikke_epinel_05_96,True,,14,14,1.0,,rumani,,13,idle,,,,1,idle,,d_nikke_epinel_05_100,,,15,idle,,
d_nikke_epinel_05_97,d_nikke_epinel_05,Speech,mary,Locale_NikkeEpisode:d_nikke_epinel_05_97,True,,1,14,1.0,,mary,rumani,13,idle,,,,1,idle,,,,mary,15,idle,,
d_nikke_epinel_05_98,d_nikke_epinel_05,Speech,mary,Locale_NikkeEpisode:d_nikke_epinel_05_98,True,,14,14,1.0,,mary,,13,idle,,,,1,idle,,,,,15,idle,,
d_nikke_epinel_05_99,d_nikke_epinel_05,Speech,mary,Locale_NikkeEpisode:d_nikke_epinel_05_99,True,,14,14,1.0,,mary,,13,idle,,,,1,idle,,,,,15,idle,,
d_nikke_epinel_05_100,d_nikke_epinel_05,Speech,rumani,Locale_NikkeEpisode:d_nikke_epinel_05_100,True,,14,12,1.0,,rumani,,13,idle,,,,1,idle,,,,,15,idle,,
d_nikke_epinel_05_101,d_nikke_epinel_05,Speech,rumani,Locale_NikkeEpisode:d_nikke_epinel_05_101,True,,12,12,1.0,,rumani,,13,idle,,,,1,idle,,,,,15,idle,,
d_nikke_epinel_05_102,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_102,True,,12,12,1.0,,epinel,,13,idle,,,,1,delight,,,,,15,idle,,
d_nikke_epinel_05_103,d_nikke_epinel_05,Speech,mary,Locale_NikkeEpisode:d_nikke_epinel_05_103,True,,12,14,0.5,,mary,,13,idle,,,,1,delight,,,,,15,idle,,
d_nikke_epinel_05_104,d_nikke_epinel_05,Speech,mary,Locale_NikkeEpisode:d_nikke_epinel_05_104,True,,14,14,1.0,,mary,,13,idle,,,,1,delight,,,,,15,idle,,
d_nikke_epinel_05_105,d_nikke_epinel_05,Speech,mary,Locale_NikkeEpisode:d_nikke_epinel_05_105,True,,14,14,1.0,,mary,,13,idle,,,,1,delight,,,,,15,idle,,
d_nikke_epinel_05_106,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_106,True,,1,1,1.0,,epinel,,13,idle,,,,1,idle,,,,,15,idle,,
d_nikke_epinel_05_107,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_107,True,,1,1,1.0,,epinel,,13,idle,,,,1,idle,,,,,15,idle,,
d_nikke_epinel_05_108,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_108,True,,1,XS_10,1.0,bgm_story_impression,epinel,,13,idle,,,,1,shy,,,,,15,idle,,
d_nikke_epinel_05_109,d_nikke_epinel_05,Self,Self,Locale_NikkeEpisode:d_nikke_epinel_05_109,False,,XS_10,XS_10,1.0,,epinel,,13,idle,,,,1,shy,,,,,15,idle,,
d_nikke_epinel_05_110,d_nikke_epinel_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_epinel_05_110,False,Park,1,14,2.0,,,,13,idle,,,,1,shy,rumani,,epinel,,15,idle,mary,black
d_nikke_epinel_05_111,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_111,True,,14,14,1.0,,epinel,,,,,,epinel,14,idle,,,,,,,,
d_nikke_epinel_05_112,d_nikke_epinel_05,Choice,,Locale_NikkeEpisode:d_nikke_epinel_05_112,False,,14,14,1.0,,epinel,,,,,,,14,idle,,d_nikke_epinel_05_114,,,,,,
d_nikke_epinel_05_113,d_nikke_epinel_05,Choice,,Locale_NikkeEpisode:d_nikke_epinel_05_113,False,,14,14,1.0,,epinel,,,,,,,14,idle,,d_nikke_epinel_05_120,,,,,,
d_nikke_epinel_05_114,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_114,True,,14,1,1.0,,epinel,,,,,Low_2,,14,delight,,,,,,,,
d_nikke_epinel_05_115,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_115,True,,1,1,1.0,,epinel,,,,,,,1,delight,,,,,,,,
d_nikke_epinel_05_116,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_116,True,,1,1,1.0,,epinel,,,,,,,1,delight,,,,,,,,
d_nikke_epinel_05_117,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_117,True,,1,1,1.0,,epinel,,,,,,,1,delight,,,,,,,,
d_nikke_epinel_05_118,d_nikke_epinel_05,Self,Self,Locale_NikkeEpisode:d_nikke_epinel_05_118,False,,1,1,1.0,,epinel,,,,,,,1,delight,,,,,,,,
d_nikke_epinel_05_119,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_119,True,,1,1,1.0,,epinel,,,,,,,1,think,,d_nikke_epinel_05_125,,,,,,
d_nikke_epinel_05_120,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_120,True,,14,1,1.0,,epinel,,,,sfx_scn_skateboarding,,,14,idle,,,,,,,,
d_nikke_epinel_05_121,d_nikke_epinel_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_epinel_05_121,False,,1,1,1.0,,epinel,,,,sfx_scn_trip,Low_2,,14,idle,,,,,,,,
d_nikke_epinel_05_122,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_122,True,,1,1,1.0,,epinel,,,,,,,1,delight,,,,,,,,
d_nikke_epinel_05_123,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_123,True,,1,1,1.0,,epinel,,,,,,,1,delight,,,,,,,,
d_nikke_epinel_05_124,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_124,True,,1,1,1.0,,epinel,,,,,,,1,think,,,,,,,,
d_nikke_epinel_05_125,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_125,True,,1,XS_10,1.0,,epinel,,,,,,,1,think,,,,,,,,
d_nikke_epinel_05_126,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_126,True,,XS_10,XS_10,1.0,,epinel,,,,,,,1,shy,,,,,,,,
d_nikke_epinel_05_127,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_127,True,,XS_10,XS_10,1.0,,epinel,,,,,,,1,shy,,,,,,,,
d_nikke_epinel_05_128,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_128,True,,XS_10,1,1.0,,epinel,,,,,,,1,idle,,,,,,,,
d_nikke_epinel_05_129,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_129,True,,1,1,1.0,,epinel,,,,,,,1,idle,,,,,,,,
d_nikke_epinel_05_130,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_130,True,,1,1,1.0,,epinel,,,,,,,1,idle,,,,,,,,
d_nikke_epinel_05_131,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_131,True,,1,XS_10,1.0,,epinel,,,,,,,1,idle,,,,,,,,
d_nikke_epinel_05_132,d_nikke_epinel_05,Speech,epinel,Locale_NikkeEpisode:d_nikke_epinel_05_132,True,,150,150,1.0,,epinel,,,,,,,1,idle,,,,,,,,
