id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,jump_target,set_camera_shake,set_filter_01,fade,conversation_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/show_char_id,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_nikke_exia_03_39,d_nikke_exia_03,Self,Locale_NikkeEpisode:d_nikke_exia_03_39,False,,10,10,1.0,,,exia,,,,,,,1,delight,,,,,,,,,,
d_nikke_exia_03_40,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_40,False,,10,40,1.0,sfx_scn_cat,,unknown,unknown,,,,,,1,delight,,,,,,,,,,
d_nikke_exia_03_41,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_41,False,,40,40,1.0,,,exia,exia,,,,,,1,good,,,,,,,,,,
d_nikke_exia_03_42,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_42,True,,40,40,1.0,,,exia,exia,,,,,,4,good,,,,,,,,,,
d_nikke_exia_03_43,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_43,True,,40,40,1.0,,,exia,exia,,,,,,4,good,,,,,,,,,,
d_nikke_exia_03_44,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_44,True,,40,40,1.0,,,exia,exia,,,,,,4,good,,,,,,,,,,
d_nikke_exia_03_45,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_45,True,,40,40,1.0,,,exia,exia,,,,,,4,surprise,,,,,,,,,,
d_nikke_exia_03_46,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_46,True,,40,40,1.0,,,exia,exia,,,,,,4,idle,,,,,,,,,,
d_nikke_exia_03_47,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_47,True,,40,40,1.0,,,exia,exia,,,,,,4,idle,,,,,,,,,,
d_nikke_exia_03_48,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_48,True,,40,40,1.0,,,exia,exia,,,,,,4,idle,,,,,,,,,,
d_nikke_exia_03_49,d_nikke_exia_03,Choice,Locale_NikkeEpisode:d_nikke_exia_03_49,False,,40,40,1.0,,,exia,,d_nikke_exia_03_51,,,,,4,idle,,,,,,,,,,
d_nikke_exia_03_50,d_nikke_exia_03,Choice,Locale_NikkeEpisode:d_nikke_exia_03_50,False,,40,40,1.0,,,exia,,d_nikke_exia_03_51,,,,,4,idle,,,,,,,,,,
d_nikke_exia_03_51,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_51,True,,40,40,1.0,,,exia,exia,,,,,,4,idle,,,,,,,,,,
d_nikke_exia_03_52,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_52,True,,40,S_400,0.3,,,exia,exia,,,,,,4,idle,,,,,,,,,,
d_nikke_exia_03_53,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_53,True,,S_400,S_400,1.0,,,exia,exia,,,,,,4,idle,,,,,,,,,,
d_nikke_exia_03_54,d_nikke_exia_03,Narration,Locale_NikkeEpisode:d_nikke_exia_03_54,False,,1,1,1.0,sfx_scn_rampage,none,exia,,,Low_2,,,,4,idle,,,,,,,,,,
d_nikke_exia_03_55,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_55,True,,1,1,1.0,,,,unknown,,,,,,4,idle,,,,,,,,,,
d_nikke_exia_03_56,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_56,True,,1,1,1.0,,,,unknown,,,,,,4,idle,,,,,,,,,,
d_nikke_exia_03_57,d_nikke_exia_03,Narration,Locale_NikkeEpisode:d_nikke_exia_03_57,False,,1,1,1.0,sfx_scn_smash,,,,,Low_2,,,,4,idle,,,,,,,,,,
d_nikke_exia_03_58,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_58,False,,1,S_140,0.3,,,miranda,miranda,,,,,,4,idle,,,miranda,14,idle,,,,,
d_nikke_exia_03_59,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_59,False,,S_140,15,1.0,,bgm_story_herecomestrouble,poli,poli,,,,,,4,idle,,,,14,idle,,poli,16,idle,
d_nikke_exia_03_60,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_60,False,,15,4,0.3,,,exia,exia,,,,,,4,idle,,,,14,idle,,,16,idle,
d_nikke_exia_03_61,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_61,False,,4,4,0.3,sfx_scn_cat,,exia,cat,,,,,,4,idle,,,,14,idle,,,16,idle,
d_nikke_exia_03_62,d_nikke_exia_03,Choice,Locale_NikkeEpisode:d_nikke_exia_03_62,False,,4,4,1.0,,,exia,,d_nikke_exia_03_64,,,,,4,idle,,,,14,idle,,,16,idle,
d_nikke_exia_03_63,d_nikke_exia_03,Choice,Locale_NikkeEpisode:d_nikke_exia_03_63,False,,4,4,1.0,,,exia,,d_nikke_exia_03_64,,,,,4,idle,,,,14,idle,,,16,idle,
d_nikke_exia_03_64,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_64,True,,4,4,1.0,,,exia,exia,,,,,,4,idle,,,,14,idle,,,16,idle,
d_nikke_exia_03_65,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_65,True,,4,40,1.0,,,exia,exia,,,,,,4,sad,,,,14,idle,,,16,idle,
d_nikke_exia_03_66,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_66,True,,40,40,1.0,,,exia,exia,,,,,,4,sad,,,,14,idle,,,16,idle,
d_nikke_exia_03_67,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_67,True,,15,15,0.5,,,poli,poli,,,,,,4,sad,,,,14,idle,,,16,idle,
d_nikke_exia_03_68,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_68,True,,15,15,1.0,,,poli,poli,,,,,,4,sad,,,,14,idle,,,16,idle,
d_nikke_exia_03_69,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_69,True,,15,15,1.0,,,poli,poli,,,,,,4,sad,,,,14,idle,,,16,idle,
d_nikke_exia_03_70,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_70,True,,15,15,1.0,,,poli,poli,,,,,,4,sad,,,,14,idle,,,16,idle,
d_nikke_exia_03_71,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_71,True,,15,15,0.5,,,miranda,miranda,,,,,,4,idle,,,,14,idle,,,16,idle,
d_nikke_exia_03_72,d_nikke_exia_03,Narration,Locale_NikkeEpisode:d_nikke_exia_03_72,False,,15,15,1.0,sfx_scn_chain,,miranda,,,,,,,4,idle,,,,14,idle,,,16,idle,
d_nikke_exia_03_73,d_nikke_exia_03,Self,Locale_NikkeEpisode:d_nikke_exia_03_73,False,,15,15,1.0,,,miranda,,,,,,,4,idle,,,,14,idle,,,16,idle,
d_nikke_exia_03_74,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_74,True,,15,S_140,1.0,,,miranda,miranda,,,,,,4,idle,,,,14,idle,,,16,idle,
d_nikke_exia_03_75,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_75,True,,S_140,S_1400,1.0,sfx_scn_handcuffs,,miranda,miranda,,,,,,4,idle,,,,14,idle,,,16,idle,
d_nikke_exia_03_76,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_76,True,,S_1400,40,0.5,,,exia,exia,,,,,,4,idle,,,,14,idle,,,16,idle,
d_nikke_exia_03_77,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_77,True,,40,40,1.0,,,exia,exia,,,,,,4,idle,,,,14,idle,,,16,idle,
d_nikke_exia_03_78,d_nikke_exia_03,Narration,Locale_NikkeEpisode:d_nikke_exia_03_78,False,none,black,black,1.0,sfx_scn_policesignal,none,,,,,,,,12,idle,,,,14,idle,miranda,,16,idle,
d_nikke_exia_03_79,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_79,True,Police,12,12,1.5,,bgm_story_epicjazzymoods,policeman01,policeman01,,,,black,,12,idle,,,,,,,,16,idle,
d_nikke_exia_03_80,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_80,True,,12,12,1.0,,,policeman01,policeman01,,,,,,12,idle,,,,,,,,16,idle,
d_nikke_exia_03_81,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_81,False,,12,12,1.0,,,exia,exia,,,,,,1,idle,,,,,,,,16,idle,
d_nikke_exia_03_82,d_nikke_exia_03,Self,Locale_NikkeEpisode:d_nikke_exia_03_82,False,,12,1,1.0,,,exia,,,,,,,1,idle,,,miranda,14,idle,,,16,idle,
d_nikke_exia_03_83,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_83,True,,140,140,1.0,,,miranda,miranda,,,,,,1,idle,,,,14,idle,,,16,idle,
d_nikke_exia_03_84,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_84,True,,140,140,1.0,,,miranda,miranda,,,,,,1,idle,,,,14,idle,,,16,idle,
d_nikke_exia_03_85,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_85,True,,140,140,1.0,,,miranda,miranda,,,,,,1,idle,,,,14,idle,,,16,idle,
d_nikke_exia_03_86,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_86,True,,140,10,2.0,,,policeman01,policeman01,,,,,,1,idle,,,,14,idle,,,16,idle,
d_nikke_exia_03_87,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_87,False,,10,10,1.0,,,exia,exia,,,,,,1,idle,,,,14,idle,,,16,idle,
d_nikke_exia_03_88,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_88,False,,10,10,1.0,,,exia,policeman01,,,,,,1,idle,,,,14,idle,,,16,idle,
d_nikke_exia_03_89,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_89,False,,10,10,1.0,,,exia,exia,,,,,,1,sad,,,,14,idle,,,16,idle,
d_nikke_exia_03_90,d_nikke_exia_03,Narration,Locale_NikkeEpisode:d_nikke_exia_03_90,False,,10,10,1.0,,,exia,,,,,,,1,sad,,,,14,idle,,,16,idle,
d_nikke_exia_03_91,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_91,False,,10,10,1.0,,,exia,policeman01,,,,,,1,sad,,,,14,idle,,,16,idle,
d_nikke_exia_03_92,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_92,False,,10,10,1.0,,,exia,policeman01,,,,,,1,sad,,,,14,idle,,,16,idle,
d_nikke_exia_03_93,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_93,True,,10,1,1.0,,,exia,exia,,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_94,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_94,False,,1,1,1.0,,,exia,policeman01,,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_95,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_95,True,,1,1,1.0,,,exia,exia,,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_96,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_96,False,,1,1,1.0,,,exia,policeman01,,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_97,d_nikke_exia_03,Choice,Locale_NikkeEpisode:d_nikke_exia_03_97,False,,1,1,1.0,,,exia,,d_nikke_exia_03_99,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_98,d_nikke_exia_03,Choice,Locale_NikkeEpisode:d_nikke_exia_03_98,False,,1,1,1.0,,,exia,,d_nikke_exia_03_109,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_99,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_99,False,,1,1,1.0,,,exia,policeman01,,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_100,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_100,False,,1,1,1.0,,,exia,policeman01,,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_101,d_nikke_exia_03,Choice,Locale_NikkeEpisode:d_nikke_exia_03_101,False,,1,1,1.0,,,exia,,d_nikke_exia_03_103,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_102,d_nikke_exia_03,Choice,Locale_NikkeEpisode:d_nikke_exia_03_102,False,,1,1,1.0,,,exia,,d_nikke_exia_03_106,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_103,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_103,False,,1,1,1.0,,,exia,policeman01,,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_104,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_104,False,,1,1,1.0,,,exia,policeman01,,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_105,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_105,False,,1,1,1.0,,,exia,policeman01,d_nikke_exia_03_111,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_106,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_106,False,,1,1,1.0,,,exia,policeman01,,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_107,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_107,False,,1,1,1.0,,,exia,policeman01,,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_108,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_108,False,,1,1,1.0,,,exia,policeman01,d_nikke_exia_03_111,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_109,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_109,False,,1,1,1.0,,,exia,policeman01,,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_110,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_110,False,,1,1,1.0,,,exia,policeman01,d_nikke_exia_03_111,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_111,d_nikke_exia_03,Narration,Locale_NikkeEpisode:d_nikke_exia_03_111,False,,black,black,1.0,,,exia,,,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_112,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_112,True,,1,1,1.0,,,exia,exia,,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_113,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_113,True,,1,10,1.0,,,exia,exia,,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_114,d_nikke_exia_03,Narration,Locale_NikkeEpisode:d_nikke_exia_03_114,False,,10,10,1.0,,,exia,,,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_115,d_nikke_exia_03,Self,Locale_NikkeEpisode:d_nikke_exia_03_115,False,,10,10,1.0,,,exia,,,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_116,d_nikke_exia_03,Narration,Locale_NikkeEpisode:d_nikke_exia_03_116,False,,10,10,1.0,sfx_scn_phonevibration,,exia,,,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_117,d_nikke_exia_03,Narration,Locale_NikkeEpisode:d_nikke_exia_03_117,False,,10,10,1.0,sfx_scn_phonevibration,,exia,,,,,,m_nikke_exia_03,1,"expression_0,shy2",,,,14,idle,,,16,idle,
d_nikke_exia_03_118,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_118,True,,1,4,2.0,,,policeman01,policeman01,,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_119,d_nikke_exia_03,Choice,Locale_NikkeEpisode:d_nikke_exia_03_119,False,,4,4,1.0,,,,,d_nikke_exia_03_121,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_120,d_nikke_exia_03,Choice,Locale_NikkeEpisode:d_nikke_exia_03_120,False,,4,4,1.0,,,,,d_nikke_exia_03_122,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_121,d_nikke_exia_03,Narration,Locale_NikkeEpisode:d_nikke_exia_03_121,False,,4,4,1.0,,,,,d_nikke_exia_03_123,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_122,d_nikke_exia_03,Narration,Locale_NikkeEpisode:d_nikke_exia_03_122,False,,4,4,1.0,,,,,d_nikke_exia_03_123,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_123,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_123,True,,4,4,1.0,,,policeman01,policeman01,,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_124,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_124,True,,4,4,1.0,,,policeman01,policeman01,,,,,,1,shy2,,,,14,idle,,,16,idle,
d_nikke_exia_03_125,d_nikke_exia_03,Narration,Locale_NikkeEpisode:d_nikke_exia_03_125,False,Police,black,black,1.0,,,,,,,,,,1,shy2,,exia,,14,idle,,,16,idle,
d_nikke_exia_03_126,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_126,False,,1,1,1.0,,,policeman01,policeman01,,,,,,,,,,,14,idle,,,16,idle,
d_nikke_exia_03_127,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_127,True,,1,15,1.0,,,poli,poli,,,,,,,,,,,14,idle,,,16,idle,
d_nikke_exia_03_128,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_128,True,,15,15,1.0,,,poli,poli,,,,,,,,,,,14,idle,,,16,idle,
d_nikke_exia_03_129,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_129,True,,15,15,1.0,,,miranda,miranda,,,,,,,,,,,14,idle,,,16,idle,
d_nikke_exia_03_130,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_130,True,City,1,10,1.0,sfx_scn_autodooropen,bgm_story_backtonormal,exia,exia,,,,black,,1,delight,exia,,,14,idle,miranda,,16,idle,poli
d_nikke_exia_03_131,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_131,True,,10,10,1.0,,,exia,exia,,,,,,1,delight,,,,,,,,,,
d_nikke_exia_03_132,d_nikke_exia_03,Choice,Locale_NikkeEpisode:d_nikke_exia_03_132,False,,10,10,1.0,,,exia,,d_nikke_exia_03_134,,,,,1,delight,,,,,,,,,,
d_nikke_exia_03_133,d_nikke_exia_03,Choice,Locale_NikkeEpisode:d_nikke_exia_03_133,False,,10,10,1.0,,,exia,,d_nikke_exia_03_136,,,,,1,delight,,,,,,,,,,
d_nikke_exia_03_134,d_nikke_exia_03,Speech,Locale_NikkeEpisode:d_nikke_exia_03_134,True,,10,10,2.0,,,exia,exia,,,,,,1,idle,,,,,,,,,,
