id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,play_sound
d_nikke_ade_agentbunny_02_13,d_nikke_ade_agentbunny_02,Choice,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_13,False,,10,10,1.0,,,1,angry,d_nikke_ade_agentbunny_02_15,
d_nikke_ade_agentbunny_02_14,d_nikke_ade_agentbunny_02,Choice,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_14,False,,10,10,1.0,,,1,angry,d_nikke_ade_agentbunny_02_16,
d_nikke_ade_agentbunny_02_15,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_15,True,,10,10,1.0,,,1,angry,d_nikke_ade_agentbunny_02_17,
d_nikke_ade_agentbunny_02_16,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_16,True,,10,10,1.0,,,1,angry,d_nikke_ade_agentbunny_02_17,
d_nikke_ade_agentbunny_02_17,d_nikke_ade_agentbunny_02,Self,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_17,False,,10,10,1.0,,,1,angry,,
d_nikke_ade_agentbunny_02_18,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_18,True,,10,100,0.5,,,1,surprise2,,
d_nikke_ade_agentbunny_02_19,d_nikke_ade_agentbunny_02,Monologue,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_19,False,,100,100,1.0,,,1,surprise2,,
d_nikke_ade_agentbunny_02_20,d_nikke_ade_agentbunny_02,Self,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_20,False,,100,100,1.0,,,1,surprise2,,
d_nikke_ade_agentbunny_02_21,d_nikke_ade_agentbunny_02,Self,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_21,False,,100,100,1.0,,,1,surprise2,,
d_nikke_ade_agentbunny_02_22,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_22,True,,100,10,1.0,,,1,surprise2,,
d_nikke_ade_agentbunny_02_23,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_23,True,,10,10,1.0,,,1,shy2,,
d_nikke_ade_agentbunny_02_24,d_nikke_ade_agentbunny_02,Self,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_24,False,,10,10,1.0,,,1,shy2,,
d_nikke_ade_agentbunny_02_25,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_25,True,,10,10,1.0,,,1,surprise2,,
d_nikke_ade_agentbunny_02_26,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_26,True,,10,10,1.0,,,1,surprise2,,
d_nikke_ade_agentbunny_02_27,d_nikke_ade_agentbunny_02,Self,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_27,False,,10,10,1.0,,,1,surprise2,,
d_nikke_ade_agentbunny_02_28,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_28,True,,10,10,1.0,,,1,worry,,
d_nikke_ade_agentbunny_02_29,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_29,True,,10,10,1.0,,,1,worry,,
d_nikke_ade_agentbunny_02_30,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_30,True,,10,10,1.0,,,1,worry,,
d_nikke_ade_agentbunny_02_31,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_31,True,,10,10,1.0,,,1,worry,,
d_nikke_ade_agentbunny_02_32,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_32,True,,10,10,1.0,,,1,worry,,
d_nikke_ade_agentbunny_02_33,d_nikke_ade_agentbunny_02,Self,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_33,False,,10,10,1.0,,,1,worry,,
d_nikke_ade_agentbunny_02_34,d_nikke_ade_agentbunny_02,Self,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_34,False,,10,10,1.0,,,1,worry,,
d_nikke_ade_agentbunny_02_35,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_35,True,,10,10,1.0,,,1,worry,,
d_nikke_ade_agentbunny_02_36,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_36,True,,10,10,1.0,,,1,worry,,
d_nikke_ade_agentbunny_02_37,d_nikke_ade_agentbunny_02,Self,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_37,False,,10,10,1.0,,,1,worry,,
d_nikke_ade_agentbunny_02_38,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_38,True,,10,10,1.0,,,1,angry,,
d_nikke_ade_agentbunny_02_39,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_39,True,,10,10,1.0,,,1,angry,,
d_nikke_ade_agentbunny_02_40,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_40,True,,10,10,1.0,,,1,angry,,
d_nikke_ade_agentbunny_02_41,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_41,True,,10,10,1.0,,,1,angry,,
d_nikke_ade_agentbunny_02_42,d_nikke_ade_agentbunny_02,Monologue,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_42,False,,10,10,1.0,,,1,angry,,
d_nikke_ade_agentbunny_02_43,d_nikke_ade_agentbunny_02,Self,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_43,False,,10,10,1.0,none,,1,angry,,
d_nikke_ade_agentbunny_02_44,d_nikke_ade_agentbunny_02,Monologue,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_44,False,,10,100,1.5,,,1,angry,,sfx_scn_lightbutton
d_nikke_ade_agentbunny_02_45,d_nikke_ade_agentbunny_02,Monologue,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_45,False,,100,100,1.0,,,1,angry,,
d_nikke_ade_agentbunny_02_46,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_46,True,,100,100,1.0,bgm_inark,,1,worry,,
d_nikke_ade_agentbunny_02_47,d_nikke_ade_agentbunny_02,Self,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_47,False,,100,100,1.0,,,1,worry,,
d_nikke_ade_agentbunny_02_48,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_48,True,,100,100,1.0,,,1,worry,,
d_nikke_ade_agentbunny_02_49,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_49,True,,100,100,1.0,,,1,worry,,
d_nikke_ade_agentbunny_02_50,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_50,True,,100,100,1.0,,,1,worry,,
d_nikke_ade_agentbunny_02_51,d_nikke_ade_agentbunny_02,Self,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_51,False,,100,100,1.0,,,1,worry,,
d_nikke_ade_agentbunny_02_52,d_nikke_ade_agentbunny_02,Self,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_52,False,,100,100,1.0,,,1,worry,,
d_nikke_ade_agentbunny_02_53,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_53,True,,100,10,1.0,,,1,worry,,
d_nikke_ade_agentbunny_02_54,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_54,True,,10,10,1.0,,,1,worry,,
d_nikke_ade_agentbunny_02_55,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_55,True,,10,10,1.0,,,1,angry,,
d_nikke_ade_agentbunny_02_56,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_56,True,,10,10,1.0,,,1,angry,,
d_nikke_ade_agentbunny_02_57,d_nikke_ade_agentbunny_02,Self,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_57,False,,10,10,1.0,,,1,angry,,
d_nikke_ade_agentbunny_02_58,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_58,True,,10,10,1.0,,,1,angry,,
d_nikke_ade_agentbunny_02_59,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_59,True,,10,100,1.0,,,1,no,,
d_nikke_ade_agentbunny_02_60,d_nikke_ade_agentbunny_02,Self,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_60,False,,100,100,1.0,,,1,no,,
d_nikke_ade_agentbunny_02_61,d_nikke_ade_agentbunny_02,Self,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_61,False,,100,100,1.0,,,1,no,,
d_nikke_ade_agentbunny_02_62,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_62,True,,100,100,1.0,,,1,shy2,,
d_nikke_ade_agentbunny_02_63,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_63,True,,100,100,1.0,,,1,shy2,,
d_nikke_ade_agentbunny_02_64,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_64,True,,100,100,1.0,,,1,worry,,
d_nikke_ade_agentbunny_02_65,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_65,True,,100,100,1.0,,,1,worry,,
d_nikke_ade_agentbunny_02_66,d_nikke_ade_agentbunny_02,Self,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_66,False,,100,100,1.0,,,1,worry,,
d_nikke_ade_agentbunny_02_67,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_67,True,,100,10,1.5,,,1,surprise,,
d_nikke_ade_agentbunny_02_68,d_nikke_ade_agentbunny_02,Self,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_68,False,,10,10,1.0,,,1,surprise,,
d_nikke_ade_agentbunny_02_69,d_nikke_ade_agentbunny_02,Self,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_69,False,,10,10,1.0,,,1,surprise,,
d_nikke_ade_agentbunny_02_70,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_70,True,,10,10,1.0,,,1,surprise,,
d_nikke_ade_agentbunny_02_71,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_71,True,,10,10,1.0,,,1,surprise,,
d_nikke_ade_agentbunny_02_72,d_nikke_ade_agentbunny_02,Self,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_72,False,,10,10,1.0,,,1,surprise,,
d_nikke_ade_agentbunny_02_73,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_73,True,,10,10,1.0,,,1,angry,,
d_nikke_ade_agentbunny_02_74,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_74,True,,10,10,1.0,,,1,idle,,
d_nikke_ade_agentbunny_02_75,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_75,True,,10,10,1.0,,,1,idle,,
d_nikke_ade_agentbunny_02_76,d_nikke_ade_agentbunny_02,Self,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_76,False,,10,10,1.0,,,1,idle,,
d_nikke_ade_agentbunny_02_77,d_nikke_ade_agentbunny_02,Self,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_77,False,,10,10,1.0,,,1,idle,,
d_nikke_ade_agentbunny_02_78,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_78,True,,10,10,1.0,,,1,surprise,,
d_nikke_ade_agentbunny_02_79,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_79,True,,10,100,1.0,,,1,surprise,,
d_nikke_ade_agentbunny_02_80,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_80,True,,100,100,1.0,,,1,idle,,
d_nikke_ade_agentbunny_02_81,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_81,True,,100,100,1.0,,,1,idle,,
d_nikke_ade_agentbunny_02_82,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_82,True,,100,100,1.0,,,1,idle,,
d_nikke_ade_agentbunny_02_83,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_83,True,,100,100,1.0,,,1,idle,,
d_nikke_ade_agentbunny_02_84,d_nikke_ade_agentbunny_02,Self,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_84,False,,100,100,1.0,,,1,idle,,
d_nikke_ade_agentbunny_02_85,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_85,True,,100,10,1.0,,,1,idle,,
d_nikke_ade_agentbunny_02_86,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_86,True,,10,10,1.0,,,1,idle,,
d_nikke_ade_agentbunny_02_87,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_87,True,,10,10,1.0,,,1,idle,,
d_nikke_ade_agentbunny_02_88,d_nikke_ade_agentbunny_02,Self,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_88,False,,10,10,1.0,,,1,idle,,
d_nikke_ade_agentbunny_02_89,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_89,True,,10,10,1.0,,,1,surprise,,
d_nikke_ade_agentbunny_02_90,d_nikke_ade_agentbunny_02,Self,ade_b,,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_90,False,,10,10,1.0,,,1,surprise,,
d_nikke_ade_agentbunny_02_91,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_91,True,,10,100,0.5,,,1,surprise2,,
d_nikke_ade_agentbunny_02_92,d_nikke_ade_agentbunny_02,Speech,ade_b,ade_b,Locale_NikkeEpisode:d_nikke_ade_agentbunny_02_92,True,,100,100,1.0,,,1,surprise2,,
