id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/hide_char_id,characters/0/hide_char_id,jump_target
d_nikke_marian_p_01_25,d_nikke_marian_p_01,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_01_25,True,,1,idle,,3,surprise,,5,delight,,7,idle,,53,53,1.0,,,,
d_nikke_marian_p_01_26,d_nikke_marian_p_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_01_26,True,,1,idle,,3,surprise,,5,delight,,7,idle,,53,53,1.0,,,,
d_nikke_marian_p_01_27,d_nikke_marian_p_01,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_01_27,True,,1,idle,,3,surprise,,5,delight,,7,idle,,53,53,1.0,,,,
d_nikke_marian_p_01_28,d_nikke_marian_p_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_01_28,True,,1,idle,,3,surprise,,5,idle,,7,idle,,50,50,1.0,,,,
d_nikke_marian_p_01_29,d_nikke_marian_p_01,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_01_29,True,,1,idle,,3,idle,,5,idle,,7,idle,,30,30,1.0,,,,
d_nikke_marian_p_01_30,d_nikke_marian_p_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_01_30,True,,1,idle,,3,idle,,5,angry,,7,idle,,500,500,1.0,,,,
d_nikke_marian_p_01_31,d_nikke_marian_p_01,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_01_31,True,,1,idle,,3,idle,,5,angry,,7,idle,,300,300,1.0,,,,
d_nikke_marian_p_01_32,d_nikke_marian_p_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_01_32,True,,1,idle,,3,idle,,5,angry,,7,idle,,500,500,1.0,,,,
d_nikke_marian_p_01_33,d_nikke_marian_p_01,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_01_33,True,,1,idle,,3,idle,,5,angry,,7,idle,,300,300,1.0,,,,
d_nikke_marian_p_01_34,d_nikke_marian_p_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_01_34,True,,1,idle,,3,idle,,5,angry,,7,idle,,500,500,1.0,,,,
d_nikke_marian_p_01_35,d_nikke_marian_p_01,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_01_35,True,,1,idle,,3,idle,,5,angry,,7,idle,,300,300,1.0,,,,
d_nikke_marian_p_01_36,d_nikke_marian_p_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_01_36,True,,1,idle,,3,idle,,5,delight,,7,idle,,50,500,0.2,,,,
d_nikke_marian_p_01_37,d_nikke_marian_p_01,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_01_37,True,,1,idle,,3,delight,,5,delight,,7,idle,,30,300,0.2,,,,
d_nikke_marian_p_01_38,d_nikke_marian_p_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_01_38,True,,1,idle,,3,delight,,5,angry,,7,idle,,50,500,0.2,,,,
d_nikke_marian_p_01_39,d_nikke_marian_p_01,Monologue,anis,,Locale_NikkeEpisode:d_nikke_marian_p_01_39,False,,1,idle,,3,idle,,5,angry,,7,idle,,53,53,1.0,,anis,,
d_nikke_marian_p_01_40,d_nikke_marian_p_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_01_40,True,,1,idle,,3,idle,,,,,7,idle,,53,31,1.0,,,,
d_nikke_marian_p_01_41,d_nikke_marian_p_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_01_41,True,,1,delight,,3,idle,,,,,7,idle,,31,31,1.0,,,,
d_nikke_marian_p_01_42,d_nikke_marian_p_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_01_42,True,,1,delight,,3,idle,,,,,7,idle,,31,1,1.0,,,,
d_nikke_marian_p_01_43,d_nikke_marian_p_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_01_43,True,,1,delight,,3,idle,,,,,7,idle,,1,1,1.0,,,,
d_nikke_marian_p_01_44,d_nikke_marian_p_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_01_44,False,,1,delight,,3,idle,,,,,7,idle,,1,1,1.0,,,,
d_nikke_marian_p_01_45,d_nikke_marian_p_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_01_45,True,,1,delight,,3,idle,,,,,7,idle,,1,1,1.0,,,,
d_nikke_marian_p_01_46,d_nikke_marian_p_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_01_46,True,,1,no,,3,idle,,,,,7,idle,,1,S_10,0.2,,,,
d_nikke_marian_p_01_47,d_nikke_marian_p_01,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_01_47,True,,1,no,,3,delight,,,,,7,idle,,3,30,0.2,,,,
d_nikke_marian_p_01_48,d_nikke_marian_p_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_01_48,False,,1,surprise,,3,delight,,,,,7,idle,,S_100,S_100,1.0,,,,
d_nikke_marian_p_01_49,d_nikke_marian_p_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_01_49,False,,1,surprise,,3,delight,,,,,7,no,,700,700,1.0,,,,
d_nikke_marian_p_01_50,d_nikke_marian_p_01,Self,rapi,,Locale_NikkeEpisode:d_nikke_marian_p_01_50,False,,1,surprise,,3,delight,,,,,7,no,,700,700,1.0,,,,
d_nikke_marian_p_01_51,d_nikke_marian_p_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_01_51,True,,1,no,,3,delight,,,,,7,idle,,31,31,1.0,,,,
d_nikke_marian_p_01_52,d_nikke_marian_p_01,Narration,neon,,Locale_NikkeEpisode:d_nikke_marian_p_01_52,False,,1,no,,3,delight,,,,,7,idle,,31,31,1.0,,,,
d_nikke_marian_p_01_53,d_nikke_marian_p_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_01_53,True,,1,idle,,3,delight,,,,,7,idle,,31,31,1.0,,,,
d_nikke_marian_p_01_54,d_nikke_marian_p_01,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_01_54,True,,1,idle,,3,delight,,,,,7,idle,,31,31,1.0,,,,
d_nikke_marian_p_01_55,d_nikke_marian_p_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_01_55,True,,1,delight,,3,delight,,,,,7,idle,,31,31,1.0,,,,
d_nikke_marian_p_01_56,d_nikke_marian_p_01,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_01_56,True,,1,delight,,3,delight,,,,,7,idle,,31,31,1.0,,,,
d_nikke_marian_p_01_57,d_nikke_marian_p_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_01_57,False,,1,no,,3,delight,,,,,7,idle,,31,31,1.0,,,,
d_nikke_marian_p_01_58,d_nikke_marian_p_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_01_58,True,,1,idle,,3,delight,,,,,7,idle,,S_10,S_10,1.0,,,,
d_nikke_marian_p_01_59,d_nikke_marian_p_01,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_01_59,True,,1,idle,,3,delight,,,,,7,idle,,30,30,1.0,,,,
d_nikke_marian_p_01_60,d_nikke_marian_p_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_01_60,True,,1,idle,,3,delight,,,,,7,idle,,30,S_10,1.0,,,,
d_nikke_marian_p_01_61,d_nikke_marian_p_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_01_61,True,,1,idle,,3,delight,,,,,7,idle,,S_10,S_100,2.0,,,,
d_nikke_marian_p_01_62,d_nikke_marian_p_01,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_01_62,True,,1,idle,,3,delight,,,,,7,idle,,30,300,2.0,,,,
d_nikke_marian_p_01_63,d_nikke_marian_p_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_01_63,False,,1,no,,3,delight,,,,,7,idle,,S_100,S_100,1.0,,,,
d_nikke_marian_p_01_64,d_nikke_marian_p_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_01_64,True,,1,no,,3,delight,,,,,7,idle,,31,31,1.0,,,,
d_nikke_marian_p_01_65,d_nikke_marian_p_01,Monologue,neon,,Locale_NikkeEpisode:d_nikke_marian_p_01_65,False,,1,no,,3,delight,,,,,7,idle,,31,31,1.0,,,neon,
d_nikke_marian_p_01_66,d_nikke_marian_p_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_01_66,False,,,,,3,idle,,,,,7,idle,,31,7,1.0,,,,
d_nikke_marian_p_01_67,d_nikke_marian_p_01,Self,rapi,,Locale_NikkeEpisode:d_nikke_marian_p_01_67,False,,,,,3,idle,,,,,7,idle,,7,7,1.0,,,,
d_nikke_marian_p_01_68,d_nikke_marian_p_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_01_68,True,,,,,3,idle,,,,,7,no,,7,7,1.0,,,,
d_nikke_marian_p_01_69,d_nikke_marian_p_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_01_69,True,,,,,3,idle,,,,,7,no,,7,7,1.0,,,,
d_nikke_marian_p_01_70,d_nikke_marian_p_01,Self,rapi,,Locale_NikkeEpisode:d_nikke_marian_p_01_70,False,,,,,3,idle,,,,,7,idle,,7,3,1.0,,,,
d_nikke_marian_p_01_71,d_nikke_marian_p_01,Choice,rapi,,Locale_NikkeEpisode:d_nikke_marian_p_01_71,False,,,,,3,idle,,,,,7,idle,,3,3,1.0,,,,d_nikke_marian_p_01_73
d_nikke_marian_p_01_72,d_nikke_marian_p_01,Choice,rapi,,Locale_NikkeEpisode:d_nikke_marian_p_01_72,False,,,,,3,idle,,,,,7,idle,,3,3,1.0,,,,d_nikke_marian_p_01_73
d_nikke_marian_p_01_73,d_nikke_marian_p_01,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_01_73,True,,,,,3,delight,,,,,7,idle,,3,30,1.0,,,,
d_nikke_marian_p_01_74,d_nikke_marian_p_01,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_01_74,True,,,,,3,delight,,,,,7,idle,,30,30,1.0,,,,
d_nikke_marian_p_01_75,d_nikke_marian_p_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_01_75,False,,,,,3,delight,,,,,7,no,,30,70,1.0,,,,
d_nikke_marian_p_01_76,d_nikke_marian_p_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_01_76,True,,,,,3,idle,,,,,7,no,,70,70,1.0,,,,
d_nikke_marian_p_01_77,d_nikke_marian_p_01,Self,rapi,,Locale_NikkeEpisode:d_nikke_marian_p_01_77,False,,,,,3,idle,,,,,7,idle,,70,70,1.0,,,,
d_nikke_marian_p_01_78,d_nikke_marian_p_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_01_78,True,neon,1,idle,,3,idle,anis,5,void,,7,idle,,5,5,1.0,,,,
d_nikke_marian_p_01_79,d_nikke_marian_p_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_01_79,True,,1,idle,,3,idle,,5,void,,7,idle,,1,1,1.0,,,,
d_nikke_marian_p_01_80,d_nikke_marian_p_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_01_80,False,,1,idle,,3,idle,,5,void,,7,idle,,7,7,1.0,,,,
d_nikke_marian_p_01_81,d_nikke_marian_p_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_01_81,True,,1,idle,,3,idle,,5,void,,7,idle,,7,70,1.0,,,,
d_nikke_marian_p_01_82,d_nikke_marian_p_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_01_82,True,,1,idle,,3,idle,,5,void,,7,idle,,70,70,1.0,,,,
d_nikke_marian_p_01_83,d_nikke_marian_p_01,Self,rapi,,Locale_NikkeEpisode:d_nikke_marian_p_01_83,False,,1,idle,,3,idle,,5,void,,7,idle,,70,70,1.0,,,,
d_nikke_marian_p_01_84,d_nikke_marian_p_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_01_84,True,,1,idle,,3,idle,,5,void,,7,idle,,50,50,1.0,,,,
d_nikke_marian_p_01_85,d_nikke_marian_p_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_01_85,True,,1,idle,,3,idle,,5,void,,7,idle,,70,70,1.0,,,,
d_nikke_marian_p_01_86,d_nikke_marian_p_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_01_86,True,,1,idle,,3,idle,,5,void,,7,idle,,70,70,1.0,,,,
d_nikke_marian_p_01_87,d_nikke_marian_p_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_01_87,True,,1,idle,,3,idle,,5,void,,7,idle,,70,70,1.0,,,,
d_nikke_marian_p_01_88,d_nikke_marian_p_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_01_88,True,,1,idle,,3,idle,,5,void,,7,idle,,50,50,1.0,,,,
d_nikke_marian_p_01_89,d_nikke_marian_p_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_01_89,True,,1,idle,,3,idle,,5,void,,7,idle,,70,70,1.0,,,,
d_nikke_marian_p_01_90,d_nikke_marian_p_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_01_90,True,,1,idle,,3,idle,,5,void,,7,idle,,50,50,1.0,,,,
d_nikke_marian_p_01_91,d_nikke_marian_p_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_01_91,True,,1,idle,,3,idle,,5,void,,7,idle,,70,70,1.0,,,,
d_nikke_marian_p_01_92,d_nikke_marian_p_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_01_92,True,,1,idle,,3,idle,,5,void,,7,idle,,70,70,1.0,,,,
d_nikke_marian_p_01_93,d_nikke_marian_p_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_01_93,True,,1,idle,,3,idle,,5,void,,7,idle,,50,50,1.0,,,,
d_nikke_marian_p_01_94,d_nikke_marian_p_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_01_94,True,,1,idle,,3,idle,,5,sad,,7,idle,,50,500,2.0,,,,
d_nikke_marian_p_01_95,d_nikke_marian_p_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_01_95,True,,1,idle,,3,idle,,5,sad,,7,idle,,70,70,1.0,,,,
d_nikke_marian_p_01_96,d_nikke_marian_p_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_01_96,True,,1,idle,,3,idle,,5,sad,,7,idle,,70,70,1.0,,,,
d_nikke_marian_p_01_97,d_nikke_marian_p_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_01_97,True,,1,idle,,3,idle,,5,sad,,7,think,,70,700,2.0,,,,
d_nikke_marian_p_01_98,d_nikke_marian_p_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_01_98,True,,1,idle,,3,idle,,5,void,,7,think,,500,500,1.0,,,,
d_nikke_marian_p_01_99,d_nikke_marian_p_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_01_99,True,,1,idle,,3,idle,,5,void,,7,think,,700,700,1.0,,,,
d_nikke_marian_p_01_100,d_nikke_marian_p_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_01_100,True,,1,idle,,3,idle,,5,idle,,7,think,,5,5,1.0,,,,
d_nikke_marian_p_01_101,d_nikke_marian_p_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_01_101,True,,1,idle,,3,idle,,5,delight,,7,idle,,5,5,1.0,,,,
d_nikke_marian_p_01_102,d_nikke_marian_p_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_01_102,True,,1,no,,3,idle,,5,delight,,7,idle,,1,1,1.0,,,,
d_nikke_marian_p_01_103,d_nikke_marian_p_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_01_103,True,,1,no,,3,idle,,5,idle,,7,idle,,7,7,1.0,,,,
d_nikke_marian_p_01_104,d_nikke_marian_p_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_01_104,True,,1,worry,,3,idle,,5,idle,,7,idle,,1,1,1.0,,,,
d_nikke_marian_p_01_105,d_nikke_marian_p_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_01_105,True,,1,surprise,,3,idle,,5,idle,,7,idle,,1,S_100,0.5,,,,
d_nikke_marian_p_01_106,d_nikke_marian_p_01,Self,neon,,Locale_NikkeEpisode:d_nikke_marian_p_01_106,False,,1,surprise,,3,idle,,5,idle,,7,idle,,S_100,S_100,1.0,,,,
d_nikke_marian_p_01_107,d_nikke_marian_p_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_01_107,False,,1,surprise,,3,idle,,5,void,,7,idle,,S_100,S_10,1.0,,,,
d_nikke_marian_p_01_108,d_nikke_marian_p_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_01_108,False,,1,surprise,,3,idle,,5,void,,7,idle,,50,50,1.0,,,,
d_nikke_marian_p_01_109,d_nikke_marian_p_01,Self,anis,,Locale_NikkeEpisode:d_nikke_marian_p_01_109,False,,1,surprise,,3,idle,,5,void,,7,idle,,50,50,1.0,,,,
d_nikke_marian_p_01_110,d_nikke_marian_p_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_01_110,True,,1,surprise,,3,idle,,5,void,,7,idle,,S_10,S_10,1.0,,,,
d_nikke_marian_p_01_111,d_nikke_marian_p_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_01_111,True,,1,surprise,,3,idle,,5,void,,7,idle,,50,50,1.0,,,,
d_nikke_marian_p_01_112,d_nikke_marian_p_01,Self,anis,,Locale_NikkeEpisode:d_nikke_marian_p_01_112,False,,1,surprise,,3,idle,,5,void,,7,idle,,50,50,1.0,,,,
d_nikke_marian_p_01_113,d_nikke_marian_p_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_01_113,True,,1,surprise,,3,idle,,5,void,,7,idle,,S_10,S_10,1.0,,,,
d_nikke_marian_p_01_114,d_nikke_marian_p_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_01_114,False,,1,surprise,,3,idle,,5,no,,7,idle,,50,50,1.0,,,,
d_nikke_marian_p_01_115,d_nikke_marian_p_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_01_115,True,,1,surprise,,3,idle,,5,void,,7,idle,,50,50,1.0,,,,
d_nikke_marian_p_01_116,d_nikke_marian_p_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_01_116,True,,1,surprise,,3,idle,,5,void,,7,idle,,70,70,1.0,,,,
d_nikke_marian_p_01_117,d_nikke_marian_p_01,Self,rapi,,Locale_NikkeEpisode:d_nikke_marian_p_01_117,False,,1,surprise,,3,idle,,5,void,,7,idle,,70,70,1.0,,,,
d_nikke_marian_p_01_118,d_nikke_marian_p_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_01_118,True,,1,surprise,,3,idle,,5,void,,7,idle,,70,70,1.0,,,,
