id,group_id,speech_window,scenario_localkey,play_lipSync,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,speaker,set_background,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_camera_shake,characters/0/hide_char_id,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,set_filter_01
d_nikke_trina_01_27,d_nikke_trina_01,Monologue,Locale_NikkeEpisode:d_nikke_trina_01_27,False,L_130,L_130,1.0,,,,,trina,,13,idle,,,,,,,,,,,
d_nikke_trina_01_28,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_28,True,L_130,L_130,1.0,,,trina,,trina,,13,think2,,,,,,,,,,,
d_nikke_trina_01_29,d_nikke_trina_01,Self,Locale_NikkeEpisode:d_nikke_trina_01_29,False,black,black,1.0,,,,,trina,,13,think2,,,,,,,,,,,
d_nikke_trina_01_30,d_nikke_trina_01,Monologue,Locale_NikkeEpisode:d_nikke_trina_01_30,False,black,black,1.0,none,,,,trina,,13,think2,,,,,,,,,,,
d_nikke_trina_01_31,d_nikke_trina_01,Monologue,Locale_NikkeEpisode:d_nikke_trina_01_31,False,black,black,1.0,,,,WingOfVictory,trina,,13,think2,,trina,,,,,,,,,
d_nikke_trina_01_32,d_nikke_trina_01,Monologue,Locale_NikkeEpisode:d_nikke_trina_01_32,False,2,2,1.0,bgm_story_tuffguys,,,,,,,,,,black,,,,,,,,
d_nikke_trina_01_33,d_nikke_trina_01,Monologue,Locale_NikkeEpisode:d_nikke_trina_01_33,False,2,2,1.0,,,,,,,,,,,,,,,,,,,
d_nikke_trina_01_34,d_nikke_trina_01,Narration,Locale_NikkeEpisode:d_nikke_trina_01_34,False,black,black,1.0,,sfx_scn_autodooropen,,Police,poli,trina,13,idle,,,,poli,3,idle,miranda,1,idle,,
d_nikke_trina_01_35,d_nikke_trina_01,Monologue,Locale_NikkeEpisode:d_nikke_trina_01_35,False,2,2,1.0,,,,,poli,,13,idle,,,,,3,idle,,1,idle,,
d_nikke_trina_01_36,d_nikke_trina_01,Monologue,Locale_NikkeEpisode:d_nikke_trina_01_36,False,2,13,2.0,,,,,poli,,13,idle,,,,,3,idle,,1,idle,,
d_nikke_trina_01_37,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_37,True,13,13,1.0,,,trina,,trina,,13,idle,,,,,3,idle,,1,idle,,
d_nikke_trina_01_38,d_nikke_trina_01,Monologue,Locale_NikkeEpisode:d_nikke_trina_01_38,False,13,13,1.0,,,,,trina,,13,idle,,,,,3,idle,,1,idle,,
d_nikke_trina_01_39,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_39,True,2,2,1.0,,,poli,,poli,,13,idle,,,,,3,surprise,,1,idle,,
d_nikke_trina_01_40,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_40,True,2,2,1.0,,,miranda,,miranda,,13,idle,,,,,3,surprise,,1,idle,,
d_nikke_trina_01_41,d_nikke_trina_01,Self,Locale_NikkeEpisode:d_nikke_trina_01_41,False,2,2,1.0,,,,,miranda,,13,idle,,,,,3,surprise,,1,idle,,
d_nikke_trina_01_42,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_42,True,2,2,1.0,,,poli,,poli,,13,idle,,,,,3,surprise,,1,idle,,
d_nikke_trina_01_43,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_43,True,2,2,1.0,,,poli,,poli,,13,idle,,,,,3,surprise,,1,idle,,
d_nikke_trina_01_44,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_44,True,2,2,1.0,,,miranda,,miranda,,13,idle,,,,,3,surprise,,1,delight,,
d_nikke_trina_01_45,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_45,True,2,2,1.0,,,poli,,poli,,13,idle,,,,,3,surprise,,1,delight,,
d_nikke_trina_01_46,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_46,True,2,2,1.0,,,poli,,poli,,13,idle,,,,,3,surprise,,1,delight,,
d_nikke_trina_01_47,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_47,True,2,2,1.0,,,miranda,,miranda,,13,idle,,,,,3,surprise,,1,idle,,
d_nikke_trina_01_48,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_48,True,2,2,1.0,,,miranda,,miranda,,13,idle,,,,,3,surprise,,1,idle,,
d_nikke_trina_01_49,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_49,True,2,2,1.0,,,poli,,poli,,13,idle,,,,,3,surprise,,1,idle,,
d_nikke_trina_01_50,d_nikke_trina_01,Self,Locale_NikkeEpisode:d_nikke_trina_01_50,False,2,2,1.0,,,,,poli,,13,idle,,,,,3,surprise,,1,idle,,
d_nikke_trina_01_51,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_51,True,2,2,1.0,,,miranda,,miranda,,13,idle,,,,,3,surprise,,1,idle,,
d_nikke_trina_01_52,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_52,True,2,XS_30,1.3,,,poli,,poli,,13,idle,,,,,3,sad,,1,idle,,
d_nikke_trina_01_53,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_53,False,1,1,1.0,,,miranda,Park,miranda,,13,idle,,trina,black,,3,sad,,1,angry,poli,Vignetting
d_nikke_trina_01_54,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_54,False,1,1,1.0,,,miranda,,miranda,,,,,,,,,,,1,angry,,Vignetting
d_nikke_trina_01_55,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_55,False,1,1,1.0,,,miranda,,miranda,,,,,,,,,,,1,angry,,Vignetting
d_nikke_trina_01_56,d_nikke_trina_01,Narration,Locale_NikkeEpisode:d_nikke_trina_01_56,False,1,S_10,1.0,,sfx_scn_whistle,,,miranda,,,,,,,,,,,1,idle,,Vignetting
d_nikke_trina_01_57,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_57,True,S_10,S_10,1.0,,,miranda,,miranda,,,,,,,,,,,1,idle,,Vignetting
d_nikke_trina_01_58,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_58,True,S_10,S_10,1.0,,,miranda,,miranda,,,,,,,,,,,1,idle,,Vignetting
d_nikke_trina_01_59,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_59,False,S_10,S_10,1.0,,,trina,,trina,,,,,,,,,,,1,idle,,Vignetting
d_nikke_trina_01_60,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_60,True,S_10,S_10,1.0,,,miranda,,miranda,,,,,,,,,,,1,idle,,Vignetting
d_nikke_trina_01_61,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_61,False,S_10,S_10,1.0,,,trina,,trina,,,,,,,,,,,1,idle,,Vignetting
d_nikke_trina_01_62,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_62,True,S_10,S_10,1.0,,,miranda,,miranda,,,,,,,,,,,1,idle,,Vignetting
d_nikke_trina_01_63,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_63,True,S_10,S_10,1.0,,,miranda,,miranda,,,,,,,,,,,1,idle,,Vignetting
d_nikke_trina_01_64,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_64,True,S_10,S_10,1.0,,,miranda,,miranda,,,,,,,,,,,1,idle,,Vignetting
d_nikke_trina_01_65,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_65,False,S_10,S_10,1.0,,,trina,,trina,,,,,,,,,,,1,idle,,Vignetting
d_nikke_trina_01_66,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_66,False,S_10,S_10,1.0,,,trina,,trina,,,,,,,,,,,1,idle,,Vignetting
d_nikke_trina_01_67,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_67,True,S_10,S_10,1.0,,,miranda,,miranda,,,,,,,,,,,1,idle,,Vignetting
d_nikke_trina_01_68,d_nikke_trina_01,Narration,Locale_NikkeEpisode:d_nikke_trina_01_68,False,black,black,1.0,,,,,miranda,trina,13,idle,,,,,,,,1,idle,,Vignetting
d_nikke_trina_01_69,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_69,True,12,12,1.0,none,,miranda,,miranda,,13,idle,,,,,,,,1,angry,,Vignetting
d_nikke_trina_01_70,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_70,True,12,12,1.0,,,trina,,trina,,13,delight,,,,,,,,1,angry,,Vignetting
d_nikke_trina_01_71,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_71,True,12,S_10,1.3,,,miranda,,miranda,,13,delight,,,,,,,,1,angry,,Vignetting
d_nikke_trina_01_72,d_nikke_trina_01,Narration,Locale_NikkeEpisode:d_nikke_trina_01_72,False,S_10,S_10,1.0,,sfx_scn_handcuffs,,,miranda,,13,surprise,,,,,,,,1,angry,,Vignetting
d_nikke_trina_01_73,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_73,True,S_10,S_100,1.0,bgm_story_herecomestrouble,,miranda,,miranda,,13,surprise,,,,,,,,1,idle,,Vignetting
d_nikke_trina_01_74,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_74,True,2,2,1.0,,,miranda,Police,miranda,,13,sad,,,black,poli,3,sad,,1,idle,,
d_nikke_trina_01_75,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_75,True,2,2,1.0,,,miranda,,miranda,,13,sad,,,,,3,sad,,1,idle,,
d_nikke_trina_01_76,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_76,False,2,2,1.0,,,poli,,poli,,13,sad,,,,,3,sad,,1,idle,,
d_nikke_trina_01_77,d_nikke_trina_01,Self,Locale_NikkeEpisode:d_nikke_trina_01_77,False,2,2,1.0,,,,,poli,,13,sad,,,,,3,sad,,1,idle,,
d_nikke_trina_01_78,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_78,True,2,S_10,1.0,,,miranda,,miranda,,13,sad,,,,,3,sad,,1,idle,,
d_nikke_trina_01_79,d_nikke_trina_01,Self,Locale_NikkeEpisode:d_nikke_trina_01_79,False,S_10,S_10,1.0,,,,,miranda,,13,sad,,,,,3,sad,,1,idle,,
d_nikke_trina_01_80,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_80,True,S_10,S_10,1.0,,,miranda,,miranda,,13,sad,,,,,3,sad,,1,angry,,
d_nikke_trina_01_81,d_nikke_trina_01,Self,Locale_NikkeEpisode:d_nikke_trina_01_81,False,S_10,S_10,1.0,,,,,miranda,,13,sad,,,,,3,sad,,1,angry,,
d_nikke_trina_01_82,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_82,True,S_10,S_10,1.0,,,miranda,,miranda,,13,sad,,,,,3,sad,,1,idle,,
d_nikke_trina_01_83,d_nikke_trina_01,Self,Locale_NikkeEpisode:d_nikke_trina_01_83,False,S_10,S_10,1.0,,,,,miranda,,13,sad,,,,,3,sad,,1,idle,,
d_nikke_trina_01_84,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_84,True,S_10,2,1.0,,,poli,,poli,,13,sad,,,,,3,angry,,1,idle,,
d_nikke_trina_01_85,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_85,True,2,2,1.0,,,poli,,poli,,13,sad,,,,,3,angry,,1,idle,,
d_nikke_trina_01_86,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_86,True,2,2,1.0,,,miranda,,miranda,,13,sad,,,,,3,angry,,1,shy,,
d_nikke_trina_01_87,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_87,True,L_130,L_130,1.0,,,trina,,trina,,13,sad,,,,,3,angry,,1,shy,,
d_nikke_trina_01_88,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_88,True,L_130,L_130,1.0,,,trina,,trina,,13,sad,,,,,3,angry,,1,shy,,
d_nikke_trina_01_89,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_89,True,L_130,L_130,1.0,,,trina,,trina,,13,sad,,,,,3,angry,,1,shy,,
d_nikke_trina_01_90,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_90,True,XS_30,XS_30,1.0,,,poli,,poli,,13,sad,,,,,3,angry,,1,shy,,
d_nikke_trina_01_91,d_nikke_trina_01,Narration,Locale_NikkeEpisode:d_nikke_trina_01_91,False,black,black,1.0,none,sfx_scn_heavydoorhit2,,,poli,,13,sad,,,black,,3,angry,,1,shy,,
d_nikke_trina_01_92,d_nikke_trina_01,Monologue,Locale_NikkeEpisode:d_nikke_trina_01_92,False,black,black,1.0,,,,,poli,,13,sad,,trina,,,3,idle,,1,idle,,
d_nikke_trina_01_93,d_nikke_trina_01,Self,Locale_NikkeEpisode:d_nikke_trina_01_93,False,2,2,1.0,,,,,poli,,,,,,,,3,idle,,1,idle,,
d_nikke_trina_01_94,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_94,True,2,2,1.0,,,poli,,poli,,,,,,,,3,idle,,1,idle,,
d_nikke_trina_01_95,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_95,True,2,2,1.0,,,miranda,,miranda,,,,,,,,3,idle,,1,idle,,
d_nikke_trina_01_96,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_96,True,2,XS_30,1.0,,,poli,,poli,,,,,,,,3,idle,,1,idle,,
d_nikke_trina_01_97,d_nikke_trina_01,Self,Locale_NikkeEpisode:d_nikke_trina_01_97,False,XS_30,XS_30,1.0,,,,,poli,,,,,,,,3,idle,,1,idle,,
d_nikke_trina_01_98,d_nikke_trina_01,Speech,Locale_NikkeEpisode:d_nikke_trina_01_98,True,XS_30,XS_30,1.0,,,poli,,poli,,,,,,,,3,idle,,1,idle,,
