id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,highlight,speaker,set_camera_shake,jump_target,fade
d_nikke_bay_02_54,d_nikke_bay_02,Speech,Locale_NikkeEpisode:d_nikke_bay_02_54,True,,1,1,1.0,,,1,sad,,bay,bay,,,
d_nikke_bay_02_55,d_nikke_bay_02,Speech,Locale_NikkeEpisode:d_nikke_bay_02_55,True,,1,1,1.0,,,1,sad,,bay,bay,,,
d_nikke_bay_02_56,d_nikke_bay_02,Speech,Locale_NikkeEpisode:d_nikke_bay_02_56,True,,1,1,1.0,,,1,sad,,bay,bay,,,
d_nikke_bay_02_57,d_nikke_bay_02,Self,Locale_NikkeEpisode:d_nikke_bay_02_57,False,,1,1,1.0,,,1,sad,,bay,,,,
d_nikke_bay_02_58,d_nikke_bay_02,Speech,Locale_NikkeEpisode:d_nikke_bay_02_58,True,,1,1,1.0,,,1,sad,,bay,bay,,,
d_nikke_bay_02_59,d_nikke_bay_02,Speech,Locale_NikkeEpisode:d_nikke_bay_02_59,True,,1,1,1.0,,,1,sad,,bay,bay,,,
d_nikke_bay_02_60,d_nikke_bay_02,Self,Locale_NikkeEpisode:d_nikke_bay_02_60,False,,1,1,1.0,,,1,sad,,bay,,,,
d_nikke_bay_02_61,d_nikke_bay_02,Speech,Locale_NikkeEpisode:d_nikke_bay_02_61,True,,1,1,1.0,,,1,surprise,,bay,bay,Low_2,,
d_nikke_bay_02_62,d_nikke_bay_02,Self,Locale_NikkeEpisode:d_nikke_bay_02_62,False,,1,1,1.0,,,1,surprise,,bay,,,,
d_nikke_bay_02_63,d_nikke_bay_02,Speech,Locale_NikkeEpisode:d_nikke_bay_02_63,True,,1,1,1.0,,,1,surprise,,bay,bay,,,
d_nikke_bay_02_64,d_nikke_bay_02,Self,Locale_NikkeEpisode:d_nikke_bay_02_64,False,,1,1,1.0,,,1,surprise,,bay,,,,
d_nikke_bay_02_65,d_nikke_bay_02,Speech,Locale_NikkeEpisode:d_nikke_bay_02_65,True,,1,1,1.0,,,1,surprise,,bay,bay,,,
d_nikke_bay_02_66,d_nikke_bay_02,Self,Locale_NikkeEpisode:d_nikke_bay_02_66,False,,1,1,1.0,,,1,surprise,,bay,,,,
d_nikke_bay_02_67,d_nikke_bay_02,Speech,Locale_NikkeEpisode:d_nikke_bay_02_67,True,,1,1,1.0,,,1,surprise,,bay,bay,,,
d_nikke_bay_02_68,d_nikke_bay_02,Speech,Locale_NikkeEpisode:d_nikke_bay_02_68,False,,1,1,1.0,,,1,idle,,bay,bay,,,
d_nikke_bay_02_69,d_nikke_bay_02,Speech,Locale_NikkeEpisode:d_nikke_bay_02_69,True,,1,1,1.0,,,1,idle,,bay,bay,,,
d_nikke_bay_02_70,d_nikke_bay_02,Self,Locale_NikkeEpisode:d_nikke_bay_02_70,False,,1,1,1.0,,,1,idle,,bay,,,,
d_nikke_bay_02_71,d_nikke_bay_02,Monologue,Locale_NikkeEpisode:d_nikke_bay_02_71,False,,1,100,1.0,,,1,idle,,bay,,,,
d_nikke_bay_02_72,d_nikke_bay_02,Speech,Locale_NikkeEpisode:d_nikke_bay_02_72,False,,100,100,1.0,,,1,idle,,bay,bay,,,
d_nikke_bay_02_73,d_nikke_bay_02,Speech,Locale_NikkeEpisode:d_nikke_bay_02_73,True,,100,100,1.0,,,1,sad,,bay,bay,,,
d_nikke_bay_02_74,d_nikke_bay_02,Speech,Locale_NikkeEpisode:d_nikke_bay_02_74,False,,100,100,1.0,,,1,sad,,bay,bay,,,
d_nikke_bay_02_75,d_nikke_bay_02,Speech,Locale_NikkeEpisode:d_nikke_bay_02_75,True,,100,10,0.7,,,1,worry,,bay,bay,Low_2,,
d_nikke_bay_02_76,d_nikke_bay_02,Narration,Locale_NikkeEpisode:d_nikke_bay_02_76,False,,black,black,1.0,,,1,worry,,bay,,,,
d_nikke_bay_02_77,d_nikke_bay_02,Monologue,Locale_NikkeEpisode:d_nikke_bay_02_77,False,,black,black,1.0,,,1,worry,,bay,,,,
d_nikke_bay_02_78,d_nikke_bay_02,Self,Locale_NikkeEpisode:d_nikke_bay_02_78,False,,10,10,1.0,,,1,sad,,bay,,,,
d_nikke_bay_02_79,d_nikke_bay_02,Self,Locale_NikkeEpisode:d_nikke_bay_02_79,False,,10,10,1.0,,,1,sad,,bay,,,,
d_nikke_bay_02_80,d_nikke_bay_02,Speech,Locale_NikkeEpisode:d_nikke_bay_02_80,True,,10,10,1.0,,,1,sad,,bay,bay,,,
d_nikke_bay_02_81,d_nikke_bay_02,Speech,Locale_NikkeEpisode:d_nikke_bay_02_81,True,,10,10,1.0,,,1,sad,,bay,bay,,,
d_nikke_bay_02_82,d_nikke_bay_02,Speech,Locale_NikkeEpisode:d_nikke_bay_02_82,True,,10,100,1.0,,,1,sad,,bay,bay,,,
d_nikke_bay_02_83,d_nikke_bay_02,Self,Locale_NikkeEpisode:d_nikke_bay_02_83,False,,100,100,1.0,,,1,sad,,bay,,,,
d_nikke_bay_02_84,d_nikke_bay_02,Self,Locale_NikkeEpisode:d_nikke_bay_02_84,False,,100,100,1.0,,,1,sad,,bay,,,,
d_nikke_bay_02_85,d_nikke_bay_02,Self,Locale_NikkeEpisode:d_nikke_bay_02_85,False,,100,100,1.0,,,1,sad,,bay,,,,
d_nikke_bay_02_86,d_nikke_bay_02,Speech,Locale_NikkeEpisode:d_nikke_bay_02_86,False,,100,100,1.0,,,1,idle,,bay,bay,,,
d_nikke_bay_02_87,d_nikke_bay_02,Speech,Locale_NikkeEpisode:d_nikke_bay_02_87,True,,100,100,1.0,,,1,idle,,bay,bay,,,
