id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_camera_shake,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
d_nikke_rapunzel_puregrace_01_11,d_nikke_rapunzel_puregrace_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_11,True,,50,50,1.0,,,,liliweiss,,,1,idle,,,3,idle,,,5,idle,,,,,,,13,idle,,,15,idle,
d_nikke_rapunzel_puregrace_01_12,d_nikke_rapunzel_puregrace_01,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_12,True,,2,2,1.0,,,,rapunzel_o,,,1,idle,,,3,idle,,,5,idle,,,,,,,13,idle,,,15,idle,
d_nikke_rapunzel_puregrace_01_13,d_nikke_rapunzel_puregrace_01,Speech,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_13,True,,2,2,1.0,,,,redhood,,,1,idle,,,3,idle,,,5,idle,,,,,,,13,idle,,,15,idle,
d_nikke_rapunzel_puregrace_01_14,d_nikke_rapunzel_puregrace_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_14,True,,2,1,1.0,,,,liliweiss,,,1,idle,redhood,,3,idle,rapunzel_o,,1,idle,,,,,,,13,idle,,,15,idle,
d_nikke_rapunzel_puregrace_01_15,d_nikke_rapunzel_puregrace_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_15,True,,1,1,1.0,,,,liliweiss,,,,,,,,,,,1,idle,,,,,,,13,idle,,,15,idle,
d_nikke_rapunzel_puregrace_01_16,d_nikke_rapunzel_puregrace_01,Speech,snowwhite_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_16,True,,1,14,1.0,,,,snowwhite_o,,,,,,,,,,,1,idle,,,,,,,13,idle,,,15,idle,
d_nikke_rapunzel_puregrace_01_17,d_nikke_rapunzel_puregrace_01,Speech,dorothy,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_17,True,,14,14,1.0,,,,dorothy,,,,,,,,,,,1,idle,,,,,,,13,idle,,,15,idle,
d_nikke_rapunzel_puregrace_01_18,d_nikke_rapunzel_puregrace_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_18,True,,1,2,1.0,,,,liliweiss,,,,,,,,,,,1,void,,commander,3,idle,,,13,idle,,,15,idle,
d_nikke_rapunzel_puregrace_01_19,d_nikke_rapunzel_puregrace_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_19,True,,2,2,1.0,,,,liliweiss,,,,,,,,,,,1,void,,,3,idle,,,13,idle,,,15,idle,
d_nikke_rapunzel_puregrace_01_20,d_nikke_rapunzel_puregrace_01,Speech,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_20,True,,2,2,1.0,,,,commander,,,,,,,,,,,1,void,,,3,idle,,,13,idle,,,15,idle,
d_nikke_rapunzel_puregrace_01_21,d_nikke_rapunzel_puregrace_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_21,True,,2,2,1.0,,,,liliweiss,,,,,,,,,,,1,delight,,,3,idle,,,13,idle,,,15,idle,
d_nikke_rapunzel_puregrace_01_22,d_nikke_rapunzel_puregrace_01,Speech,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_22,True,,2,2,1.0,,,,commander,,,,,,,,,,,1,delight,,,3,no,,,13,idle,,,15,idle,
d_nikke_rapunzel_puregrace_01_23,d_nikke_rapunzel_puregrace_01,Speech,liliweiss,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_23,True,,2,2,1.0,,,,liliweiss,,,,,,,,,,,1,idle,,,3,no,,,13,idle,,,15,idle,
d_nikke_rapunzel_puregrace_01_24,d_nikke_rapunzel_puregrace_01,Speech,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_24,True,WasteLand_02_n,2,2,1.0,,,,redhood,black,redhood,1,go,,rapunzel_o,3,idle,,,1,idle,liliweiss,,3,no,commander,,13,idle,snowwhite_o,,15,idle,dorothy
d_nikke_rapunzel_puregrace_01_25,d_nikke_rapunzel_puregrace_01,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_25,True,,2,2,1.0,,,,rapunzel_o,,,1,go,,,3,no,,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_26,d_nikke_rapunzel_puregrace_01,Narration,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_26,False,,black,black,1.0,,,,,,,13,go,,,3,no,,massproduction04,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_27,d_nikke_rapunzel_puregrace_01,Speech,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_27,True,,12,12,1.0,,,,redhood,,,13,go,,,3,no,,,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_28,d_nikke_rapunzel_puregrace_01,Speech,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_28,True,,12,12,1.0,,,,redhood,,,13,go,,,3,no,,,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_29,d_nikke_rapunzel_puregrace_01,Speech,massproduction04,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_29,True,,12,12,1.0,,,,massproduction04,,,13,go,,,3,no,,,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_30,d_nikke_rapunzel_puregrace_01,Speech,massproduction04,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_30,True,,12,12,1.0,,,,massproduction04,,,13,go,,,3,no,,,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_31,d_nikke_rapunzel_puregrace_01,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_31,True,,12,2,1.0,,,,rapunzel_o,,,13,go,,,3,idle,,,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_32,d_nikke_rapunzel_puregrace_01,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_32,True,,2,2,1.0,,,,rapunzel_o,,,13,go,,,3,idle,,,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_33,d_nikke_rapunzel_puregrace_01,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_33,True,,2,2,1.0,,,,rapunzel_o,,,13,go,,,3,idle,,,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_34,d_nikke_rapunzel_puregrace_01,Speech,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_34,True,,130,130,1.0,,,,redhood,,,13,idle,,,3,idle,,,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_35,d_nikke_rapunzel_puregrace_01,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_35,True,,30,30,1.0,,,,rapunzel_o,,,13,idle,,,3,idle,,,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_36,d_nikke_rapunzel_puregrace_01,Speech,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_36,True,,130,130,1.0,,,,redhood,,,13,idle,,,3,idle,,,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_37,d_nikke_rapunzel_puregrace_01,Speech,massproduction04,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_37,True,,130,12,1.0,,,,massproduction04,,,13,idle,,,3,idle,,,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_38,d_nikke_rapunzel_puregrace_01,Speech,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_38,True,,12,12,1.0,,,,redhood,,,13,surprise,,,3,idle,,,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_39,d_nikke_rapunzel_puregrace_01,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_39,True,,12,2,1.0,,,,rapunzel_o,,,13,surprise,,,3,surprise,,,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_40,d_nikke_rapunzel_puregrace_01,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_40,True,,2,2,1.0,,,,rapunzel_o,,,13,surprise,,,3,surprise,,,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_41,d_nikke_rapunzel_puregrace_01,Speech,massproduction04,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_41,True,,2,2,1.0,,,,massproduction04,,,13,surprise,,,3,surprise,,,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_42,d_nikke_rapunzel_puregrace_01,Speech,massproduction04,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_42,True,,2,2,1.0,,,,massproduction04,,,13,surprise,,,3,surprise,,,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_43,d_nikke_rapunzel_puregrace_01,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_43,True,,2,2,1.0,,,,rapunzel_o,,,13,surprise,,,3,no,,,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_44,d_nikke_rapunzel_puregrace_01,Speech,massproduction04,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_44,True,,2,2,1.0,,,,massproduction04,,,13,surprise,,,3,no,,,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_45,d_nikke_rapunzel_puregrace_01,Speech,massproduction04,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_45,True,,2,2,1.0,,,,massproduction04,,,13,surprise,,,3,no,,,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_46,d_nikke_rapunzel_puregrace_01,Speech,massproduction04,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_46,True,,2,2,1.0,,,,massproduction04,,,13,surprise,,,3,no,,,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_47,d_nikke_rapunzel_puregrace_01,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_47,True,,2,2,1.0,,,,rapunzel_o,,,13,surprise,,,3,no,,,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_48,d_nikke_rapunzel_puregrace_01,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_48,True,,2,30,1.0,,,,rapunzel_o,,,13,surprise,,,3,no,,,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_49,d_nikke_rapunzel_puregrace_01,Speech,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_49,True,,130,130,1.0,,,,redhood,,,13,idle,,,3,no,,,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_50,d_nikke_rapunzel_puregrace_01,Speech,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_50,True,,130,130,1.0,,,,redhood,,,13,idle,,,3,no,,,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_51,d_nikke_rapunzel_puregrace_01,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_51,True,,30,30,1.0,,,,rapunzel_o,,,13,idle,,,3,idle,,,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_52,d_nikke_rapunzel_puregrace_01,Speech,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_52,True,,130,130,1.0,,,,redhood,,,13,smile,,,3,idle,,,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_53,d_nikke_rapunzel_puregrace_01,Speech,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_53,True,,130,130,1.0,,,,redhood,,,13,idle,,,3,idle,,,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_54,d_nikke_rapunzel_puregrace_01,Speech,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_54,True,,130,130,1.0,,,,redhood,,,13,idle,,,3,idle,,,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_55,d_nikke_rapunzel_puregrace_01,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_55,True,,30,30,1.0,,,,rapunzel_o,,,13,idle,,,3,smile,,,1,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_56,d_nikke_rapunzel_puregrace_01,Narration,redhood,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_56,False,,12,12,1.0,,,,,,,13,idle,redhood,,3,smile,,,1,idle,massproduction04,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_57,d_nikke_rapunzel_puregrace_01,Narration,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_57,False,,12,3,1.0,,,,,,,,,,,3,idle,,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_58,d_nikke_rapunzel_puregrace_01,Narration,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_58,False,,3,3,1.0,sfx_scn_footstepleaves,,,,,,,,,,3,idle,,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_59,d_nikke_rapunzel_puregrace_01,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_59,True,,3,3,1.0,,,,rapunzel_o,,,,,,,3,idle,,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_60,d_nikke_rapunzel_puregrace_01,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_60,True,,3,3,1.0,,,,rapunzel_o,,,,,,,3,idle,,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_61,d_nikke_rapunzel_puregrace_01,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_61,True,,3,3,1.0,,,,rapunzel_o,,,,,,,3,idle,,,,,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_62,d_nikke_rapunzel_puregrace_01,Narration,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_62,False,,3,15,1.0,,,,,,,,,,,3,idle,,survivornikke02,15,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_63,d_nikke_rapunzel_puregrace_01,Speech,survivornikke02,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_63,False,,15,15,1.0,,,,survivornikke02,,,,,,,3,idle,,,15,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_64,d_nikke_rapunzel_puregrace_01,Speech,survivornikke02,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_64,True,,15,15,1.0,,,,survivornikke02,,,,,,,3,idle,,,15,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_65,d_nikke_rapunzel_puregrace_01,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_65,True,,3,3,1.0,,,,rapunzel_o,,,,,,,3,surprise,,,15,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_66,d_nikke_rapunzel_puregrace_01,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_66,True,,3,3,1.0,,,,rapunzel_o,,,,,,,3,surprise,,,15,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_67,d_nikke_rapunzel_puregrace_01,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_67,True,,3,3,1.0,,,,rapunzel_o,,,,,,,3,surprise,,,15,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_68,d_nikke_rapunzel_puregrace_01,Speech,survivornikke02,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_68,False,,15,15,1.0,,,,survivornikke02,,,,,,,3,surprise,,,15,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_69,d_nikke_rapunzel_puregrace_01,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_69,True,,3,3,1.0,,,,rapunzel_o,,,,,,,3,no,,,15,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_70,d_nikke_rapunzel_puregrace_01,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_70,True,,3,3,1.0,,,,rapunzel_o,,,,,,,3,no,,,15,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_71,d_nikke_rapunzel_puregrace_01,Narration,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_71,False,,3,1,1.0,sfx_scn_footstepleaves,,,,,,,,,,1,no,,,15,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_72,d_nikke_rapunzel_puregrace_01,Speech,survivornikke02,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_72,False,,15,15,1.0,,,,survivornikke02,,,,,,,1,no,,,15,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_73,d_nikke_rapunzel_puregrace_01,Speech,survivornikke02,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_73,True,,15,15,1.0,,,,survivornikke02,,,,,,,1,no,,,15,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_74,d_nikke_rapunzel_puregrace_01,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_74,True,,1,10,1.0,,,,rapunzel_o,,,,,,,1,think,,,15,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_75,d_nikke_rapunzel_puregrace_01,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_75,True,,10,10,1.0,,,,rapunzel_o,,,,,,,1,think,,,15,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_76,d_nikke_rapunzel_puregrace_01,Narration,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_76,False,,10,10,1.0,,,,,,,,,,,1,think,,,15,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_77,d_nikke_rapunzel_puregrace_01,Narration,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_77,False,,10,13,1.0,sfx_scn_footstepleaves,,,,,,,,,,13,think,,,15,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_78,d_nikke_rapunzel_puregrace_01,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_78,True,,13,14,1.0,,,,rapunzel_o,,,,,,,13,think,,,15,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_79,d_nikke_rapunzel_puregrace_01,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_79,False,,14,14,1.0,,,,rapunzel_o,,,,,,,13,angry,,,15,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_80,d_nikke_rapunzel_puregrace_01,Speech,survivornikke02,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_80,False,,14,14,1.0,,,,survivornikke02,,,,,,,13,angry,,,15,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_81,d_nikke_rapunzel_puregrace_01,Speech,survivornikke02,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_81,True,,14,14,1.0,,,,survivornikke02,,,,,,,13,angry,,,15,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_82,d_nikke_rapunzel_puregrace_01,Speech,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_82,False,,14,130,1.0,,,,rapunzel_o,,,,,,,13,no,,,15,idle,,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_83,d_nikke_rapunzel_puregrace_01,Narration,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_83,False,Sky_s,130,13,1.0,,,,,,,,,,,13,no,rapunzel_o,,15,idle,survivornikke02,,,,,,,,,,,,
d_nikke_rapunzel_puregrace_01_84,d_nikke_rapunzel_puregrace_01,Narration,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_01_84,False,,13,13,1.0,,,,,,,,,,,,,,,,idle,,,,,,,,,,,,,
