id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,fade,play_sound,conversation_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_n102_02_52,d_nikke_n102_02,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_02_52,True,,1,delight,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_n102_02_53,d_nikke_n102_02,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_02_53,True,,1,delight,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_n102_02_54,d_nikke_n102_02,Monologue,n102,Monologue,Locale_NikkeEpisode:d_nikke_n102_02_54,False,,1,delight,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_n102_02_55,d_nikke_n102_02,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_02_55,True,,1,delight,,XS_10,XS_100,1.0,,,,,,,,
d_nikke_n102_02_56,d_nikke_n102_02,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_02_56,True,,1,delight,,XS_100,XS_100,1.0,,,,,,,,
d_nikke_n102_02_57,d_nikke_n102_02,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_02_57,True,,1,delight,,XS_100,XS_100,1.0,,,,,,,,
d_nikke_n102_02_58,d_nikke_n102_02,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_02_58,False,,1,delight,,XS_100,XS_100,1.0,,,,,,,,
d_nikke_n102_02_59,d_nikke_n102_02,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_02_59,True,,1,delight,,XS_100,XS_100,1.0,,,,,,,,
d_nikke_n102_02_60,d_nikke_n102_02,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_02_60,True,,1,delight,,XS_100,XS_10,1.0,,,,,,,,
d_nikke_n102_02_61,d_nikke_n102_02,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_02_61,True,,1,delight,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_n102_02_62,d_nikke_n102_02,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_02_62,False,,1,delight,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_n102_02_63,d_nikke_n102_02,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_02_63,True,,1,delight,Cafe,black,black,1.0,,,,,,,,
d_nikke_n102_02_64,d_nikke_n102_02,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_02_64,True,,1,delight,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_n102_02_65,d_nikke_n102_02,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_02_65,True,,1,delight,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_n102_02_66,d_nikke_n102_02,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_02_66,True,,1,delight,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_n102_02_67,d_nikke_n102_02,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_02_67,False,,1,delight,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_n102_02_68,d_nikke_n102_02,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_02_68,True,,1,delight,,XS_10,XS_100,1.0,,,,,,,,
d_nikke_n102_02_69,d_nikke_n102_02,Monologue,n102,Monologue,Locale_NikkeEpisode:d_nikke_n102_02_69,False,,1,delight,,black,black,1.0,,,,sfx_scn_fanfare,,,,
d_nikke_n102_02_70,d_nikke_n102_02,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_02_70,True,,1,delight,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_n102_02_71,d_nikke_n102_02,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_02_71,True,,1,delight,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_n102_02_72,d_nikke_n102_02,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_02_72,False,,1,delight,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_n102_02_73,d_nikke_n102_02,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_02_73,False,,1,delight,,XS_10,XS_100,1.0,,,,,,,,
d_nikke_n102_02_74,d_nikke_n102_02,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_02_74,True,,1,delight,,XS_100,XS_100,1.0,,,,,,,,
d_nikke_n102_02_75,d_nikke_n102_02,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_02_75,False,,1,delight,,XS_100,XS_100,1.0,,,,,,,,
d_nikke_n102_02_76,d_nikke_n102_02,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_02_76,False,,1,delight,,XS_100,XS_100,1.0,,,,,,,,
d_nikke_n102_02_77,d_nikke_n102_02,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_02_77,True,,1,delight,,XS_100,XS_100,1.0,,,,,,,,
d_nikke_n102_02_78,d_nikke_n102_02,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_02_78,False,,1,delight,,XS_100,XS_100,1.0,,,,,,,,
d_nikke_n102_02_79,d_nikke_n102_02,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_02_79,True,,1,delight,,XS_100,XS_100,1.0,,,,,,,,
d_nikke_n102_02_80,d_nikke_n102_02,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_02_80,True,,1,delight,City,XS_10,XS_10,1.0,,,black,,,,,
d_nikke_n102_02_81,d_nikke_n102_02,Self,n102,Self,Locale_NikkeEpisode:d_nikke_n102_02_81,False,,1,delight,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_n102_02_82,d_nikke_n102_02,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_02_82,False,,1,idle,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_n102_02_83,d_nikke_n102_02,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_02_83,True,,1,delight,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_n102_02_84,d_nikke_n102_02,Narration,n102,Narration,Locale_NikkeEpisode:d_nikke_n102_02_84,False,,1,delight,,XS_10,XS_10,1.0,,,,sfx_scn_smallalarm,,,,
d_nikke_n102_02_85,d_nikke_n102_02,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_02_85,False,,1,delight,,XS_10,1,1.0,,,,,,,,
d_nikke_n102_02_86,d_nikke_n102_02,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_02_86,True,,1,delight,,1,1,1.0,,,,,,,,
d_nikke_n102_02_87,d_nikke_n102_02,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_02_87,True,,1,delight,,1,1,1.0,,,,,,,,
d_nikke_n102_02_88,d_nikke_n102_02,Speech,n102,n102,Locale_NikkeEpisode:d_nikke_n102_02_88,True,,1,delight,,1,1,1.0,,,,,,,,
d_nikke_n102_02_89,d_nikke_n102_02,Monologue,n102,Monologue,Locale_NikkeEpisode:d_nikke_n102_02_89,False,,15,delight,,1,1,1.0,,n102,,,,,,
d_nikke_n102_02_90,d_nikke_n102_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_n102_02_90,False,,,,,1,1,1.0,none,,,,m_nikke_n102_02,,,
d_nikke_n102_02_91,d_nikke_n102_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_n102_02_91,False,,,,BriefingRoom,black,black,1.0,,,,,,,,
d_nikke_n102_02_92,d_nikke_n102_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_n102_02_92,True,,,,,S_10,S_10,1.0,bgm_story_crawlinganxiety,,black_without_dialogue,,,exia,1,idle
d_nikke_n102_02_93,d_nikke_n102_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_n102_02_93,True,,,,,S_10,S_10,1.0,,,,,,,1,idle
d_nikke_n102_02_94,d_nikke_n102_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_n102_02_94,True,,,,,S_10,S_10,1.0,,,,,,,1,idle
d_nikke_n102_02_95,d_nikke_n102_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_n102_02_95,True,,,,,S_10,S_10,1.0,,,,,,,1,idle
d_nikke_n102_02_96,d_nikke_n102_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_n102_02_96,True,,,,,S_10,S_10,1.0,,,,,,,1,idle
d_nikke_n102_02_97,d_nikke_n102_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_n102_02_97,True,,,,,S_10,S_10,1.0,,,,,,,1,idle
d_nikke_n102_02_98,d_nikke_n102_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_n102_02_98,True,,,,,S_10,S_10,1.0,,,,,,,1,idle
d_nikke_n102_02_99,d_nikke_n102_02,Self,exia,Self,Locale_NikkeEpisode:d_nikke_n102_02_99,False,,,,,S_10,S_10,1.0,,,,,,,1,idle
d_nikke_n102_02_100,d_nikke_n102_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_n102_02_100,True,,,,,S_10,1,1.0,,,,,,,1,idle
d_nikke_n102_02_101,d_nikke_n102_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_n102_02_101,True,,,,,1,1,1.0,,,,,,,1,idle
d_nikke_n102_02_102,d_nikke_n102_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_n102_02_102,True,,,,,1,1,1.0,,,,,,,1,idle
d_nikke_n102_02_103,d_nikke_n102_02,Self,exia,Self,Locale_NikkeEpisode:d_nikke_n102_02_103,False,,,,,1,1,1.0,,,,,,,1,idle
d_nikke_n102_02_104,d_nikke_n102_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_n102_02_104,False,,,,,1,S_10,1.0,,,,,,,1,idle
d_nikke_n102_02_105,d_nikke_n102_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_n102_02_105,True,,,,,S_10,S_10,1.0,,,,,,,1,idle
d_nikke_n102_02_106,d_nikke_n102_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_n102_02_106,True,,,,,S_10,S_10,1.0,,,,,,,1,idle
d_nikke_n102_02_107,d_nikke_n102_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_n102_02_107,True,,,,,S_10,S_10,1.0,,,,,,,1,idle
d_nikke_n102_02_108,d_nikke_n102_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_n102_02_108,True,,,,,S_10,S_10,1.0,,,,,,,1,idle
d_nikke_n102_02_109,d_nikke_n102_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_n102_02_109,True,,,,,S_10,S_10,1.0,,,,,,,1,idle
d_nikke_n102_02_110,d_nikke_n102_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_n102_02_110,True,,,,,S_10,S_10,1.0,,,,,,,1,idle
d_nikke_n102_02_111,d_nikke_n102_02,Self,exia,Self,Locale_NikkeEpisode:d_nikke_n102_02_111,False,,,,,S_10,S_10,1.0,,,,,,,1,idle
d_nikke_n102_02_112,d_nikke_n102_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_n102_02_112,True,,,,,S_10,S_100,1.0,,,,,,,1,idle
d_nikke_n102_02_113,d_nikke_n102_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_n102_02_113,True,,,,,S_100,S_100,1.0,,,,,,,1,idle
d_nikke_n102_02_114,d_nikke_n102_02,Self,exia,Self,Locale_NikkeEpisode:d_nikke_n102_02_114,False,,,,,S_100,S_100,1.0,,,,,,,1,idle
d_nikke_n102_02_115,d_nikke_n102_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_n102_02_115,False,,,,,S_100,S_100,1.0,,,,,,,1,idle
d_nikke_n102_02_116,d_nikke_n102_02,Speech,exia,exia,Locale_NikkeEpisode:d_nikke_n102_02_116,True,,,,,S_100,S_10,1.0,,,,,,,1,idle
