id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,jump_target,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_maiden_icerose_02_26,d_nikke_maiden_icerose_02,Monologue,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_26,False,,black,black,1.0,,,,,,,1,surprise,,,13,idle,
d_nikke_maiden_icerose_02_27,d_nikke_maiden_icerose_02,Monologue,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_27,False,,black,black,1.0,,,,,,,1,surprise,,,13,idle,
d_nikke_maiden_icerose_02_28,d_nikke_maiden_icerose_02,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_28,True,,12,12,1.0,,,,,,,1,surprise,,,13,delight,
d_nikke_maiden_icerose_02_29,d_nikke_maiden_icerose_02,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_29,True,,12,12,1.0,,,,,,,1,surprise,,,13,delight,
d_nikke_maiden_icerose_02_30,d_nikke_maiden_icerose_02,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_30,True,,12,12,1.0,,,,,,,1,worry,,,13,delight,
d_nikke_maiden_icerose_02_31,d_nikke_maiden_icerose_02,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_31,True,,12,12,1.0,,,,,,,1,worry,,,13,delight,
d_nikke_maiden_icerose_02_32,d_nikke_maiden_icerose_02,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_32,True,,12,12,1.0,,,,,,,1,worry,,,13,delight,
d_nikke_maiden_icerose_02_33,d_nikke_maiden_icerose_02,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_33,True,,12,12,1.0,,,,,,,1,worry,,,13,idle,
d_nikke_maiden_icerose_02_34,d_nikke_maiden_icerose_02,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_34,True,,12,12,1.0,,,,,,,1,worry,,,13,idle,
d_nikke_maiden_icerose_02_35,d_nikke_maiden_icerose_02,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_35,True,,12,12,1.0,,,,,,,1,worry,,,13,idle,
d_nikke_maiden_icerose_02_36,d_nikke_maiden_icerose_02,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_36,True,,12,12,1.0,,,,,,,1,shy,,,13,idle,
d_nikke_maiden_icerose_02_37,d_nikke_maiden_icerose_02,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_37,True,,12,12,1.0,,,,,,,1,shy,,,13,idle,
d_nikke_maiden_icerose_02_38,d_nikke_maiden_icerose_02,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_38,True,,12,12,1.0,,,,,,,1,shy,,,13,idle,
d_nikke_maiden_icerose_02_39,d_nikke_maiden_icerose_02,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_39,True,,12,12,1.0,,,,,,,1,shy,,,13,idle,
d_nikke_maiden_icerose_02_40,d_nikke_maiden_icerose_02,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_40,True,,12,12,1.0,,,,,,,1,shy,,,13,idle,
d_nikke_maiden_icerose_02_41,d_nikke_maiden_icerose_02,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_41,True,,12,12,1.0,,,,,,,1,shy,,,13,idle,
d_nikke_maiden_icerose_02_42,d_nikke_maiden_icerose_02,Speech,ether,ether,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_42,True,,12,12,1.0,,,,,,,1,shy,,,13,idle,
d_nikke_maiden_icerose_02_43,d_nikke_maiden_icerose_02,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_43,True,Crowncastlebedroom_n,L_10,L_10,1.0,event_bgm_icedragonsaga_adventure,black,,,,,1,worry,,,13,idle,ether
d_nikke_maiden_icerose_02_44,d_nikke_maiden_icerose_02,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_44,True,,L_10,L_10,1.0,,,,,,,1,worry,,,,,
d_nikke_maiden_icerose_02_45,d_nikke_maiden_icerose_02,Self,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_45,False,,L_10,L_10,1.0,,,,,,,1,worry,,,,,
d_nikke_maiden_icerose_02_46,d_nikke_maiden_icerose_02,Self,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_46,False,,L_10,L_10,1.0,,,,,,,1,worry,,,,,
d_nikke_maiden_icerose_02_47,d_nikke_maiden_icerose_02,Self,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_47,False,,L_10,L_10,1.0,,,,,,,1,worry,,,,,
d_nikke_maiden_icerose_02_48,d_nikke_maiden_icerose_02,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_48,True,,L_10,L_10,1.0,,,,,,,1,idle,,,,,
d_nikke_maiden_icerose_02_49,d_nikke_maiden_icerose_02,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_49,True,,L_10,L_10,1.0,,,,,,,1,idle,,,,,
d_nikke_maiden_icerose_02_50,d_nikke_maiden_icerose_02,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_50,True,,L_10,L_10,1.0,,,,,,,1,idle,,,,,
d_nikke_maiden_icerose_02_51,d_nikke_maiden_icerose_02,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_51,True,,L_10,L_10,1.0,,,,,,,1,idle,,,,,
d_nikke_maiden_icerose_02_52,d_nikke_maiden_icerose_02,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_52,True,,L_10,L_10,1.0,,,,,,,1,idle,,,,,
d_nikke_maiden_icerose_02_53,d_nikke_maiden_icerose_02,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_53,True,,L_10,L_10,1.0,,,,,,,1,idle,,,,,
d_nikke_maiden_icerose_02_54,d_nikke_maiden_icerose_02,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_54,True,,L_10,L_10,1.0,,,,,,,1,idle,,,,,
d_nikke_maiden_icerose_02_55,d_nikke_maiden_icerose_02,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_55,True,,L_10,L_10,1.0,,,,,,,1,idle,,,,,
d_nikke_maiden_icerose_02_56,d_nikke_maiden_icerose_02,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_56,True,,L_10,L_10,1.0,,,,,,,1,idle,,,,,
d_nikke_maiden_icerose_02_57,d_nikke_maiden_icerose_02,Self,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_57,False,,L_10,L_10,1.0,,,,,,,1,idle,,,,,
d_nikke_maiden_icerose_02_58,d_nikke_maiden_icerose_02,Monologue,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_58,False,,L_10,L_10,1.0,,,,,,,1,idle,maiden_w,,,,
d_nikke_maiden_icerose_02_59,d_nikke_maiden_icerose_02,Monologue,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_59,False,,black,black,1.0,,,,,,,,,,,,,
d_nikke_maiden_icerose_02_60,d_nikke_maiden_icerose_02,Self,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_60,False,,1,7,1.4,,,,,,,,,,,,,
d_nikke_maiden_icerose_02_61,d_nikke_maiden_icerose_02,Monologue,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_61,False,,7,70,1.0,,,,,,,,,,,,,
d_nikke_maiden_icerose_02_62,d_nikke_maiden_icerose_02,Monologue,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_62,False,,70,70,1.0,,,,,,,,,,,,,
d_nikke_maiden_icerose_02_63,d_nikke_maiden_icerose_02,Self,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_63,False,,70,70,1.0,,,,,,,,,,,,,
d_nikke_maiden_icerose_02_64,d_nikke_maiden_icerose_02,Choice,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_64,False,,70,70,1.0,,,d_nikke_maiden_icerose_02_68,,,,,,,,,,
d_nikke_maiden_icerose_02_65,d_nikke_maiden_icerose_02,Choice,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_65,False,,70,70,1.0,,,d_nikke_maiden_icerose_02_68,,,,,,,,,,
d_nikke_maiden_icerose_02_66,d_nikke_maiden_icerose_02,Choice,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_66,False,,70,70,1.0,,,d_nikke_maiden_icerose_02_68,,,,,,,,,,
d_nikke_maiden_icerose_02_67,d_nikke_maiden_icerose_02,Choice,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_67,False,,70,70,1.0,,,d_nikke_maiden_icerose_02_68,,,,,,,,,,
d_nikke_maiden_icerose_02_68,d_nikke_maiden_icerose_02,Self,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_68,False,,70,70,1.0,,,,,,,,,,,,,
d_nikke_maiden_icerose_02_69,d_nikke_maiden_icerose_02,Narration,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_69,False,,70,70,1.0,,,,,,,,,,,,,
d_nikke_maiden_icerose_02_70,d_nikke_maiden_icerose_02,Narration,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_70,False,,70,70,1.0,,,,,,,,,,,,,
d_nikke_maiden_icerose_02_71,d_nikke_maiden_icerose_02,Narration,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_71,False,,70,70,1.0,,,,,,,,,,,,,
d_nikke_maiden_icerose_02_72,d_nikke_maiden_icerose_02,Narration,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_72,False,,black,black,1.0,,,,,,,,,,,,,
d_nikke_maiden_icerose_02_73,d_nikke_maiden_icerose_02,Narration,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_73,False,,black,black,1.0,none,,,sfx_scn_headbutt,Low_2,,,,,,,,
d_nikke_maiden_icerose_02_74,d_nikke_maiden_icerose_02,Narration,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_74,False,,black,black,1.0,,,,,,,,,,,,,
d_nikke_maiden_icerose_02_75,d_nikke_maiden_icerose_02,Narration,,,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_75,False,,black,black,1.0,,,,sfx_scn_gameoverjingle,,maiden_w,1,worry,,,,,
d_nikke_maiden_icerose_02_76,d_nikke_maiden_icerose_02,Speech,emma,emma,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_76,True,,300,300,1.0,bgm_story_tepidappleade,black,,,,,1,worry,,emma,3,surprise,
d_nikke_maiden_icerose_02_77,d_nikke_maiden_icerose_02,Speech,emma,emma,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_77,True,,300,300,1.0,,,,,,,1,worry,,,3,surprise,
d_nikke_maiden_icerose_02_78,d_nikke_maiden_icerose_02,Self,emma,,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_78,False,,300,300,1.0,,,,,,,1,worry,,,3,surprise,
d_nikke_maiden_icerose_02_79,d_nikke_maiden_icerose_02,Self,emma,,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_79,False,,300,300,1.0,,,,,,,1,worry,,,3,surprise,
d_nikke_maiden_icerose_02_80,d_nikke_maiden_icerose_02,Speech,emma,emma,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_80,True,,300,300,1.0,,,,,,,1,worry,,,3,idle,
d_nikke_maiden_icerose_02_81,d_nikke_maiden_icerose_02,Speech,emma,emma,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_81,True,,300,300,1.0,,,,,,,1,worry,,,3,idle,
d_nikke_maiden_icerose_02_82,d_nikke_maiden_icerose_02,Speech,emma,emma,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_82,True,,300,300,1.0,,,,,,,1,worry,,,3,idle,
d_nikke_maiden_icerose_02_83,d_nikke_maiden_icerose_02,Speech,emma,emma,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_83,True,,300,300,1.0,,,,,,,1,worry,,,3,idle,
d_nikke_maiden_icerose_02_84,d_nikke_maiden_icerose_02,Self,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_84,False,,300,L_10,1.0,,,,,,,1,worry,,,3,idle,
d_nikke_maiden_icerose_02_85,d_nikke_maiden_icerose_02,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_85,True,,L_10,L_10,1.0,,,,,,,1,shy,,,3,idle,
d_nikke_maiden_icerose_02_86,d_nikke_maiden_icerose_02,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_86,True,,L_10,L_10,1.0,,,,,,,1,shy,,,3,idle,
d_nikke_maiden_icerose_02_87,d_nikke_maiden_icerose_02,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_87,True,,L_10,L_10,1.0,,,,,,,1,shy,,,3,idle,
d_nikke_maiden_icerose_02_88,d_nikke_maiden_icerose_02,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_88,True,,L_10,L_10,1.0,,,,,,,1,shy,,,3,idle,
d_nikke_maiden_icerose_02_89,d_nikke_maiden_icerose_02,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_89,True,,L_10,L_10,1.0,,,,,,,1,shy,,,3,idle,
d_nikke_maiden_icerose_02_90,d_nikke_maiden_icerose_02,Self,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_90,False,,L_10,L_10,1.0,,,,,,,1,shy,,,3,idle,
d_nikke_maiden_icerose_02_91,d_nikke_maiden_icerose_02,Self,maiden_w,,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_91,False,,L_10,L_10,1.0,,,,,,,1,shy,,,3,idle,
d_nikke_maiden_icerose_02_92,d_nikke_maiden_icerose_02,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_92,True,,L_10,L_100,0.5,,,,,,,1,shy,,,3,idle,
d_nikke_maiden_icerose_02_93,d_nikke_maiden_icerose_02,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_93,True,,L_100,L_100,1.0,,,,,,,1,shy,,,3,idle,
d_nikke_maiden_icerose_02_94,d_nikke_maiden_icerose_02,Speech,maiden_w,maiden_w,Locale_NikkeEpisode:d_nikke_maiden_icerose_02_94,True,,L_100,L_100,1.0,,,,,,,1,shy,,,3,idle,
