id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,set_filter_01,fade,characters/0/hide_char_id,jump_target
d_nikke_grave_04_45,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_45,True,,,,,L_100,L_100,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_46,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_46,True,,,,,L_100,L_100,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_47,d_nikke_grave_04,Self,Locale_NikkeEpisode:d_nikke_grave_04_47,False,,,,,L_100,L_100,1.0,,grave_p,,,,,
d_nikke_grave_04_48,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_48,True,grave_p,1,idle,CountryVillage_n,L_100,1,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_49,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_49,True,,1,idle,,1,1,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_50,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_50,True,,1,idle,,1,1,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_51,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_51,True,,1,idle,,1,1,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_52,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_52,True,,1,idle,,1,1,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_53,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_53,True,,1,idle,,1,1,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_54,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_54,True,,1,idle,,1,1,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_55,d_nikke_grave_04,Self,Locale_NikkeEpisode:d_nikke_grave_04_55,False,,1,idle,,1,1,1.0,,grave_p,,,,,
d_nikke_grave_04_56,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_56,True,,1,idle,,1,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_57,d_nikke_grave_04,Self,Locale_NikkeEpisode:d_nikke_grave_04_57,False,,1,idle,,L_10,L_10,1.0,,grave_p,,,,,
d_nikke_grave_04_58,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_58,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_59,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_59,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_60,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_60,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_61,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_61,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_62,d_nikke_grave_04,Self,Locale_NikkeEpisode:d_nikke_grave_04_62,False,,1,idle,,L_10,L_10,1.0,,grave_p,,,,,
d_nikke_grave_04_63,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_63,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_64,d_nikke_grave_04,Self,Locale_NikkeEpisode:d_nikke_grave_04_64,False,,1,idle,,L_10,L_10,1.0,,grave_p,,,,,
d_nikke_grave_04_65,d_nikke_grave_04,Self,Locale_NikkeEpisode:d_nikke_grave_04_65,False,,1,idle,,L_10,L_10,1.0,,grave_p,,,,,
d_nikke_grave_04_66,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_66,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_67,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_67,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_68,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_68,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_69,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_69,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_70,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_70,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_71,d_nikke_grave_04,Self,Locale_NikkeEpisode:d_nikke_grave_04_71,False,,1,idle,,L_10,L_10,1.0,,grave_p,,,,,
d_nikke_grave_04_72,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_72,True,,1,surprise,,L_10,L_100,0.7,,grave_p,grave_p,,,,
d_nikke_grave_04_73,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_73,True,,1,idle,,L_100,L_100,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_74,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_74,True,,1,idle,,L_100,L_100,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_75,d_nikke_grave_04,Self,Locale_NikkeEpisode:d_nikke_grave_04_75,False,,1,idle,,L_100,L_100,1.0,,grave_p,,,,,
d_nikke_grave_04_76,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_76,True,,1,idle,,L_100,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_77,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_77,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_78,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_78,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_79,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_79,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_80,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_80,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_81,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_81,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_82,d_nikke_grave_04,Self,Locale_NikkeEpisode:d_nikke_grave_04_82,False,,1,idle,,L_10,L_10,1.0,,grave_p,,,,,
d_nikke_grave_04_83,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_83,True,,1,surprise,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_84,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_84,True,,1,pain,,L_10,1,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_85,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_85,True,,1,idle,,1,1,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_86,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_86,True,,1,idle,,1,1,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_87,d_nikke_grave_04,Self,Locale_NikkeEpisode:d_nikke_grave_04_87,False,,1,idle,,1,1,1.0,,grave_p,,,,,
d_nikke_grave_04_88,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_88,True,,1,surprise,,1,1,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_89,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_89,True,,1,idle,,1,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_90,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_90,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_91,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_91,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_92,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_92,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_93,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_93,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_94,d_nikke_grave_04,Self,Locale_NikkeEpisode:d_nikke_grave_04_94,False,,1,idle,,L_10,L_10,1.0,,grave_p,,,,,
d_nikke_grave_04_95,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_95,True,,1,delight,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_96,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_96,True,,1,delight,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_97,d_nikke_grave_04,Self,Locale_NikkeEpisode:d_nikke_grave_04_97,False,,1,delight,,L_10,L_10,1.0,,grave_p,,,,,
d_nikke_grave_04_98,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_98,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_99,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_99,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_100,d_nikke_grave_04,Self,Locale_NikkeEpisode:d_nikke_grave_04_100,False,,1,idle,,L_10,L_10,1.0,,grave_p,,,,,
d_nikke_grave_04_101,d_nikke_grave_04,Monologue,Locale_NikkeEpisode:d_nikke_grave_04_101,False,,1,idle,,L_10,L_10,1.0,,grave_p,,,,,
d_nikke_grave_04_102,d_nikke_grave_04,Self,Locale_NikkeEpisode:d_nikke_grave_04_102,False,,1,idle,,L_10,L_10,1.0,,grave_p,,,,,
d_nikke_grave_04_103,d_nikke_grave_04,Choice,Locale_NikkeEpisode:d_nikke_grave_04_103,False,,1,idle,,L_10,L_10,1.0,,grave_p,,,,,d_nikke_grave_04_106
d_nikke_grave_04_104,d_nikke_grave_04,Choice,Locale_NikkeEpisode:d_nikke_grave_04_104,False,,1,idle,,L_10,L_10,1.0,,grave_p,,,,,d_nikke_grave_04_107
d_nikke_grave_04_105,d_nikke_grave_04,Choice,Locale_NikkeEpisode:d_nikke_grave_04_105,False,,1,idle,,L_10,L_10,1.0,,grave_p,,,,,d_nikke_grave_04_108
d_nikke_grave_04_106,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_106,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,d_nikke_grave_04_109
d_nikke_grave_04_107,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_107,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,d_nikke_grave_04_109
d_nikke_grave_04_108,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_108,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,d_nikke_grave_04_109
d_nikke_grave_04_109,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_109,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_110,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_110,True,,1,delight,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_111,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_111,True,,1,delight,,L_10,L_100,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_112,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_112,True,,1,delight,,L_100,L_100,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_113,d_nikke_grave_04,Self,Locale_NikkeEpisode:d_nikke_grave_04_113,False,,1,delight,,L_100,L_100,1.0,,grave_p,,,,,
d_nikke_grave_04_114,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_114,True,,1,delight,,L_100,L_100,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_115,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_115,True,,1,delight,,L_100,L_100,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_116,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_116,True,,1,delight,,L_100,L_100,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_117,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_117,True,,1,delight,,L_100,L_100,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_118,d_nikke_grave_04,Self,Locale_NikkeEpisode:d_nikke_grave_04_118,False,,1,delight,,L_100,L_100,1.0,,grave_p,,,,,
d_nikke_grave_04_119,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_119,True,,1,delight,,L_100,L_100,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_120,d_nikke_grave_04,Self,Locale_NikkeEpisode:d_nikke_grave_04_120,False,,1,delight,,L_100,L_100,1.0,,grave_p,,,,,
d_nikke_grave_04_121,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_121,True,,1,surprise,,L_100,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_122,d_nikke_grave_04,Self,Locale_NikkeEpisode:d_nikke_grave_04_122,False,,1,surprise,,L_10,L_10,1.0,,grave_p,,,,,
d_nikke_grave_04_123,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_123,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_124,d_nikke_grave_04,Self,Locale_NikkeEpisode:d_nikke_grave_04_124,False,,1,idle,,L_10,L_10,1.0,,grave_p,,,,,
d_nikke_grave_04_125,d_nikke_grave_04,Self,Locale_NikkeEpisode:d_nikke_grave_04_125,False,,1,idle,,L_10,L_10,1.0,,grave_p,,,,,
d_nikke_grave_04_126,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_126,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_127,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_127,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_128,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_128,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_129,d_nikke_grave_04,Self,Locale_NikkeEpisode:d_nikke_grave_04_129,False,,1,idle,,L_10,L_10,1.0,,grave_p,,,,,
d_nikke_grave_04_130,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_130,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_131,d_nikke_grave_04,Self,Locale_NikkeEpisode:d_nikke_grave_04_131,False,,1,idle,,L_10,L_10,1.0,,grave_p,,,,,
d_nikke_grave_04_132,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_132,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_133,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_133,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_134,d_nikke_grave_04,Self,Locale_NikkeEpisode:d_nikke_grave_04_134,False,,1,idle,,L_10,L_10,1.0,,grave_p,,,,,
d_nikke_grave_04_135,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_135,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_136,d_nikke_grave_04,Speech,Locale_NikkeEpisode:d_nikke_grave_04_136,True,,1,idle,,L_10,L_10,1.0,,grave_p,grave_p,,,,
d_nikke_grave_04_137,d_nikke_grave_04,Monologue,Locale_NikkeEpisode:d_nikke_grave_04_137,False,,1,idle,,L_10,1,1.0,,grave_p,,,,grave_p,
d_nikke_grave_04_138,d_nikke_grave_04,Self,Locale_NikkeEpisode:d_nikke_grave_04_138,False,,,,,1,1,1.0,,grave_p,,,,,
