id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,conversation_id,play_sound,fade,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,jump_target,characters/0/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_nikke_rupee_wintershopper_02_18,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_18,True,,L_10,L_10,1.0,,,,,rupee_w,rupee,,1,idle,,3,idle,,,,,,
d_nikke_rupee_wintershopper_02_19,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_19,True,,L_10,L_100,1.0,,,,,rupee_w,rupee,,1,idle,,3,idle,,,,,,
d_nikke_rupee_wintershopper_02_20,d_nikke_rupee_wintershopper_02,Self,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_20,False,,L_100,L_100,1.0,,,,,rupee_w,,,1,idle,,3,idle,staff,,,,,
d_nikke_rupee_wintershopper_02_21,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_21,True,,L_100,L_100,1.0,,,,,rupee_w,rupee,,1,idle,,,,,,,,,
d_nikke_rupee_wintershopper_02_22,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_22,True,,L_100,L_100,1.0,,,,,rupee_w,rupee,,1,idle,,,,,,,,,
d_nikke_rupee_wintershopper_02_23,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_23,True,,L_100,1,0.5,,,,,rupee_w,rupee,,1,surprise,,,,,,,,,
d_nikke_rupee_wintershopper_02_24,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_24,True,,1,1,1.0,,,,,rupee_w,rupee,,1,surprise,,,,,,,,,
d_nikke_rupee_wintershopper_02_25,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_25,True,,1,L_10,1.0,,,,,rupee_w,rupee,,1,surprise,,,,,,,,,
d_nikke_rupee_wintershopper_02_26,d_nikke_rupee_wintershopper_02,Choice,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_26,False,,L_10,L_10,1.0,,,,,rupee_w,,,1,surprise,,,,,d_nikke_rupee_wintershopper_02_28,,,,
d_nikke_rupee_wintershopper_02_27,d_nikke_rupee_wintershopper_02,Choice,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_27,False,,L_10,L_10,1.0,,,,,rupee_w,,,1,surprise,,,,,d_nikke_rupee_wintershopper_02_32,,,,
d_nikke_rupee_wintershopper_02_28,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_28,True,,L_10,L_10,1.0,,,,,rupee_w,rupee,,1,think,,,,,,,,,
d_nikke_rupee_wintershopper_02_29,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_29,True,,L_10,L_10,1.0,,,,,rupee_w,rupee,,1,think,,,,,,,,,
d_nikke_rupee_wintershopper_02_30,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_30,False,,L_10,L_10,1.0,,,,,rupee_w,rupee,,1,think,,,,,,,,,
d_nikke_rupee_wintershopper_02_31,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_31,True,,L_10,L_10,1.0,,,,,rupee_w,rupee,,1,idle,,,,,d_nikke_rupee_wintershopper_02_36,,,,
d_nikke_rupee_wintershopper_02_32,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_32,True,,L_10,L_10,1.0,,,,,rupee_w,rupee,,1,think,,,,,,,,,
d_nikke_rupee_wintershopper_02_33,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_33,True,,L_10,L_10,1.0,,,,,rupee_w,rupee,,1,think,,,,,,,,,
d_nikke_rupee_wintershopper_02_34,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_34,False,,L_10,L_10,1.0,,,,,rupee_w,rupee,,1,think,,,,,,,,,
d_nikke_rupee_wintershopper_02_35,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_35,True,,L_10,L_10,1.0,,,,,rupee_w,rupee,,1,idle,,,,,d_nikke_rupee_wintershopper_02_36,,,,
d_nikke_rupee_wintershopper_02_36,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_36,True,,L_10,L_10,1.0,,,,,rupee_w,rupee,,1,idle,,,,,,,,,
d_nikke_rupee_wintershopper_02_37,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_37,False,,L_10,L_100,1.0,,,,,rupee_w,rupee,,1,think,,,,,,,,,
d_nikke_rupee_wintershopper_02_38,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_38,True,,L_100,L_100,1.0,,,,,rupee_w,rupee,,1,think,,,,,,,,,
d_nikke_rupee_wintershopper_02_39,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_39,True,,L_100,L_100,1.0,,,,,rupee_w,rupee,,1,think,,,,,,,,,
d_nikke_rupee_wintershopper_02_40,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_40,True,,L_100,L_100,1.0,,,,,rupee_w,rupee,,1,think,,,,,,,,,
d_nikke_rupee_wintershopper_02_41,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_41,False,,L_100,1,3.0,,,,,rupee_w,rupee,,1,think,,,,,,,,,
d_nikke_rupee_wintershopper_02_42,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_42,True,,1,1,1.0,,,,,rupee_w,rupee,,1,think,,,,,,,,,
d_nikke_rupee_wintershopper_02_43,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_43,True,,1,1,1.0,,,,,rupee_w,rupee,,1,think,,,,,,,,,
d_nikke_rupee_wintershopper_02_44,d_nikke_rupee_wintershopper_02,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_44,False,black,1,1,1.0,none,,,,rupee_w,,,1,think,,,,,,rupee_w,,,
d_nikke_rupee_wintershopper_02_45,d_nikke_rupee_wintershopper_02,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_45,False,CommanderRoom,5,1,2.0,bgm_story_breakaway,,,black,rupee_w,,,,,,,,,,,,,
d_nikke_rupee_wintershopper_02_46,d_nikke_rupee_wintershopper_02,Choice,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_46,False,,1,1,1.0,,,,,rupee_w,,,,,,,,,d_nikke_rupee_wintershopper_02_48,,,,
d_nikke_rupee_wintershopper_02_47,d_nikke_rupee_wintershopper_02,Choice,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_47,False,,1,1,1.0,,,,,rupee_w,,,,,,,,,d_nikke_rupee_wintershopper_02_48,,,,
d_nikke_rupee_wintershopper_02_48,d_nikke_rupee_wintershopper_02,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_48,False,,1,1,1.0,,,,,rupee_w,,,,,,,,,,,,,
d_nikke_rupee_wintershopper_02_49,d_nikke_rupee_wintershopper_02,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_49,False,,1,1,1.0,,,,,rupee_w,,,,,,,,,,,,,
d_nikke_rupee_wintershopper_02_50,d_nikke_rupee_wintershopper_02,Narration,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_50,False,,1,1,1.0,,,,,rupee_w,,,,,,,,,,,,,
d_nikke_rupee_wintershopper_02_51,d_nikke_rupee_wintershopper_02,Narration,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_51,False,,1,1,1.0,,,,,rupee_w,,,,,,,,,,,,,
d_nikke_rupee_wintershopper_02_52,d_nikke_rupee_wintershopper_02,Narration,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_52,False,,1,1,1.0,,,,,rupee_w,,,,,,,,,,,,,
d_nikke_rupee_wintershopper_02_53,d_nikke_rupee_wintershopper_02,Narration,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_53,False,,1,1,1.0,,,,,rupee_w,,,,,,,,,,,,,
d_nikke_rupee_wintershopper_02_54,d_nikke_rupee_wintershopper_02,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_54,False,,1,1,1.0,,,,,rupee_w,,,,,,,,,,,,,
d_nikke_rupee_wintershopper_02_55,d_nikke_rupee_wintershopper_02,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_55,False,,1,1,1.0,,,,,rupee_w,,,,,,,,,,,,,
d_nikke_rupee_wintershopper_02_56,d_nikke_rupee_wintershopper_02,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_56,False,,1,1,1.0,,,,,rupee_w,,,,,,,,,,,,,
d_nikke_rupee_wintershopper_02_57,d_nikke_rupee_wintershopper_02,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_57,False,CommanderRoom_n,1,1,1.0,,,,,rupee_w,,,,,,,,,,,,,
d_nikke_rupee_wintershopper_02_58,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_58,True,,53,53,1.0,,,,,neon,neon,,,,anis,5,void,,,,neon,3,idle
d_nikke_rupee_wintershopper_02_59,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_59,True,,53,53,1.0,,,,,neon,neon,,,,,5,void,,,,,3,idle
d_nikke_rupee_wintershopper_02_60,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_60,True,,53,53,1.0,,,,,anis,anis,,,,,5,void,,,,,3,idle
d_nikke_rupee_wintershopper_02_61,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_61,True,,53,53,1.0,,,,,anis,anis,,,,,5,void,,,,,3,idle
d_nikke_rupee_wintershopper_02_62,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_62,True,,53,50,1.0,,,,,anis,anis,,,,,5,void,,,,,3,idle
d_nikke_rupee_wintershopper_02_63,d_nikke_rupee_wintershopper_02,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_63,False,,50,50,1.0,,,,,anis,,,,,,5,void,,,,,3,idle
d_nikke_rupee_wintershopper_02_64,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_64,True,,S_30,S_30,1.0,,,,,neon,neon,,,,,5,void,,,,,3,idle
d_nikke_rupee_wintershopper_02_65,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_65,True,,S_30,50,1.0,,,,,anis,anis,,,,,5,idle,,,,,3,idle
d_nikke_rupee_wintershopper_02_66,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_66,True,,50,53,1.0,,,,,anis,anis,,,,,5,idle,,,,,3,idle
d_nikke_rupee_wintershopper_02_67,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_67,True,,53,53,1.0,,,,,anis,anis,,,,,5,idle,,,,,3,idle
d_nikke_rupee_wintershopper_02_68,d_nikke_rupee_wintershopper_02,Choice,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_68,False,,53,53,1.0,,,,,anis,,,,,,5,idle,,d_nikke_rupee_wintershopper_02_70,,,3,idle
d_nikke_rupee_wintershopper_02_69,d_nikke_rupee_wintershopper_02,Choice,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_69,False,,53,53,1.0,,,,,anis,,,,,,5,idle,,d_nikke_rupee_wintershopper_02_71,,,3,idle
d_nikke_rupee_wintershopper_02_70,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_70,True,,53,53,1.0,,,,,anis,anis,,,,,5,void,,d_nikke_rupee_wintershopper_02_72,,,3,idle
d_nikke_rupee_wintershopper_02_71,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_71,True,,53,53,1.0,,,,,anis,anis,,,,,5,void,,d_nikke_rupee_wintershopper_02_72,,,3,idle
d_nikke_rupee_wintershopper_02_72,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_72,True,,53,53,1.0,,,,,anis,anis,,,,,5,void,,,,,3,idle
d_nikke_rupee_wintershopper_02_73,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_73,True,,53,53,1.0,,,,,anis,anis,,,,,5,void,,,,,3,idle
d_nikke_rupee_wintershopper_02_74,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_74,False,,53,500,3.0,,,,,anis,anis,,,,,5,no,,,,,3,idle
d_nikke_rupee_wintershopper_02_75,d_nikke_rupee_wintershopper_02,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_75,False,,S_300,S_300,1.0,,,,,neon,neon,,,,,5,no,,,,,3,no
d_nikke_rupee_wintershopper_02_76,d_nikke_rupee_wintershopper_02,Self,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_02_76,False,,53,53,1.0,,,,,neon,,,,,,5,no,,,,,3,no
