id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/hide_char_id,set_filter_01,set_filter_02,fade,jump_target,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_camera_shake
d_nikke_sakura_04_11,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_11,True,sakura,1,idle,TatamiRoom,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_12,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_12,True,,1,idle,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_13,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_13,True,,1,idle,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_14,d_nikke_sakura_04,Monologue,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_14,False,,1,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_sakura_04_15,d_nikke_sakura_04,Narration,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_15,False,,1,idle,,black,black,0.7,,,,,,,,,,,
d_nikke_sakura_04_16,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_16,True,,1,idle,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_17,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_17,True,,1,idle,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_18,d_nikke_sakura_04,Narration,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_18,False,,1,idle,,black,black,0.7,,,,,,,,,,,
d_nikke_sakura_04_19,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_19,True,,1,idle,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_20,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_20,True,,1,idle,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_21,d_nikke_sakura_04,Narration,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_21,False,,1,idle,,black,black,0.7,,,,,,,,,,,
d_nikke_sakura_04_22,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_22,True,,1,idle,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_23,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_23,True,,1,idle,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_24,d_nikke_sakura_04,Self,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_24,False,,1,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_sakura_04_25,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_25,True,,1,idle,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_26,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_26,True,,1,idle,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_27,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_27,True,,1,idle,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_28,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_28,True,,1,idle,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_29,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_29,True,,1,idle,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_30,d_nikke_sakura_04,Self,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_30,False,,1,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_sakura_04_31,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_31,True,,1,idle,,10,1,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_32,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_32,True,,1,idle,,1,1,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_33,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_33,True,,1,idle,,1,1,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_34,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_34,True,,1,idle,,1,1,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_35,d_nikke_sakura_04,Self,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_35,False,,1,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_sakura_04_36,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_36,False,,1,idle,,1,1,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_37,d_nikke_sakura_04,Self,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_37,False,,1,idle,,1,1,1.0,,,,,,,,,,,
d_nikke_sakura_04_38,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_38,False,,1,idle,,1,1,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_39,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_39,True,,1,idle,,1,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_40,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_40,True,,1,idle,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_41,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_41,True,,1,delight,,10,10,1.0,none,sakura,,,,,,,,,
d_nikke_sakura_04_42,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_42,True,,1,delight,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_43,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_43,True,,1,delight,CherryBlossom,5,1,2.0,ambient_scn_wind,sakura,,,,black,,,,,
d_nikke_sakura_04_44,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_44,True,,1,delight,,1,1,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_45,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_45,True,,1,shy,,1,1,1.0,bgm_story_weare,sakura,,,,,,,,,
d_nikke_sakura_04_46,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_46,True,,1,shy,,1,1,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_47,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_47,True,,1,shy,,1,1,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_48,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_48,True,,1,shy,,1,1,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_49,d_nikke_sakura_04,Choice,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_49,False,,1,shy,,1,1,1.0,,,,,,,d_nikke_sakura_04_51,,,,
d_nikke_sakura_04_50,d_nikke_sakura_04,Choice,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_50,False,,1,shy,,1,1,1.0,,,,,,,d_nikke_sakura_04_57,,,,
d_nikke_sakura_04_51,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_51,True,,1,shy,,1,1,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_52,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_52,True,,1,shy,,1,1,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_53,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_53,True,,1,shy,,1,1,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_54,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_54,True,,1,shy,,1,1,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_55,d_nikke_sakura_04,Self,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_55,False,,1,shy,,1,1,1.0,,,,,,,,,,,
d_nikke_sakura_04_56,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_56,True,,1,delight,,1,10,1.0,,sakura,,,,,d_nikke_sakura_04_63,,,,
d_nikke_sakura_04_57,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_57,True,,1,shy,,1,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_58,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_58,True,,1,shy,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_59,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_59,True,,1,shy,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_60,d_nikke_sakura_04,Self,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_60,False,,1,shy,,10,10,1.0,,,,,,,,,,,
d_nikke_sakura_04_61,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_61,True,,1,delight,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_62,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_62,True,,1,delight,,10,10,1.0,,sakura,,,,,d_nikke_sakura_04_63,,,,
d_nikke_sakura_04_63,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_63,False,,1,delight,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_64,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_64,True,,1,delight,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_65,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_65,True,,1,delight,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_66,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_66,True,,1,surprise,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_67,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_67,True,,1,surprise,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_68,d_nikke_sakura_04,Self,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_68,False,,1,surprise,,10,10,1.0,,,,,,,,,,,
d_nikke_sakura_04_69,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_69,True,,1,delight,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_70,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_70,True,,1,delight,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_71,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_71,True,,1,delight,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_72,d_nikke_sakura_04,Self,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_72,False,,1,delight,,10,10,1.0,,,,,,,,,,,
d_nikke_sakura_04_73,d_nikke_sakura_04,Monologue,,Locale_NikkeEpisode:d_nikke_sakura_04_73,False,,1,idle,,10,10,1.0,,,,Black,,,,,,,
d_nikke_sakura_04_74,d_nikke_sakura_04,Monologue,,Locale_NikkeEpisode:d_nikke_sakura_04_74,False,,1,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_sakura_04_75,d_nikke_sakura_04,Self,,Locale_NikkeEpisode:d_nikke_sakura_04_75,False,,1,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_sakura_04_76,d_nikke_sakura_04,Monologue,,Locale_NikkeEpisode:d_nikke_sakura_04_76,False,,1,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_sakura_04_77,d_nikke_sakura_04,Monologue,,Locale_NikkeEpisode:d_nikke_sakura_04_77,False,,1,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_sakura_04_78,d_nikke_sakura_04,Self,,Locale_NikkeEpisode:d_nikke_sakura_04_78,False,,1,idle,,10,10,1.0,,,,,,,,,,,
d_nikke_sakura_04_79,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_79,True,,1,delight,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_80,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_80,True,,1,delight,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_81,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_81,True,,1,delight,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_82,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_82,True,,1,delight,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_83,d_nikke_sakura_04,Self,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_83,False,,1,delight,,10,10,1.0,,,,,,,,,,,
d_nikke_sakura_04_84,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_84,True,,1,idle,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_85,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_85,True,,1,idle,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_86,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_86,True,,1,idle,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_87,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_87,True,,1,idle,,10,10,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_88,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_88,False,,1,idle,,10,100,1.5,,sakura,,,,,,,,,
d_nikke_sakura_04_89,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_89,True,,1,surprise,,100,100,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_90,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_90,True,,1,surprise,,100,100,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_91,d_nikke_sakura_04,Self,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_91,False,,1,surprise,,100,100,1.0,,,,,,,,,,,
d_nikke_sakura_04_92,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_92,True,,1,delight,,100,100,1.0,,sakura,,,,,,,,,
d_nikke_sakura_04_93,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_93,True,,1,delight,none,100,100,1.0,none,sakura,sakura,Black,,,,,,,
d_nikke_sakura_04_94,d_nikke_sakura_04,Monologue,,Locale_NikkeEpisode:d_nikke_sakura_04_94,False,,,,TatamiRoom,1,1,1.0,,,,,,,,,,,
d_nikke_sakura_04_95,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_95,True,sakura,1,idle,,1,10,1.0,bgm_recognition_underworld,sakura,,,,,,genzou,3,idle,
d_nikke_sakura_04_96,d_nikke_sakura_04,Speech,gangs,Locale_NikkeEpisode:d_nikke_sakura_04_96,False,,1,idle,,10,10,1.0,,gangs,,,,,,,3,idle,
d_nikke_sakura_04_97,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_97,True,,1,idle,,10,10,1.0,,sakura,,,,,,,3,idle,
d_nikke_sakura_04_98,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_98,True,,1,idle,,10,10,1.0,,sakura,,,,,,,3,idle,
d_nikke_sakura_04_99,d_nikke_sakura_04,Speech,genzou,Locale_NikkeEpisode:d_nikke_sakura_04_99,True,,1,idle,,10,2,1.0,,genzou,,,,,,,3,idle,
d_nikke_sakura_04_100,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_100,True,,1,idle,,2,2,1.0,,sakura,,,,,,,3,idle,
d_nikke_sakura_04_101,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_101,True,,1,idle,,2,2,1.0,,sakura,,,,,,,3,idle,
d_nikke_sakura_04_102,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_102,True,,1,idle,,2,2,1.0,,sakura,,,,,,,3,idle,
d_nikke_sakura_04_103,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_103,True,,1,idle,,2,2,1.0,,sakura,,,,,,,3,idle,
d_nikke_sakura_04_104,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_104,True,,1,idle,,2,2,1.0,,sakura,,,,,,,3,idle,
d_nikke_sakura_04_105,d_nikke_sakura_04,Speech,genzou,Locale_NikkeEpisode:d_nikke_sakura_04_105,False,,1,idle,,2,L_30,1.0,,genzou,,,,,,,3,idle,Low_2
d_nikke_sakura_04_106,d_nikke_sakura_04,Monologue,,Locale_NikkeEpisode:d_nikke_sakura_04_106,False,,1,idle,,L_30,L_30,1.0,,,,,,,,,3,idle,
d_nikke_sakura_04_107,d_nikke_sakura_04,Speech,genzou,Locale_NikkeEpisode:d_nikke_sakura_04_107,True,,1,idle,,L_30,L_30,1.0,,genzou,,,,,,,3,idle,
d_nikke_sakura_04_108,d_nikke_sakura_04,Speech,genzou,Locale_NikkeEpisode:d_nikke_sakura_04_108,True,,1,idle,,L_30,L_30,1.0,,genzou,,,,,,,3,idle,
d_nikke_sakura_04_109,d_nikke_sakura_04,Speech,genzou,Locale_NikkeEpisode:d_nikke_sakura_04_109,True,,1,idle,,L_30,L_30,1.0,,genzou,,,,,,,3,idle,
d_nikke_sakura_04_110,d_nikke_sakura_04,Speech,genzou,Locale_NikkeEpisode:d_nikke_sakura_04_110,True,,1,idle,,L_30,L_30,1.0,,genzou,,,,,,,3,idle,
d_nikke_sakura_04_111,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_111,True,,1,idle,,L_30,10,1.0,,sakura,,,,,,,3,idle,
d_nikke_sakura_04_112,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_112,True,,1,idle,,10,10,1.0,,sakura,,,,,,,3,idle,
d_nikke_sakura_04_113,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_113,True,,1,idle,,10,10,1.0,,sakura,,,,,,,3,idle,
d_nikke_sakura_04_114,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_114,True,,1,idle,,10,10,1.0,,sakura,,,,,,,3,idle,
d_nikke_sakura_04_115,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_115,True,,1,idle,,10,10,1.0,,sakura,,,,,,,3,idle,
d_nikke_sakura_04_116,d_nikke_sakura_04,Speech,genzou,Locale_NikkeEpisode:d_nikke_sakura_04_116,False,,1,idle,,10,2,1.0,none,genzou,,,,,,,3,idle,
d_nikke_sakura_04_117,d_nikke_sakura_04,Speech,genzou,Locale_NikkeEpisode:d_nikke_sakura_04_117,True,,1,idle,,2,2,1.0,bgm_story_lastbullet,genzou,,,,,,,3,"expression_0,idle",
d_nikke_sakura_04_118,d_nikke_sakura_04,Speech,genzou,Locale_NikkeEpisode:d_nikke_sakura_04_118,True,,1,idle,,2,2,1.0,,genzou,,,,,,,3,idle,
d_nikke_sakura_04_119,d_nikke_sakura_04,Speech,genzou,Locale_NikkeEpisode:d_nikke_sakura_04_119,True,,1,idle,,2,2,1.0,,genzou,,,,,,,3,idle,
d_nikke_sakura_04_120,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_120,True,,1,angry,,2,1,1.0,,sakura,,,,,,,3,idle,
d_nikke_sakura_04_121,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_121,True,,1,angry,,1,1,1.0,,sakura,,,,,,,3,idle,
d_nikke_sakura_04_122,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_122,True,,1,angry,,1,1,1.0,,sakura,,,,,,,3,idle,
d_nikke_sakura_04_123,d_nikke_sakura_04,Monologue,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_123,False,,1,angry,,1,1,1.0,,,,,,,,,3,idle,
d_nikke_sakura_04_124,d_nikke_sakura_04,Narration,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_124,False,,1,angry,,1,10,1.0,,,,,,,,,3,idle,
d_nikke_sakura_04_125,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_125,True,,1,angry,,10,10,1.0,,sakura,,,,,,,3,idle,
d_nikke_sakura_04_126,d_nikke_sakura_04,Speech,genzou,Locale_NikkeEpisode:d_nikke_sakura_04_126,False,,1,angry,,L_30,L_30,1.0,,genzou,,,,,,,3,idle,Low_2
d_nikke_sakura_04_127,d_nikke_sakura_04,Self,,Locale_NikkeEpisode:d_nikke_sakura_04_127,False,,1,angry,,2,2,1.0,,,,,,,,,3,idle,
d_nikke_sakura_04_128,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_128,True,,1,angry,,2,2,1.0,,sakura,,,,,,,3,idle,
d_nikke_sakura_04_129,d_nikke_sakura_04,Self,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_129,False,,1,angry,,2,2,1.0,,,,,,,,,3,idle,
d_nikke_sakura_04_130,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_130,True,,1,angry,,2,2,1.0,,sakura,,,,,,,3,idle,
d_nikke_sakura_04_131,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_131,True,,1,angry,,2,2,1.0,,sakura,,,,,,,3,idle,
d_nikke_sakura_04_132,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_132,True,,1,angry,,2,2,1.0,,sakura,,,,,,,3,idle,
d_nikke_sakura_04_133,d_nikke_sakura_04,Self,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_133,False,,1,angry,,2,2,1.0,,,,,,,,,3,idle,
d_nikke_sakura_04_134,d_nikke_sakura_04,Self,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_134,False,,1,angry,,2,2,1.0,,,,,,,,,3,idle,
d_nikke_sakura_04_135,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_135,False,,1,surprise,,2,10,0.7,,sakura,,,,,,,3,idle,
d_nikke_sakura_04_136,d_nikke_sakura_04,Self,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_136,False,,1,surprise,,10,10,1.0,,,,,,,,,3,idle,
d_nikke_sakura_04_137,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_137,False,,1,idle,,10,1,1.7,,sakura,,,,,,,3,idle,
d_nikke_sakura_04_138,d_nikke_sakura_04,Monologue,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_138,False,,1,idle,,1,1,1.0,,,,,,,,,3,idle,
d_nikke_sakura_04_139,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_139,True,,1,idle,,1,1,1.0,,sakura,,,,,,,3,idle,
d_nikke_sakura_04_140,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_140,True,,1,idle,,1,1,1.0,,sakura,,,,,,,3,idle,
d_nikke_sakura_04_141,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_141,True,,1,idle,,1,1,1.0,,sakura,,,,,,,3,idle,
d_nikke_sakura_04_142,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_142,True,,1,idle,,1,10,1.0,,sakura,,,,,,,3,idle,
d_nikke_sakura_04_143,d_nikke_sakura_04,Speech,sakura,Locale_NikkeEpisode:d_nikke_sakura_04_143,True,,1,idle,,10,10,1.0,,sakura,,,,,,,3,idle,
